期間,進口-合計_原始值,進口-合計_年增率(%),進口-合計_原始值,進口-合計_年增率(%),進口-植物產品_原始值,進口-植物產品_年增率(%),進口-植物產品_原始值,進口-植物產品_年增率(%),進口-植物產品-(1)麥類_原始值,進口-植物產品-(1)麥類_年增率(%),進口-植物產品-(1)麥類_原始值,進口-植物產品-(1)麥類_年增率(%),進口-植物產品-(2)玉米_原始值,進口-植物產品-(2)玉米_年增率(%),進口-植物產品-(2)玉米_原始值,進口-植物產品-(2)玉米_年增率(%),進口-植物產品-(3)黃豆_原始值,進口-植物產品-(3)黃豆_年增率(%),進口-植物產品-(3)黃豆_原始值,進口-植物產品-(3)黃豆_年增率(%),進口-調製食品、飲料及菸類_原始值,進口-調製食品、飲料及菸類_年增率(%),進口-調製食品、飲料及菸類_原始值,進口-調製食品、飲料及菸類_年增率(%),進口-調製食品、飲料及菸類-調製食品_原始值,進口-調製食品、飲料及菸類-調製食品_年增率(%),進口-調製食品、飲料及菸類-調製食品_原始值,進口-調製食品、飲料及菸類-調製食品_年增率(%),進口-礦產品_原始值,進口-礦產品_年增率(%),進口-礦產品_原始值,進口-礦產品_年增率(%),進口-礦產品-原油_原始值,進口-礦產品-原油_年增率(%),進口-礦產品-原油_原始值,進口-礦產品-原油_年增率(%),進口-化學品_原始值,進口-化學品_年增率(%),進口-化學品_原始值,進口-化學品_年增率(%),進口-化學品-有機化學品_原始值,進口-化學品-有機化學品_年增率(%),進口-化學品-有機化學品_原始值,進口-化學品-有機化學品_年增率(%),進口-塑膠及其成品_原始值,進口-塑膠及其成品_年增率(%),進口-塑膠及其成品_原始值,進口-塑膠及其成品_年增率(%),進口-塑膠及其成品-塑膠原料_原始值,進口-塑膠及其成品-塑膠原料_年增率(%),進口-塑膠及其成品-塑膠原料_原始值,進口-塑膠及其成品-塑膠原料_年增率(%),進口-木材、木製品及編結品_原始值,進口-木材、木製品及編結品_年增率(%),進口-木材、木製品及編結品_原始值,進口-木材、木製品及編結品_年增率(%),進口-木材、木製品及編結品-木材_原始值,進口-木材、木製品及編結品-木材_年增率(%),進口-木材、木製品及編結品-木材_原始值,進口-木材、木製品及編結品-木材_年增率(%),進口-紙漿、紙及印刷品_原始值,進口-紙漿、紙及印刷品_年增率(%),進口-紙漿、紙及印刷品_原始值,進口-紙漿、紙及印刷品_年增率(%),進口-紡織品_原始值,進口-紡織品_年增率(%),進口-紡織品_原始值,進口-紡織品_年增率(%),進口-紡織品-棉花_原始值,進口-紡織品-棉花_年增率(%),進口-紡織品-棉花_原始值,進口-紡織品-棉花_年增率(%),進口-珍珠、寶石、貴金屬、仿首飾及鑄幣_原始值,進口-珍珠、寶石、貴金屬、仿首飾及鑄幣_年增率(%),進口-珍珠、寶石、貴金屬、仿首飾及鑄幣_原始值,進口-珍珠、寶石、貴金屬、仿首飾及鑄幣_年增率(%),進口-珍珠、寶石、貴金屬、仿首飾及鑄幣-黃金_原始值,進口-珍珠、寶石、貴金屬、仿首飾及鑄幣-黃金_年增率(%),進口-珍珠、寶石、貴金屬、仿首飾及鑄幣-黃金_原始值,進口-珍珠、寶石、貴金屬、仿首飾及鑄幣-黃金_年增率(%),進口-基本金屬及其製品_原始值,進口-基本金屬及其製品_年增率(%),進口-基本金屬及其製品_原始值,進口-基本金屬及其製品_年增率(%),進口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,進口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),進口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,進口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),進口-基本金屬及其製品-(2)金屬製品(鋼鐵及其製品除外)_原始值,進口-基本金屬及其製品-(2)金屬製品(鋼鐵及其製品除外)_年增率(%),進口-基本金屬及其製品-(2)金屬製品(鋼鐵及其製品除外)_原始值,進口-基本金屬及其製品-(2)金屬製品(鋼鐵及其製品除外)_年增率(%),進口-機械及電機設備_原始值,進口-機械及電機設備_年增率(%),進口-機械及電機設備_原始值,進口-機械及電機設備_年增率(%),進口-機械及電機設備-(1)電子產品_原始值,進口-機械及電機設備-(1)電子產品_年增率(%),進口-機械及電機設備-(1)電子產品_原始值,進口-機械及電機設備-(1)電子產品_年增率(%),進口-機械及電機設備-(2)機械_原始值,進口-機械及電機設備-(2)機械_年增率(%),進口-機械及電機設備-(2)機械_原始值,進口-機械及電機設備-(2)機械_年增率(%),進口-機械及電機設備-(3)電機產品_原始值,進口-機械及電機設備-(3)電機產品_年增率(%),進口-機械及電機設備-(3)電機產品_原始值,進口-機械及電機設備-(3)電機產品_年增率(%),進口-機械及電機設備-(4)資訊與通信產品_原始值,進口-機械及電機設備-(4)資訊與通信產品_年增率(%),進口-機械及電機設備-(4)資訊與通信產品_原始值,進口-機械及電機設備-(4)資訊與通信產品_年增率(%),進口-機械及電機設備-(5)家用電器_原始值,進口-機械及電機設備-(5)家用電器_年增率(%),進口-機械及電機設備-(5)家用電器_原始值,進口-機械及電機設備-(5)家用電器_年增率(%),進口-車輛、航空器、船舶及有關運輸設備_原始值,進口-車輛、航空器、船舶及有關運輸設備_年增率(%),進口-車輛、航空器、船舶及有關運輸設備_原始值,進口-車輛、航空器、船舶及有關運輸設備_年增率(%),進口-精密儀器、鐘錶、樂器_原始值,進口-精密儀器、鐘錶、樂器_年增率(%),進口-精密儀器、鐘錶、樂器_原始值,進口-精密儀器、鐘錶、樂器_年增率(%),進口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫學等產品_原始值,進口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫學等產品_年增率(%),進口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫學等產品_原始值,進口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫學等產品_年增率(%),進口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,進口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),進口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,進口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),進口其他_原始值,進口其他_年增率(%),進口其他_原始值,進口其他_年增率(%)
2000M11,"386,969",20.41,"12,017.7",18.88,"5,885",9.24,182.7,7.79,349,-10.97,10.8,-12.20,"1,426",-13.26,44.3,-14.31,"1,827",44.89,56.7,42.82,"6,118",15.17,190.0,13.70,"2,960",24.16,91.9,22.53,"40,868",45.01,"1,269.2",43.17,"22,972",73.43,713.4,71.20,"37,873",19.35,"1,176.2",17.83,"15,632",10.81,485.5,9.42,"10,118",21.22,314.2,19.65,"5,472",15.88,169.9,14.41,"3,100",3.23,96.3,1.90,"1,270",3.84,39.4,2.34,"5,380",2.18,167.1,0.91,"7,583",4.10,235.5,2.79,495,-19.77,15.4,-20.62,"4,224",49.26,131.2,47.42,"2,315",45.87,71.9,44.09,"28,581",3.76,887.6,2.44,"13,379",-8.31,415.5,-9.48,"15,201",17.35,472.1,15.85,"176,067",14.75,"5,467.9",13.29,"72,012",19.57,"2,236.4",18.05,"45,317",8.24,"1,407.4",6.86,"15,682",27.66,487.0,26.04,"30,813",22.72,956.9,21.14,"1,386",19.59,43.1,18.08,"17,030",111.74,528.9,109.05,"25,149",27.61,781.0,25.99,"13,345",10.55,414.4,9.14,724,-2.95,22.5,-4.26,"18,993",24.23,589.9,22.64
2000M12,"345,951",5.91,"10,458.0",1.55,"5,081",-0.57,153.6,-4.66,578,19.42,17.5,14.38,"1,369",-14.54,41.4,-18.02,"1,097",-9.64,33.2,-13.32,"6,054",4.67,183.0,0.38,"2,868",25.96,86.7,20.75,"44,227",51.23,"1,337.0",45.01,"26,272",61.82,794.2,55.18,"33,318",1.89,"1,007.2",-2.30,"14,153",6.28,427.8,1.91,"8,806",2.96,266.2,-1.26,"4,796",-1.52,145.0,-5.54,"2,886",-5.47,87.2,-9.45,"1,307",11.90,39.5,7.34,"4,793",8.05,144.9,3.65,"6,399",-12.93,193.4,-16.53,531,-33.96,16.1,-36.36,"2,782",-28.72,84.1,-31.63,"1,092",-53.39,33.0,-55.35,"27,767",3.47,839.4,-0.78,"14,423",4.30,436.0,0.00,"13,344",2.60,403.4,-1.61,"154,127",1.05,"4,659.2",-3.11,"64,601",10.30,"1,952.9",5.77,"41,710",-4.05,"1,260.9",-8.00,"14,317",23.97,432.8,18.87,"22,466",-12.54,679.1,-16.14,"1,297",-7.03,39.2,-10.91,"9,564",13.67,289.1,8.97,"23,200",5.25,701.3,0.92,"11,441",-7.85,345.9,-11.62,558,-20.29,16.9,-23.53,"16,947",1.50,512.3,-2.68
2001M01,"308,611",-9.86,"9,351.9",-15.14,"5,545",0.78,168.0,-5.14,347,-46.62,10.5,-49.76,"1,657",24.40,50.2,17.02,"1,433",33.68,43.4,25.80,"5,843",-13.92,177.1,-18.95,"2,084",-28.70,63.2,-32.84,"38,231",8.96,"1,158.5",2.59,"20,111",-7.62,609.4,-13.03,"27,851",-18.76,844.0,-23.51,"10,844",-30.55,328.6,-34.61,"7,555",-22.75,228.9,-27.29,"3,949",-29.82,119.7,-33.90,"2,562",-25.63,77.6,-30.03,"1,219",-7.23,37.0,-12.53,"4,880",-12.90,147.9,-17.97,"5,314",-37.64,161.0,-41.31,705,-22.36,21.4,-26.71,"3,286",-18.64,99.6,-23.38,"1,909",-26.04,57.8,-30.45,"22,726",-20.23,688.7,-24.89,"10,521",-30.65,318.8,-34.70,"12,205",-8.36,369.9,-13.72,"140,330",-5.93,"4,252.4",-11.43,"63,041",14.91,"1,910.3",8.19,"33,721",-18.16,"1,021.9",-22.94,"12,627",3.63,382.6,-2.45,"21,128",-18.38,640.2,-23.16,"1,339",-6.10,40.6,-11.55,"9,841",-30.77,298.2,-34.82,"18,457",-3.02,559.3,-8.69,"9,207",-10.51,279.0,-15.74,631,-20.63,19.1,-25.39,"16,190",-12.14,490.6,-17.28
2001M02,"296,618",5.81,"9,138.0",0.40,"5,689",27.30,175.3,20.81,785,50.10,24.2,42.35,"1,658",14.03,51.1,8.26,"1,794",41.26,55.3,34.22,"5,071",17.14,156.2,11.10,"2,179",29.86,67.1,23.12,"29,794",6.67,917.9,1.21,"16,876",-0.61,519.9,-5.70,"27,970",7.20,861.7,1.72,"10,163",-13.56,313.1,-17.97,"7,509",4.38,231.3,-0.98,"4,013",-2.88,123.6,-7.90,"2,195",-12.76,67.6,-17.26,867,-3.45,26.7,-8.56,"5,416",35.33,166.8,28.41,"6,427",2.15,198.0,-3.08,982,21.53,30.2,15.27,"4,779",75.70,147.2,66.70,"3,022",95.47,93.1,85.46,"21,234",-4.05,654.2,-8.95,"10,070",-6.98,310.2,-11.75,"11,164",-1.25,343.9,-6.29,"139,497",3.03,"4,297.5",-2.24,"58,280",13.79,"1,795.4",7.97,"35,755",-4.46,"1,101.5",-9.35,"12,642",21.59,389.5,15.37,"21,597",-11.26,665.3,-15.81,"1,201",16.26,37.0,10.45,"7,134",5.92,219.8,0.50,"16,795",1.66,517.4,-3.54,"10,645",18.17,327.9,12.10,396,-18.01,12.2,-22.29,"17,108",22.04,527.0,15.80
2001M03,"326,755",-8.36,"10,054.0",-13.18,"4,402",-10.44,135.5,-15.10,398,-36.12,12.3,-39.11,"1,574",19.70,48.4,13.35,757,-38.75,23.3,-41.90,"5,258",0.75,161.8,-4.54,"2,557",12.45,78.7,6.50,"36,338",-0.64,"1,118.1",-5.87,"20,038",-14.97,616.5,-19.45,"30,247",-12.59,930.7,-17.18,"11,528",-26.24,354.7,-30.12,"8,502",-5.65,261.6,-10.63,"4,641",-8.98,142.8,-13.77,"2,654",-14.94,81.7,-19.35,"1,114",-8.91,34.3,-13.60,"5,332",-5.88,164.0,-10.87,"7,971",-8.82,245.3,-13.60,931,-8.37,28.7,-13.03,"3,848",-13.24,118.4,-17.78,"1,965",-28.42,60.5,-32.10,"24,377",-15.02,750.1,-19.48,"11,392",-21.36,350.5,-25.50,"12,985",-8.54,399.5,-13.36,"144,513",-12.59,"4,446.5",-17.19,"61,635",-10.88,"1,896.5",-15.56,"34,257",-14.47,"1,054.1",-18.97,"13,686",6.75,421.1,1.13,"23,732",-21.84,730.2,-25.96,"1,226",-3.92,37.7,-8.94,"17,759",98.65,546.4,88.22,"19,711",-16.31,606.5,-20.71,"11,198",-5.58,344.6,-10.54,489,-1.81,15.0,-7.41,"15,844",-10.80,487.5,-15.50
2001M04,"348,753",-6.53,"10,584.3",-13.25,"6,169",7.04,187.2,-0.69,929,-4.03,28.2,-10.76,"1,883",14.61,57.2,6.52,"1,595",15.50,48.4,7.08,"6,317",-2.86,191.7,-9.83,"2,702",9.75,82.0,1.86,"45,094",71.76,"1,368.6",59.42,"25,169",134.22,763.8,117.36,"31,072",-16.95,943.0,-22.92,"11,954",-32.24,362.8,-37.11,"7,806",-20.18,236.9,-25.92,"4,079",-22.26,123.8,-27.86,"2,572",-28.91,78.1,-33.98,963,-33.72,29.2,-38.53,"5,499",-10.83,166.9,-17.25,"8,017",-15.26,243.3,-21.36,"1,327",7.54,40.3,-0.25,"2,923",-26.72,88.7,-31.98,"1,488",-32.21,45.2,-37.05,"24,801",-24.99,752.7,-30.38,"11,831",-33.19,359.1,-37.99,"12,970",-15.53,393.6,-21.61,"156,882",-11.75,"4,761.2",-18.10,"66,566",-8.70,"2,020.2",-15.27,"36,864",-15.81,"1,118.8",-21.86,"14,712",1.96,446.5,-5.36,"26,183",-13.01,794.6,-19.26,"1,370",-1.23,41.6,-8.17,"15,327",48.47,465.1,37.77,"19,274",-23.99,584.9,-29.46,"11,606",-2.76,352.2,-9.76,578,-20.39,17.5,-26.47,"17,001",-3.62,516.0,-10.56
2001M05,"296,228",-24.61,"8,990.2",-29.71,"6,391",-2.71,194.0,-9.26,532,-14.74,16.1,-20.69,"1,884",-12.41,57.2,-18.29,"2,014",7.82,61.1,0.49,"5,635",13.04,171.0,5.36,"3,008",30.27,91.3,21.41,"33,639",-22.04,"1,020.9",-27.32,"16,004",-38.73,485.7,-42.88,"28,724",-20.18,871.7,-25.58,"11,156",-30.31,338.6,-35.02,"8,693",-11.03,263.8,-17.07,"4,687",-11.96,142.2,-17.95,"2,822",-22.04,85.6,-27.40,"1,202",-25.89,36.5,-30.87,"5,528",-21.32,167.8,-26.63,"6,894",-17.22,209.2,-22.83,"1,109",-15.47,33.6,-21.31,"2,046",-62.66,62.1,-65.19,651,-83.44,19.7,-84.60,"23,484",-29.38,712.7,-34.16,"11,368",-34.94,345.0,-39.35,"12,116",-23.21,367.7,-28.42,"126,857",-31.31,"3,850.0",-35.96,"52,115",-28.14,"1,581.6",-33.01,"31,616",-37.69,959.5,-41.91,"12,665",-13.87,384.4,-19.70,"20,548",-31.80,623.6,-36.42,"1,257",-16.14,38.2,-21.72,"10,401",2.50,315.7,-4.42,"16,722",-27.48,507.5,-32.39,"10,119",-11.57,307.1,-17.56,687,28.17,20.8,19.54,"18,392",8.95,558.2,1.58
2001M06,"296,514",-17.47,"8,708.2",-25.18,"5,347",-4.72,157.0,-13.64,756,82.17,22.2,65.67,"1,559",-2.56,45.8,-11.58,"1,149",-16.68,33.7,-24.61,"5,374",3.01,157.8,-6.63,"2,518",19.79,74.0,8.66,"36,796",6.09,"1,080.7",-3.82,"18,905",-4.64,555.2,-13.55,"27,071",-16.06,795.0,-23.90,"9,767",-28.36,286.9,-35.03,"8,153",-14.12,239.4,-22.15,"4,052",-19.87,119.0,-27.35,"2,042",-28.40,60.0,-35.06,710,-41.08,20.9,-46.41,"4,884",-25.67,143.4,-32.64,"5,745",-20.35,168.7,-27.78,715,-31.84,21.0,-38.24,"1,663",-44.18,48.8,-49.43,417,-71.36,12.2,-74.15,"24,088",-20.35,707.4,-27.79,"12,775",-20.46,375.2,-27.89,"11,314",-20.23,332.3,-27.68,"127,259",-26.32,"3,737.4",-33.20,"50,508",-31.21,"1,483.3",-37.64,"33,394",-14.66,980.7,-22.63,"11,117",-20.78,326.5,-28.18,"21,686",-29.12,636.9,-35.74,"1,371",-17.71,40.3,-25.37,"15,451",42.62,453.8,29.29,"17,777",-21.07,522.1,-28.44,"10,340",-8.71,303.7,-17.23,516,-11.79,15.1,-20.11,"14,865",-7.54,436.6,-16.17
2001M07,"321,125",-23.10,"9,251.7",-31.61,"5,942",-1.48,171.2,-12.38,587,-14.68,16.9,-24.22,"1,590",1.86,45.8,-9.49,"1,551",-2.88,44.7,-13.54,"5,496",-2.10,158.3,-12.93,"2,362",-4.10,68.0,-14.79,"43,600",18.94,"1,256.1",5.78,"24,044",19.95,692.7,6.68,"29,713",-20.50,856.0,-29.30,"12,053",-24.19,347.2,-32.58,"8,186",-19.87,235.8,-28.74,"4,213",-23.46,121.4,-31.91,"2,409",-20.28,69.4,-29.11,972,-23.28,28.0,-31.71,"5,446",-16.63,156.9,-25.85,"6,391",-13.49,184.1,-23.07,917,2.00,26.4,-9.28,"1,672",-43.21,48.2,-49.48,647,-42.03,18.6,-48.62,"23,122",-24.82,666.2,-33.13,"11,814",-24.67,340.4,-32.99,"11,309",-24.98,325.8,-33.28,"131,703",-33.92,"3,794.4",-41.23,"57,267",-33.63,"1,649.9",-40.97,"29,784",-40.29,858.1,-46.89,"12,592",-19.90,362.8,-28.76,"21,510",-33.13,619.7,-40.53,"1,313",-8.76,37.8,-18.88,"20,850",-15.99,600.7,-25.28,"19,820",-29.19,571.0,-37.02,"10,924",-12.57,314.7,-22.24,665,-4.59,19.1,-15.49,"16,774",-11.46,483.3,-21.25
2001M08,"268,757",-29.03,"7,745.2",-36.33,"5,058",1.04,145.8,-9.33,330,30.43,9.5,17.28,"1,496",-3.36,43.1,-13.28,851,-27.57,24.5,-35.01,"5,864",10.64,169.0,-0.71,"2,719",28.13,78.4,14.96,"34,160",-17.74,984.4,-26.21,"16,914",-32.44,487.4,-39.39,"27,100",-21.96,781.0,-29.99,"10,280",-25.25,296.2,-32.96,"7,308",-19.07,210.6,-27.40,"3,764",-22.26,108.5,-30.23,"2,348",-24.79,67.7,-32.50,934,-32.95,26.9,-39.82,"4,714",-12.74,135.9,-21.67,"6,649",-4.81,191.6,-14.62,766,-7.04,22.1,-16.60,"1,641",-52.00,47.3,-56.92,637,-66.01,18.4,-69.44,"19,507",-29.58,562.2,-36.82,"9,351",-33.03,269.5,-39.91,"10,156",-26.08,292.7,-33.67,"118,577",-34.27,"3,417.2",-41.03,"52,381",-33.02,"1,509.5",-39.92,"23,154",-51.60,667.3,-56.58,"10,542",-23.20,303.8,-31.10,"23,424",-17.96,675.0,-26.41,"1,045",-1.32,30.1,-11.47,"7,186",-41.63,207.1,-47.64,"13,941",-43.91,401.7,-49.69,"8,573",-35.73,247.1,-42.33,626,22.27,18.0,9.09,"14,706",-22.07,423.8,-30.09
2001M09,"270,332",-26.69,"7,806.3",-34.06,"5,358",10.82,154.7,-0.32,399,-35.44,11.5,-42.21,"1,762",51.24,50.9,36.10,"1,189",28.13,34.3,15.10,"5,104",3.42,147.4,-6.94,"2,220",-0.09,64.1,-10.10,"41,573",14.03,"1,200.5",2.57,"24,845",28.99,717.5,16.04,"26,937",-15.18,777.9,-23.71,"11,574",-6.90,334.2,-16.26,"7,448",-17.95,215.1,-26.18,"4,027",-16.16,116.3,-24.58,"2,102",-23.59,60.7,-31.26,690,-42.16,19.9,-48.04,"4,416",-23.28,127.5,-31.01,"6,073",-19.34,175.4,-27.43,755,21.97,21.8,9.55,"2,154",-40.99,62.2,-46.93,"1,133",-39.28,32.7,-45.41,"16,892",-36.78,487.8,-43.13,"8,603",-34.58,248.4,-41.17,"8,289",-38.91,239.4,-45.04,"118,202",-36.54,"3,413.3",-42.92,"58,047",-26.73,"1,676.2",-34.09,"20,713",-54.31,598.1,-58.91,"9,488",-35.56,274.0,-42.04,"20,890",-41.28,603.2,-47.18,836,-27.74,24.2,-34.77,"6,936",-11.00,200.3,-19.94,"14,837",-42.51,428.4,-48.30,"8,589",-32.57,248.0,-39.35,413,-11.37,11.9,-20.67,"12,302",-20.10,355.2,-28.14
2001M10,"338,598",-12.89,"9,783.2",-21.07,"6,899",71.83,199.3,55.70,733,126.23,21.2,105.83,"1,792",82.30,51.8,65.50,"1,914",182.30,55.3,156.02,"6,593",27.13,190.5,15.18,"3,222",42.13,93.1,28.77,"33,807",-12.51,976.8,-20.72,"16,284",-24.97,470.5,-32.01,"34,257",2.98,989.8,-6.69,"12,835",-7.21,370.8,-15.94,"10,334",11.60,298.6,1.12,"5,615",15.35,162.2,4.51,"2,576",-6.67,74.4,-15.45,"1,008",-6.15,29.1,-14.91,"5,254",10.66,151.8,0.26,"8,443",13.06,243.9,2.44,877,116.01,25.3,96.12,"3,440",-4.76,99.4,-13.72,"1,981",-1.59,57.2,-10.90,"22,635",-22.05,654.0,-29.37,"10,296",-27.75,297.5,-34.53,"12,339",-16.55,356.5,-24.39,"159,014",-16.77,"4,594.5",-24.59,"72,828",-9.85,"2,104.2",-18.32,"31,287",-37.15,904.0,-43.06,"14,311",-6.47,413.5,-15.25,"27,849",-14.93,804.7,-22.91,"1,563",31.46,45.2,19.26,"8,712",-40.18,251.7,-45.80,"19,438",-31.62,561.6,-38.05,"12,788",-0.83,369.5,-10.14,843,75.63,24.4,59.48,"17,195",3.08,496.8,-6.60
2001M11,"276,211",-28.62,"7,992.2",-33.50,"5,311",-9.75,153.7,-15.87,625,79.08,18.1,67.59,"1,540",7.99,44.5,0.45,"1,317",-27.91,38.1,-32.80,"5,564",-9.06,161.0,-15.26,"2,503",-15.44,72.4,-21.22,"26,376",-35.46,763.2,-39.87,"12,796",-44.30,370.3,-48.09,"25,269",-33.28,731.2,-37.83,"9,012",-42.35,260.8,-46.28,"7,626",-24.63,220.7,-29.76,"3,878",-29.13,112.2,-33.96,"1,978",-36.19,57.2,-40.60,766,-39.69,22.2,-43.65,"4,262",-20.78,123.3,-26.21,"5,957",-21.44,172.4,-26.79,427,-13.74,12.4,-19.48,"2,606",-38.30,75.4,-42.53,"1,218",-47.39,35.3,-50.90,"18,925",-33.78,547.6,-38.31,"9,336",-30.22,270.1,-34.99,"9,588",-36.93,277.4,-41.24,"124,470",-29.31,"3,601.6",-34.13,"61,004",-15.29,"1,765.2",-21.07,"20,535",-54.69,594.2,-57.78,"10,433",-33.47,301.9,-38.01,"22,049",-28.44,638.0,-33.33,"1,221",-11.90,35.3,-18.10,"16,372",-3.86,473.7,-10.44,"16,046",-36.20,464.3,-40.55,"9,994",-25.11,289.2,-30.21,612,-15.47,17.7,-21.33,"15,449",-18.66,447.0,-24.22
2001M12,"295,679",-14.53,"8,565.5",-18.10,"5,057",-0.47,146.5,-4.62,508,-12.11,14.7,-16.00,"1,387",1.31,40.2,-2.90,"1,395",27.16,40.4,21.69,"7,328",21.04,212.3,16.01,"2,557",-10.84,74.1,-14.53,"31,711",-28.30,918.6,-31.29,"17,937",-31.73,519.6,-34.58,"29,872",-10.34,865.4,-14.08,"10,704",-24.37,310.1,-27.51,"8,358",-5.09,242.1,-9.05,"4,143",-13.62,120.0,-17.24,"2,359",-18.26,68.3,-21.67,965,-26.17,28.0,-29.11,"4,742",-1.06,137.4,-5.18,"7,004",9.45,202.9,4.91,765,44.07,22.2,37.89,"2,712",-2.52,78.6,-6.54,989,-9.43,28.7,-13.03,"22,352",-19.50,647.5,-22.86,"11,020",-23.59,319.2,-26.79,"11,332",-15.08,328.3,-18.62,"133,957",-13.09,"3,880.6",-16.71,"62,728",-2.90,"1,817.2",-6.95,"21,673",-48.04,627.8,-50.21,"10,750",-24.91,311.4,-28.05,"26,558",18.21,769.3,13.28,"1,563",20.51,45.3,15.56,"7,578",-20.77,219.5,-24.07,"17,803",-23.26,515.7,-26.47,"12,631",10.40,365.9,5.78,691,23.84,20.0,18.34,"14,846",-12.40,430.1,-16.05
2002M01,"259,857",-15.80,"7,416.0",-20.70,"6,086",9.76,173.7,3.39,763,119.88,21.8,107.62,"1,769",6.76,50.5,0.60,"1,432",-0.07,40.9,-5.76,"5,859",0.27,167.2,-5.59,"3,146",50.96,89.8,42.09,"26,667",-30.25,761.0,-34.31,"11,712",-41.76,334.3,-45.14,"24,183",-13.17,690.2,-18.22,"9,322",-14.04,266.0,-19.05,"4,880",-35.41,139.3,-39.14,"2,014",-49.00,57.5,-51.96,"1,720",-32.86,49.1,-36.73,678,-44.38,19.4,-47.57,"2,734",-43.98,78.0,-47.26,"4,543",-14.51,129.7,-19.44,258,-63.40,7.4,-65.42,"1,764",-46.32,50.3,-49.50,762,-60.08,21.7,-62.46,"15,474",-31.91,441.6,-35.88,"8,069",-23.31,230.3,-27.76,"7,405",-39.33,211.3,-42.88,"127,961",-8.81,"3,651.8",-14.12,"60,115",-4.64,"1,715.6",-10.19,"23,259",-31.03,663.8,-35.04,"9,159",-27.46,261.4,-31.68,"25,288",19.69,721.7,12.73,"1,359",1.49,38.8,-4.43,"7,972",-18.99,227.5,-23.71,"14,931",-19.10,426.1,-23.82,"9,412",2.23,268.6,-3.73,509,-19.33,14.5,-24.08,"15,083",-6.84,430.4,-12.27
2002M02,"230,230",-22.38,"6,557.4",-28.24,"5,649",-0.70,160.9,-8.21,715,-8.92,20.4,-15.70,"1,703",2.71,48.5,-5.09,"1,707",-4.85,48.6,-12.12,"4,497",-11.32,128.1,-17.99,"2,123",-2.57,60.5,-9.84,"19,879",-33.28,566.2,-38.32,"8,988",-46.74,256.0,-50.76,"22,532",-19.44,641.8,-25.52,"7,815",-23.10,222.6,-28.90,"6,153",-18.06,175.3,-24.21,"2,952",-26.44,84.1,-31.96,"1,983",-9.66,56.5,-16.42,745,-14.07,21.2,-20.60,"3,285",-39.35,93.6,-43.88,"4,629",-27.98,131.9,-33.38,754,-23.22,21.5,-28.81,"1,904",-60.16,54.2,-63.18,"1,177",-61.05,33.5,-64.02,"17,441",-17.86,496.8,-24.06,"8,886",-11.76,253.1,-18.41,"8,555",-23.37,243.7,-29.14,"104,621",-25.00,"2,979.8",-30.66,"53,998",-7.35,"1,538.0",-14.34,"14,648",-59.03,417.2,-62.12,"8,651",-31.57,246.4,-36.74,"18,997",-12.04,541.1,-18.67,"1,110",-7.58,31.6,-14.59,"10,121",41.87,288.3,31.16,"11,601",-30.93,330.4,-36.14,"7,712",-27.55,219.6,-33.03,434,9.60,12.3,0.82,"15,934",-6.86,453.8,-13.89
2002M03,"358,810",9.81,"10,222.5",1.68,"5,441",23.60,155.0,14.39,559,40.45,15.9,29.27,"1,450",-7.88,41.3,-14.67,"1,285",69.75,36.6,57.08,"5,573",5.99,158.8,-1.85,"2,842",11.15,81.0,2.92,"38,483",5.90,"1,096.4",-1.94,"20,060",0.11,571.5,-7.30,"33,947",12.23,967.1,3.91,"12,001",4.10,341.9,-3.61,"10,786",26.86,307.3,17.47,"5,532",19.20,157.6,10.36,"2,929",10.36,83.4,2.08,"1,113",-0.09,31.7,-7.58,"6,315",18.44,179.9,9.70,"8,989",12.77,256.1,4.40,"1,327",42.53,37.8,31.71,"2,668",-30.67,76.0,-35.81,"1,439",-26.77,41.0,-32.23,"27,096",11.15,772.0,2.92,"12,990",14.03,370.1,5.59,"14,106",8.63,401.9,0.60,"165,703",14.66,"4,720.9",6.17,"81,095",31.57,"2,310.4",21.82,"26,810",-21.74,763.8,-27.54,"14,827",8.34,422.4,0.31,"28,749",21.14,819.1,12.17,"1,719",40.21,49.0,29.97,"13,367",-24.73,380.8,-30.31,"21,765",10.42,620.1,2.24,"13,676",22.13,389.6,13.06,594,21.47,16.9,12.67,"15,749",-0.60,448.7,-7.96
