期間,合計_原始值,合計_年增率(%),隔夜_原始值,隔夜_年增率(%),1週_原始值,1週_年增率(%),2週_原始值,2週_年增率(%),3週_原始值,3週_年增率(%),1個月_原始值,1個月_年增率(%),2-6個月_原始值,2-6個月_年增率(%),7個月-1年_原始值,7個月-1年_年增率(%)
2002M08,"246,539",28.40,"75,017",40.00,"83,680",31.69,"49,276",51.06,"10,240",44.41,"6,741",-41.08,"21,585",-9.00,-,-
2002M09,"297,999",31.20,"61,199",36.82,"100,348",-10.08,"79,341",95.02,"23,260",356.08,"11,281",77.01,"22,570",21.02,-,-
2002M10,"226,349",12.02,"29,218",-16.94,"69,514",-20.72,"68,997",107.91,"22,500",69.11,"12,250",-21.83,"23,870",40.00,-,-
2002M11,"105,291",-40.32,"19,776",-44.39,"26,969",-56.65,"16,896",-59.93,"14,110",67.56,"7,970",-18.01,"19,570",6.65,-,-
2002M12,"138,880",-25.29,"13,409",-70.65,"53,761",-27.31,"35,970",20.21,"11,370",-6.92,"5,700",40.01,"18,670",-6.88,-,-
2003M01,"142,810",-25.08,0,-100.00,"33,450",-50.46,"20,250",15.64,"16,015",-7.97,"51,035",132.18,"22,060",11.87,-,-
2003M02,"175,827",19.49,"34,867",14.77,"51,661",2.52,"42,429",115.69,"8,430",-0.82,"16,900",-10.99,"21,540",12.07,-,-
2003M03,"163,646",36.92,"16,663",-32.64,"44,586",12.13,"40,117",108.13,"25,270",396.46,"19,360",64.05,"17,650",-6.37,-,-
2003M04,"192,029",2.04,"40,120",-37.07,"54,784",-10.02,"42,880",128.74,"28,350",391.33,"23,995",38.53,"1,900",-91.24,-,-
2003M05,"225,862",14.09,"51,145",-23.90,"55,977",-5.98,"60,560",149.42,"27,365",274.86,"28,315",73.49,"2,500",-89.28,-,-
2003M06,"183,308",16.88,"31,904",-29.59,"58,964",73.35,"58,800",112.74,"20,080",108.52,"11,120",-35.07,"2,440",-89.44,-,-
2003M07,"119,876",-41.64,"34,785",-23.28,"28,471",-69.14,"23,160",-19.33,"8,630",4.48,"21,190",129.80,"3,640",-83.16,-,-
2003M08,"120,480",-51.13,"19,603",-73.87,"52,070",-37.77,"27,337",-44.52,"10,820",5.66,"7,350",9.03,"3,300",-84.71,-,-
2003M09,"170,978",-42.62,"41,053",-32.92,"64,980",-35.25,"31,495",-60.30,"10,650",-54.21,"18,000",59.56,"4,800",-78.73,-,-
2003M10,"164,465",-27.34,"47,040",61.00,"71,685",3.12,"31,300",-54.64,"3,550",-84.22,"6,990",-42.94,"3,900",-83.66,-,-
2003M11,"203,144",92.94,"46,180",133.52,"61,614",128.46,"65,260",286.25,"19,040",34.94,"8,200",2.89,"2,850",-85.44,-,-
2003M12,"183,064",31.81,"34,342",156.11,"53,232",-0.98,"56,470",56.99,"25,320",122.69,"12,150",113.16,"1,550",-91.70,-,-
2004M01,"151,267",5.92,"16,241",--,"33,191",-0.77,"34,825",71.98,"32,855",105.15,"32,605",-36.11,"1,550",-92.97,-,-
2004M02,"134,600",-23.45,"53,679",53.95,"39,931",-22.71,"22,950",-45.91,"8,540",1.30,"7,950",-52.96,"1,550",-92.80,-,-
2004M03,"201,031",22.85,"65,049",290.38,"67,371",51.10,"32,871",-18.06,"14,470",-42.74,"20,970",8.32,300,-98.30,-,-
2004M04,"172,347",-10.25,"36,602",-8.77,"57,725",5.37,"53,420",24.58,"11,820",-58.31,"11,480",-52.16,"1,300",-31.58,-,-
2004M05,"213,108",-5.65,"32,136",-37.17,"68,907",23.10,"74,925",23.72,"13,300",-51.40,"22,840",-19.34,"1,000",-60.00,-,-
2004M06,"198,959",8.54,"39,903",25.07,"56,952",-3.41,"75,628",28.62,"16,600",-17.33,"8,476",-23.78,"1,400",-42.62,-,-
2004M07,"213,191",77.84,"38,109",9.56,"94,995",233.66,"55,087",137.85,"14,530",68.37,"8,570",-59.56,"1,900",-47.80,-,-
2004M08,"185,671",54.11,"43,650",122.67,"75,460",44.92,"44,747",63.69,"14,454",33.59,"5,110",-30.48,"2,250",-31.82,-,-
2004M09,"151,450",-11.42,"56,760",38.26,"36,440",-43.92,"30,870",-1.98,"18,250",71.36,"6,850",-61.94,"2,280",-52.50,-,-
2004M10,"161,360",-1.89,"37,070",-21.19,"49,065",-31.55,"46,630",48.98,"13,460",279.15,"12,905",84.62,"2,230",-42.82,-,-
2004M11,"161,219",-20.64,"42,295",-8.41,"48,734",-20.90,"45,160",-30.80,"9,140",-52.00,"12,660",54.39,"3,230",13.33,-,-
2004M12,"162,041",-11.48,"72,306",110.55,"32,345",-39.24,"27,510",-51.28,"9,260",-63.43,"16,170",33.09,"4,450",187.10,-,-
2005M01,"187,103",23.69,"60,791",274.31,"51,131",54.05,"28,735",-17.49,"13,390",-59.25,"22,096",-32.23,"10,960",607.10,-,-
2005M02,"179,520",33.37,"44,223",-17.62,"54,176",35.67,"46,847",104.13,"4,496",-47.35,"20,618",159.35,"9,160",490.97,-,-
2005M03,"215,793",7.34,"36,500",-43.89,"58,753",-12.79,"60,998",85.57,"23,067",59.41,"17,860",-14.83,"18,615","6,105.00",-,-
2005M04,"224,539",30.28,"41,670",13.85,"41,176",-28.67,"77,014",44.17,"25,580",116.41,"15,500",35.02,"23,599","1,715.31",-,-
2005M05,"213,791",0.32,"45,004",40.04,"66,402",-3.64,"60,950",-18.65,"17,175",29.14,"10,150",-55.56,"14,110","1,311.00",-,-
2005M06,"222,808",11.99,"58,320",46.15,"53,598",-5.89,"62,060",-17.94,"34,220",106.14,"8,090",-4.55,"6,520",365.71,-,-
2005M07,"266,965",25.22,"46,106",20.98,"62,644",-34.06,"73,810",33.99,"26,990",85.75,"19,185",123.86,"38,230","1,912.11",-,-
2005M08,"300,470",61.83,"8,336",-80.90,"121,560",61.09,"92,515",106.75,"30,044",107.86,"20,900",309.00,"26,115","1,060.67",-,-
