期間,中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),中東_原始值,中東_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),阿富汗_原始值,阿富汗_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),巴林_原始值,巴林_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),塞普勒斯_原始值,塞普勒斯_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊朗_原始值,伊朗_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),伊拉克_原始值,伊拉克_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),以色列_原始值,以色列_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),約旦_原始值,約旦_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),科威特_原始值,科威特_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),黎巴嫩_原始值,黎巴嫩_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),阿曼_原始值,阿曼_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),卡達_原始值,卡達_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),沙烏地阿拉伯_原始值,沙烏地阿拉伯_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),敘利亞_原始值,敘利亞_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),土耳其_原始值,土耳其_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),阿拉伯聯合大公國_原始值,阿拉伯聯合大公國_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%),葉門_原始值,葉門_年增率(%)
2011M11,"17,865",5.60,"594,261",6.46,"84,562",12.92,"2,803,852",13.86,1,0.00,28,-37.78,0,-100.00,1,-98.61,103,-11.21,"3,412",-10.98,341,48.91,"11,308",49.87,82,-36.92,"2,740",-35.91,1,-80.00,47,-69.68,"2,030",-12.76,"67,520",-12.06,"4,633",53.87,"153,617",55.15,63,96.88,"2,099",96.17,63,--,"2,092","15,992.31","1,331",-13.74,"44,273",-13.02,"1,435",-33.16,"47,579",-32.62,766,27.45,"25,488",28.51,288,29.73,"9,561",31.03,460,11.65,"15,290",12.35,"12,841",-34.66,"425,773",-34.12,222,-7.11,"7,400",-6.00,18,200.00,599,222.04,372,96.83,"12,391",98.96,"1,142",-17.72,"37,881",-17.03,187,10.65,"6,213",11.62,"12,032",35.76,"398,924",36.88,"3,770",32.00,"125,404",33.08,"39,416",21.19,"1,306,911",22.20,506,-20.31,"16,832",-19.62,3,-99.48,115,-99.39,"3,869",6.94,"128,701",7.82,461,34.80,"15,280",36.03,"4,007",1.08,"133,284",1.91,"11,883",101.24,"393,994",102.90,96,11.63,"3,186",12.10,5,-68.75,170,-67.24
2011M12,"17,138",0.87,"566,197",0.48,"91,001",19.72,"2,996,414",19.25,1,0.00,42,2.44,5,--,163,"16,200.00",115,112.96,"3,793",111.90,"1,519",507.60,"50,017",504.87,97,4.30,"3,212",4.18,7,40.00,217,44.67,"1,850",-4.88,"61,106",-5.26,"2,633",-74.82,"86,700",-74.92,43,38.71,"1,434",37.88,0,--,0,--,"1,379",19.81,"45,561",19.30,"1,611",12.74,"53,051",12.34,716,49.79,"23,647",49.24,12,-95.80,402,-95.74,458,51.16,"15,123",50.39,"34,678",108.84,"1,141,854",108.02,223,-7.08,"7,361",-7.55,16,300.00,528,303.05,346,55.16,"11,442",54.89,"2,350",525.00,"77,367",521.82,320,150.00,"10,587",148.58,"8,330",34.83,"274,288",34.30,"2,778",20.42,"91,778",19.96,"30,006",-9.48,"988,007",-9.83,547,48.24,"18,083",47.88,0,-100.00,3,-98.62,"4,180",18.08,"138,087",17.62,476,71.84,"15,667",70.91,"4,016",-33.58,"132,659",-33.84,"9,351",34.05,"307,911",33.52,68,-16.05,"2,261",-15.54,7,-58.82,239,-56.55
2012M01,"18,428",1.43,"611,818",-1.45,"93,492",7.55,"3,093,755",4.49,2,100.00,52,20.93,-,-,1,--,190,118.39,"6,293",112.39,754,249.07,"24,958",239.93,78,-3.70,"2,578",-6.66,3,200.00,87,85.11,"1,958",-10.68,"65,010",-13.23,"6,634",-10.23,"219,524",-12.79,67,48.89,"2,233",46.52,"6,557",--,"216,992",--,"1,506",-2.14,"50,000",-4.94,"1,524",-29.15,"50,434",-31.16,636,17.13,"21,126",13.93,10,-61.54,336,-61.86,396,25.32,"13,159",21.96,"18,606",-15.16,"615,699",-17.57,201,-0.99,"6,683",-3.58,9,200.00,302,235.56,381,29.15,"12,643",25.35,"7,362",186.35,"243,626",178.18,170,6.25,"5,641",3.18,"13,709",63.81,"453,635",59.14,"3,345",-23.96,"111,071",-26.11,"26,277",-17.71,"869,515",-20.05,314,-36.18,"10,439",-37.94,2,-99.86,74,-99.84,"4,043",5.70,"134,221",2.68,600,67.60,"19,871",62.90,"5,095",30.98,"169,154",27.23,"11,441",8.34,"378,579",5.26,46,-54.00,"1,515",-55.48,4,-78.95,122,-81.03
2012M02,"15,221",21.57,"513,968",19.53,"96,735",17.34,"3,255,911",15.36,3,200.00,90,400.00,-,-,-,-,147,153.45,"4,965",150.88,379,-75.84,"12,751",-76.26,108,36.71,"3,640",34.67,8,300.00,271,226.51,"1,304",-10.44,"44,037",-11.94,"5,821",129.63,"195,940",125.82,43,22.86,"1,462",21.43,-,-,-,-,"1,559",45.29,"52,641",42.76,"2,196",36.57,"73,904",34.23,370,-7.96,"12,482",-9.66,324,"3,140.00","10,894","2,986.12",326,19.85,"10,993",17.76,"22,576",35.80,"759,872",33.51,175,43.44,"5,895",41.20,15,36.36,500,32.28,266,-27.72,"8,988",-28.84,"6,416",59.21,"215,942",56.52,186,82.35,"6,266",78.21,"10,304",33.66,"346,830",31.42,"3,282",71.03,"110,833",68.17,"36,965",15.28,"1,244,184",13.34,176,-64.44,"5,930",-65.13,-,-,-,-,"4,028",21.36,"136,043",19.31,414,11.29,"13,922",9.42,"3,180",14.80,"107,410",12.89,"11,310",42.52,"380,680",40.12,68,38.78,"2,292",37.41,7,-61.11,221,-64.70
2012M03,"18,679",-8.22,"633,634",-8.12,"124,966",49.59,"4,224,679",49.74,2,0.00,74,-8.64,-,-,2,--,173,20.14,"5,869",20.59,275,-83.76,"9,293",-83.75,110,-3.51,"3,728",-3.07,5,-28.57,172,-26.81,"1,646",-26.68,"55,825",-26.62,"12,098",20.32,"409,002",20.44,50,-13.79,"1,696",-13.38,"1,744",--,"58,965",--,"1,706",5.63,"57,853",5.69,"1,963",-3.96,"66,364",-3.84,693,-5.33,"23,495",-5.30,30,-88.33,"1,013",-88.35,462,-10.12,"15,664",-10.13,"26,448",34.98,"894,120",35.12,216,-30.10,"7,320",-30.01,16,77.78,529,69.01,358,-59.36,"12,156",-59.28,"7,938",57.75,"268,361",57.91,243,9.95,"8,260",10.16,"11,938",78.79,"403,585",78.98,"3,431",-26.31,"116,400",-26.22,"42,629",52.29,"1,441,159",52.45,211,-57.20,"7,153",-57.15,1,-99.93,19,-99.96,"4,417",2.89,"149,835",2.99,377,5.01,"12,737",5.11,"4,848",20.81,"164,458",20.95,"19,499",134.08,"659,204",134.32,113,82.26,"3,848",84.20,5,-73.68,154,-75.75
2012M04,"24,635",36.28,"835,946",35.07,"120,204",34.92,"4,065,090",33.73,3,--,114,"5,600.00",-,-,-,-,150,32.74,"5,091",31.04,"1,251",-56.06,"42,317",-56.43,93,12.05,"3,167",10.85,7,-22.22,231,-28.26,"1,510",-21.35,"51,226",-22.08,"4,289",-56.21,"145,045",-56.60,36,-16.28,"1,222",-17.43,-,-,-,-,"1,832",23.62,"62,148",22.53,"1,870",-7.47,"63,226",-8.31,745,22.73,"25,288",21.70,157,157.38,"5,294",155.87,408,11.78,"13,847",10.80,"28,633",83.50,"968,300",81.88,209,14.21,"7,082",13.20,-,-,16,-95.24,156,-62.86,"5,285",-63.27,"12,569",679.23,"425,073",672.54,174,19.18,"5,914",18.54,"15,065",19.67,"509,475",18.62,"9,567",113.79,"324,639",111.91,"43,405",26.40,"1,467,887",25.29,256,-31.55,"8,696",-32.01,7,600.00,230,858.33,"5,205",21.64,"176,615",20.57,424,20.45,"14,345",19.44,"4,184",18.43,"141,985",17.38,"12,510",27.32,"423,080",26.20,107,98.15,"3,627",95.53,17,-39.29,571,-39.89
2012M05,"20,923",12.89,"713,081",10.32,"105,137",3.06,"3,571,229",0.71,6,200.00,192,236.84,-,-,-,-,172,48.28,"5,847",44.84,314,-78.33,"10,649",-78.86,92,-11.54,"3,139",-13.83,4,-55.56,132,-58.49,"1,967",-25.32,"67,052",-27.01,"2,493",-66.37,"84,684",-67.14,81,68.75,"2,765",66.77,"7,190",6.49,"244,223",4.06,"1,842",-4.16,"62,794",-6.35,"2,163",-12.04,"73,479",-14.04,830,15.28,"28,276",12.64,493,614.49,"16,745",599.16,585,37.32,"19,928",34.11,"21,157",15.94,"718,664",13.31,241,6.64,"8,212",4.21,13,18.18,436,17.52,340,-23.94,"11,585",-25.65,"4,943",201.40,"167,912",194.53,229,38.79,"7,795",35.64,"14,318",84.04,"486,341",79.84,"5,420",87.87,"184,737",83.60,"39,005",-17.46,"1,324,898",-19.34,279,-16.47,"9,519",-18.31,-,-,-,-,"4,063",-15.28,"138,468",-17.22,426,-6.78,"14,455",-8.93,"4,638",27.38,"158,063",24.47,"12,612",69.33,"428,390",65.48,138,102.94,"4,709",99.87,6,-82.35,220,-81.54
2012M06,"18,056",-12.32,"606,256",-15.34,"98,606",19.42,"3,300,025",15.34,-,-,10,-76.74,-,-,1,-75.00,137,25.69,"4,592",21.39,"1,775",37.28,"59,400",32.56,96,28.00,"3,213",22.68,7,-53.33,238,-54.58,"1,703",-37.64,"57,175",-39.80,955,-77.23,"31,968",-78.00,47,9.30,"1,568",3.91,"6,098",-11.70,"204,080",-14.72,"1,486",6.60,"49,900",2.99,"2,317",16.73,"77,531",12.71,586,4.27,"19,683",0.70,122,-73.59,"4,078",-74.54,386,-5.85,"12,946",-9.17,"17,664",-7.52,"591,171",-10.68,205,-21.46,"6,879",-24.17,10,-50.00,340,-51.08,258,-30.08,"8,669",-32.35,"10,904","1,132.09","364,940","1,089.43",171,-6.04,"5,734",-9.30,"17,737",144.82,"593,592",136.44,"3,510",-47.26,"117,854",-49.07,"28,428",1.88,"951,404",-1.60,296,-18.01,"9,955",-20.68,2,-50.00,52,-64.38,"4,853",38.70,"162,945",33.94,390,-68.78,"13,040",-69.87,"4,232",8.62,"142,114",4.90,"12,181",7.99,"407,650",4.30,90,95.65,"3,019",87.28,16,-38.46,540,-39.26
2012M07,"21,202",-1.48,"709,344",-5.07,"108,291",-0.71,"3,610,827",-4.32,4,100.00,122,103.33,-,-,-,-,210,54.41,"7,018",48.97,271,-74.81,"9,031",-75.74,101,-21.71,"3,381",-24.75,321,"15,950.00","10,688","16,343.08","2,455",-17.92,"82,149",-20.90,511,-94.07,"17,037",-94.29,59,5.36,"1,989",1.84,"5,566",-6.56,"185,604",-9.96,"1,610",-2.19,"53,875",-5.72,"2,519",26.33,"83,991",21.72,556,-19.30,"18,598",-22.21,116,-18.31,"3,872",-20.96,482,9.55,"16,113",5.45,"22,391",-1.13,"746,611",-4.72,214,15.05,"7,174",10.80,19,-17.39,639,-19.32,445,4.22,"14,872",0.42,"10,592",132.94,"353,170",124.45,180,-21.40,"6,006",-24.54,"16,167",57.17,"539,071",51.46,"6,477",19.15,"216,695",14.80,"39,598",7.38,"1,320,366",3.48,330,-65.23,"11,055",-66.45,1,0.00,17,-50.00,"3,913",6.10,"130,927",2.23,532,-41.09,"17,731",-43.28,"4,067",-9.14,"136,062",-12.45,"9,666",-34.19,"322,305",-36.58,99,147.50,"3,308",138.33,21,-98.39,688,-98.48
2012M08,"17,598",-3.95,"586,748",-7.61,"95,521",26.67,"3,174,473",21.87,2,-50.00,72,-40.98,-,-,3,--,191,67.54,"6,363",60.60,254,-45.26,"8,428",-47.44,93,-7.92,"3,114",-11.28,6,0.00,191,-1.04,"2,084",-10.33,"69,481",-13.74,801,-79.45,"26,617",-80.23,61,35.56,"2,034",30.89,"11,612",--,"385,893",--,"1,315",-20.06,"43,852",-23.08,"3,182",95.82,"105,748",88.38,811,52.44,"27,042",46.62,25,-64.29,827,-65.87,330,-15.17,"11,014",-18.29,"18,932",34.49,"629,185",29.40,225,-2.60,"7,487",-6.37,17,21.43,563,13.74,466,29.44,"15,524",24.39,"16,633","1,605.95","552,790","1,540.57",180,17.65,"6,001",13.06,"9,747",-15.46,"323,919",-18.67,"4,865",50.48,"162,205",44.74,"25,081",-26.97,"833,546",-29.74,99,-86.87,"3,312",-87.33,4,300.00,117,317.86,"3,559",-16.06,"118,660",-19.27,476,19.00,"15,834",14.75,"3,210",-22.82,"107,045",-25.75,"8,734",9.24,"290,259",5.10,106,178.95,"3,524",168.80,17,112.50,553,98.21
2012M09,"16,566",2.89,"557,982",1.09,"103,267",28.68,"3,466,457",26.44,2,--,64,611.11,-,-,-,-,144,19.01,"4,854",17.19,230,-17.27,"7,712",-18.68,86,-6.52,"2,900",-7.99,3,50.00,93,40.91,"1,395",-27.53,"46,996",-28.78,813,-88.35,"27,285",-88.55,74,174.07,"2,509",166.35,"6,777",--,"227,486",--,"1,376",-5.56,"46,333",-7.22,"1,594",46.91,"53,516",44.31,534,-11.74,"17,993",-13.18,303,315.07,"10,174",305.99,429,3.62,"14,439",1.70,"17,381",25.22,"583,436",23.03,257,3.63,"8,648",1.55,14,-6.67,467,-9.67,558,40.55,"18,804",38.20,"6,705",302.46,"225,088",295.41,132,-40.00,"4,438",-41.11,"14,515",28.32,"487,245",26.07,"3,715",25.80,"125,137",23.61,"44,854",47.53,"1,505,658",44.96,85,-67.80,"2,856",-68.45,-,-,11,-45.00,"3,254",-14.07,"109,591",-15.59,570,33.80,"19,136",31.56,"4,398",23.61,"148,128",21.43,"8,335",-40.92,"279,780",-41.96,127,296.88,"4,290",286.83,"1,173","5,231.82","39,370","5,241.93"
2012M10,"17,009",-21.07,"581,852",-17.94,"113,556",23.24,"3,871,667",28.12,-,-,16,-80.95,-,-,1,0.00,170,8.97,"5,820",13.38,"2,229",181.80,"75,994",192.99,116,11.54,"3,958",15.36,26,333.33,873,377.05,"1,319",-48.07,"45,113",-46.02,"1,188",-76.39,"40,513",-75.45,54,-27.03,"1,856",-23.37,"13,283",--,"452,886","22,644,200.00","1,419",-2.81,"48,548",1.06,"1,561",3.93,"53,236",8.03,712,-1.25,"24,346",2.63,230,53.33,"7,850",59.55,460,-14.50,"15,743",-11.00,"16,213",-7.96,"552,782",-4.33,183,-31.97,"6,260",-29.28,34,183.33,"1,143",201.58,571,36.93,"19,518",42.33,"8,230",-24.01,"280,597",-21.01,187,-16.89,"6,406",-13.51,"15,056",118.55,"513,315",127.19,"4,648",-27.23,"159,003",-24.34,"40,080",15.41,"1,366,526",19.98,73,-86.23,"2,490",-85.74,-,-,1,-99.49,"3,386",-8.93,"115,826",-5.32,389,3.18,"13,274",7.33,"3,616",-17.12,"123,695",-13.84,"15,005",18.80,"511,579",23.50,95,111.11,"3,254",121.66,32,-97.96,"1,097",-97.87
2012M11,"14,241",-20.29,"488,832",-17.74,"116,361",37.60,"3,980,931",41.98,4,300.00,151,439.29,-,-,-,-,163,58.25,"5,582",63.60,281,-17.60,"9,620",-14.93,61,-25.61,"2,089",-23.76,5,400.00,167,255.32,937,-53.84,"32,179",-52.34,"7,098",53.21,"242,830",58.07,60,-4.76,"2,053",-2.19,"12,528","19,785.71","428,612","20,388.15","1,252",-5.94,"42,964",-2.96,"1,563",8.92,"53,488",12.42,659,-13.97,"22,611",-11.29,41,-85.76,"1,403",-85.33,430,-6.52,"14,752",-3.52,"26,521",106.53,"907,316",113.10,196,-11.71,"6,715",-9.26,19,5.56,648,8.18,388,4.30,"13,316",7.47,"13,474","1,079.86","460,973","1,116.90",205,9.63,"7,054",13.54,"8,618",-28.37,"294,850",-26.09,"3,289",-12.76,"112,893",-9.98,"38,840",-1.46,"1,328,789",1.67,90,-82.21,"3,106",-81.55,1,-66.67,50,-56.52,"3,093",-20.06,"106,164",-17.51,382,-17.14,"13,061",-14.52,"3,308",-17.44,"113,565",-14.79,"6,971",-41.34,"238,473",-39.47,105,9.38,"3,621",13.65,19,280.00,651,282.94
2012M12,"15,457",-9.81,"532,659",-5.92,"105,822",16.29,"3,634,053",21.28,2,100.00,62,47.62,-,-,6,-96.32,157,36.52,"5,409",42.60,227,-85.06,"7,810",-84.39,89,-8.25,"3,069",-4.45,3,-57.14,94,-56.68,"1,042",-43.68,"35,904",-41.24,677,-74.29,"23,246",-73.19,49,13.95,"1,704",18.83,"6,058",--,"208,052",--,"1,441",4.50,"49,641",8.96,"1,622",0.68,"55,707",5.01,546,-23.74,"18,808",-20.46,226,"1,783.33","7,759","1,830.10",497,8.52,"17,141",13.34,"18,848",-45.65,"647,251",-43.32,203,-8.97,"7,004",-4.85,3,-81.25,118,-77.65,277,-19.94,"9,546",-16.57,"19,452",727.74,"668,007",763.43,225,-29.69,"7,752",-26.78,"15,894",90.80,"545,828",99.00,"3,235",16.45,"111,476",21.46,"33,046",10.13,"1,134,825",14.86,77,-85.92,"2,663",-85.27,3,--,106,"3,433.33","3,648",-12.73,"125,719",-8.96,604,26.89,"20,743",32.40,"3,801",-5.35,"130,961",-1.28,"9,148",-2.17,"314,135",2.02,168,147.06,"5,800",156.52,11,57.14,366,53.14
2013M01,"15,603",-15.33,"538,965",-11.91,"118,059",26.28,"4,064,008",31.36,2,0.00,75,44.23,0,-,4,300.00,175,-7.89,"6,058",-3.73,182,-75.86,"6,259",-74.92,63,-19.23,"2,188",-15.13,11,266.67,389,347.13,854,-56.38,"29,515",-54.60,"7,483",12.80,"257,584",17.34,87,29.85,"3,015",35.02,"6,021",-8.17,"207,277",-4.48,"1,328",-11.82,"45,888",-8.22,"2,827",85.50,"97,305",92.94,785,23.43,"27,099",28.27,233,"2,230.00","8,026","2,288.69",436,10.10,"15,069",14.51,"26,546",42.67,"913,802",48.42,211,4.98,"7,273",8.83,34,277.78,"1,176",289.40,449,17.85,"15,508",22.66,"12,789",73.72,"440,245",80.71,262,54.12,"9,039",60.24,"15,831",15.48,"544,945",20.13,"4,162",24.42,"143,754",29.43,"34,997",33.18,"1,204,706",38.55,49,-84.39,"1,701",-83.71,2,0.00,76,2.70,"3,383",-16.32,"116,847",-12.94,429,-28.50,"14,764",-25.70,"3,253",-36.15,"112,355",-33.58,"10,642",-6.98,"366,344",-3.23,103,123.91,"3,561",135.05,32,700.00,"1,105",805.74
2013M02,"15,878",4.32,"539,871",5.04,"106,897",10.50,"3,622,401",11.26,2,-33.33,65,-27.78,0,-,0,-,148,0.68,"5,019",1.09,218,-42.48,"7,378",-42.14,86,-20.37,"2,927",-19.59,5,-37.50,172,-36.53,738,-43.40,"25,098",-43.01,232,-96.01,"7,854",-95.99,36,-16.28,"1,218",-16.69,"12,184",-,"412,890",-,"1,046",-32.91,"35,552",-32.46,"2,258",2.82,"76,533",3.56,670,81.08,"22,776",82.47,115,-64.51,"3,893",-64.26,400,22.70,"13,587",23.60,"18,911",-16.23,"640,836",-15.67,186,6.29,"6,315",7.12,15,0.00,513,2.60,380,42.86,"12,910",43.64,"11,224",74.94,"380,329",76.13,173,-6.99,"5,891",-5.98,"17,708",71.86,"600,079",73.02,"6,548",99.51,"222,629",100.87,"36,774",-0.52,"1,246,143",0.16,23,-86.93,798,-86.54,0,-,1,-,"2,974",-26.17,"101,129",-25.66,328,-20.77,"11,116",-20.16,"2,394",-24.72,"81,399",-24.22,"6,903",-38.97,"233,919",-38.55,75,10.29,"2,558",11.61,22,214.29,744,236.65
2013M03,"25,920",38.77,"874,778",38.06,"116,072",-7.12,"3,904,201",-7.59,0,-100.00,9,-87.84,0,-,1,-50.00,194,12.14,"6,537",11.38,"2,001",627.64,"67,317",624.38,111,0.91,"3,750",0.59,6,20.00,214,24.42,"1,401",-14.88,"47,280",-15.31,477,-96.06,"16,059",-96.07,64,28.00,"2,151",26.83,"6,162",253.33,"207,254",251.49,"1,471",-13.77,"49,662",-14.16,"2,027",3.26,"68,177",2.73,730,5.34,"24,621",4.79,220,633.33,"7,393",629.81,555,20.13,"18,740",19.64,"23,999",-9.26,"807,247",-9.72,"2,152",896.30,"72,641",892.36,18,12.50,608,14.93,489,36.59,"16,515",35.86,"7,499",-5.53,"252,220",-6.01,266,9.47,"8,992",8.86,"14,516",21.59,"488,248",20.98,"7,724",125.12,"260,684",123.96,"42,701",0.17,"1,436,308",-0.34,68,-67.77,"2,280",-68.13,-,-,-,-,"4,187",-5.21,"141,307",-5.69,503,33.42,"16,905",32.72,"6,413",32.28,"216,435",31.61,"15,924",-18.33,"535,627",-18.75,94,-16.81,"3,174",-17.52,19,280.00,623,304.55
2013M04,"20,755",-15.75,"696,024",-16.74,"104,967",-12.68,"3,508,255",-13.70,4,33.33,122,7.02,0,-,5,-,245,63.33,"8,208",61.23,935,-25.26,"31,246",-26.16,59,-36.56,"1,986",-37.29,3,-57.14,98,-57.58,"1,444",-4.37,"48,408",-5.50,"6,940",61.81,"231,946",59.91,63,75.00,"2,114",73.00,"6,156",-,"205,759",-,"1,518",-17.14,"50,900",-18.10,"2,752",47.17,"91,969",45.46,846,13.56,"28,360",12.15,78,-50.32,"2,597",-50.94,729,78.68,"24,434",76.46,"11,716",-59.08,"391,566",-59.56,253,21.05,"8,494",19.94,26,-,867,"5,318.75",506,224.36,"16,960",220.91,"9,522",-24.24,"318,255",-25.13,326,87.36,"10,928",84.78,"15,221",1.04,"508,734",-0.15,"3,698",-61.35,"124,004",-61.80,"42,398",-2.32,"1,417,048",-3.46,89,-65.23,"2,982",-65.71,0,-100.00,6,-97.39,"4,235",-18.64,"142,034",-19.58,462,8.96,"15,428",7.55,"6,606",57.89,"221,536",56.03,"8,733",-30.19,"291,891",-31.01,136,27.10,"4,554",25.56,25,47.06,840,47.11
2013M05,"20,432",-2.35,"689,325",-3.33,"94,311",-10.30,"3,171,177",-11.20,1,-83.33,24,-87.50,0,-,1,-,200,16.28,"6,762",15.65,196,-37.58,"6,606",-37.97,109,18.48,"3,692",17.62,13,225.00,442,234.85,"1,457",-25.93,"49,171",-26.67,"1,069",-57.12,"35,936",-57.56,81,0.00,"2,732",-1.19,-,-,-,-,"1,666",-9.55,"56,212",-10.48,"2,859",32.18,"96,125",30.82,871,4.94,"29,377",3.89,269,-45.44,"9,049",-45.96,639,9.23,"21,562",8.20,"25,187",19.05,"846,909",17.84,271,12.45,"9,145",11.36,14,7.69,479,9.86,549,61.47,"18,538",60.02,"10,531",113.05,"354,117",110.89,294,28.38,"9,922",27.29,"14,551",1.63,"489,263",0.60,"4,037",-25.52,"136,208",-26.27,"27,592",-29.26,"927,764",-29.97,109,-60.93,"3,682",-61.32,1,-,26,-,"4,439",9.25,"149,747",8.15,310,-27.23,"10,412",-27.97,"5,588",20.48,"188,530",19.28,"9,846",-21.93,"331,058",-22.72,119,-13.77,"4,021",-14.61,"1,873","31,116.67","62,981","28,527.73"
2013M06,"19,638",8.76,"658,995",8.70,"111,828",13.41,"3,740,079",13.33,2,-,66,560.00,0,-,10,900.00,206,50.36,"6,907",50.41,410,-76.90,"13,724",-76.90,55,-42.71,"1,849",-42.45,7,0.00,238,0.00,"1,444",-15.21,"48,447",-15.27,"1,071",12.15,"35,828",12.07,43,-8.51,"1,431",-8.74,"5,815",-4.64,"194,473",-4.71,"1,516",2.02,"50,889",1.98,"1,702",-26.54,"56,911",-26.60,591,0.85,"19,821",0.70,77,-36.89,"2,564",-37.13,680,76.17,"22,833",76.37,"13,252",-24.98,"443,220",-25.03,283,38.05,"9,483",37.85,40,300.00,"1,353",297.94,408,58.14,"13,679",57.79,"9,664",-11.37,"323,213",-11.43,239,39.77,"8,011",39.71,"23,984",35.22,"802,124",35.13,"5,878",67.46,"197,255",67.37,"44,162",55.35,"1,476,977",55.24,105,-64.53,"3,510",-64.74,1,-50.00,43,-17.31,"4,079",-15.95,"136,895",-15.99,344,-11.79,"11,495",-11.85,"3,991",-5.69,"133,920",-5.77,"11,287",-7.34,"377,486",-7.40,118,31.11,"3,961",31.20,13,-18.75,421,-22.04
2013M07,"19,068",-10.07,"636,221",-10.31,"96,302",-11.07,"3,202,579",-11.31,0,-100.00,4,-96.72,0,-,0,-,121,-42.38,"4,045",-42.36,627,131.37,"20,857",130.95,105,3.96,"3,489",3.19,2,-99.38,81,-99.24,"1,678",-31.65,"55,973",-31.86,"1,156",126.22,"38,453",125.70,104,76.27,"3,462",74.06,"5,688",2.19,"189,162",1.92,"1,646",2.24,"54,914",1.93,"1,727",-31.44,"57,417",-31.64,828,48.92,"27,625",48.54,74,-36.21,"2,465",-36.34,741,53.73,"24,715",53.39,"14,697",-34.36,"488,775",-34.53,315,47.20,"10,511",46.52,30,57.89,"1,010",58.06,376,-15.51,"12,563",-15.53,"9,561",-9.73,"317,950",-9.97,362,101.11,"12,088",101.27,"17,741",9.74,"589,982",9.44,"4,063",-37.27,"135,569",-37.44,"32,463",-18.02,"1,079,588",-18.24,88,-73.33,"2,941",-73.40,1,0.00,45,164.71,"4,538",15.97,"151,421",15.65,399,-25.00,"13,259",-25.22,"3,997",-1.72,"133,351",-1.99,"12,117",25.36,"402,943",25.02,106,7.07,"3,551",7.35,18,-14.29,591,-14.10
2013M08,"16,129",-8.35,"539,431",-8.06,"124,472",30.31,"4,149,055",30.70,-,-,-,-,1,-,22,633.33,100,-47.64,"3,357",-47.24,120,-52.76,"4,001",-52.53,67,-27.96,"2,252",-27.68,19,216.67,625,227.23,"1,403",-32.68,"46,935",-32.45,769,-4.00,"25,642",-3.66,58,-4.92,"1,946",-4.33,"11,753",1.21,"391,769",1.52,"1,474",12.09,"49,311",12.45,"1,585",-50.19,"52,828",-50.04,868,7.03,"29,029",7.35,62,148.00,"2,060",149.09,468,41.82,"15,657",42.16,"21,179",11.87,"705,973",12.20,208,-7.56,"6,956",-7.09,38,123.53,"1,263",124.33,223,-52.15,"7,453",-51.99,"14,655",-11.89,"488,505",-11.63,228,26.67,"7,631",27.16,"16,498",69.26,"549,930",69.77,"3,528",-27.48,"117,985",-27.26,"45,666",82.07,"1,522,196",82.62,84,-15.15,"2,811",-15.13,-,-,-,-,"3,729",4.78,"124,725",5.11,443,-6.93,"14,775",-6.69,"3,619",12.74,"121,039",13.07,"11,647",33.35,"388,247",33.76,70,-33.96,"2,345",-33.46,37,117.65,"1,220",120.61
