期間,合計_原始值,合計_年增率(%),隔夜_原始值,隔夜_年增率(%),1週_原始值,1週_年增率(%),2週_原始值,2週_年增率(%),3週_原始值,3週_年增率(%),1個月_原始值,1個月_年增率(%),2-6個月_原始值,2-6個月_年增率(%),7個月-1年_原始值,7個月-1年_年增率(%)
2000M06,"856,094",5.96,"661,312",12.87,"147,802",0.95,"28,880",-31.32,"4,810",-48.99,"12,990",-41.55,300,-84.29,-,-
2000M07,"731,932",-7.62,"515,758",-2.96,"147,709",-15.38,"33,160",-19.40,"10,610",-42.89,"21,945",-16.17,"2,750",587.50,-,-
2000M08,"845,646",5.94,"596,287",22.10,"192,055",2.37,"25,105",-65.52,"10,100",-44.15,"20,999",-28.55,"1,100",-43.88,-,-
2000M09,"977,457",79.71,"677,244",124.25,"232,201",62.47,"30,500",-38.34,"11,250",1.99,"25,112",-33.79,"1,150",105.36,-,-
2000M10,"784,463",37.15,"347,928",2.49,"341,870",194.03,"60,205",11.24,"9,220",-32.18,"20,990",-48.81,"4,250",-43.52,-,-
2000M11,"906,393",50.71,"560,302",48.07,"255,872",125.84,"56,145",38.56,"8,500",-58.68,"18,224",-56.29,"7,350",6.29,-,-
2000M12,"1,608,022",122.86,"1,275,548",155.97,"249,020",96.08,"52,722",51.53,"2,910",-80.92,"18,390",-51.16,"9,432",10.44,-,-
2001M01,"1,067,778",139.48,"741,775",136.04,"219,411",208.24,"68,147",281.84,"17,185",107.75,"19,860",-35.18,"1,400",-61.94,-,-
2001M02,"932,179",103.88,"559,823",65.14,"318,041",379.79,"37,252",53.33,"3,046",-37.33,"13,127",-30.99,890,-76.23,-,-
2001M03,"1,140,008",59.89,"611,671",23.92,"449,581",272.19,"58,556",55.23,"4,930",-40.42,"13,870",-63.35,"1,400",-90.51,-,-
2001M04,"813,252",61.29,"326,019",-1.03,"359,404",241.39,"64,409",215.30,"9,610",9.89,"37,170",4.20,"16,640",254.04,-,-
