期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
1999M08,"32,870",-18.38,"137,259",22.43,"18,073",-67.76,"10,510",474.95,"2,730",-41.54,"5,590",-85.09,"42,884",-41.05,"6,598",104.72,"63,400","12,580.00",-,-,-,-,-,-
1999M09,"50,928",0.47,"142,379",1.63,"19,248",-70.81,"1,560",159.57,"3,186",-36.53,"5,020",-88.30,"48,035",-48.64,"8,758",895.23,"38,620",300.21,"2,300",-94.30,-,-,-,-
1999M10,"39,072",-23.84,"138,354",10.56,"22,338",-51.43,"3,643",55.95,"3,415",-26.56,"4,940",-89.40,"49,602",-37.77,"5,090",35.73,"38,190","2,021.67",590,-89.46,-,-,-,-
1999M11,"44,765",-33.67,"155,459",11.62,"14,407",-69.87,"5,560",100.79,"2,890",-40.19,"5,970",-69.31,"60,672",2.67,"5,075",-41.26,"51,580",473.11,"2,250",-87.57,-,-,-,-
1999M12,"61,841",55.41,"136,582",27.13,"11,991",-58.97,"9,033",244.25,"2,850",-63.74,"4,085",-75.20,"57,887",-13.43,"3,559",6.88,"25,040",-,"6,350",-54.28,-,-,-,-
2000M01,"35,590",-34.99,"96,301",-33.30,"11,648",-69.01,"11,600",94.50,"3,280",127.30,"4,400",-60.22,"54,815",-31.48,"2,112",-47.57,"10,230",-,"1,150",-86.23,-,-,-,-
2000M02,"24,606",-35.83,"85,176",-33.60,"12,722",-77.61,"10,364",109.42,"4,145",126.50,"5,225",-56.39,"49,923",-36.88,"1,061",-80.26,"12,730",-,"2,300",-90.98,-,-,-,-
2000M03,"36,916",142.84,"130,575",14.30,"21,558",-47.05,"13,555",585.63,"4,182",22.93,"5,930",-22.20,"44,935",-30.04,"2,711",-37.16,"47,180",593.82,"2,200",0.00,200,-,-,-
2000M04,"47,608",104.85,"129,896",6.17,"7,679",-68.79,"19,072",580.66,"4,910",124.61,"7,316",37.78,"58,463",-14.17,"3,996",49.16,"43,720",191.47,"2,100",-,-,-,-,-
2000M05,"33,706",-7.75,"104,858",-15.19,"2,996",-89.72,"12,508",64.25,"4,400",123.46,"5,530",12.40,"61,222",-1.75,"6,548",0.28,"28,420",85.15,"1,300",-50.00,-,-,-,-
2000M06,"35,132",-18.36,"84,486",-37.17,"2,910",-82.46,"8,549",-3.43,"4,600",46.50,"5,516",14.39,"47,311",-22.38,"5,012",-16.05,"14,910",-53.84,"1,300",-31.58,-,-,-,-
2000M07,"43,150",14.43,"148,655",-0.54,"21,616",-6.50,"7,671",-37.45,"5,100",67.16,"5,700",-14.99,"66,020",6.44,"3,530",-44.54,"31,270",-36.04,"1,600",-,-,-,-,-
2000M08,"40,961",24.62,"131,478",-4.21,"24,144",33.59,"9,659",-8.10,"4,550",66.67,"4,560",-18.43,"57,453",33.97,"6,361",-3.59,"26,250",-58.60,"1,300",-,-,-,-,-
2000M09,"43,213",-15.15,"157,452",10.59,"28,828",49.77,"6,274",302.18,"4,600",44.38,"4,850",-3.39,"58,702",22.21,"6,077",-30.61,"40,610",5.15,"1,300",-43.48,-,-,-,-
2000M10,"51,950",32.96,"160,531",16.03,"37,074",65.97,"4,297",17.95,"4,300",25.92,950,-80.77,"53,164",7.18,"8,510",67.19,"35,500",-7.04,"7,700","1,205.08",-,-,-,-
2000M11,"62,040",38.59,"174,399",12.18,"42,086",192.12,"3,425",-38.40,"4,200",45.33,"1,310",-78.06,"39,628",-34.68,"4,670",-7.98,"50,450",-2.19,"14,600",548.89,-,-,-,-
2000M12,"102,111",65.12,"203,985",49.35,"57,382",378.54,"1,485",-83.56,"4,400",54.39,700,-82.86,"34,048",-41.18,"8,301",133.24,"28,200",12.62,"11,670",83.78,-,-,-,-
2001M01,"53,925",51.52,"136,979",42.24,"58,245",400.04,"2,125",-81.68,"4,839",47.53,"2,245",-48.98,"58,085",5.97,"2,175",2.98,"2,000",-80.45,"33,570","2,819.13",-,-,-,-
2001M02,"43,540",76.95,"173,000",103.11,"62,924",394.61,"4,028",-61.13,"4,439",7.09,"3,991",-23.62,"75,391",51.01,"2,650",149.76,"5,600",-56.01,"8,225",257.61,-,-,-,-
2001M03,"46,110",24.91,"185,177",41.82,"75,814",251.67,"1,768",-86.96,"4,839",15.71,"3,050",-48.57,"79,362",76.62,"2,240",-17.37,"2,800",-94.07,"16,690",658.64,-,-,-,-
2001M04,"68,800",44.51,"196,016",50.90,"79,096",930.03,"2,510",-86.84,"5,639",14.85,"2,375",-67.54,"56,336",-3.64,"1,600",-59.96,"2,350",-94.62,"9,720",362.86,-,-,-,-
