期間,求職人數-新登記_原始值,求職人數-新登記_年增率(%),求職人數-有效_原始值,求職人數-有效_年增率(%),求才人數-新登記_原始值,求才人數-新登記_年增率(%),求才人數-有效_原始值,求才人數-有效_年增率(%),求供倍數-新登記_原始值,求供倍數-新登記_年增率(%),求供倍數-有效_原始值,求供倍數-有效_年增率(%),求職推介就業人數_原始值,求職推介就業人數_年增率(%),求才僱用人數_原始值,求才僱用人數_年增率(%),求職就業率(%)_原始值,求職就業率(%)_年增率(%),求才利用率(%)_原始值,求才利用率(%)_年增率(%)
2003M09,"38,299",19.83,"74,295",13.04,"63,850",103.46,"112,280",84.80,1.67,-,1.51,-,"10,424",10.83,"10,424",10.83,27.22,-,16.33,-
2003M10,"44,569",20.40,"78,779",12.65,"72,375",82.49,"128,386",101.61,1.62,-,1.63,-,"12,503",19.86,"12,503",19.86,28.05,-,17.28,-
2003M11,"33,610",-15.43,"68,964",-6.14,"65,350",51.07,"123,632",70.19,1.94,-,1.79,-,"10,146",-7.22,"10,146",-7.22,30.19,-,15.53,-
2003M12,"36,373",2.77,"67,034",3.43,"73,362",47.03,"127,460",53.16,2.02,-,1.90,-,"9,832",0.01,"9,832",0.01,27.03,-,13.40,-
2004M01,"29,034",-0.05,"61,325",2.65,"54,439",22.80,"116,744",38.30,1.88,-,1.90,-,"6,936",-23.44,"6,936",-23.44,23.89,-,12.74,-
2004M02,"39,818",10.57,"64,920",2.14,"84,021",52.49,"132,749",44.79,2.11,-,2.04,-,"11,037",-14.92,"11,037",-14.92,27.72,-,13.14,-
2004M03,"39,891",11.01,"75,944",18.15,"71,457",7.68,"144,165",32.65,1.79,-,1.90,-,"13,809",35.71,"13,809",35.71,34.62,-,19.32,-
2004M04,"36,258",1.25,"70,496",3.06,"68,716",8.48,"129,492",8.90,1.90,-,1.84,-,"12,726",15.51,"12,726",15.51,35.10,-,18.52,-
2004M05,"40,049",7.63,"153,715",121.71,"81,568",54.22,"102,319",-1.86,2.04,-,0.67,-,"11,779",23.47,"19,834",107.90,29.41,-,24.32,-
2004M06,"47,766",22.90,"101,360",38.01,"80,056",56.03,"101,503",5.18,1.68,-,1.00,-,"14,529",52.12,"18,094",89.45,30.42,-,22.60,-
2004M07,"51,660",17.02,"112,918",39.81,"83,112",43.63,"108,145",7.46,1.61,-,0.96,-,"21,243",94.44,"28,721",162.89,41.12,-,34.56,-
2004M08,"50,859",26.52,"116,835",46.24,"80,179",46.84,"109,800",8.01,1.58,-,0.94,-,"20,913",107.39,"34,575",242.87,41.12,-,43.12,-
2004M09,"50,545",31.97,"116,592",56.93,"81,759",28.05,"103,823",-7.53,1.62,-,0.89,-,"20,836",99.88,"33,784",224.10,41.22,-,41.32,-
2004M10,"59,783",34.14,"127,308",61.60,"97,256",34.38,"124,945",-2.68,1.63,-,0.98,-,"34,467",175.67,"46,242",269.85,57.65,-,47.55,-
2004M11,"56,696",68.69,"120,751",75.09,"90,197",38.02,"122,828",-0.65,1.59,-,1.02,-,"33,659",231.75,"51,617",408.74,59.37,-,57.23,-
2004M12,"45,386",24.78,"107,279",60.04,"77,158",5.17,"133,973",5.11,1.70,-,1.25,-,"26,461",169.13,"50,573",414.37,58.30,-,65.54,-
2005M01,"35,781",23.24,"93,282",52.11,"73,570",35.14,"123,917",6.14,2.06,-,1.33,-,"18,221",162.70,"37,156",435.70,50.92,-,50.50,-
2005M02,"32,027",-19.57,"84,388",29.99,"54,470",-35.17,"102,220",-23.00,1.70,-,1.21,-,"13,180",19.42,"24,081",118.18,41.15,-,44.21,-
