期間,總計-總機構_原始值,總計-總機構_年增率(%),總計-分機構_原始值,總計-分機構_年增率(%),全體貨幣機構-中央銀行_原始值,全體貨幣機構-中央銀行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-總行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-總行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-分行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-分行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-總社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-總社_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-分社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-分社_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-分部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-分部_年增率(%),其他金融機構-中華郵政公司-總公司_原始值,其他金融機構-中華郵政公司-總公司_年增率(%),其他金融機構-中華郵政公司-支局_原始值,其他金融機構-中華郵政公司-支局_年增率(%),信託投資公司-總公司_原始值,信託投資公司-總公司_年增率(%),信託投資公司-分公司_原始值,信託投資公司-分公司_年增率(%),人壽保險公司-總公司_原始值,人壽保險公司-總公司_年增率(%),人壽保險公司-分公司_原始值,人壽保險公司-分公司_年增率(%)
2003M05,437,-2.02,"5,876",0.29,1,0.00,52,0.00,"3,099",2.21,36,0.00,68,0.00,37,-5.13,357,-4.29,253,-2.69,837,-4.45,25,0.00,39,-11.36,1,0.00,"1,322",0.53,3,0.00,29,-6.45,29,0.00,125,4.17
2003M06,437,-2.02,"5,878",0.36,1,0.00,52,0.00,"3,104",2.41,36,0.00,68,0.00,37,-5.13,357,-4.29,253,-2.69,833,-4.91,25,0.00,39,-11.36,1,0.00,"1,322",0.53,3,0.00,29,-3.33,29,0.00,126,5.00
2003M07,435,-0.91,"5,882",0.63,1,0.00,52,0.00,"3,121",2.66,36,0.00,68,1.49,35,-10.26,344,-7.77,253,0.00,831,-2.92,25,0.00,39,-11.36,1,0.00,"1,323",0.61,3,0.00,29,-3.33,29,0.00,127,5.83
2003M08,435,-0.68,"5,880",0.65,1,0.00,52,0.00,"3,121",2.50,36,0.00,68,0.00,35,-7.89,344,-5.49,253,0.00,830,-2.70,25,0.00,39,-11.36,1,0.00,"1,322",0.23,3,0.00,29,0.00,29,0.00,127,5.83
2003M09,435,-0.68,"5,884",0.67,1,0.00,52,0.00,"3,126",2.56,36,0.00,69,1.47,35,-7.89,344,-5.49,253,0.00,828,-2.93,25,0.00,39,-9.30,1,0.00,"1,322",0.15,3,0.00,29,0.00,29,0.00,127,5.83
2003M10,434,-0.91,"5,885",0.74,1,0.00,51,-1.92,"3,128",2.73,36,0.00,69,1.47,35,-7.89,342,-6.30,253,0.00,828,-2.93,25,0.00,39,-7.14,1,0.00,"1,322",0.15,3,0.00,29,0.00,29,0.00,128,6.67
2003M11,434,-0.91,"5,888",0.75,1,0.00,51,-1.92,"3,130",2.56,36,0.00,69,1.47,35,-7.89,341,-6.32,253,0.00,828,-2.70,25,0.00,39,-2.50,1,0.00,"1,322",0.15,3,0.00,29,0.00,29,0.00,130,8.33
2003M12,433,-0.92,"5,930",1.37,1,0.00,50,-3.85,"3,173",3.42,36,0.00,69,1.47,35,-5.41,341,-4.75,253,0.00,828,-2.24,25,0.00,39,-2.50,1,0.00,"1,322",0.15,3,0.00,28,-3.45,29,0.00,130,8.33
2004M01,433,-0.92,"5,932",1.28,1,0.00,50,-3.85,"3,174",3.32,36,0.00,69,1.47,35,-5.41,341,-4.75,253,0.00,829,-2.13,25,0.00,39,0.00,1,0.00,"1,322",0.23,3,0.00,28,-3.45,29,0.00,130,4.00
2004M02,433,-0.92,"5,937",1.31,1,0.00,50,-3.85,"3,175",3.15,36,0.00,69,1.47,35,-5.41,341,-4.75,253,0.00,829,-1.78,25,0.00,39,0.00,1,0.00,"1,322",0.23,3,0.00,28,-3.45,29,0.00,134,7.20
2004M03,433,-0.92,"5,936",1.21,1,0.00,50,-3.85,"3,173",2.89,36,0.00,69,1.47,35,-5.41,341,-4.75,253,0.00,829,-1.54,25,0.00,39,0.00,1,0.00,"1,322",0.15,3,0.00,28,-3.45,29,0.00,135,8.00
2004M04,433,-0.92,"5,934",1.11,1,0.00,50,-3.85,"3,171",2.65,36,0.00,69,1.47,35,-5.41,342,-4.47,253,0.00,829,-1.19,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,27,-6.90,29,0.00,135,8.00
2004M05,433,-0.92,"5,933",0.97,1,0.00,50,-3.85,"3,171",2.32,36,0.00,68,0.00,35,-5.41,342,-4.20,253,0.00,829,-0.96,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,27,-6.90,29,0.00,135,8.00
2004M06,432,-1.14,"5,928",0.85,1,0.00,50,-3.85,"3,175",2.29,36,0.00,68,0.00,34,-8.11,337,-5.60,253,0.00,826,-0.84,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,26,-10.34,29,0.00,135,7.14
2004M07,432,-0.69,"5,930",0.82,1,0.00,50,-3.85,"3,178",1.83,35,-2.78,67,-1.47,34,-2.86,337,-2.03,254,0.40,826,-0.60,25,0.00,39,0.00,1,0.00,"1,322",-0.08,3,0.00,26,-10.34,29,0.00,135,6.30
2004M08,432,-0.69,"5,931",0.87,1,0.00,50,-3.85,"3,179",1.86,35,-2.78,67,-1.47,34,-2.86,337,-2.03,254,0.40,826,-0.48,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,26,-10.34,29,0.00,135,6.30
2004M09,431,-0.92,"5,918",0.58,1,0.00,49,-5.77,"3,167",1.31,35,-2.78,67,-2.90,34,-2.86,337,-2.03,254,0.40,825,-0.36,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,26,-10.34,29,0.00,135,6.30
2004M10,428,-1.38,"5,921",0.61,1,0.00,49,-3.92,"3,188",1.92,35,-2.78,67,-2.90,32,-8.57,319,-6.73,254,0.40,825,-0.36,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,26,-10.34,28,-3.45,135,5.47
2004M11,428,-1.38,"5,925",0.63,1,0.00,49,-3.92,"3,191",1.95,35,-2.78,67,-2.90,32,-8.57,319,-6.45,254,0.40,826,-0.24,25,0.00,39,0.00,1,0.00,"1,322",0.00,3,0.00,26,-10.34,28,-3.45,135,3.85
2004M12,428,-1.15,"5,922",-0.13,1,0.00,49,-2.00,"3,189",0.50,35,-2.78,67,-2.90,32,-8.57,319,-6.45,254,0.40,827,-0.12,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,-7.14,28,-3.45,135,3.85
2005M01,427,-1.39,"5,925",-0.12,1,0.00,48,-4.00,"3,192",0.57,35,-2.78,67,-2.90,32,-8.57,319,-6.45,254,0.40,827,-0.24,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,-7.14,28,-3.45,135,3.85
2005M02,427,-1.39,"5,925",-0.20,1,0.00,48,-4.00,"3,192",0.54,35,-2.78,67,-2.90,32,-8.57,319,-6.45,254,0.40,827,-0.24,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,-7.14,28,-3.45,135,0.75
2005M03,424,-2.08,"5,928",-0.13,1,0.00,47,-6.00,"3,202",0.91,35,-2.78,67,-2.90,31,-11.43,311,-8.80,253,0.00,829,0.00,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,-7.14,28,-3.45,134,-0.74
2005M04,424,-2.08,"5,931",-0.05,1,0.00,47,-6.00,"3,207",1.14,35,-2.78,67,-2.90,31,-11.43,311,-9.06,253,0.00,827,-0.24,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,-3.70,28,-3.45,134,-0.74
2005M05,425,-1.85,"5,932",-0.02,1,0.00,48,-4.00,"3,208",1.17,35,-2.78,67,-1.47,31,-11.43,311,-9.06,253,0.00,827,-0.24,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,-3.70,28,-3.45,134,-0.74
2005M06,424,-1.85,"5,934",0.10,1,0.00,48,-4.00,"3,217",1.32,35,-2.78,67,-1.47,30,-11.76,305,-9.50,253,0.00,826,0.00,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,0.00,28,-3.45,134,-0.74
2005M07,425,-1.62,"5,937",0.12,1,0.00,48,-4.00,"3,218",1.26,36,2.86,68,1.49,30,-11.76,305,-9.50,253,-0.39,827,0.12,25,0.00,39,0.00,1,0.00,"1,320",-0.15,3,0.00,26,0.00,28,-3.45,134,-0.74
2005M08,424,-1.85,"5,934",0.05,1,0.00,48,-4.00,"3,221",1.32,36,2.86,68,1.49,30,-11.76,305,-9.50,253,-0.39,827,0.12,25,0.00,39,0.00,1,0.00,"1,320",-0.15,2,-33.33,20,-23.08,28,-3.45,134,-0.74
