期間,大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),大洋洲_原始值,大洋洲_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),澳大利亞_原始值,澳大利亞_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),斐濟_原始值,斐濟_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),吉里巴斯_原始值,吉里巴斯_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),馬爾地夫_原始值,馬爾地夫_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),諾魯_原始值,諾魯_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐克里多尼亞_原始值,紐克里多尼亞_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),紐西蘭_原始值,紐西蘭_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),巴布亞新幾內亞_原始值,巴布亞新幾內亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞_原始值,薩摩亞_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),薩摩亞（美屬）_原始值,薩摩亞（美屬）_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),所羅門島_原始值,所羅門島_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),大溪地_原始值,大溪地_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),東加_原始值,東加_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),吐瓦魯_原始值,吐瓦魯_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%),萬那杜_原始值,萬那杜_年增率(%)
2011M08,"11,808",2.30,"409,244",13.14,"28,318",-8.47,"978,173",1.20,"9,868",5.08,"342,031",16.22,"26,194",-8.99,"904,798",0.63,323,180.87,"11,190",211.70,15,50.00,510,59.38,2,100.00,72,105.71,24,--,820,--,8,14.29,293,31.39,1,-66.67,52,-34.18,0,--,0,--,0,--,0,--,26,136.36,916,175.08,507,79.15,"17,507",97.95,"1,107",9.60,"38,363",21.26,"1,483",-16.97,"51,240",-8.16,204,-42.86,"7,080",-36.77,42,121.05,"1,444",148.54,4,-78.95,133,-77.50,14,27.27,497,49.25,11,450.00,396,457.75,9,125.00,300,175.23,28,300.00,954,343.72,0,-100.00,0,-100.00,4,-33.33,138,-29.59,0,-100.00,0,-100.00,5,400.00,157,481.48,1,--,31,--,0,--,0,--,0,--,0,--,6,100.00,216,122.68,0,-100.00,0,-100.00
2011M09,"10,473",0.95,"359,015",10.29,"34,021",3.79,"1,162,371",13.37,"8,778",6.94,"300,932",16.85,"32,000",3.71,"1,093,283",13.28,189,195.31,"6,485",223.28,10,66.67,358,94.57,3,50.00,96,88.24,11,37.50,391,66.38,11,57.14,372,61.04,2,--,58,544.44,0,--,0,-100.00,0,--,5,--,19,11.76,655,25.48,298,-46.98,"10,186",-42.07,955,-37.70,"32,756",-31.92,"1,580",26.60,"53,966",38.20,156,-22.00,"5,333",-14.90,43,43.33,"1,484",57.87,7,-76.67,239,-74.49,11,-67.65,386,-63.76,7,133.33,232,139.18,3,-62.50,106,-56.91,4,-63.64,125,-62.57,1,0.00,38,15.15,1,-50.00,43,-42.67,9,--,320,"3,900.00",3,200.00,103,139.53,1,-50.00,41,-12.77,0,-100.00,0,-100.00,0,--,0,--,0,--,4,33.33,3,-72.73,113,-68.08
2011M10,"13,959",28.25,"459,315",31.09,"29,669",6.67,"973,058",9.05,"11,165",19.76,"367,382",22.44,"27,395",5.33,"898,492",7.68,292,114.71,"9,598",119.73,7,16.67,233,15.35,5,--,149,"7,350.00",23,155.56,762,170.21,11,-45.00,349,-46.64,10,233.33,328,281.40,0,-100.00,12,-89.19,0,--,0,--,18,-66.04,579,-65.94,385,-26.25,"12,637",-24.55,"1,080",13.56,"35,543",16.07,"1,720",44.30,"56,407",47.49,"1,114",418.14,"36,645",428.79,60,328.57,"1,967",351.15,8,33.33,277,53.89,23,53.33,745,58.51,60,233.33,"1,988",234.68,3,-50.00,94,-52.53,10,--,344,--,5,400.00,172,493.10,2,-71.43,80,-65.81,3,--,106,"1,666.67",3,-40.00,88,-48.54,1,0.00,31,40.91,0,--,11,37.50,0,--,0,--,1,--,21,320.00,4,-55.56,127,-54.48
2011M11,"12,987",24.28,"432,091",25.29,"30,063",6.55,"996,817",7.44,"10,975",29.27,"365,090",30.33,"27,895",8.46,"924,902",9.36,218,107.62,"7,263",109.67,10,66.67,329,70.47,1,-75.00,33,-77.55,0,--,0,--,13,-7.14,427,-5.11,2,0.00,76,13.43,0,--,0,-100.00,0,--,0,--,23,91.67,778,89.29,443,-48.85,"14,695",-48.41,881,-3.40,"29,297",-2.67,"1,567",2.96,"51,940",3.79,602,5.61,"20,043",6.58,28,460.00,937,520.53,5,-37.50,176,-34.33,69,213.64,"2,303",219.86,22,-55.10,747,-54.09,10,-47.37,344,-44.25,10,11.11,323,6.25,0,--,0,--,3,50.00,115,101.75,2,-50.00,76,-39.20,3,--,103,"1,044.44",0,--,2,--,1,-96.88,48,-95.48,0,--,0,--,4,300.00,124,169.57,6,-62.50,200,-61.98
2011M12,"9,641",8.37,"318,497",7.95,"23,415",4.73,"770,941",4.32,"7,445",4.93,"245,939",4.52,"21,401",6.91,"704,690",6.49,278,36.95,"9,176",36.18,7,-50.00,229,-49.67,0,-100.00,0,-100.00,13,44.44,435,52.10,6,20.00,214,25.15,7,250.00,218,235.38,0,--,0,--,0,--,0,--,15,25.00,489,18.12,420,-41.18,"13,817",-41.45,933,8.49,"30,818",8.03,"1,480",0.41,"48,721",0.01,533,97.41,"17,609",96.95,19,-70.31,620,-70.50,23,-4.17,767,-3.03,19,-13.64,617,-13.22,45,2.27,"1,487",1.02,4,0.00,135,9.76,16,23.08,524,25.66,10,--,333,"2,675.00",1,-50.00,20,-62.96,3,--,107,"1,683.33",6,500.00,192,284.00,2,100.00,51,54.55,0,--,0,--,0,--,0,--,2,100.00,76,192.31,2,--,51,325.00
2012M01,"11,820",-1.34,"392,409",-4.16,"27,278",11.81,"902,604",8.62,"10,194",-2.86,"338,444",-5.64,"25,088",15.74,"830,175",12.45,258,77.93,"8,574",72.45,14,180.00,451,151.96,1,-50.00,18,-69.49,16,45.45,524,36.10,9,0.00,283,-10.44,6,20.00,211,19.21,-,-,-,-,-,-,-,-,18,63.64,588,61.10,413,-46.98,"13,674",-48.49,774,-7.53,"25,697",-10.17,"1,610",-10.61,"53,271",-13.17,336,37.14,"11,157",33.31,76,80.95,"2,527",76.84,4,-92.98,146,-92.51,12,-60.00,406,-60.08,21,50.00,708,49.68,5,-16.67,157,-17.37,1,-80.00,36,-77.91,7,--,232,--,7,--,223,"4,360.00",7,--,237,"1,480.00",1,--,33,120.00,2,100.00,63,142.31,-,-,-,-,-,-,-,-,1,-50.00,36,-40.98,4,-42.86,119,-47.81
2012M02,"9,876",58.75,"333,579",56.10,"22,705",6.90,"764,234",5.11,"6,869",36.97,"231,997",34.65,"20,689",8.74,"696,362",6.91,212,7.07,"7,175",5.58,10,-9.09,342,-12.76,2,0.00,79,-1.25,18,"1,700.00",620,"2,380.00",7,40.00,243,48.17,3,-25.00,102,-15.70,-,-,-,-,-,-,-,-,13,18.18,455,19.42,278,-65.47,"9,345",-66.10,"1,859",225.00,"62,768",219.66,"1,550",19.05,"52,166",17.07,239,350.94,"8,075",341.26,79,139.39,"2,658",137.32,8,-85.19,280,-84.78,3,-25.00,103,-27.46,22,-35.29,744,-36.08,13,62.50,439,57.91,6,--,188,"18,700.00",15,--,509,--,-,-,-,-,1,-75.00,31,-74.80,4,33.33,123,39.77,1,0.00,27,0.00,-,-,-,-,-,-,-,-,-,-,12,-52.00,4,-76.47,149,-73.67
2012M03,"12,274",17.54,"416,332",17.68,"24,514",-22.34,"828,702",-22.27,"9,454",16.51,"320,698",16.64,"22,540",-21.96,"762,000",-21.88,190,46.15,"6,462",46.96,6,0.00,218,15.96,1,0.00,27,17.39,5,-54.55,180,-50.95,8,14.29,272,19.82,8,33.33,270,33.66,-,-,7,-72.00,-,-,3,--,33,120.00,"1,129",124.90,299,-59.04,"10,122",-58.97,"1,911",6.34,"64,831",6.49,"1,577",-15.40,"53,309",-15.33,278,517.78,"9,421",522.26,12,"1,100.00",390,"1,344.44",9,-87.67,297,-87.99,5,-81.48,160,-82.44,11,-52.17,376,-51.92,9,800.00,292,711.11,12,-14.29,397,-15.53,7,133.33,224,128.57,2,-50.00,62,-51.94,9,125.00,306,102.65,2,-33.33,69,-25.81,-,-,-,-,-,-,-,-,-,-,-,-,2,100.00,55,27.91,2,--,65,--
2012M04,"13,036",8.27,"442,416",7.34,"25,915",-27.64,"876,395",-28.28,"9,277",-14.58,"314,809",-15.33,"23,831",-26.78,"805,926",-27.42,248,155.67,"8,430",154.07,15,15.38,515,14.19,3,200.00,117,290.00,-,-,-,-,10,100.00,330,87.50,6,50.00,203,35.33,1,--,37,--,-,-,-,-,16,6.67,532,3.50,291,-59.86,"9,845",-60.23,"2,122",180.32,"71,993",177.79,"1,682",-27.37,"56,895",-28.01,977,"2,071.11","33,154","2,057.06",18,-84.07,601,-84.34,10,-66.67,336,-66.90,26,100.00,870,97.28,104,"3,366.67","3,533","3,111.82",5,150.00,156,95.00,7,-53.33,238,-52.30,-,-,-,-,4,100.00,138,115.63,4,--,137,"4,466.67",1,-50.00,47,-17.54,-,-,-,-,-,-,5,66.67,-,-,-,-,1,0.00,31,3.33,6,500.00,211,358.70
2012M05,"10,210",12.17,"348,006",9.66,"29,232",-4.52,"992,939",-6.70,"8,469",12.14,"288,650",9.59,"26,614",-2.64,"904,009",-4.86,142,-10.13,"4,853",-11.94,9,-57.14,294,-59.62,3,50.00,100,75.44,30,76.47,"1,011",67.38,12,140.00,417,139.66,5,66.67,173,45.38,-,-,4,-69.23,-,-,2,0.00,23,130.00,771,132.23,483,-4.55,"16,422",-6.66,928,7.53,"31,611",5.08,"1,911",-26.75,"64,919",-28.42,304,-7.03,"10,360",-9.07,51,-13.56,"1,741",-14.41,24,380.00,815,385.12,22,69.23,738,64.73,13,85.71,434,89.52,15,66.67,508,71.62,7,-41.67,225,-47.43,12,--,422,--,5,150.00,184,240.74,-,-,9,350.00,2,-50.00,79,-35.25,-,-,5,--,-,-,3,--,-,-,-,-,2,-50.00,55,-56.69,7,75.00,230,54.36
2012M06,"11,568",24.32,"388,421",20.04,"22,086",-29.12,"739,099",-31.55,"9,802",29.35,"329,135",24.91,"19,894",-31.32,"665,792",-33.66,181,26.57,"6,069",21.92,8,300.00,269,224.10,-,-,2,-96.08,1,--,19,--,5,-50.00,159,-55.08,4,-33.33,124,-43.38,-,-,-,-,-,-,-,-,17,6.25,556,-1.59,257,-12.29,"8,587",-15.45,844,-10.40,"28,347",-13.45,"1,819",3.47,"60,875",-0.05,429,169.81,"14,408",160.83,13,-79.03,432,-79.87,6,-33.33,194,-35.97,39,5.41,"1,301",0.15,42,-2.33,"1,408",-5.76,6,100.00,195,80.56,1,-87.50,42,-84.73,14,"1,300.00",484,"1,916.67",3,-40.00,96,-45.14,3,--,95,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,100.00,130,64.56,1,-83.33,50,-77.58
2012M07,"13,855",12.05,"463,508",7.94,"30,520",1.40,"1,017,690",-2.29,"11,452",21.74,"383,125",17.29,"27,761",0.92,"925,687",-2.75,220,6.80,"7,344",2.60,5,-44.44,183,-42.99,9,--,306,"1,812.50",1,-95.83,47,-94.32,11,-31.25,353,-34.99,6,20.00,200,9.89,-,-,-,-,-,-,2,--,15,0.00,497,-4.42,457,-4.39,"15,226",-8.03,994,-50.37,"33,258",-52.19,"2,138",7.60,"71,303",3.71,861,82.42,"28,811",75.73,69,187.50,"2,287",178.56,21,31.25,700,25.90,23,9.52,769,4.34,31,40.91,"1,046",39.28,5,-44.44,173,-45.08,10,--,347,"34,600.00",-,-,6,-97.95,5,150.00,160,150.00,2,--,60,"5,900.00",3,200.00,94,147.37,-,-,-,-,-,-,-,-,-,-,-,-,1,-83.33,49,-77.42,3,200.00,109,354.17
2012M08,"9,320",-21.07,"310,726",-24.07,"27,832",-1.72,"925,000",-5.44,"7,594",-23.04,"253,212",-25.97,"25,076",-4.27,"833,370",-7.89,295,-8.67,"9,841",-12.06,25,66.67,832,63.14,1,-50.00,44,-38.89,-,-,-,-,8,0.00,282,-3.75,-,-,8,-84.62,-,-,-,-,-,-,13,--,21,-19.23,690,-24.67,297,-41.42,"9,886",-43.53,955,-13.73,"31,830",-17.03,"2,212",49.16,"73,517",43.48,184,-9.80,"6,135",-13.35,93,121.43,"3,083",113.50,12,200.00,399,200.00,75,435.71,"2,487",400.40,9,-18.18,292,-26.26,2,-77.78,82,-72.67,8,-71.43,282,-70.44,8,--,252,--,4,0.00,148,7.25,-,-,-,-,5,0.00,154,-1.91,-,-,-,-,2,--,65,--,-,-,-,-,2,-66.67,57,-73.61,4,--,121,--
2012M09,"13,002",24.15,"437,901",21.97,"23,961",-29.57,"804,348",-30.80,"9,187",4.66,"309,435",2.83,"21,619",-32.44,"725,727",-33.62,444,134.92,"14,939",130.36,3,-70.00,112,-68.72,-,-,15,-84.38,-,-,-,-,9,-18.18,293,-21.24,3,50.00,96,65.52,3,--,91,--,-,-,1,-80.00,18,-5.26,614,-6.26,426,42.95,"14,302",40.41,"1,033",8.17,"34,792",6.22,"1,703",7.78,"57,170",5.94,"1,971","1,163.46","66,401","1,145.10",116,169.77,"3,898",162.67,5,-28.57,159,-33.47,28,154.55,940,143.52,57,714.29,"1,907",721.98,21,600.00,708,567.92,11,175.00,385,208.00,8,700.00,278,631.58,7,600.00,236,448.84,-,-,-,-,8,166.67,265,157.28,-,-,-,-,-,-,-,-,-,-,-,-,10,--,328,"8,100.00",5,66.67,169,49.56
