期間,放款_原始值,放款_年增率(%),投資--對非金融機構證券投資--政府機關_原始值,投資--對非金融機構證券投資--政府機關_年增率(%),投資--對非金融機構證券投資--公營事業_原始值,投資--對非金融機構證券投資--公營事業_年增率(%),投資--對非金融機構證券投資--民營事業_原始值,投資--對非金融機構證券投資--民營事業_年增率(%),對金融機構證券投資_原始值,對金融機構證券投資_年增率(%),對金融機構債權_原始值,對金融機構債權_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),應付融券價款_原始值,應付融券價款_年增率(%),存入保證金_原始值,存入保證金_年增率(%),應付票據_原始值,應付票據_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%)
2011M10,"24,616",-30.26,"1,123",-13.42,-,-,"3,045",-69.53,331,150.76,707,-90.11,1,0.00,"29,823",-44.85,-,-,"2,921",14.24,"4,308",-23.64,"2,500",-66.08,"20,094",-47.34
2011M11,"22,756",-29.22,"1,122",23.30,-,-,"3,056",-70.45,331,150.76,840,-75.92,1,0.00,"28,106",-40.23,30,-93.75,"2,057",-20.98,"3,543",-23.68,"4,550",-35.92,"17,926",-44.33
2011M12,"20,820",-40.72,"1,122",-25.74,-,-,"3,423",-39.77,331,150.76,944,-85.78,1,0.00,"26,641",-45.73,129,-93.89,"2,282",-6.01,"3,868",-8.10,"2,500",-58.75,"17,862",-47.89
2012M01,"19,401",-44.39,923,-18.17,-,-,"4,414",32.71,330,89.66,938,"1,575.00",1,0.00,"26,007",-34.28,-,-,"2,980",15.24,"4,415",-0.81,"2,500",-69.70,"16,112",-29.09
2012M02,"22,304",-35.02,922,-18.19,-,-,"2,968",-1.07,330,90.75,373,456.72,1,0.00,"26,898",-30.49,-,-,"2,334",10.51,"3,256",-34.62,"3,850",-47.83,"17,458",-22.38
2012M03,"21,976",-33.60,921,-18.28,-,-,"3,104",-0.45,330,-10.81,480,650.00,1,0.00,"26,812",-29.03,164,-91.33,"1,450",-1.89,"2,028",-31.30,"5,000",-40.19,"18,170",-21.33
2012M04,"19,983",-38.79,920,-18.29,-,-,"3,862",28.31,330,-7.56,339,133.79,1,0.00,"25,435",-31.78,13,-99.39,"1,579",38.63,"2,574",16.42,"3,350",-62.78,"17,919",-21.37
2012M05,"19,838",-37.51,920,-18.29,-,-,"3,746",19.57,230,-33.33,441,159.41,1,0.00,"25,176",-31.07,479,-89.35,"1,696",-6.97,"2,729",-20.37,"2,080",-50.94,"18,192",-19.27
2012M06,"18,992",-37.44,920,-18.29,-,-,"4,158",28.93,230,-34.84,420,58.49,1,0.00,"24,721",-30.02,910,-57.42,"1,974",18.84,"2,874",-9.22,"1,280",-77.46,"17,683",-22.04
2012M07,"18,652",-36.72,771,-31.34,-,-,"3,634",39.55,230,-35.21,811,248.07,1,0.00,"24,099",-28.68,92,-91.35,"1,571",-18.47,"2,290",-0.69,"2,070",-62.97,"18,076",-21.08
2012M08,"18,638",-26.08,770,-31.37,-,-,"4,142",26.82,230,-34.84,464,36.47,1,0.00,"24,245",-19.98,64,-41.82,"2,324",6.31,"3,307",12.75,900,-67.86,"17,650",-20.74
2012M09,"19,394",-20.38,770,-31.37,-,-,"4,266",31.71,230,-30.51,451,-22.91,1,0.00,"25,112",-15.27,342,-,"2,306",-22.15,"4,468",10.29,-,-,"17,996",-10.57
2012M10,"17,393",-29.34,770,-31.43,-,-,"3,927",28.97,230,-30.51,975,37.91,1,0.00,"23,296",-21.89,14,-,"1,883",-35.54,"4,020",-6.69,-,-,"17,379",-13.51
2012M11,"15,830",-30.44,770,-31.37,-,-,"4,238",38.68,230,-30.51,"1,274",51.67,1,0.00,"22,343",-20.50,30,0.00,"2,478",20.47,"4,384",23.74,-,-,"15,451",-13.81
2012M12,"16,061",-22.86,769,-31.46,-,-,"3,529",3.10,230,-30.51,"1,467",55.40,1,0.00,"22,057",-17.21,10,-92.25,"2,006",-12.09,"3,057",-20.97,-,-,"16,984",-4.92
2013M01,"15,396",-20.64,568,-38.46,-,-,"6,689",51.54,281,-14.85,336,-64.18,1,0.00,"23,271",-10.52,15,-,"1,894",-36.44,"3,422",-22.49,-,-,"17,940",11.35
2013M02,"15,016",-32.68,568,-38.39,-,-,"6,219",109.54,384,16.36,275,-26.27,1,0.00,"22,463",-16.49,10,-,"1,727",-26.01,"2,538",-22.05,-,-,"18,188",4.18
2013M03,"15,041",-31.56,517,-43.87,-,-,"6,232",100.77,184,-44.24,463,-3.54,1,0.00,"22,438",-16.31,-,-,"1,172",-19.17,"2,295",13.17,-,-,"18,971",4.41
2013M04,"14,639",-26.74,517,-43.80,-,-,"6,166",59.66,184,-44.24,414,22.12,1,0.00,"21,921",-13.82,20,53.85,754,-52.25,"2,308",-10.33,-,-,"18,839",5.13
2013M05,"15,200",-23.38,517,-43.80,-,-,"6,038",61.19,184,-20.00,164,-62.81,1,0.00,"22,104",-12.20,-,-,"1,083",-36.14,"2,010",-26.35,-,-,"19,011",4.50
2013M06,"15,341",-19.22,516,-43.91,-,-,"5,798",39.44,184,-20.00,101,-75.95,1,0.00,"21,941",-11.25,-,-,772,-60.89,"1,442",-49.83,-,-,"19,727",11.56
2013M07,"14,758",-20.88,516,-33.07,-,-,"6,269",72.51,183,-20.43,110,-86.44,1,0.00,"21,837",-9.39,-,-,"1,112",-29.22,"2,564",11.97,-,-,"18,161",0.47
2013M08,"14,572",-21.82,515,-33.12,-,-,"6,436",55.38,183,-20.43,109,-76.51,1,0.00,"21,816",-10.02,-,-,"1,064",-54.22,"2,510",-24.10,-,-,"18,242",3.35
2013M09,"14,225",-26.65,515,-33.12,-,-,"6,619",55.16,183,-20.43,139,-69.18,1,0.00,"21,682",-13.66,10,-97.08,"1,648",-28.53,"3,509",-21.46,-,-,"16,515",-8.23
2013M10,"14,574",-16.21,514,-33.25,-,-,"6,292",60.22,183,-20.43,328,-66.36,1,0.00,"21,892",-6.03,-,-,"1,816",-3.56,"3,702",-7.91,-,-,"16,374",-5.78
2013M11,"14,417",-8.93,572,-25.71,-,-,"6,409",51.23,183,-20.43,432,-66.09,1,0.00,"22,014",-1.47,-,-,"1,950",-21.31,"3,327",-24.11,-,-,"16,737",8.32
2013M12,"15,155",-5.64,472,-38.62,-,-,"6,348",79.88,183,-20.43,391,-73.35,1,0.00,"22,550",2.24,5,-50.00,"2,430",21.14,"3,333",9.03,181,-,"16,601",-2.26
2014M01,"15,362",-0.22,471,-17.08,-,-,"6,207",-7.21,183,-34.88,269,-19.94,1,0.00,"22,493",-3.34,303,"1,920.00","2,148",13.41,"2,788",-18.53,"1,335",-,"15,919",-11.27
2014M02,"15,986",6.46,471,-17.08,-,-,"6,483",4.25,183,-52.34,283,2.91,1,0.00,"23,407",4.20,-,-,"2,008",16.27,"2,903",14.38,"2,186",-,"16,310",-10.33
2014M03,"16,224",7.87,471,-8.90,-,-,"6,334",1.64,233,26.63,174,-62.42,1,0.00,"23,437",4.45,449,-,"1,277",8.96,"1,772",-22.79,"3,340",-,"16,599",-12.50
2014M04,"15,625",6.74,470,-9.09,-,-,"6,194",0.45,233,26.63,117,-71.74,1,0.00,"22,640",3.28,150,650.00,766,1.59,"1,481",-35.83,"4,028",-,"16,215",-13.93
2014M05,"16,380",7.76,470,-9.09,-,-,"6,059",0.35,233,26.63,148,-9.76,1,0.00,"23,291",5.37,35,-,"1,154",6.56,"1,901",-5.42,"3,574",-,"16,627",-12.54
2014M06,"17,508",14.13,469,-9.11,-,-,"6,016",3.76,234,27.17,116,14.85,1,0.00,"24,344",10.95,"1,710",-,"1,029",33.29,"1,626",12.76,"3,419",-,"16,560",-16.05
2014M07,"17,739",20.20,468,-9.30,-,-,"6,011",-4.12,234,27.87,168,52.73,1,0.00,"24,621",12.75,"1,170",-,"1,227",10.34,"2,108",-17.78,"4,064",-,"16,052",-11.61
