期間,總計-總機構_原始值,總計-總機構_年增率(%),總計-分機構_原始值,總計-分機構_年增率(%),全體貨幣機構-中央銀行_原始值,全體貨幣機構-中央銀行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-總行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-總行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-分行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-分行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-總社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-總社_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-分社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-分社_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-分部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-分部_年增率(%),其他金融機構-中華郵政公司-總公司_原始值,其他金融機構-中華郵政公司-總公司_年增率(%),其他金融機構-中華郵政公司-支局_原始值,其他金融機構-中華郵政公司-支局_年增率(%),信託投資公司-總公司_原始值,信託投資公司-總公司_年增率(%),信託投資公司-分公司_原始值,信託投資公司-分公司_年增率(%),人壽保險公司-總公司_原始值,人壽保險公司-總公司_年增率(%),人壽保險公司-分公司_原始值,人壽保險公司-分公司_年增率(%)
2007M07,416,-0.24,"5,985",0.42,1,0.00,42,-6.67,"3,326",1.62,32,-3.03,61,-6.15,27,-3.57,268,-7.27,257,1.58,813,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,2,0.00,20,0.00,29,0.00,136,1.49
2007M08,417,0.24,"5,986",0.49,1,0.00,42,-4.55,"3,328",1.71,32,-3.03,61,-6.15,27,-3.57,268,-7.27,258,1.98,812,-0.61,25,0.00,40,0.00,1,0.00,"1,321",0.08,2,0.00,20,0.00,29,0.00,136,1.49
2007M09,418,0.48,"5,985",0.42,1,0.00,40,-9.09,"3,296",0.64,32,-3.03,93,43.08,27,-3.57,268,-7.27,260,2.77,811,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,2,0.00,20,0.00,30,3.45,136,1.49
2007M10,418,0.48,"5,984",0.39,1,0.00,40,-9.09,"3,295",0.58,32,-3.03,93,43.08,27,-3.57,268,-7.27,260,2.77,811,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,2,0.00,20,0.00,30,3.45,136,1.49
2007M11,418,0.72,"5,978",0.23,1,0.00,40,-6.98,"3,294",0.49,32,-3.03,89,36.92,27,-3.57,267,-7.61,261,3.16,811,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,2,0.00,20,0.00,29,0.00,136,0.74
2007M12,417,0.48,"5,977",0.12,1,0.00,40,-6.98,"3,313",0.85,32,-3.03,83,29.69,27,-3.57,267,-7.61,261,3.16,811,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,1,-50.00,6,-70.00,29,0.00,136,0.74
2008M01,419,0.96,"5,953",-0.35,1,0.00,40,-4.76,"3,298",0.27,32,-3.03,73,14.06,27,-3.57,268,-7.27,262,3.15,811,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,1,-50.00,6,-70.00,30,3.45,136,0.74
2008M02,419,0.96,"5,955",-0.33,1,0.00,40,-4.76,"3,299",0.27,32,0.00,73,15.87,27,-3.57,269,-6.92,262,2.75,811,-0.86,25,0.00,40,0.00,1,0.00,"1,321",0.08,1,-50.00,6,-70.00,30,3.45,136,0.74
2008M03,419,0.96,"5,961",-0.27,1,0.00,39,-7.14,"3,264",-0.85,32,0.00,112,77.78,27,-3.57,269,-6.92,263,3.14,811,-0.86,25,0.00,40,0.00,1,0.00,"1,321",0.08,1,-50.00,6,-70.00,30,3.45,138,2.22
2008M04,420,1.20,"5,970",-0.18,1,0.00,39,-7.14,"3,270",-0.79,32,0.00,114,80.95,27,-3.57,269,-6.92,264,3.53,812,-0.73,25,0.00,40,0.00,1,0.00,"1,321",0.08,1,-50.00,6,-70.00,30,3.45,138,2.22
2008M05,419,0.72,"5,973",-0.10,1,0.00,38,-9.52,"3,235",-1.85,32,0.00,152,141.27,27,-3.57,269,-6.92,264,3.13,812,-0.49,25,0.00,40,0.00,1,0.00,"1,321",0.08,1,-50.00,6,-70.00,30,3.45,138,2.22
2008M06,419,0.48,"5,973",-0.10,1,0.00,38,-9.52,"3,235",-1.97,32,0.00,151,147.54,27,-3.57,270,-6.57,264,2.72,812,-0.12,25,0.00,40,0.00,1,0.00,"1,321",0.00,1,-50.00,6,-70.00,30,3.45,138,2.22
2008M07,419,0.72,"5,980",-0.08,1,0.00,38,-9.52,"3,241",-2.56,32,0.00,152,149.18,27,0.00,270,0.75,264,2.72,812,-0.12,25,0.00,40,0.00,1,0.00,"1,321",0.00,1,-50.00,6,-70.00,30,3.45,138,1.47
2008M08,418,0.24,"5,980",-0.10,1,0.00,38,-9.52,"3,243",-2.55,31,-3.13,150,145.90,27,0.00,270,0.75,264,2.33,812,0.00,25,0.00,40,0.00,1,0.00,"1,321",0.00,1,-50.00,6,-70.00,30,3.45,138,1.47
2008M09,418,0.00,"5,987",0.03,1,0.00,38,-5.00,"3,249",-1.43,31,-3.13,151,62.37,27,0.00,270,0.75,264,1.54,812,0.12,25,0.00,40,0.00,1,0.00,"1,321",0.00,1,-50.00,6,-70.00,30,0.00,138,1.47
2008M10,419,0.24,"5,988",0.07,1,0.00,38,-5.00,"3,252",-1.31,32,0.00,149,60.22,27,0.00,270,0.75,264,1.54,812,0.12,25,0.00,40,0.00,1,0.00,"1,321",0.00,1,-50.00,6,-70.00,30,0.00,138,1.47
2008M11,419,0.24,"5,980",0.03,1,0.00,38,-5.00,"3,250",-1.34,32,0.00,140,57.30,27,0.00,270,1.12,264,1.15,813,0.25,25,0.00,41,2.50,1,0.00,"1,321",0.00,1,-50.00,6,-70.00,30,3.45,139,2.21
2008M12,418,0.24,"5,991",0.23,1,0.00,38,-5.00,"3,264",-1.48,32,0.00,141,69.88,27,0.00,271,1.50,264,1.15,813,0.25,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,30,3.45,139,2.21
2009M01,418,-0.24,"5,992",0.66,1,0.00,38,-5.00,"3,266",-0.97,32,0.00,141,93.15,27,0.00,271,1.12,264,0.76,812,0.12,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,139,2.21
2009M02,418,-0.24,"5,990",0.59,1,0.00,38,-5.00,"3,264",-1.06,32,0.00,141,93.15,27,0.00,271,0.74,264,0.76,812,0.12,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,139,2.21
2009M03,418,-0.24,"5,993",0.54,1,0.00,38,-2.56,"3,266",0.06,32,0.00,141,25.89,27,0.00,272,1.12,264,0.38,812,0.12,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,139,0.72
2009M04,418,-0.48,"5,993",0.39,1,0.00,38,-2.56,"3,265",-0.15,32,0.00,142,24.56,27,0.00,272,1.12,264,0.00,812,0.00,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,139,0.72
2009M05,418,-0.24,"5,985",0.20,1,0.00,38,0.00,"3,257",0.68,32,0.00,143,-5.92,27,0.00,272,1.12,264,0.00,811,-0.12,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,139,0.72
2009M06,419,0.00,"5,978",0.08,1,0.00,38,0.00,"3,260",0.77,32,0.00,143,-5.30,27,0.00,272,0.74,266,0.76,811,-0.12,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,29,-3.33,129,-6.52
2009M07,420,0.24,"5,982",0.03,1,0.00,38,0.00,"3,265",0.74,32,0.00,143,-5.92,27,0.00,272,0.74,267,1.14,810,-0.25,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,29,-3.33,129,-6.52
2009M08,425,1.67,"5,979",-0.02,1,0.00,38,0.00,"3,272",0.89,32,3.23,133,-11.33,27,0.00,272,0.74,272,3.03,810,-0.25,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,29,-3.33,129,-6.52
2009M09,426,1.91,"5,978",-0.15,1,0.00,38,0.00,"3,285",1.11,32,3.23,133,-11.92,26,-3.70,258,-4.44,274,3.79,810,-0.25,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,29,-3.33,129,-6.52
2009M10,427,1.91,"5,981",-0.12,1,0.00,38,0.00,"3,287",1.08,32,0.00,133,-10.74,26,-3.70,258,-4.44,275,4.17,811,-0.12,25,0.00,42,5.00,1,0.00,"1,321",0.00,-,-,-,-,29,-3.33,129,-6.52
2009M11,428,2.15,"5,983",0.05,1,0.00,38,0.00,"3,289",1.20,32,0.00,133,-5.00,26,-3.70,258,-4.44,275,4.17,811,-0.25,25,0.00,42,2.44,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,129,-7.19
2009M12,428,2.39,"5,973",-0.30,1,0.00,38,0.00,"3,279",0.46,32,0.00,133,-5.67,26,-3.70,258,-4.80,275,4.17,811,-0.25,25,0.00,42,0.00,1,0.00,"1,321",0.00,-,-,-,-,30,0.00,129,-7.19
