期間,總計-總機構_原始值,總計-總機構_年增率(%),總計-分機構_原始值,總計-分機構_年增率(%),全體貨幣機構-中央銀行_原始值,全體貨幣機構-中央銀行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-總行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-總行_年增率(%),全體貨幣機構-其他貨幣機構-本國銀行-分行_原始值,全體貨幣機構-其他貨幣機構-本國銀行-分行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-總行_年增率(%),全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_原始值,全體貨幣機構-其他貨幣機構-外國銀行在台分行-分行_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-總社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-總社_年增率(%),全體貨幣機構-其他貨幣機構-信用合作社-分社_原始值,全體貨幣機構-其他貨幣機構-信用合作社-分社_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-農會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-農會信用部-分部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-本部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-本部_年增率(%),全體貨幣機構-其他貨幣機構-漁會信用部-分部_原始值,全體貨幣機構-其他貨幣機構-漁會信用部-分部_年增率(%),其他金融機構-中華郵政公司-總公司_原始值,其他金融機構-中華郵政公司-總公司_年增率(%),其他金融機構-中華郵政公司-支局_原始值,其他金融機構-中華郵政公司-支局_年增率(%),信託投資公司-總公司_原始值,信託投資公司-總公司_年增率(%),信託投資公司-分公司_原始值,信託投資公司-分公司_年增率(%),人壽保險公司-總公司_原始值,人壽保險公司-總公司_年增率(%),人壽保險公司-分公司_原始值,人壽保險公司-分公司_年增率(%)
2011M09,425,-0.23,"6,007",0.32,1,0.00,38,0.00,"3,352",0.78,28,-3.45,92,-6.12,25,-3.85,255,-2.30,277,0.36,814,0.37,25,0.00,42,0.00,1,0.00,"1,323",0.15,-,-,-,-,30,0.00,129,0.00
2011M10,425,0.00,"6,010",0.33,1,0.00,38,0.00,"3,353",0.75,28,0.00,92,-5.15,25,-3.85,255,-2.30,277,0.36,815,0.49,25,0.00,43,2.38,1,0.00,"1,323",0.08,-,-,-,-,30,0.00,129,0.00
2011M11,425,0.00,"6,014",0.45,1,0.00,38,0.00,"3,357",0.81,28,0.00,92,-1.08,25,-3.85,255,-2.30,277,0.36,815,0.62,25,0.00,43,2.38,1,0.00,"1,323",0.08,-,-,-,-,30,0.00,129,0.00
2011M12,425,0.00,"6,016",0.45,1,0.00,38,0.00,"3,359",0.75,28,0.00,92,0.00,25,-3.85,255,-2.30,277,0.36,815,0.62,25,0.00,43,2.38,1,0.00,"1,323",0.15,-,-,-,-,30,0.00,129,0.00
2012M01,426,0.24,"6,017",0.40,1,0.00,39,2.63,"3,398",1.83,28,0.00,53,-42.39,25,-3.85,256,-2.29,277,0.36,815,0.62,25,0.00,43,2.38,1,0.00,"1,323",0.15,-,-,-,-,30,0.00,129,0.00
2012M02,427,0.47,"6,021",0.42,1,0.00,39,2.63,"3,401",1.86,29,3.57,54,-41.30,25,-3.85,256,-2.29,277,0.36,815,0.49,25,0.00,43,2.38,1,0.00,"1,323",0.15,-,-,-,-,30,0.00,129,0.00
2012M03,427,0.47,"6,024",0.42,1,0.00,39,2.63,"3,404",1.92,29,3.57,54,-41.30,25,-3.85,256,-2.29,277,0.36,815,0.49,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M04,427,0.47,"6,028",0.43,1,0.00,39,2.63,"3,407",1.98,29,3.57,54,-41.30,25,-3.85,257,-1.91,277,0.36,815,0.25,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M05,426,0.24,"6,028",0.37,1,0.00,39,2.63,"3,408",1.91,28,0.00,53,-42.39,25,-3.85,257,-2.28,277,0.36,815,0.25,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M06,427,0.23,"6,030",0.33,1,0.00,39,2.63,"3,412",1.94,29,3.57,50,-45.65,25,-3.85,258,-1.90,277,0.00,815,0.12,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M07,428,0.71,"6,032",0.37,1,0.00,39,2.63,"3,413",1.73,30,7.14,51,-44.57,25,0.00,258,1.18,277,0.00,815,0.12,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M08,428,0.71,"6,033",0.40,1,0.00,39,2.63,"3,413",1.76,30,7.14,51,-44.57,25,0.00,258,1.18,277,0.00,816,0.25,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M09,428,0.71,"6,033",0.43,1,0.00,39,2.63,"3,413",1.82,30,7.14,51,-44.57,25,0.00,258,1.18,277,0.00,816,0.25,25,0.00,43,2.38,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M10,428,0.71,"6,033",0.38,1,0.00,39,2.63,"3,413",1.79,30,7.14,51,-44.57,25,0.00,258,1.18,277,0.00,816,0.12,25,0.00,43,0.00,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M11,427,0.47,"6,033",0.32,1,0.00,39,2.63,"3,416",1.76,30,7.14,51,-44.57,24,-4.00,255,0.00,277,0.00,816,0.12,25,0.00,43,0.00,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2012M12,427,0.47,"6,034",0.30,1,0.00,39,2.63,"3,416",1.70,30,7.14,51,-44.57,24,-4.00,255,0.00,277,0.00,817,0.25,25,0.00,43,0.00,1,0.00,"1,323",0.00,-,-,-,-,30,0.00,129,0.00
2013M01,427,0.23,"6,034",0.28,1,0.00,39,0.00,"3,417",0.56,30,7.14,51,-3.77,24,-4.00,255,-0.39,277,0.00,817,0.25,25,0.00,43,0.00,1,0.00,"1,322",-0.08,-,-,-,-,30,0.00,129,0.00
2013M02,427,0.00,"6,036",0.25,1,0.00,39,0.00,"3,417",0.47,30,3.45,51,-5.56,24,-4.00,256,0.00,277,0.00,817,0.25,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,30,0.00,129,0.00
2013M03,427,0.00,"6,036",0.20,1,0.00,39,0.00,"3,416",0.35,30,3.45,51,-5.56,24,-4.00,256,0.00,277,0.00,818,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,30,0.00,129,0.00
2013M04,428,0.23,"6,039",0.18,1,0.00,40,2.56,"3,432",0.73,30,3.45,38,-29.63,24,-4.00,256,-0.39,277,0.00,818,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,30,0.00,129,0.00
2013M05,428,0.47,"6,041",0.22,1,0.00,40,2.56,"3,433",0.73,30,7.14,38,-28.30,24,-4.00,257,0.00,277,0.00,818,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,30,0.00,129,0.00
2013M06,426,-0.23,"6,039",0.15,1,0.00,40,2.56,"3,437",0.73,30,3.45,38,-24.00,24,-4.00,257,-0.39,277,0.00,818,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2013M07,427,-0.23,"6,042",0.17,1,0.00,40,2.56,"3,439",0.76,31,3.33,39,-23.53,24,-4.00,257,-0.39,277,0.00,818,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2013M08,427,-0.23,"6,043",0.17,1,0.00,40,2.56,"3,439",0.76,31,3.33,39,-23.53,24,-4.00,257,-0.39,277,0.00,819,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2013M09,427,-0.23,"6,043",0.17,1,0.00,40,2.56,"3,439",0.76,31,3.33,39,-23.53,24,-4.00,257,-0.39,277,0.00,819,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2013M10,427,-0.23,"6,041",0.13,1,0.00,40,2.56,"3,437",0.70,31,3.33,39,-23.53,24,-4.00,257,-0.39,277,0.00,819,0.37,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2013M11,428,0.23,"6,047",0.23,1,0.00,40,2.56,"3,442",0.76,31,3.33,39,-23.53,24,0.00,257,0.78,278,0.36,820,0.49,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2013M12,428,0.23,"6,050",0.27,1,0.00,40,2.56,"3,442",0.76,31,3.33,39,-23.53,24,0.00,257,0.78,278,0.36,823,0.73,25,0.00,44,2.33,1,0.00,"1,322",-0.08,-,-,-,-,28,-6.67,123,-4.65
2014M01,428,0.23,"6,054",0.33,1,0.00,40,2.56,"3,443",0.76,31,3.33,39,-23.53,24,0.00,259,1.57,278,0.36,823,0.73,25,0.00,44,2.33,1,0.00,"1,323",0.08,-,-,-,-,28,-6.67,123,-4.65
2014M02,427,0.00,"6,055",0.31,1,0.00,40,2.56,"3,444",0.79,31,3.33,39,-23.53,24,0.00,259,1.17,278,0.36,823,0.73,25,0.00,44,0.00,1,0.00,"1,323",0.08,-,-,-,-,27,-10.00,123,-4.65
2014M03,426,-0.23,"6,052",0.27,1,0.00,40,2.56,"3,442",0.76,30,0.00,38,-25.49,24,0.00,259,1.17,278,0.36,823,0.61,25,0.00,44,0.00,1,0.00,"1,323",0.08,-,-,-,-,27,-10.00,123,-4.65
2014M04,426,-0.47,"6,052",0.22,1,0.00,40,0.00,"3,442",0.29,30,0.00,38,0.00,24,0.00,259,1.17,278,0.36,823,0.61,25,0.00,44,0.00,1,0.00,"1,323",0.08,-,-,-,-,27,-10.00,123,-4.65
2014M05,427,-0.23,"6,050",0.15,1,0.00,40,0.00,"3,441",0.23,30,0.00,39,2.63,24,0.00,260,1.17,279,0.72,820,0.24,25,0.00,44,0.00,1,0.00,"1,323",0.08,-,-,-,-,27,-10.00,123,-4.65
2014M06,427,0.23,"6,049",0.17,1,0.00,40,0.00,"3,438",0.03,30,0.00,39,2.63,24,0.00,261,1.56,279,0.72,821,0.37,25,0.00,44,0.00,1,0.00,"1,323",0.08,-,-,-,-,27,-3.57,123,0.00
2014M07,427,0.00,"6,052",0.17,1,0.00,40,0.00,"3,457",0.52,30,-3.23,39,0.00,23,-4.17,245,-4.67,280,1.08,821,0.37,25,0.00,44,0.00,1,0.00,"1,323",0.08,-,-,-,-,27,-3.57,123,0.00
