期間,總計_原始值,總計_年增率(%),產業外籍勞工-合計_原始值,產業外籍勞工-合計_年增率(%),產業外籍勞工-農、林、漁、牧業(國內外船員)_原始值,產業外籍勞工-農、林、漁、牧業(國內外船員)_年增率(%),產業外籍勞工-製造業_原始值,產業外籍勞工-製造業_年增率(%),產業外籍勞工-製造業-重大投資_原始值,產業外籍勞工-製造業-重大投資_年增率(%),產業外籍勞工-營造業_原始值,產業外籍勞工-營造業_年增率(%),產業外籍勞工-營造業-重大公共工程_原始值,產業外籍勞工-營造業-重大公共工程_年增率(%),社福外籍勞工-合計_原始值,社福外籍勞工-合計_年增率(%),社福外籍勞工-看護工_原始值,社福外籍勞工-看護工_年增率(%),社福外籍勞工-家庭幫傭_原始值,社福外籍勞工-家庭幫傭_年增率(%)
2000M10,"324,204",11.24,"221,347",-0.05,"1,187",23.77,"182,049",6.00,"73,249",12.32,"38,111",-21.83,"33,876",-24.87,"102,857",46.98,"95,133",52.68,"7,724",0.68
2000M11,"324,797",12.24,"220,142",1.11,"1,189",20.34,"181,737",6.18,"72,791",10.66,"37,216",-18.34,"32,933",-21.43,"104,655",46.06,"96,939",51.52,"7,716",0.53
2000M12,"326,515",10.70,"220,184",0.00,"1,185",19.34,"181,998",4.76,"71,624",6.32,"37,001",-18.58,"32,572",-21.68,"106,331",42.17,"98,508",46.89,"7,823",1.20
2001M01,"325,019",9.59,"218,534",-1.04,"1,173",16.14,"181,259",3.90,"70,443",3.36,"36,102",-20.40,"31,555",-23.96,"106,485",40.58,"98,445",44.67,"8,040",4.46
2001M02,"326,937",9.07,"218,369",-1.56,"1,117",3.81,"181,096",3.38,"70,601",2.61,"36,156",-20.67,"31,545",-24.44,"108,568",39.31,"100,363",42.88,"8,205",6.68
2001M03,"327,529",8.65,"218,333",-1.71,"1,101",2.32,"180,739",1.49,"70,434",1.21,"36,493",-15.07,"31,836",-18.61,"109,196",37.68,"100,870",40.70,"8,326",9.24
2001M04,"329,312",10.27,"218,106",0.06,"1,126",6.33,"179,854",1.11,"70,494",0.14,"37,126",-4.91,"32,454",-8.09,"111,206",37.89,"102,655",40.00,"8,551",16.74
2001M05,"328,800",8.82,"216,044",-1.14,"1,143",8.55,"178,414",0.22,"70,105",-1.03,"36,487",-7.54,"31,928",-10.38,"112,756",34.86,"104,019",36.38,"8,737",19.07
2001M06,"329,612",6.52,"215,472",-3.07,"1,168",7.75,"176,976",-2.63,"69,158",-5.09,"37,328",-5.39,"32,977",-7.14,"114,140",30.99,"105,222",31.91,"8,918",21.00
2001M07,"326,261",4.62,"211,699",-4.87,"1,180",4.24,"173,230",-4.93,"67,350",-8.50,"37,289",-4.83,"33,026",-5.87,"114,562",28.26,"105,559",28.82,"9,003",22.01
2001M08,"320,827",1.50,"206,308",-7.16,"1,185",4.13,"168,894",-7.45,"65,439",-11.31,"36,229",-6.07,"32,077",-6.92,"114,519",22.00,"105,511",22.17,"9,008",20.03
2001M09,"319,240",-0.51,"204,255",-8.30,"1,163",0.43,"166,348",-8.96,"64,496",-12.46,"36,744",-5.48,"32,621",-5.73,"114,985",17.20,"105,873",16.97,"9,112",19.93
2001M10,"315,712",-2.62,"200,471",-9.43,"1,236",4.13,"163,953",-9.94,"63,750",-12.97,"35,282",-7.42,"31,373",-7.39,"115,241",12.04,"106,021",11.45,"9,220",19.37
2001M11,"312,279",-3.85,"196,827",-10.59,"1,255",5.55,"161,479",-11.15,"63,116",-13.29,"34,093",-8.39,"30,325",-7.92,"115,452",10.32,"106,123",9.47,"9,329",20.90
2001M12,"304,605",-6.71,"191,671",-12.95,"1,249",5.40,"157,055",-13.71,"61,258",-14.47,"33,367",-9.82,"29,619",-9.07,"112,934",6.21,"103,780",5.35,"9,154",17.01
2002M01,"303,567",-6.60,"189,678",-13.20,"1,277",8.87,"156,317",-13.76,"61,185",-13.14,"32,084",-11.13,"28,521",-9.61,"113,889",6.95,"104,528",6.18,"9,361",16.43
