期間,應提繳單位(家)_原始值,應提繳單位(家)_年增率(%),已繳納單位(家)_原始值,已繳納單位(家)_年增率(%),已繳率(%)_原始值,已繳率(%)_年增率(%),累計已繳納金額(千元)_原始值,累計已繳納金額(千元)_年增率(%),累計提繳本息(千元)_原始值,累計提繳本息(千元)_年增率(%),當期已墊付-事業單位(家)_原始值,當期已墊付-事業單位(家)_年增率(%),當期已墊付-人數(人)_原始值,當期已墊付-人數(人)_年增率(%),當期已墊付-金額(千元)_原始值,當期已墊付-金額(千元)_年增率(%),累計已墊付金額(千元)_原始值,累計已墊付金額(千元)_年增率(%),基金餘額(千元)_原始值,基金餘額(千元)_年增率(%)
1996M03,"169,094",-4.01,"152,179",-6.18,90.00,-,"2,516,627",16.27,"3,244,492",21.95,...,...,...,...,...,...,"49,492",35.18,"3,195,000",21.76
1996M04,"168,508",-4.17,"151,388",-6.02,89.84,-,"2,547,883",16.00,"3,283,442",21.11,...,...,...,...,...,...,"51,442",25.20,"3,232,000",21.05
1996M05,"167,837",-4.37,"151,074",-5.84,90.01,-,"2,611,519",17.20,"3,344,442",21.48,...,...,...,...,...,...,"51,442",25.20,"3,293,000",21.42
1996M06,"167,375",-4.28,"151,011",-4.73,90.22,-,"2,643,247",16.96,"3,381,532",20.69,...,...,...,...,...,...,"51,532",23.16,"3,330,000",20.65
1996M07,"167,144",-3.93,"150,453",-3.70,90.01,-,"2,659,694",16.06,"3,457,783",20.94,...,...,...,...,...,...,"108,783",140.93,"3,349,000",19.01
1996M08,"166,780",-3.85,"150,658",-2.44,90.33,-,"2,675,921",15.17,"3,493,733",20.26,...,...,...,...,...,...,"133,733",196.18,"3,360,000",17.48
1996M09,"166,508",-3.75,"151,816",-1.89,91.18,-,"2,692,173",14.29,"3,528,005",19.75,...,...,...,...,...,...,"134,005",190.20,"3,394,000",17.03
1996M10,"166,303",-3.57,"152,051",-0.77,91.43,-,"2,707,679",13.41,"3,561,867",19.20,...,...,...,...,...,...,"135,867",187.45,"3,426,000",16.49
1996M11,"165,911",-3.45,"152,619",-0.64,91.99,-,"2,724,245",12.57,"3,585,867",17.52,...,...,...,...,...,...,"135,867",187.45,"3,450,000",14.85
1996M12,"165,728",-3.17,"150,036",-0.22,90.53,-,"2,740,723",11.78,"3,631,891",18.94,...,...,...,...,...,...,"135,891",174.57,"3,496,000",16.38
1997M01,"165,258",-3.01,"151,260",1.23,91.53,-,"2,758,174",11.03,"3,666,286",16.48,...,...,...,...,...,...,"141,286",185.47,"3,525,000",13.78
1997M02,"164,724",-2.98,"152,246",0.56,92.42,-,"2,774,834",10.26,"3,690,027",17.24,...,...,...,...,...,...,"142,027",186.97,"3,548,000",14.53
1997M03,"164,531",-2.70,"152,383",0.13,92.62,-,"2,791,390",10.92,"3,733,036",15.06,...,...,...,...,...,...,"148,036",199.11,"3,585,000",12.21
1997M04,"164,202",-2.56,"150,572",-0.54,91.70,-,"2,808,188",10.22,"3,768,480",14.77,...,...,...,...,...,...,"162,480",215.85,"3,606,000",11.57
1997M05,"167,990",0.09,"155,928",3.21,92.82,-,"2,825,477",8.19,"3,799,480",13.61,...,...,...,...,...,...,"162,480",215.85,"3,637,000",10.45
1997M06,"167,929",0.33,"155,825",3.19,92.79,-,"2,842,665",7.54,"3,839,583",13.55,...,...,...,...,...,...,"163,583",217.44,"3,676,000",10.39
1997M07,"167,836",0.41,"154,864",2.93,92.27,-,"2,860,305",7.54,"3,870,583",11.94,...,...,...,...,...,...,"163,583",50.38,"3,707,000",10.69
1997M08,"168,065",0.77,"155,178",3.00,92.33,-,"2,880,026",7.63,"3,902,613",11.70,...,...,...,...,...,...,"163,613",22.34,"3,739,000",11.28
1997M09,"168,021",0.91,"156,043",2.78,92.87,-,"2,898,130",7.65,"3,947,866",11.90,...,...,...,...,...,...,"166,866",24.52,"3,781,000",11.40
1997M10,"168,141",1.11,"156,695",3.05,93.19,-,"2,916,784",7.72,"3,978,866",11.71,...,...,...,...,...,...,"166,866",22.82,"3,812,000",11.27
1997M11,"168,175",1.36,"155,806",2.09,92.65,-,"2,935,483",7.75,"4,022,232",12.17,...,...,...,...,...,...,"183,232",34.86,"3,839,000",11.28
1997M12,"167,869",1.29,"154,378",2.89,91.96,-,"2,954,861",7.81,"4,057,720",11.72,...,...,...,...,...,...,"260,720",91.86,"3,797,000",8.61
1998M01,"168,022",1.67,"156,597",3.53,93.20,-,"2,973,923",7.82,"4,085,720",11.44,...,...,...,...,...,...,"260,720",84.53,"3,825,000",8.51
1998M02,"167,948",1.96,"156,740",2.95,93.33,-,"2,992,685",7.85,"4,120,720",11.67,...,...,...,...,...,...,"260,720",83.57,"3,860,000",8.79
1998M03,"210,396",27.88,"197,458",29.58,93.85,-,"3,014,491",7.99,"4,167,126",11.63,...,...,...,...,...,...,"264,126",78.42,"3,903,000",8.87
1998M04,"238,062",44.98,"220,695",46.57,92.70,-,"3,038,457",8.20,"4,206,967",11.64,...,...,...,...,...,...,"266,967",64.31,"3,940,000",9.26
1998M05,"238,976",42.26,"224,338",43.87,93.87,-,"3,062,998",8.41,"4,246,967",11.78,...,...,...,...,...,...,"266,967",64.31,"3,980,000",9.43
1998M06,"239,392",42.56,"223,105",43.18,93.20,-,"3,087,335",8.61,"4,289,664",11.72,...,...,...,...,...,...,"267,664",63.63,"4,022,000",9.41
1998M07,"251,446",49.82,"235,504",52.07,93.66,-,"3,113,226",8.84,"4,345,765",12.28,...,...,...,...,...,...,"267,765",63.69,"4,078,000",10.01
1998M08,"252,510",50.25,"235,828",51.97,93.39,-,"3,139,706",9.02,"4,389,997",12.49,...,...,...,...,...,...,"269,997",65.02,"4,120,000",10.19
1998M09,"253,801",51.05,"238,864",53.08,94.11,-,"3,164,814",9.20,"4,433,631",12.30,...,...,...,...,...,...,"274,631",64.58,"4,159,000",10.00
1998M10,"254,543",51.39,"239,885",53.09,94.24,-,"3,190,217",9.37,"4,481,228",12.63,...,...,...,...,...,...,"277,228",66.14,"4,204,000",10.28
1998M11,"254,822",51.52,"240,454",54.33,94.36,-,"3,215,838",9.55,"4,526,695",12.54,...,...,...,...,...,...,"284,695",55.37,"4,242,000",10.50
1998M12,"255,144",51.99,"238,524",54.51,93.49,-,"3,241,292",9.69,"4,572,251",12.68,...,...,...,...,...,...,"295,251",13.24,"4,277,000",12.64
1999M01,"370,302",120.39,"349,263",123.03,94.32,-,"3,270,708",9.98,"4,603,537",12.67,...,...,...,...,...,...,"308,537",18.34,"4,295,000",12.29
