期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),水污染_原始值,水污染_年增率(%),水污染_原始值,水污染_年增率(%),廢棄物_原始值,廢棄物_年增率(%),廢棄物_原始值,廢棄物_年增率(%),空氣污染_原始值,空氣污染_年增率(%),空氣污染_原始值,空氣污染_年增率(%),噪音_原始值,噪音_年增率(%),噪音_原始值,噪音_年增率(%),毒性化學物質_原始值,毒性化學物質_年增率(%),毒性化學物質_原始值,毒性化學物質_年增率(%),環境用藥_原始值,環境用藥_年增率(%),環境用藥_原始值,環境用藥_年增率(%),飲用水_原始值,飲用水_年增率(%),飲用水_原始值,飲用水_年增率(%),環境影響評估_原始值,環境影響評估_年增率(%),環境影響評估_原始值,環境影響評估_年增率(%),土壤及地下水污染_原始值,土壤及地下水污染_年增率(%),土壤及地下水污染_原始值,土壤及地下水污染_年增率(%),海洋污染_原始值,海洋污染_年增率(%),海洋污染_原始值,海洋污染_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2008M10,"13,420",-8.35,231,-13.16,"1,049",24.29,45,-2.17,"8,467",-17.60,91,-40.13,"2,849",3.68,95,43.94,43,86.96,0,--,708,41.60,0,--,0,--,0,--,287,16.19,0,--,0,--,0,--,0,--,0,--,0,--,0,--,17,750.00,0,--
2008M11,"11,065",-29.08,144,-55.69,639,-29.78,13,-81.69,"7,824",-31.45,43,-72.08,"1,964",-17.72,87,-9.38,13,-63.89,1,-66.67,380,-27.06,0,--,0,--,0,--,239,-21.12,0,--,0,--,0,--,1,-50.00,0,--,0,--,0,--,5,-81.48,0,--
2008M12,"10,601",-31.50,115,-59.22,959,4.92,32,-60.00,"6,617",-37.57,31,-68.37,"2,156",-31.21,49,-50.51,12,-72.09,1,-75.00,595,10.59,2,100.00,0,--,0,--,247,7.39,0,--,1,--,0,--,1,--,0,--,5,--,0,--,8,-55.56,0,--
2009M01,"7,031",-41.68,101,-60.08,570,-47.95,7,-89.86,"3,669",-47.40,43,-69.50,"2,152",-23.96,50,25.00,9,-60.87,1,-66.67,332,-54.14,0,--,0,--,0,--,293,-20.38,0,--,0,--,0,--,1,-50.00,0,--,5,400.00,0,--,0,--,0,--
2009M02,"7,358",31.18,197,23.12,757,41.76,33,43.48,"4,196",33.80,84,-11.58,"1,628",21.77,78,95.00,15,7.14,0,--,491,44.84,2,--,0,--,0,--,257,34.55,0,--,0,--,0,--,2,-33.33,0,--,12,"1,100.00",0,--,0,--,0,--
2009M03,"12,498",35.25,256,-17.42,"1,209",9.71,41,-45.33,"6,441",42.82,100,-25.37,"3,922",62.74,115,16.16,5,-80.00,0,--,684,-2.84,0,--,3,--,0,--,224,-34.88,0,--,0,--,0,--,1,--,0,--,9,--,0,--,0,--,0,--
2009M04,"11,261",3.63,224,-30.86,"1,153",4.25,29,-61.84,"6,301",3.46,81,-29.57,"2,856",6.21,112,-15.79,14,-56.25,2,--,699,18.47,0,--,1,--,0,--,231,-29.57,0,--,0,--,0,--,0,--,0,--,6,--,0,--,0,--,0,--
2009M05,"12,561",6.24,134,-69.20,846,-25.72,14,-85.11,"7,384",23.52,50,-66.44,"3,631",1.94,70,-63.54,13,-73.47,0,--,434,-38.70,0,--,0,--,0,--,239,-31.12,0,--,0,--,0,--,1,-50.00,0,--,13,--,0,--,0,--,0,--
2009M06,"13,219",8.14,172,-28.03,"1,030",1.28,6,-81.82,"7,950",2.73,82,-12.77,"3,340",41.53,82,-24.77,86,290.91,2,100.00,583,-22.68,0,--,0,--,0,--,222,-28.39,0,--,0,--,0,--,0,--,0,--,6,--,0,--,2,--,0,--
2009M07,"14,405",13.21,242,-18.24,"1,021",14.21,25,-34.21,"8,362",5.63,102,0.99,"4,017",38.52,114,-26.92,37,208.33,0,--,580,-6.15,1,--,29,--,0,--,357,-5.05,0,--,1,-66.67,0,--,0,--,0,--,1,-50.00,0,--,0,--,0,--
2009M08,"13,457",-2.11,159,-44.41,"1,027",-2.10,22,-50.00,"7,370",-17.26,71,-16.47,"3,509",24.57,65,-58.33,83,245.83,1,--,517,-22.49,0,--,55,--,0,--,885,220.65,0,--,1,-85.71,0,--,2,--,0,--,8,--,0,--,0,--,0,--
2009M09,"14,722",23.10,227,2.25,"1,065",14.15,34,25.93,"7,722",5.93,82,32.26,"4,826",79.67,111,-14.62,20,-62.26,0,--,616,-9.54,0,--,0,--,0,--,469,54.79,0,--,0,--,0,--,3,200.00,0,--,1,--,0,--,0,--,0,--
2009M10,"11,962",-10.86,232,0.43,"1,069",1.91,43,-4.44,"6,625",-21.76,75,-17.58,"3,419",20.01,112,17.89,36,-16.28,2,--,577,-18.50,0,--,0,--,0,--,235,-18.12,0,--,0,--,0,--,1,--,0,--,0,--,0,--,0,--,0,--
2009M11,"10,225",-7.59,219,52.08,922,44.29,37,184.62,"5,047",-35.49,76,76.74,"3,407",73.47,103,18.39,23,76.92,2,100.00,522,37.37,1,--,1,--,0,--,293,22.59,0,--,2,--,0,--,8,700.00,0,--,0,--,0,--,0,--,0,--
2009M12,"10,613",0.11,201,74.78,"1,017",6.05,29,-9.38,"5,728",-13.44,70,125.81,"2,990",38.68,100,104.08,34,183.33,2,100.00,581,-2.35,0,--,1,--,0,--,260,5.26,0,--,0,--,0,--,2,100.00,0,--,0,--,0,--,0,--,0,--
2010M01,"9,976",41.89,217,114.85,"1,053",84.74,39,457.14,"5,056",37.80,72,67.44,"2,994",39.13,106,112.00,10,11.11,0,--,541,62.95,0,--,2,--,0,--,317,8.19,0,--,1,--,0,--,2,100.00,0,--,0,--,0,--,0,--,0,--
2010M02,"6,686",-9.13,134,-31.98,602,-20.48,10,-69.70,"3,321",-20.85,83,-1.19,"2,074",27.40,38,-51.28,34,126.67,1,--,318,-35.23,0,--,0,--,0,--,337,31.13,2,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M03,"10,971",-12.22,303,18.36,"1,357",12.24,49,19.51,"4,499",-30.15,107,7.00,"3,910",-0.31,144,25.22,12,140.00,1,--,831,21.49,2,--,1,-66.67,0,--,360,60.71,0,--,0,--,0,--,1,0.00,0,--,0,--,0,--,0,--,0,--
2010M04,"8,473",-24.76,195,-12.95,"1,060",-8.07,44,51.72,"3,459",-45.10,87,7.41,"2,944",3.08,61,-45.54,38,171.43,3,50.00,642,-8.15,0,--,0,--,0,--,330,42.86,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M05,"9,609",-23.50,285,112.69,"1,141",34.87,35,150.00,"3,897",-47.22,127,154.00,"3,522",-3.00,121,72.86,15,15.38,0,--,703,61.98,2,--,1,--,0,--,330,38.08,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M06,"9,096",-31.19,259,50.58,"1,107",7.48,40,566.67,"3,925",-50.63,105,28.05,"3,140",-5.99,113,37.80,14,-83.72,1,-50.00,685,17.50,0,--,0,--,0,--,224,0.90,0,--,0,--,0,--,1,--,0,--,0,--,0,--,0,--,0,--
2010M07,"10,992",-23.69,261,7.85,"1,064",4.21,27,8.00,"5,617",-32.83,75,-26.47,"3,368",-16.16,159,39.47,17,-54.05,0,--,576,-0.69,0,--,0,--,0,--,348,-2.52,0,--,0,--,0,--,2,--,0,--,0,--,0,--,0,--,0,--
2010M08,"11,656",-13.38,204,28.30,966,-5.94,31,40.91,"7,304",-0.90,84,18.31,"2,489",-29.07,89,36.92,9,-89.16,0,--,538,4.06,0,--,0,--,0,--,349,-60.56,0,--,1,0.00,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M09,"16,014",8.78,243,7.05,839,-21.22,39,14.71,"11,502",48.95,77,-6.10,"2,889",-40.14,127,14.41,7,-65.00,0,--,448,-27.27,0,--,0,--,0,--,326,-30.49,0,--,0,--,0,--,3,0.00,0,--,0,--,0,--,0,--,0,--
2010M10,"17,307",44.68,241,3.88,980,-8.33,37,-13.95,"13,104",97.80,131,74.67,"2,308",-32.49,73,-34.82,13,-63.89,0,--,538,-6.76,0,--,0,--,0,--,364,54.89,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M11,"19,609",91.78,313,42.92,792,-14.10,32,-13.51,"15,986",216.74,206,171.05,"1,974",-42.06,75,-27.18,6,-73.91,0,--,496,-4.98,0,--,0,--,0,--,355,21.16,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2010M12,"21,417",101.80,207,2.99,896,-11.90,21,-27.59,"18,033",214.82,122,74.29,"1,722",-42.41,62,-38.00,9,-73.53,2,0.00,517,-11.02,0,--,2,100.00,0,--,236,-9.23,0,--,1,--,0,--,1,-50.00,0,--,0,--,0,--,0,--,0,--
2011M01,"6,688",-32.96,170,-21.66,546,-48.15,8,-79.49,"4,311",-14.73,81,12.50,"1,163",-61.16,81,-23.58,16,60.00,0,--,314,-41.96,0,--,1,-50.00,0,--,336,5.99,0,--,0,--,0,--,1,-50.00,0,--,0,--,0,--,0,--,0,--
2011M02,"4,349",-34.95,103,-23.13,307,-49.00,6,-40.00,"2,763",-16.80,44,-46.99,898,-56.70,53,39.47,10,-70.59,0,--,155,-51.26,0,--,0,--,0,--,214,-36.50,0,--,2,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M03,"8,801",-19.78,243,-19.80,772,-43.11,46,-6.12,"4,895",8.80,77,-28.04,"2,240",-42.71,116,-19.44,27,125.00,3,200.00,489,-41.16,1,-50.00,1,0.00,0,--,356,-1.11,0,--,21,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M04,"6,768",-20.12,235,20.51,745,-29.72,46,4.55,"3,597",3.99,85,-2.30,"1,579",-46.37,96,57.38,40,5.26,6,100.00,435,-32.24,0,--,0,--,0,--,335,1.52,0,--,32,--,2,--,5,--,0,--,0,--,0,--,0,--,0,--
2011M05,"7,195",-25.12,303,6.32,707,-38.04,59,68.57,"3,730",-4.29,73,-42.52,"1,769",-49.77,128,5.79,23,53.33,3,--,652,-7.25,39,"1,850.00",0,--,0,--,271,-17.88,0,--,41,--,1,--,2,--,0,--,0,--,0,--,0,--,0,--
2011M06,"7,699",-15.36,225,-13.13,805,-27.28,45,12.50,"4,347",10.75,66,-37.14,"1,710",-45.54,98,-13.27,21,50.00,3,200.00,498,-27.30,12,--,0,--,0,--,284,26.79,0,--,33,--,0,--,0,--,0,--,0,--,0,--,1,--,1,--
2011M07,"8,477",-22.88,230,-11.88,798,-25.00,19,-29.63,"5,185",-7.69,71,-5.33,"1,807",-46.35,101,-36.48,17,0.00,0,--,415,-27.95,29,--,1,--,0,--,208,-40.23,0,--,45,--,10,--,1,-50.00,0,--,0,--,0,--,0,--,0,--
2011M08,"13,893",19.19,281,37.75,730,-24.43,34,9.68,"10,573",44.76,91,8.33,"1,729",-30.53,132,48.31,30,233.33,2,--,423,-21.38,8,--,0,--,0,--,359,2.87,1,--,49,"4,800.00",13,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M09,"13,724",-14.30,215,-11.52,629,-25.03,23,-41.03,"10,573",-8.08,81,5.19,"1,756",-39.22,100,-21.26,25,257.14,0,--,388,-13.39,2,--,0,--,0,--,295,-9.51,0,--,58,--,9,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M10,"12,321",-28.81,265,9.96,529,-46.02,37,0.00,"9,115",-30.44,105,-19.85,"2,064",-10.57,115,57.53,29,123.08,3,--,338,-37.17,0,--,0,--,0,--,206,-43.41,0,--,40,--,5,--,0,--,0,--,0,--,0,--,0,--,0,--
2011M11,"10,799",-44.93,212,-32.27,519,-34.47,36,12.50,"7,650",-52.15,82,-60.19,"2,008",1.72,82,9.33,33,450.00,2,--,306,-38.31,1,--,0,--,0,--,240,-32.39,0,--,41,--,9,--,2,--,0,--,0,--,0,--,0,--,0,--
2011M12,"11,790",-44.95,184,-11.11,572,-36.16,18,-14.29,"8,662",-51.97,81,-33.61,"1,847",7.26,77,24.19,32,255.56,2,0.00,343,-33.66,0,--,0,--,0,--,281,19.07,0,--,52,"5,100.00",6,--,0,--,0,--,0,--,0,--,1,--,0,--
2012M01,"4,478",-33.04,88,-48.24,348,-36.26,15,87.50,"3,357",-22.13,37,-54.32,393,-66.21,33,-59.26,22,37.50,1,--,153,-51.27,0,--,0,--,0,--,193,-42.56,0,--,12,--,2,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M02,"12,297",182.75,212,105.83,470,53.09,58,866.67,"10,400",276.40,89,102.27,798,-11.14,53,0.00,29,190.00,2,--,242,56.13,0,--,0,--,0,--,328,53.27,0,--,30,"1,400.00",10,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M03,"10,929",24.18,221,-9.05,536,-30.57,22,-52.17,"7,891",61.21,96,24.68,"1,895",-15.40,93,-19.83,28,3.70,1,-66.67,264,-46.01,0,--,0,--,0,--,282,-20.79,0,--,33,57.14,9,--,0,--,0,--,0,--,0,--,0,--,0,--
2012M04,"10,420",53.96,227,-3.40,487,-34.63,15,-67.39,"7,477",107.87,93,9.41,"1,861",17.86,111,15.62,23,-42.50,1,-83.33,257,-40.92,0,--,0,--,0,--,268,-20.00,0,--,46,43.75,7,250.00,1,-80.00,0,--,0,--,0,--,0,--,0,--
2012M05,"9,830",36.62,236,-22.11,492,-30.41,22,-62.71,"7,482",100.59,90,23.29,"1,385",-21.71,114,-10.94,16,-30.43,0,--,251,-61.50,3,-92.31,0,--,0,--,182,-32.84,0,--,22,-46.34,7,600.00,0,--,0,--,0,--,0,--,0,--,0,--
2012M06,"7,087",-7.95,154,-31.56,476,-40.87,22,-51.11,"5,173",19.00,94,42.42,927,-45.79,37,-62.24,21,0.00,0,--,270,-45.78,0,--,0,--,0,--,185,-34.86,0,--,34,3.03,1,--,1,--,0,--,0,--,0,--,0,--,0,--
2012M07,"7,430",-12.35,121,-47.39,513,-35.71,15,-21.05,"5,494",5.96,61,-14.08,877,-51.47,41,-59.41,18,5.88,0,--,264,-36.39,3,-89.66,0,--,0,--,219,5.29,1,--,44,-2.22,0,--,1,0.00,0,--,0,--,0,--,0,--,0,--
2012M08,"8,233",-40.74,198,-29.54,501,-31.37,36,5.88,"6,171",-41.63,110,20.88,794,-54.08,46,-65.15,27,-10.00,1,-50.00,270,-36.17,5,-37.50,0,--,0,--,433,20.61,0,--,36,-26.53,0,--,1,--,0,--,0,--,0,--,0,--,0,--
2012M09,"8,499",-38.07,137,-36.28,481,-23.53,18,-21.74,"6,583",-37.74,80,-1.23,815,-53.59,36,-64.00,46,84.00,0,--,228,-41.24,0,--,0,--,0,--,316,7.12,1,--,30,-48.28,2,-77.78,0,--,0,--,0,--,0,--,0,--,0,--
2012M10,"10,583",-14.11,205,-22.64,582,10.02,26,-29.73,"8,017",-12.05,100,-4.76,"1,290",-37.50,65,-43.48,32,10.34,2,-33.33,299,-11.54,8,--,0,--,0,--,302,46.60,0,--,61,52.50,4,-20.00,0,--,0,--,0,--,0,--,0,--,0,--
2012M11,"8,126",-24.75,140,-33.96,479,-7.71,29,-19.44,"5,980",-21.83,71,-13.41,"1,000",-50.20,32,-60.98,27,-18.18,4,100.00,251,-17.97,1,0.00,0,--,0,--,339,41.25,0,--,50,21.95,3,-66.67,0,--,0,--,0,--,0,--,0,--,0,--
2012M12,"5,986",-49.23,128,-30.43,443,-22.55,17,-5.56,"4,209",-51.41,74,-8.64,869,-52.95,31,-59.74,29,-9.38,0,--,212,-38.19,3,--,0,--,0,--,157,-44.13,0,--,67,28.85,3,-50.00,0,--,0,--,0,--,0,--,0,--,0,--
2013M01,"4,925",9.98,165,87.50,455,30.75,23,53.33,"2,855",-14.95,82,121.62,"1,051",167.43,47,42.42,29,31.82,2,100.00,264,72.55,10,--,0,--,0,--,250,29.53,0,--,21,75.00,1,-50.00,0,--,0,--,0,--,0,--,0,--,0,--
2013M02,"2,345",-80.93,52,-75.47,165,-64.89,6,-89.66,"1,559",-85.01,22,-75.28,360,-54.89,21,-60.38,13,-55.17,0,--,87,-64.05,2,--,0,--,0,--,151,-53.96,0,--,9,-70.00,1,-90.00,1,--,0,--,0,--,0,--,0,--,0,--
2013M03,"6,153",-43.70,180,-18.55,470,-12.31,26,18.18,"4,181",-47.02,85,-11.46,944,-50.18,63,-32.26,23,-17.86,0,--,294,11.36,3,--,0,--,0,--,199,-29.43,0,--,42,27.27,3,-66.67,0,--,0,--,0,--,0,--,0,--,0,--
2013M04,"5,699",-45.31,156,-31.28,504,3.49,11,-26.67,"3,597",-51.89,87,-6.45,972,-47.77,54,-51.35,25,8.70,1,0.00,305,18.68,0,--,0,--,0,--,254,-5.22,1,--,42,-8.70,2,-71.43,0,--,0,--,0,--,0,--,0,--,0,--
2013M05,"6,533",-33.54,187,-20.76,528,7.32,28,27.27,"4,306",-42.45,110,22.22,"1,064",-23.18,46,-59.65,29,81.25,2,--,308,22.71,0,--,0,--,0,--,255,40.11,0,--,43,95.45,1,-85.71,0,--,0,--,0,--,0,--,0,--,0,--
2013M06,"6,083",-14.17,134,-12.99,333,-30.04,18,-18.18,"4,489",-13.22,70,-25.53,767,-17.26,42,13.51,26,23.81,0,--,182,-32.59,0,--,0,--,0,--,236,27.57,0,--,50,47.06,4,300.00,0,--,0,--,0,--,0,--,0,--,0,--
2013M07,"7,290",-1.88,266,119.83,390,-23.98,25,66.67,"5,460",-0.62,177,190.16,847,-3.42,61,48.78,9,-50.00,0,--,230,-12.88,1,-66.67,0,--,0,--,316,44.29,0,--,38,-13.64,2,--,0,--,0,--,0,--,0,--,0,--,0,--
2013M08,"6,092",-26.01,149,-24.75,350,-30.14,14,-61.11,"4,382",-28.99,95,-13.64,840,5.79,36,-21.74,18,-33.33,2,100.00,193,-28.52,0,--,0,--,0,--,262,-39.49,0,--,42,16.67,2,--,5,400.00,0,--,0,--,0,--,0,--,0,--
2013M09,"8,812",3.68,162,18.25,345,-28.27,22,22.22,"7,055",7.17,75,-6.25,888,8.96,61,69.44,24,-47.83,1,--,175,-23.25,0,--,0,--,0,--,274,-13.29,0,--,51,70.00,3,50.00,0,--,0,--,0,--,0,--,0,--,0,--
2013M10,"7,886",-25.48,178,-13.17,434,-25.43,26,0.00,"5,754",-28.23,80,-20.00,"1,164",-9.77,60,-7.69,22,-31.25,1,-50.00,206,-31.10,3,-62.50,0,--,0,--,253,-16.23,1,--,53,-13.11,7,75.00,0,--,0,--,0,--,0,--,0,--,0,--
2013M11,"7,574",-6.79,201,43.57,349,-27.14,42,44.83,"5,813",-2.79,104,46.48,869,-13.10,44,37.50,37,37.04,0,--,164,-34.66,0,--,0,--,0,--,292,-13.86,0,--,50,0.00,11,266.67,0,--,0,--,0,--,0,--,0,--,0,--
2013M12,"5,901",-1.42,202,57.81,355,-19.86,70,311.76,"4,310",2.40,88,18.92,783,-9.90,35,12.90,27,-6.90,1,--,171,-19.34,4,33.33,0,--,0,--,216,37.58,0,--,38,-43.28,3,0.00,0,--,0,--,1,--,1,--,0,--,0,--
2014M01,"2,609",-47.03,148,-10.30,246,-45.93,51,121.74,"1,660",-41.86,72,-12.20,336,-68.03,21,-55.32,23,-20.69,1,-50.00,117,-55.68,0,--,0,--,0,--,211,-15.60,0,--,15,-28.57,3,200.00,0,--,0,--,1,--,0,--,0,--,0,--
2014M02,"1,240",-47.12,91,75.00,200,21.21,26,333.33,522,-66.52,50,127.27,197,-45.28,12,-42.86,8,-38.46,1,--,93,6.90,0,--,0,--,0,--,199,31.79,0,--,21,133.33,2,100.00,0,--,0,--,0,--,0,--,0,--,0,--
2014M03,"1,831",-70.24,156,-13.33,316,-32.77,43,65.38,756,-81.92,86,1.18,329,-65.15,23,-63.49,15,-34.78,2,--,167,-43.20,0,--,0,--,0,--,212,6.53,0,--,35,-16.67,2,-33.33,1,--,0,--,0,--,0,--,0,--,0,--
2014M04,"2,246",-60.59,212,35.90,423,-16.07,67,509.09,"1,043",-71.00,104,19.54,395,-59.36,34,-37.04,25,0.00,1,0.00,166,-45.57,3,--,0,--,0,--,143,-43.70,0,--,50,19.05,3,50.00,0,--,0,--,1,--,0,--,0,--,0,--
2014M05,"1,894",-71.01,150,-19.79,326,-38.26,36,28.57,841,-80.47,75,-31.82,335,-68.52,34,-26.09,31,6.90,2,0.00,139,-54.87,1,--,0,--,0,--,178,-30.20,0,--,44,2.33,2,100.00,0,--,0,--,0,--,0,--,0,--,0,--
