期間,當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),當期價格_原始值,當期價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),按2006年價格_原始值,按2006年價格_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%),平減指數(2006年=100)_原始值,平減指數(2006年=100)_年增率(%)
1982,"1,941,169",7.20,-682,--,"1,940,487",7.73,"192,917",11.64,"-7,552",--,"1,755,122",7.78,-,-,"226,037",--,"1,529,085",9.67,"1,755,122",7.78,"-5,284",--,"1,749,838",7.68,"1,353,111",8.95,"396,727",3.58,"589,644",6.09,30.39,--,"2,822,229",3.97,"-1,043",--,"2,821,186",4.51,"231,308",11.11,"16,533",--,"2,573,345",3.30,"107,144",-,"268,965",--,"2,411,524",4.55,"2,680,489",3.46,"-7,985",--,"2,672,504",3.36,"2,178,095",5.15,"494,409",-3.83,"725,717",0.48,25.72,--,68.78,3.10,--,--,68.78,3.07,83.40,0.47,--,--,68.20,4.35,-,-,84.04,--,63.41,4.90,65.48,4.18,--,--,65.48,4.18,62.12,3.60,80.24,7.70,81.25,5.59,--,--
1983,"2,168,143",11.69,"3,256",--,"2,171,399",11.90,"209,207",8.44,"7,642",--,"1,954,550",11.36,-,-,"256,974",--,"1,697,576",11.02,"1,954,550",11.36,"-1,692",--,"1,952,858",11.60,"1,455,987",7.60,"496,871",25.24,"706,078",19.75,32.52,--,"3,057,050",8.32,"4,900",--,"3,061,950",8.53,"253,097",9.42,"5,820",--,"2,803,033",8.93,"121,378",-,"297,804",--,"2,626,607",8.92,"2,924,411",9.10,"-2,524",--,"2,921,887",9.33,"2,303,790",5.77,"618,097",25.02,"871,194",20.05,28.45,--,70.92,3.11,--,--,70.92,3.11,82.66,-0.89,--,--,69.73,2.24,-,-,86.29,--,64.63,1.92,66.84,2.08,--,--,66.84,2.08,63.20,1.74,80.39,0.19,81.05,-0.25,--,--
1984,"2,414,377",11.36,"29,975",--,"2,444,352",12.57,"225,202",7.65,"8,745",--,"2,210,405",13.09,-,-,"274,075",--,"1,936,330",14.06,"2,210,405",13.09,"-7,326",--,"2,203,079",12.81,"1,598,490",9.79,"604,589",21.68,"829,791",17.52,33.95,--,"3,341,961",9.32,"44,684",--,"3,386,645",10.60,"275,475",8.84,937,--,"3,110,233",10.96,"130,172",-,"312,555",--,"2,927,850",11.47,"3,240,405",10.81,"-10,919",--,"3,229,486",10.53,"2,500,571",8.54,"728,915",17.93,"1,004,390",15.29,29.66,--,72.24,1.86,--,--,72.18,1.78,81.75,-1.10,--,--,71.07,1.92,-,-,87.69,--,66.13,2.32,68.21,2.05,--,--,68.22,2.06,63.92,1.14,82.94,3.17,82.62,1.94,--,--
1985,"2,517,129",4.26,"47,154",--,"2,564,283",4.91,"241,403",7.19,"-6,494",--,"2,329,374",5.38,-,-,"268,418",--,"2,060,956",6.44,"2,329,374",5.38,"-10,235",--,"2,319,139",5.27,"1,698,270",6.24,"620,869",2.69,"862,272",3.91,33.63,--,"3,477,891",4.07,"70,362",--,"3,548,253",4.77,"295,579",7.30,"-5,916",--,"3,258,590",4.77,"126,258",-,"314,632",--,"3,070,216",4.86,"3,384,848",4.46,"-15,297",--,"3,369,551",4.34,"2,630,097",5.18,"739,454",1.45,"1,035,033",3.05,29.17,--,72.38,0.19,--,--,72.27,0.12,81.67,-0.10,--,--,71.48,0.58,-,-,85.31,--,67.13,1.51,68.82,0.89,--,--,68.83,0.89,64.57,1.02,83.96,1.23,83.31,0.84,--,--
1986,"2,943,997",16.96,"76,962",--,"3,020,959",17.81,"254,865",5.58,0,--,"2,766,094",18.75,-,-,"282,418",--,"2,483,676",20.51,"2,766,094",18.75,"-11,919",--,"2,754,175",18.76,"1,819,992",7.17,"934,183",50.46,"1,189,048",37.90,39.36,--,"3,860,608",11.00,"114,064",--,"3,974,672",12.02,"313,788",6.16,0,--,"3,660,884",12.35,"257,306",-,"322,604",--,"3,595,586",17.11,"3,918,190",15.76,"-17,704",--,"3,900,486",15.76,"2,784,950",5.89,"1,115,536",50.86,"1,429,324",38.09,35.96,--,76.26,5.36,--,--,76.01,5.18,81.22,-0.55,--,--,75.56,5.71,-,-,87.54,--,69.08,2.90,70.60,2.59,--,--,70.61,2.59,65.35,1.21,83.74,-0.26,83.19,-0.14,--,--
1987,"3,291,857",11.82,"73,351",--,"3,365,208",11.40,"273,677",7.38,"-1,546",--,"3,093,077",11.82,-,-,"323,770",--,"2,769,307",11.50,"3,093,077",11.82,"-22,789",--,"3,070,288",11.48,"2,041,083",12.15,"1,029,205",10.17,"1,302,882",9.57,38.72,--,"4,272,887",10.68,"108,264",--,"4,381,151",10.23,"339,603",8.23,"-35,791",--,"4,077,339",11.38,"329,275",-,"372,988",--,"4,033,626",12.18,"4,406,614",12.47,"-33,551",--,"4,373,063",12.12,"3,064,691",10.04,"1,308,372",17.29,"1,647,975",15.30,37.62,--,77.04,1.02,--,--,76.81,1.05,80.59,-0.78,--,--,75.86,0.40,-,-,86.80,--,68.66,-0.61,70.19,-0.58,--,--,70.21,-0.57,66.60,1.91,78.66,-6.07,79.06,-4.96,--,--
1988,"3,488,550",5.98,"97,374",--,"3,585,924",6.56,"304,139",11.13,"-94,594",--,"3,376,379",9.16,-,-,"360,475",--,"3,015,904",8.90,"3,376,379",9.16,"-54,948",--,"3,321,431",8.18,"2,342,933",14.79,"978,498",-4.93,"1,282,637",-1.55,35.77,--,"4,510,963",5.57,"141,975",--,"4,652,938",6.20,"372,994",9.83,"-129,094",--,"4,409,038",8.14,"356,304",-,"417,315",--,"4,348,027",7.79,"4,765,342",8.14,"-80,292",--,"4,685,050",7.13,"3,420,138",11.60,"1,264,912",-3.32,"1,637,906",-0.61,35.20,--,77.33,0.38,--,--,77.07,0.34,81.54,1.18,--,--,76.58,0.95,-,-,86.38,--,69.36,1.02,70.85,0.94,--,--,70.89,0.97,68.50,2.85,77.36,-1.65,78.31,-0.95,--,--
1989,"4,003,227",14.75,"100,769",--,"4,103,996",14.45,"343,760",13.03,"-18,608",--,"3,778,844",11.92,-,-,"408,007",--,"3,370,837",11.77,"3,778,844",11.92,"-55,640",--,"3,723,204",12.10,"2,767,709",18.13,"955,495",-2.35,"1,299,255",1.30,31.66,--,"4,974,759",10.28,"140,359",--,"5,115,118",9.93,"413,558",10.88,"-55,175",--,"4,756,735",7.89,"426,657",-,"462,319",--,"4,721,073",8.58,"5,183,392",8.77,"-77,599",--,"5,105,793",8.98,"3,862,650",12.94,"1,243,143",-1.72,"1,656,701",1.15,32.39,--,80.47,4.06,--,--,80.23,4.10,83.12,1.94,--,--,79.44,3.73,-,-,88.25,--,71.40,2.94,72.90,2.89,--,--,72.92,2.86,71.65,4.60,76.86,-0.65,78.42,0.14,--,--
1990,"4,430,055",10.66,"117,307",--,"4,547,362",10.80,"390,904",13.71,"-2,846",--,"4,159,304",10.07,-,-,"436,700",--,"3,722,604",10.44,"4,159,304",10.07,"-16,029",--,"4,143,275",11.28,"3,158,157",14.11,"985,118",3.10,"1,376,022",5.91,30.26,--,"5,316,579",6.87,"157,290",--,"5,473,869",7.01,"459,592",11.13,"-9,928",--,"5,024,205",5.62,"460,843",-,"498,863",--,"4,986,185",5.62,"5,485,048",5.82,"-21,682",--,"5,463,366",7.00,"4,231,656",9.55,"1,231,710",-0.92,"1,691,302",2.09,30.90,--,83.33,3.55,--,--,83.07,3.54,85.05,2.32,--,--,82.79,4.22,-,-,87.54,--,74.66,4.57,75.83,4.02,--,--,75.84,4.00,74.63,4.16,79.98,4.06,81.36,3.75,--,--
1991,"4,958,220",11.92,"135,550",--,"5,093,770",12.02,"434,448",11.14,0,--,"4,659,322",12.02,-,-,"480,330",--,"4,178,992",12.26,"4,659,322",12.02,"4,318",--,"4,663,640",12.56,"3,539,428",12.07,"1,124,212",14.12,"1,558,660",13.27,30.60,--,"5,735,769",7.88,"175,168",--,"5,910,937",7.98,"507,110",10.34,0,--,"5,403,827",7.56,"541,192",-,"548,023",--,"5,396,996",8.24,"5,945,019",8.39,"5,624",--,"5,950,643",8.92,"4,536,126",7.20,"1,414,517",14.84,"1,921,627",13.62,32.51,--,86.44,3.73,--,--,86.18,3.74,85.67,0.73,--,--,86.22,4.14,-,-,87.65,--,77.43,3.71,78.37,3.35,--,--,78.37,3.34,78.03,4.56,79.48,-0.63,81.11,-0.31,--,--
1992,"5,534,544",11.62,"120,762",--,"5,655,306",11.02,"502,349",15.63,"25,444",--,"5,127,513",10.05,-,-,"547,014",--,"4,580,499",9.61,"5,127,513",10.05,"4,052",--,"5,131,565",10.03,"3,959,262",11.86,"1,172,303",4.28,"1,674,652",7.44,29.61,--,"6,169,225",7.56,"149,446",--,"6,318,671",6.90,"561,146",10.66,"8,282",--,"5,749,243",6.39,"568,104",-,"591,972",--,"5,725,375",6.08,"6,317,347",6.26,"5,038",--,"6,322,385",6.25,"4,886,644",7.73,"1,435,741",1.50,"1,996,887",3.92,31.60,--,89.71,3.78,--,--,89.50,3.85,89.52,4.49,--,--,89.19,3.44,-,-,92.41,--,80.00,3.32,81.17,3.57,--,--,81.17,3.57,81.02,3.83,81.65,2.73,83.86,3.39,--,--
1993,"6,110,101",10.40,"114,044",--,"6,224,145",10.06,"578,499",15.16,"-4,096",--,"5,649,742",10.18,-,-,"602,779",--,"5,046,963",10.18,"5,649,742",10.18,"-22,007",--,"5,627,735",9.67,"4,349,807",9.86,"1,277,928",9.01,"1,856,427",10.85,29.83,--,"6,584,559",6.73,"137,186",--,"6,721,745",6.38,"620,273",10.54,"-4,657",--,"6,106,129",6.21,"601,347",-,"625,044",--,"6,082,432",6.24,"6,707,476",6.18,"-26,498",--,"6,680,978",5.67,"5,204,193",6.50,"1,476,785",2.86,"2,097,058",5.02,31.20,--,92.79,3.43,--,--,92.60,3.46,93.27,4.19,--,--,92.53,3.74,-,-,96.44,--,82.98,3.72,84.23,3.77,--,--,84.24,3.78,83.58,3.16,86.53,5.98,88.53,5.57,--,--
1994,"6,685,505",9.42,"107,517",--,"6,793,022",9.14,"634,503",9.68,"-16,933",--,"6,175,452",9.31,-,-,"654,711",--,"5,520,741",9.39,"6,175,452",9.31,"-41,006",--,"6,134,446",9.00,"4,804,963",10.46,"1,329,483",4.03,"1,963,986",5.79,28.91,--,"7,084,404",7.59,"124,211",--,"7,208,615",7.24,"682,175",9.98,"14,493",--,"6,511,947",6.65,"614,648",-,"652,591",--,"6,474,004",6.44,"7,126,595",6.25,"-47,295",--,"7,079,300",5.96,"5,547,727",6.60,"1,531,573",3.71,"2,213,748",5.56,30.71,--,94.37,1.70,--,--,94.23,1.76,93.01,-0.28,--,--,94.83,2.49,-,-,100.32,--,85.28,2.77,86.65,2.87,--,--,86.65,2.86,86.61,3.63,86.81,0.32,88.72,0.21,--,--
1995,"7,277,545",8.86,"110,919",--,"7,388,464",8.77,"719,330",13.37,"-24,822",--,"6,693,956",8.40,-,-,"696,634",--,"5,997,322",8.63,"6,693,956",8.40,"-77,125",--,"6,616,831",7.86,"5,224,116",8.72,"1,392,715",4.76,"2,112,045",7.54,28.59,--,"7,536,283",6.38,"123,646",--,"7,659,929",6.26,"750,044",9.95,"-4,156",--,"6,914,041",6.17,"579,342",-,"672,174",--,"6,821,209",5.36,"7,493,383",5.15,"-85,918",--,"7,407,465",4.64,"5,854,541",5.53,"1,552,924",1.39,"2,302,968",4.03,30.07,--,96.57,2.33,--,--,96.46,2.37,95.91,3.12,--,--,96.82,2.10,-,-,103.64,--,87.92,3.10,89.33,3.09,--,--,89.33,3.09,89.23,3.03,89.68,3.31,91.71,3.37,--,--
1996,"7,906,075",8.64,"109,502",--,"8,015,577",8.49,"755,894",5.08,0,--,"7,259,683",8.45,-,-,"668,676",--,"6,591,007",9.90,"7,259,683",8.45,"-68,288",--,"7,191,395",8.68,"5,752,700",10.12,"1,438,695",3.30,"2,194,589",3.91,27.38,--,"7,953,510",5.54,"118,607",--,"8,072,117",5.38,"819,779",9.30,0,--,"7,252,338",4.89,"708,293",-,"647,757",--,"7,312,874",7.21,"7,960,631",6.24,"-74,045",--,"7,886,586",6.47,"6,262,622",6.97,"1,623,964",4.57,"2,443,743",6.11,30.27,--,99.40,2.93,--,--,99.30,2.94,92.21,-3.86,--,--,100.10,3.39,-,-,103.23,--,90.13,2.51,91.19,2.08,--,--,91.19,2.08,91.86,2.95,88.59,-1.22,89.80,-2.08,--,--
1997,"8,574,784",8.46,"89,611",--,"8,664,395",8.09,"812,352",7.47,"-3,511",--,"7,855,554",8.21,-,-,"705,845",--,"7,149,709",8.48,"7,855,554",8.21,"-63,404",--,"7,792,150",8.35,"6,247,746",8.61,"1,544,404",7.35,"2,356,756",7.39,27.20,--,"8,389,017",5.48,"96,027",--,"8,485,044",5.12,"895,314",9.21,"-14,813",--,"7,604,543",4.86,"875,452",-,"675,124",--,"7,804,871",6.73,"8,479,995",6.52,"-68,004",--,"8,411,991",6.66,"6,682,749",6.71,"1,729,242",6.48,"2,624,556",7.40,30.93,--,102.21,2.83,--,--,102.11,2.83,90.73,-1.61,--,--,103.30,3.20,-,-,104.55,--,91.61,1.64,92.64,1.59,--,--,92.63,1.58,93.49,1.77,89.31,0.81,89.80,0.00,--,--
1998,"9,204,174",7.34,"68,551",--,"9,272,725",7.02,"932,761",14.82,"-3,182",--,"8,343,146",6.21,-,-,"696,964",--,"7,646,182",6.94,"8,343,146",6.21,"-51,088",--,"8,292,058",6.42,"6,715,974",7.49,"1,576,084",2.05,"2,508,845",6.45,27.06,--,"8,679,815",3.47,"72,149",--,"8,751,964",3.15,"988,116",10.37,"-67,787",--,"7,831,635",2.99,"1,048,966",-,"664,059",--,"8,216,542",5.27,"8,880,601",4.72,"-53,922",--,"8,826,679",4.93,"7,065,784",5.73,"1,760,895",1.83,"2,749,011",4.74,31.41,--,106.04,3.75,--,--,105.95,3.76,94.40,4.04,--,--,106.53,3.13,-,-,104.96,--,93.06,1.58,93.95,1.41,--,--,93.94,1.41,95.05,1.67,89.50,0.21,91.26,1.63,--,--
1999,"9,649,049",4.83,"90,518",--,"9,739,567",5.03,"1,017,538",9.09,513,--,"8,721,516",4.54,-,-,"670,561",--,"8,050,955",5.29,"8,721,516",4.54,"-74,770",--,"8,646,746",4.28,"6,997,578",4.19,"1,649,168",4.64,"2,666,706",6.29,27.38,--,"9,198,098",5.97,"95,031",--,"9,293,129",6.18,"1,085,010",9.81,"-71,544",--,"8,279,663",5.72,"939,582",-,"652,434",--,"8,566,811",4.26,"9,219,245",3.81,"-78,778",--,"9,140,467",3.55,"7,291,034",3.19,"1,849,433",5.03,"2,934,443",6.75,31.58,--,104.90,-1.08,--,--,104.80,-1.09,93.78,-0.66,--,--,105.34,-1.12,-,-,102.78,--,93.98,0.99,94.60,0.69,--,--,94.60,0.70,95.98,0.98,89.17,-0.37,90.88,-0.42,--,--
2000,"10,187,394",5.58,"139,558",--,"10,326,952",6.03,"1,107,254",8.82,"5,661",--,"9,214,037",5.65,-,-,"661,851",--,"8,552,186",6.23,"9,214,037",5.65,"-81,336",--,"9,132,701",5.62,"7,350,642",5.05,"1,782,059",8.06,"2,889,313",8.35,27.98,--,"9,731,208",5.80,"144,788",--,"9,875,996",6.27,"1,192,937",9.95,"-65,060",--,"8,748,119",5.66,"900,071",-,"641,924",--,"9,006,266",5.13,"9,648,190",4.65,"-84,545",--,"9,563,645",4.63,"7,587,000",4.06,"1,976,645",6.88,"3,169,582",8.01,32.09,--,104.69,-0.20,--,--,104.57,-0.22,92.82,-1.02,--,--,105.33,-0.01,-,-,103.10,--,94.96,1.04,95.50,0.95,--,--,95.49,0.94,96.88,0.94,90.16,1.11,91.16,0.31,--,--
2001,"9,930,387",-2.52,"192,024",--,"10,122,411",-1.98,"1,193,448",7.78,0,--,"8,928,963",-3.09,-,-,"605,360",--,"8,323,603",-2.67,"8,928,963",-3.09,"-92,444",--,"8,836,519",-3.24,"7,419,027",0.93,"1,417,492",-20.46,"2,610,940",-9.63,25.79,--,"9,570,584",-1.65,"199,452",--,"9,770,036",-1.07,"1,285,467",7.76,0,--,"8,484,569",-3.01,"754,931",-,"589,022",--,"8,650,478",-3.95,"9,239,500",-4.24,"-96,210",--,"9,143,290",-4.40,"7,674,198",1.15,"1,469,092",-25.68,"2,754,559",-13.09,28.19,--,103.76,-0.89,--,--,103.61,-0.92,92.84,0.02,--,--,105.24,-0.09,-,-,102.77,--,96.22,1.33,96.64,1.19,--,--,96.64,1.20,96.67,-0.22,96.49,7.02,94.79,3.98,--,--
2002,"10,411,639",4.85,"242,502",--,"10,654,141",5.25,"1,234,946",3.48,"37,695",--,"9,381,500",5.07,-,-,"653,621",--,"8,727,879",4.86,"9,381,500",5.07,"-86,171",--,"9,295,329",5.19,"7,650,020",3.11,"1,645,309",16.07,"2,880,255",10.31,27.03,--,"10,074,337",5.26,"252,322",--,"10,326,659",5.70,"1,337,703",4.06,"28,520",--,"8,960,436",5.61,"748,456",-,"637,455",--,"9,071,437",4.87,"9,708,892",5.08,"-89,837",--,"9,619,055",5.20,"7,899,550",2.94,"1,719,505",17.05,"3,057,208",10.99,29.61,--,103.35,-0.40,--,--,103.17,-0.42,92.32,-0.56,--,--,104.70,-0.51,-,-,102.54,--,96.21,-0.01,96.63,-0.01,--,--,96.63,-0.01,96.84,0.18,95.69,-0.83,94.21,-0.61,--,--
2003,"10,696,257",2.73,"328,873",--,"11,025,130",3.48,"1,306,307",5.78,"-27,050",--,"9,745,873",3.88,-,-,"637,066",--,"9,108,807",4.36,"9,745,873",3.88,"-93,586",--,"9,652,287",3.84,"7,815,029",2.16,"1,837,258",11.67,"3,143,565",9.14,28.51,--,"10,443,993",3.67,"343,068",--,"10,787,061",4.46,"1,391,470",4.02,"4,199",--,"9,391,392",4.81,"649,993",-,"629,758",--,"9,411,627",3.75,"10,041,385",3.42,"-97,844",--,"9,943,541",3.37,"8,067,995",2.13,"1,875,546",9.07,"3,267,016",6.86,30.29,--,102.42,-0.90,--,--,102.21,-0.93,93.88,1.69,--,--,103.77,-0.89,-,-,101.16,--,96.78,0.59,97.06,0.44,--,--,97.07,0.46,96.86,0.02,97.96,2.37,96.22,2.13,--,--
2004,"11,365,292",6.25,"372,099",--,"11,737,391",6.46,"1,441,236",10.33,"-1,770",--,"10,297,925",5.66,-,-,"696,965",--,"9,600,960",5.40,"10,297,925",5.66,"-127,855",--,"10,170,070",5.36,"8,253,254",5.61,"1,916,816",4.33,"3,358,052",6.82,28.61,--,"11,090,474",6.19,"382,400",--,"11,472,874",6.36,"1,463,309",5.16,"-1,662",--,"10,011,227",6.60,"431,627",-,"708,350",--,"9,734,504",3.43,"10,442,854",4.00,"-131,459",--,"10,311,395",3.70,"8,417,696",4.33,"1,893,699",0.97,"3,357,008",2.75,29.26,--,102.48,0.06,--,--,102.31,0.10,98.49,4.91,--,--,102.86,-0.88,-,-,98.39,--,98.63,1.91,98.61,1.60,--,--,98.63,1.61,98.05,1.23,101.22,3.33,100.03,3.96,--,--
2005,"11,740,279",3.30,"290,866",--,"12,031,145",2.50,"1,510,609",4.81,"-21,030",--,"10,541,566",2.37,-,-,"719,123",--,"9,822,443",2.31,"10,541,566",2.37,"-137,211",--,"10,404,355",2.30,"8,553,973",3.64,"1,850,382",-3.47,"3,360,991",0.09,27.94,--,"11,612,093",4.70,"293,279",--,"11,905,372",3.77,"1,550,585",5.96,"3,910",--,"10,350,877",3.39,"268,904",-,"721,294",--,"9,898,487",1.68,"10,619,781",1.69,"-138,050",--,"10,481,731",1.65,"8,621,644",2.42,"1,860,087",-1.77,"3,410,672",1.60,28.65,--,101.10,-1.35,--,--,101.06,-1.22,97.42,-1.09,--,--,101.84,-0.99,-,-,99.70,--,99.23,0.61,99.26,0.66,--,--,99.26,0.64,99.22,1.19,99.48,-1.72,98.54,-1.49,--,--
2006,"12,243,471",4.29,"311,699",--,"12,555,170",4.36,"1,623,473",7.47,0,--,"10,931,697",3.70,-,-,"716,238",--,"10,215,459",4.00,"10,931,697",3.70,"-128,018",--,"10,803,679",3.84,"8,717,640",1.91,"2,086,039",12.74,"3,709,512",10.37,29.55,--,"12,243,471",5.44,"311,699",--,"12,555,170",5.46,"1,623,473",4.70,0,--,"10,931,697",5.61,0,-,"716,238",--,"10,215,459",3.20,"10,931,697",2.94,"-128,018",--,"10,803,679",3.07,"8,717,640",1.11,"2,086,039",12.15,"3,709,512",8.76,29.55,--,100.00,-1.09,--,--,100.00,-1.05,100.00,2.65,--,--,100.00,-1.81,-,-,100.00,--,100.00,0.78,100.00,0.75,--,--,100.00,0.75,100.00,0.79,100.00,0.52,100.00,1.48,--,--
2007,"12,910,511",5.45,"332,766",--,"13,243,277",5.48,"1,742,202",7.31,"67,296",--,"11,433,779",4.59,-,-,"718,992",--,"10,714,787",4.89,"11,433,779",4.59,"-125,033",--,"11,308,746",4.67,"9,027,569",3.56,"2,281,177",9.35,"4,023,379",8.46,30.38,--,"12,975,985",5.98,"327,658",--,"13,303,643",5.96,"1,692,330",4.24,"27,703",--,"11,583,610",5.96,"-295,454",-,"711,281",--,"10,576,875",3.54,"11,288,156",3.26,"-122,767",--,"11,165,389",3.35,"8,899,396",2.08,"2,265,993",8.63,"3,958,323",6.71,29.75,--,99.50,-0.50,--,--,99.55,-0.45,102.95,2.95,--,--,98.71,-1.29,-,-,101.08,--,101.30,1.30,101.29,1.29,--,--,101.28,1.28,101.44,1.44,100.67,0.67,101.64,1.64,--,--
2008,"12,620,150",-2.25,"314,646",--,"12,934,796",-2.33,"1,909,114",9.58,"4,857",--,"11,020,825",-3.61,-,-,"675,386",--,"10,345,439",-3.45,"11,020,825",-3.61,"-88,233",--,"10,932,592",-3.33,"9,173,629",1.62,"1,758,963",-22.89,"3,668,077",-8.83,28.36,--,"13,070,681",0.73,"299,902",--,"13,370,583",0.50,"1,750,447",3.43,"21,786",--,"11,598,350",0.13,"-967,851",-,"651,060",--,"9,979,439",-5.65,"10,630,499",-5.83,"-83,832",--,"10,546,667",-5.54,"8,842,853",-0.64,"1,703,814",-24.81,"3,454,261",-12.73,25.83,--,96.55,-2.96,--,--,96.74,-2.82,109.06,5.93,--,--,95.02,-3.74,-,-,103.74,--,103.67,2.34,103.67,2.35,--,--,103.66,2.35,103.74,2.27,103.24,2.55,106.19,4.48,--,--
2009,"12,481,093",-1.10,"413,994",--,"12,895,087",-0.31,"1,950,720",2.18,"68,574",--,"10,875,793",-1.32,-,-,"614,626",--,"10,261,167",-0.81,"10,875,793",-1.32,"-70,905",--,"10,804,888",-1.17,"9,193,580",0.22,"1,611,308",-8.39,"3,562,028",-2.89,27.62,--,"12,834,049",-1.81,"395,793",--,"13,229,842",-1.05,"1,763,124",0.72,"10,924",--,"11,455,794",-1.23,"-558,754",-,"593,139",--,"10,303,901",3.25,"10,897,040",2.51,"-67,882",--,"10,829,158",2.68,"8,959,066",1.31,"1,870,092",9.76,"3,633,216",5.18,27.46,--,97.25,0.73,--,--,97.47,0.75,110.64,1.45,--,--,94.94,-0.08,-,-,103.62,--,99.59,-3.94,99.81,-3.72,--,--,99.78,-3.74,102.62,-1.08,86.16,-16.54,98.04,-7.67,--,--
2010,"13,552,099",8.58,"429,639",--,"13,981,738",8.43,"2,004,347",2.75,"-100,451",--,"12,077,842",11.05,-,-,"730,890",--,"11,346,952",10.58,"12,077,842",11.05,"-85,762",--,"11,992,080",10.99,"9,566,635",4.06,"2,425,445",50.53,"4,429,792",24.36,31.68,--,"14,215,069",10.76,"407,036",--,"14,622,105",10.52,"1,796,757",1.91,"-14,253",--,"12,839,601",12.08,"-1,003,440",-,"702,224",--,"11,133,937",8.06,"11,836,161",8.62,"-81,327",--,"11,754,834",8.55,"9,258,215",3.34,"2,496,619",33.50,"4,293,376",18.17,29.36,--,95.34,-1.96,--,--,95.62,-1.90,111.55,0.82,--,--,94.07,-0.92,-,-,104.08,--,101.91,2.33,102.04,2.23,--,--,102.02,2.24,103.33,0.69,97.15,12.76,103.18,5.24,--,--
2011,"13,709,074",1.16,"388,372",--,"14,097,446",0.83,"2,091,106",4.33,"-168,520",--,"12,174,860",0.80,-,-,"781,496",--,"11,393,364",0.41,"12,174,860",0.80,"-108,770",--,"12,066,090",0.62,"9,931,957",3.82,"2,134,133",-12.01,"4,225,239",-4.62,29.97,--,"14,810,742",4.19,"362,982",--,"15,173,724",3.77,"1,846,846",2.79,"-17,697",--,"13,344,575",3.93,"-1,481,838",-,"731,566",--,"11,131,171",-0.02,"11,862,737",0.22,"-101,836",--,"11,760,901",0.05,"9,530,267",2.94,"2,230,634",-10.65,"4,077,480",-5.03,26.87,--,92.56,-2.92,--,--,92.91,-2.83,113.23,1.51,--,--,91.23,-3.02,-,-,106.83,--,102.36,0.44,102.63,0.58,--,--,102.59,0.56,104.21,0.85,95.67,-1.52,103.62,0.43,--,--
