期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
1999M08,"32,870",-18.38,"137,259",22.43,"18,073",-67.76,"10,510",474.95,"2,730",-41.54,"5,590",-85.09,"42,884",-41.05,"6,598",104.72,"63,400","12,580.00",-,-,-,-,-,-
1999M09,"50,928",0.47,"142,379",1.63,"19,248",-70.81,"1,560",159.57,"3,186",-36.53,"5,020",-88.30,"48,035",-48.64,"8,758",895.23,"38,620",300.21,"2,300",-94.30,-,-,-,-
1999M10,"39,072",-23.84,"138,354",10.56,"22,338",-51.43,"3,643",55.95,"3,415",-26.56,"4,940",-89.40,"49,602",-37.77,"5,090",35.73,"38,190","2,021.67",590,-89.46,-,-,-,-
1999M11,"44,765",-33.67,"155,459",11.62,"14,407",-69.87,"5,560",100.79,"2,890",-40.19,"5,970",-69.31,"60,672",2.67,"5,075",-41.26,"51,580",473.11,"2,250",-87.57,-,-,-,-
1999M12,"61,841",55.41,"136,582",27.13,"11,991",-58.97,"9,033",244.25,"2,850",-63.74,"4,085",-75.20,"57,887",-13.43,"3,559",6.88,"25,040",-,"6,350",-54.28,-,-,-,-
2000M01,"35,590",-34.99,"96,301",-33.30,"11,648",-69.01,"11,600",94.50,"3,280",127.30,"4,400",-60.22,"54,815",-31.48,"2,112",-47.57,"10,230",-,"1,150",-86.23,-,-,-,-
2000M02,"24,606",-35.83,"85,176",-33.60,"12,722",-77.61,"10,364",109.42,"4,145",126.50,"5,225",-56.39,"49,923",-36.88,"1,061",-80.26,"12,730",-,"2,300",-90.98,-,-,-,-
2000M03,"36,916",142.84,"130,575",14.30,"21,558",-47.05,"13,555",585.63,"4,182",22.93,"5,930",-22.20,"44,935",-30.04,"2,711",-37.16,"47,180",593.82,"2,200",0.00,200,-,-,-
2000M04,"47,608",104.85,"129,896",6.17,"7,679",-68.79,"19,072",580.66,"4,910",124.61,"7,316",37.78,"58,463",-14.17,"3,996",49.16,"43,720",191.47,"2,100",-,-,-,-,-
2000M05,"33,706",-7.75,"104,858",-15.19,"2,996",-89.72,"12,508",64.25,"4,400",123.46,"5,530",12.40,"61,222",-1.75,"6,548",0.28,"28,420",85.15,"1,300",-50.00,-,-,-,-
2000M06,"35,132",-18.36,"84,486",-37.17,"2,910",-82.46,"8,549",-3.43,"4,600",46.50,"5,516",14.39,"47,311",-22.38,"5,012",-16.05,"14,910",-53.84,"1,300",-31.58,-,-,-,-
2000M07,"43,150",14.43,"148,655",-0.54,"21,616",-6.50,"7,671",-37.45,"5,100",67.16,"5,700",-14.99,"66,020",6.44,"3,530",-44.54,"31,270",-36.04,"1,600",-,-,-,-,-
2000M08,"40,961",24.62,"131,478",-4.21,"24,144",33.59,"9,659",-8.10,"4,550",66.67,"4,560",-18.43,"57,453",33.97,"6,361",-3.59,"26,250",-58.60,"1,300",-,-,-,-,-
2000M09,"43,213",-15.15,"157,452",10.59,"28,828",49.77,"6,274",302.18,"4,600",44.38,"4,850",-3.39,"58,702",22.21,"6,077",-30.61,"40,610",5.15,"1,300",-43.48,-,-,-,-
2000M10,"51,950",32.96,"160,531",16.03,"37,074",65.97,"4,297",17.95,"4,300",25.92,950,-80.77,"53,164",7.18,"8,510",67.19,"35,500",-7.04,"7,700","1,205.08",-,-,-,-
2000M11,"62,040",38.59,"174,399",12.18,"42,086",192.12,"3,425",-38.40,"4,200",45.33,"1,310",-78.06,"39,628",-34.68,"4,670",-7.98,"50,450",-2.19,"14,600",548.89,-,-,-,-
2000M12,"102,111",65.12,"203,985",49.35,"57,382",378.54,"1,485",-83.56,"4,400",54.39,700,-82.86,"34,048",-41.18,"8,301",133.24,"28,200",12.62,"11,670",83.78,-,-,-,-
2001M01,"53,925",51.52,"136,979",42.24,"58,245",400.04,"2,125",-81.68,"4,839",47.53,"2,245",-48.98,"58,085",5.97,"2,175",2.98,"2,000",-80.45,"33,570","2,819.13",-,-,-,-
2001M02,"43,540",76.95,"173,000",103.11,"62,924",394.61,"4,028",-61.13,"4,439",7.09,"3,991",-23.62,"75,391",51.01,"2,650",149.76,"5,600",-56.01,"8,225",257.61,-,-,-,-
2001M03,"46,110",24.91,"185,177",41.82,"75,814",251.67,"1,768",-86.96,"4,839",15.71,"3,050",-48.57,"79,362",76.62,"2,240",-17.37,"2,800",-94.07,"16,690",658.64,-,-,-,-
2001M04,"68,800",44.51,"196,016",50.90,"79,096",930.03,"2,510",-86.84,"5,639",14.85,"2,375",-67.54,"56,336",-3.64,"1,600",-59.96,"2,350",-94.62,"9,720",362.86,-,-,-,-
2001M05,"77,749",130.67,"258,633",146.65,"119,709","3,895.63","2,760",-77.93,"4,839",9.98,"2,290",-58.59,"71,245",16.37,"1,889",-71.15,"7,000",-75.37,"14,970","1,051.54",-,-,-,-
2001M06,"98,146",179.36,"272,312",222.32,"118,002","3,955.05",954,-88.84,"6,538",42.13,"3,050",-44.71,"80,517",70.19,"6,995",39.57,600,-95.98,"20,692","1,491.69",200,-,-,-
2001M07,"95,691",121.76,"275,612",85.40,"98,945",357.74,504,-93.43,"6,312",23.76,"2,335",-59.04,"84,174",27.50,"6,251",77.08,"9,000",-71.22,"9,420",488.75,-,-,-,-
2001M08,"69,791",70.38,"182,875",39.09,"48,028",98.92,"2,837",-70.63,"7,042",54.77,"3,050",-33.11,"63,642",10.77,"2,541",-60.05,"3,500",-86.67,700,-46.15,-,-,-,-
2001M09,"69,208",60.16,"211,597",34.39,"71,348",147.50,"1,852",-70.48,"6,842",48.74,"3,050",-37.11,"73,839",25.79,"2,978",-51.00,"5,900",-85.47,"7,660",489.23,-,-,-,-
2001M10,"60,902",17.23,"180,230",12.27,"57,699",55.63,"4,862",13.15,"6,939",61.37,"3,490",267.37,"76,529",43.95,"4,937",-41.99,-,-,"8,550",11.04,-,-,-,-
2001M11,"61,431",-0.98,"161,979",-7.12,"32,705",-22.29,"5,657",65.17,"5,889",40.21,"3,175",142.37,"67,612",70.62,"3,826",-18.07,"8,800",-82.56,"1,800",-87.67,-,-,-,-
2001M12,"78,452",-23.17,"166,851",-18.20,"35,900",-37.44,"4,611",210.51,"7,619",73.16,"2,950",321.43,"58,533",71.91,"6,042",-27.21,"5,400",-80.85,"5,450",-53.30,-,-,-,-
2002M01,"57,679",6.96,"165,461",20.79,"38,378",-34.11,"7,144",236.19,"7,289",50.63,"2,600",15.81,"87,274",50.25,"2,720",25.06,-,-,"12,695",-62.18,-,-,-,-
2002M02,"57,591",32.27,"134,370",-22.33,"23,709",-62.32,"7,410",83.96,"7,852",76.89,"2,400",-39.86,"57,999",-23.07,961,-63.74,-,-,"2,010",-75.56,-,-,-,-
2002M03,"40,112",-13.01,"103,256",-44.24,"18,268",-75.90,"10,575",498.13,"8,402",73.63,"2,932",-3.87,"52,634",-33.68,"1,953",-12.81,100,-96.43,800,-95.21,-,-,-,-
2002M04,"100,981",46.77,"164,895",-15.88,"13,738",-82.63,"12,856",412.19,"7,742",37.29,"3,770",58.74,"65,020",15.41,"4,050",153.13,700,-70.21,"2,610",-73.15,-,-,-,-
2002M05,"97,035",24.81,"174,386",-32.57,"18,721",-84.36,"10,491",280.11,"7,441",53.77,"2,855",24.67,"68,450",-3.92,"2,400",27.05,"6,315",-9.79,"7,830",-47.70,-,-,-,-
2002M06,"85,325",-13.06,"124,809",-54.17,"8,914",-92.45,"17,695","1,754.82","9,822",50.23,"3,200",4.92,"41,958",-47.89,"5,400",-22.80,"10,815","1,702.50","5,730",-72.31,-,-,-,-
2002M07,"90,460",-5.47,"180,558",-34.49,"25,176",-74.56,"13,800","2,638.10","7,842",24.24,"5,260",125.27,"60,335",-28.32,"4,400",-29.61,"21,595",139.94,"1,390",-85.24,-,-,-,-
2002M08,"118,975",70.47,"215,754",17.98,"13,482",-71.93,"15,005",428.90,"7,742",9.94,"2,030",-33.44,"98,825",55.28,"7,360",189.65,"7,515",114.71,"6,390",812.86,-,-,-,-
2002M09,"131,510",90.02,"268,829",27.05,"12,789",-82.08,"19,740",965.87,"6,942",1.46,"3,050",0.00,"102,908",39.37,"5,010",68.23,"43,850",643.22,"1,370",-82.11,-,-,-,-
2002M10,"113,815",86.88,"205,483",14.01,"7,108",-87.68,"9,267",90.60,"8,312",19.79,"1,900",-45.56,"69,114",-9.69,"3,815",-22.73,"28,000",-,"5,884",-31.18,-,-,-,-
2002M11,"49,090",-20.09,"92,923",-42.63,"1,983",-93.94,"6,868",21.41,"1,400",-76.23,250,-92.13,"50,518",-25.28,"2,200",-42.50,"2,300",-73.86,"3,050",69.44,-,-,-,-
2002M12,"86,130",9.79,"113,215",-32.15,"3,436",-90.43,"10,915",136.72,"1,100",-85.56,200,-93.22,"46,514",-20.53,"1,700",-71.86,"1,700",-68.52,"12,850",135.78,-,-,-,-
2003M01,"70,570",22.35,"121,703",-26.45,"7,385",-80.76,"6,692",-6.33,"1,200",-83.54,250,-90.38,"62,515",-28.37,"2,825",3.86,"1,140",-,"11,340",-10.67,-,-,-,-
2003M02,"72,264",25.48,"158,694",18.10,"6,382",-73.08,"11,788",59.08,900,-88.54,500,-79.17,"87,941",51.63,"2,045",112.80,"8,340",-,"2,800",39.30,-,-,-,-
2003M03,"96,400",140.33,"152,486",47.68,"4,159",-77.23,"4,340",-58.96,"1,200",-85.72,450,-84.65,"61,887",17.58,"2,100",7.53,-,-,"4,270",433.75,-,-,-,-
2003M04,"108,985",7.93,"179,559",8.89,"12,065",-12.18,"3,785",-70.56,"1,250",-83.85,"1,350",-64.19,"66,229",1.86,500,-87.65,"3,500",400.00,"6,835",161.88,-,-,-,-
2003M05,"129,130",33.08,"194,437",11.50,"4,935",-73.64,"12,985",23.77,"2,100",-71.78,"1,380",-51.66,"74,697",9.13,"4,780",99.17,"15,000",137.53,"12,280",56.83,-,-,-,-
2003M06,"121,910",42.88,"137,663",10.30,575,-93.55,"3,580",-79.77,"1,650",-83.20,700,-78.13,"59,173",41.03,"2,080",-61.48,-,-,"39,285",585.60,-,-,-,-
2003M07,"64,440",-28.76,"99,945",-44.65,355,-98.59,"4,340",-68.55,"1,600",-79.60,"1,000",-80.99,"45,481",-24.62,"1,200",-72.73,"8,000",-62.95,"13,391",863.38,-,-,-,-
2003M08,"58,945",-50.46,"112,265",-47.97,"2,279",-83.10,"5,640",-62.41,"1,150",-85.15,"1,370",-32.51,"54,206",-45.15,"1,205",-83.63,"3,900",-48.10,-,-,-,-,-,-
2003M09,"93,065",-29.23,"151,168",-43.77,885,-93.08,"6,790",-65.60,"1,100",-84.15,"1,420",-53.44,"64,318",-37.50,"2,230",-55.49,"11,610",-73.52,"9,370",583.94,-,-,-,-
2003M10,"74,780",-34.30,"150,615",-26.70,"14,150",99.07,"1,705",-81.60,"1,210",-85.44,"1,270",-33.16,"69,875",1.10,"2,525",-33.81,"4,450",-84.11,"8,350",41.91,-,-,-,-
2003M11,"119,870",144.18,"158,764",70.86,"6,855",245.69,"7,910",15.17,900,-35.71,"2,400",860.00,"73,869",46.22,870,-60.45,"1,650",-28.26,"33,200",988.52,-,-,-,-
2003M12,"119,987",39.31,"135,767",19.92,"2,200",-35.97,"17,470",60.05,750,-31.82,"2,350","1,075.00","58,877",26.58,"4,277",151.59,"1,250",-26.47,"23,200",80.54,-,-,-,-
2004M01,"79,120",12.12,"112,746",-7.36,"12,000",62.49,"5,970",-10.79,850,-29.17,"1,000",300.00,"54,347",-13.07,600,-78.76,"4,950",334.21,"30,951",172.94,-,-,-,-
2004M02,"67,290",-6.88,"111,118",-29.98,"3,585",-43.83,"2,720",-76.93,500,-44.44,"1,870",274.00,"61,975",-29.53,"1,292",-36.82,"1,250",-85.01,"17,600",528.57,-,-,-,-
2004M03,"97,366",1.00,"146,368",-4.01,"2,873",-30.92,"43,943",912.51,400,-66.67,"1,580",251.11,"69,432",12.19,"1,290",-38.57,"30,960",-,"7,850",83.84,-,-,-,-
2004M04,"85,467",-21.58,"141,432",-21.23,201,-98.33,"18,240",381.90,200,-84.00,"2,930",117.04,"76,429",15.40,"1,325",165.00,"10,050",187.14,"8,420",23.19,-,-,-,-
2004M05,"118,565",-8.18,"148,462",-23.65,741,-84.98,"48,536",273.79,300,-85.71,"3,250",135.51,"75,112",0.56,"2,260",-52.72,"18,390",22.60,"10,600",-13.68,-,-,-,-
2004M06,"128,056",5.04,"171,233",24.39,760,32.17,"4,941",38.02,700,-57.58,"3,630",418.57,"69,443",17.36,"4,755",128.61,-,-,"14,400",-63.34,-,-,-,-
2004M07,"127,877",98.44,"192,237",92.34,"1,319",271.55,"2,064",-52.44,400,-75.00,"4,520",352.00,"83,595",83.80,"4,220",251.67,-,-,"10,150",-24.20,-,-,-,-
2004M08,"96,486",63.69,"174,136",55.11,"3,510",54.01,"1,060",-81.21,300,-73.91,"4,550",232.12,"78,575",44.96,"4,225",250.62,"6,800",74.36,"1,700",-,-,-,-,-
2004M09,"80,190",-13.83,"134,765",-10.85,"1,600",80.79,"2,800",-58.76,600,-45.45,"5,285",272.18,"55,560",-13.62,"2,700",21.08,"13,500",16.28,"5,900",-37.03,-,-,-,-
2004M10,"103,050",37.80,"127,610",-15.27,"1,990",-85.94,"11,015",546.04,550,-54.55,"4,420",248.03,"55,770",-20.19,"3,415",35.25,-,-,"14,900",78.44,-,-,-,-
2004M11,"100,754",-15.95,"115,279",-27.39,"1,510",-77.97,"12,130",53.35,300,-66.67,"3,950",64.58,"58,655",-20.60,"6,150",606.90,-,-,"23,710",-28.58,-,-,-,-
2004M12,"111,806",-6.82,"118,280",-12.88,750,-65.91,"17,320",-0.86,350,-53.33,"4,125",75.53,"49,135",-16.55,"10,546",146.57,-,-,"11,770",-49.27,-,-,-,-
2005M01,"121,840",53.99,"134,883",19.63,"5,905",-50.79,"22,815",282.16,420,-50.59,"3,400",240.00,"58,938",8.45,"5,865",877.50,-,-,"20,140",-34.93,-,-,-,-
2005M02,"119,292",77.28,"99,678",-10.30,"1,150",-67.92,"46,248","1,600.29",350,-30.00,"4,690",150.80,"58,728",-5.24,"4,364",237.77,-,-,"24,540",39.43,-,-,-,-
2005M03,"152,050",56.16,"138,546",-5.34,"1,470",-48.83,"53,660",22.11,400,0.00,"5,210",229.75,"59,873",-13.77,"2,830",119.38,"2,000",-93.54,"15,547",98.05,-,-,-,-
2005M04,"149,245",74.62,"153,722",8.69,"5,870","2,820.40","38,950",113.54,300,50.00,"4,870",66.21,"68,124",-10.87,"2,193",65.51,"1,000",-90.05,"24,804",194.58,-,-,-,-
2005M05,"136,978",15.53,"151,873",2.30,"5,630",659.78,"32,525",-32.99,310,3.33,"5,210",60.31,"70,873",-5.64,"1,953",-13.58,-,-,"22,230",109.72,-,-,-,-
2005M06,"150,157",17.26,"148,551",-13.25,130,-82.89,"53,417",981.10,-,-,"5,280",45.45,"59,321",-14.58,"5,690",19.66,"13,200",-,"9,870",-31.46,-,-,-,-
2005M07,"175,823",37.49,"168,567",-12.31,"5,390",308.64,"74,796","3,523.84",-,-,"6,885",52.32,"67,252",-19.55,"4,447",5.38,"18,500",-,"12,270",20.89,-,-,-,-
2005M08,"207,167",114.71,"181,543",4.25,955,-72.79,"79,721","7,420.85",50,-83.33,"6,115",34.40,"74,908",-4.67,"4,896",15.88,"17,390",155.74,"28,195","1,558.53",-,-,-,-
2005M09,"195,555",143.86,"205,912",52.79,"6,460",303.75,"58,000","1,971.43",-,-,"8,290",56.86,"88,403",59.11,"3,466",28.37,"10,350",-23.33,"25,100",325.42,-,-,-,-
2005M10,"237,322",130.30,"192,060",50.51,"4,588",130.55,"88,692",705.19,50,-90.91,"6,505",47.17,"67,885",21.72,"5,350",56.66,"20,672",-,"37,910",154.43,-,-,-,-
2005M11,"248,372",146.51,"247,439",114.64,"3,891",157.68,"76,350",529.43,300,0.00,"4,920",24.56,"75,681",29.03,"4,400",-28.46,"29,205",-,"24,340",2.66,-,-,-,-
2005M12,"202,775",81.36,"192,510",62.76,"8,080",977.33,"51,998",200.22,-,-,"6,905",67.39,"87,906",78.91,"10,310",-2.24,"10,023",-,"47,061",299.84,-,-,-,-
2006M01,"268,966",120.75,"215,071",59.45,"2,530",-57.15,"70,248",207.90,100,-76.19,"5,940",74.71,"88,167",49.59,"8,854",50.96,"6,700",-,"66,350",229.44,-,-,-,-
2006M02,"254,248",113.13,"277,655",178.55,"2,276",97.91,"47,579",2.88,-,-,"6,500",38.59,"101,820",73.38,660,-84.88,"6,400",-,"32,350",31.83,-,-,-,-
2006M03,"236,238",55.37,"205,070",48.02,"5,791",293.95,"59,792",11.43,-,-,"5,290",1.54,"62,670",4.67,"6,952",145.65,"8,550",327.50,"36,145",132.49,-,-,-,-
2006M04,"276,452",85.23,"198,901",29.39,"7,230",23.17,"85,817",120.33,-,-,"4,830",-0.82,"66,846",-1.88,"6,117",178.93,"10,277",927.70,"65,140",162.62,-,-,-,-
2006M05,"273,353",99.56,"202,301",33.20,"1,700",-69.80,"83,216",155.85,-,-,"4,280",-17.85,"78,613",10.92,"4,787",145.11,"8,320",-,"67,402",203.20,-,-,-,-
2006M06,"265,735",76.97,"241,625",62.65,"5,837","4,390.00","59,936",12.20,100,-,"3,950",-25.19,"63,270",6.66,"1,021",-82.06,"10,490",-20.53,"38,900",294.12,-,-,-,-
2006M07,"203,737",15.88,"166,748",-1.08,"9,024",67.42,"55,293",-26.07,150,-,"6,550",-4.87,"56,008",-16.72,"1,694",-61.91,"9,586",-48.18,"48,220",292.99,-,-,-,-
2006M08,"176,683",-14.71,"186,659",2.82,"7,140",647.64,"29,327",-63.21,50,0.00,"6,680",9.24,"78,609",4.94,"3,376",-31.05,"7,800",-55.15,"44,240",56.91,-,-,-,-
2006M09,"204,846",4.75,"225,774",9.65,"22,207",243.76,"21,678",-62.62,-,-,"7,550",-8.93,"89,684",1.45,"3,585",3.43,"5,500",-46.86,"63,650",153.59,-,-,-,-
2006M10,"203,271",-14.35,"205,595",7.05,"25,410",453.84,"14,601",-83.54,-,-,"8,895",36.74,"81,661",20.29,"11,275",110.75,"5,400",-73.88,"75,376",98.83,-,-,-,-
2006M11,"155,232",-37.50,"168,210",-32.02,"10,040",158.03,"21,326",-72.07,-,-,"7,310",48.58,"67,329",-11.04,"6,555",48.98,"1,930",-93.39,"31,130",27.90,-,-,-,-
2006M12,"172,718",-14.82,"167,613",-12.93,"8,431",4.34,"11,286",-78.30,-,-,"6,570",-4.85,"74,042",-15.77,"5,052",-51.00,"1,200",-88.03,"65,870",39.97,-,-,-,-
2007M01,"167,629",-37.68,"173,336",-19.41,"16,680",559.29,"25,060",-64.33,-,-,"2,300",-61.28,"52,625",-40.31,"1,938",-78.11,"2,200",-67.16,"36,500",-44.99,-,-,-,-
2007M02,"173,213",-31.87,"193,408",-30.34,"16,327",617.36,"22,986",-51.69,-,-,"1,750",-73.08,"57,766",-43.27,"9,312","1,310.91","1,900",-70.31,"21,750",-32.77,-,-,-,-
2007M03,"144,375",-38.89,"199,974",-2.49,"9,005",55.50,"12,460",-79.16,-,-,"1,530",-71.08,"71,679",14.38,"2,625",-62.24,"7,260",-15.09,"15,730",-56.48,-,-,-,-
2007M04,"155,777",-43.65,"236,670",18.99,"42,505",487.90,"14,780",-82.78,-,-,"1,340",-72.26,"83,615",25.09,"2,477",-59.51,600,-94.16,"27,230",-58.20,-,-,-,-
2007M05,"133,496",-51.16,"190,930",-5.62,"29,540","1,637.65","30,850",-62.93,-,-,"1,200",-71.96,"74,945",-4.67,"5,651",18.05,100,-98.80,"9,450",-85.98,-,-,-,-
2007M06,"105,843",-60.17,"132,951",-44.98,"7,840",34.32,"17,650",-70.55,-,-,950,-75.95,"47,146",-25.48,"4,228",314.10,100,-99.05,"5,150",-86.76,-,-,-,-
2007M07,"116,471",-42.83,"129,141",-22.55,"3,950",-56.23,"25,310",-54.23,-,-,750,-88.55,"38,826",-30.68,"5,046",197.87,"5,200",-45.75,"4,200",-91.29,-,-,-,-
2007M08,"160,344",-9.25,"159,141",-14.74,"3,190",-55.32,"47,184",60.89,-,-,100,-98.50,"39,906",-49.23,"1,165",-65.49,"9,500",21.79,"5,350",-87.91,-,-,-,-
2007M09,"123,533",-39.69,"139,018",-38.43,"7,768",-65.02,"30,143",39.05,-,-,700,-90.73,"34,490",-61.54,"1,630",-54.53,"7,000",27.27,"1,300",-97.96,-,-,-,-
2007M10,"107,188",-47.27,"120,712",-41.29,"6,339",-75.05,"20,509",40.46,-,-,300,-96.63,"44,301",-45.75,"1,157",-89.74,"1,850",-65.74,"17,000",-77.45,-,-,-,-
2007M11,"159,146",2.52,"165,300",-1.73,"6,710",-33.17,"39,305",84.31,-,-,-,-,"51,259",-23.87,760,-88.41,"6,650",244.56,"18,400",-40.89,-,-,-,-
