期間,發生件數(包括補報數)(件) - 合計_原始值,發生件數(包括補報數)(件) - 合計_年增率(%),發生件數(包括補報數)(件) - 竊盜_原始值,發生件數(包括補報數)(件) - 竊盜_年增率(%),發生件數(包括補報數)(件) - 暴力犯罪_原始值,發生件數(包括補報數)(件) - 暴力犯罪_年增率(%),發生件數(包括補報數)(件) - 其他刑案_原始值,發生件數(包括補報數)(件) - 其他刑案_年增率(%),破獲件數(包括破積案)(件) - 合計_原始值,破獲件數(包括破積案)(件) - 合計_年增率(%),破獲件數(包括破積案)(件) - 竊盜_原始值,破獲件數(包括破積案)(件) - 竊盜_年增率(%),破獲件數(包括破積案)(件) - 暴力犯罪_原始值,破獲件數(包括破積案)(件) - 暴力犯罪_年增率(%),破獲件數(包括破積案)(件) - 其他刑案_原始值,破獲件數(包括破積案)(件) - 其他刑案_年增率(%),嫌疑犯人數(人) - 合計_原始值,嫌疑犯人數(人) - 合計_年增率(%),嫌疑犯人數(人) - 竊盜_原始值,嫌疑犯人數(人) - 竊盜_年增率(%),嫌疑犯人數(人) - 暴力犯罪_原始值,嫌疑犯人數(人) - 暴力犯罪_年增率(%),嫌疑犯人數(人) - 其他刑案_原始值,嫌疑犯人數(人) - 其他刑案_年增率(%),刑案發生率(件/十萬人)_原始值,刑案發生率(件/十萬人)_年增率(%),犯罪人口率(人/十萬人)_原始值,犯罪人口率(人/十萬人)_年增率(%),破獲率(%)_原始值,破獲率(%)_年增率(%)
2009M04,"32,279",-17.43,"12,225",-37.17,546,-22.00,"19,508",3.03,"25,580",-13.40,"7,776",-38.06,418,-20.08,"17,386",5.63,"21,957",4.37,"2,753",-29.88,506,-4.89,"18,698",12.78,139.98,-,95.22,-,79.25,-
2009M05,"31,793",-19.49,"12,918",-32.33,597,-21.45,"18,278",-6.93,"24,962",-17.79,"8,061",-33.97,479,-16.26,"16,422",-6.60,"20,459",-10.55,"2,775",-30.24,499,-26.83,"17,185",-5.64,137.86,-,88.72,-,78.51,-
2009M06,"31,065",-19.25,"12,454",-32.64,614,-2.23,"17,997",-7.02,"24,697",-17.74,"7,708",-34.84,500,-5.48,"16,489",-6.66,"20,689",-8.02,"2,751",-28.17,548,-8.51,"17,390",-3.73,134.68,-,89.69,-,79.50,-
2009M07,"33,979",-17.29,"13,197",-29.25,564,-19.43,"20,218",-6.96,"27,436",-16.58,"8,281",-34.62,501,-2.15,"18,654",-5.37,"23,208",-7.66,"2,878",-28.80,540,-5.76,"19,790",-3.54,147.27,-,100.58,-,80.74,-
2009M08,"32,891",-20.47,"13,091",-25.86,579,-15.60,"19,221",-16.49,"26,671",-18.21,"8,701",-23.38,512,-6.74,"17,458",-15.69,"22,036",-13.61,"2,906",-19.88,500,-9.75,"18,630",-12.65,142.51,-,95.48,-,81.09,-
2009M09,"31,534",-13.15,"12,870",-17.58,559,-17.19,"18,105",-9.55,"25,770",-9.23,"8,520",-15.76,489,-15.40,"16,761",-5.31,"21,147",-3.39,"2,877",-11.37,578,3.58,"17,692",-2.18,136.60,-,91.61,-,81.72,-
2009M10,"31,522",-13.16,"12,968",-17.06,561,-23.05,"17,993",-9.75,"25,818",-7.42,"8,461",-12.57,453,-20.25,"16,904",-4.18,"21,470",-2.60,"2,993",-4.10,522,-12.56,"17,955",-2.02,136.50,-,92.97,-,81.90,-
2009M11,"30,395",-7.53,"12,613",-12.79,500,-15.97,"17,282",-2.98,"23,636",-3.32,"7,652",-10.89,418,-7.11,"15,566",1.01,"20,124",5.44,"2,782",13.83,463,3.58,"16,879",4.23,131.56,-,87.10,-,77.76,-
2009M12,"29,844",-8.42,"12,163",-12.68,438,-22.75,"17,243",-4.69,"22,489",-6.69,"6,709",-12.29,438,-11.87,"15,342",-3.84,"21,242",5.96,"2,499",0.89,450,-17.13,"18,293",7.43,129.11,-,91.90,-,75.36,-
2010M01,"29,403",-9.02,"11,495",-18.67,401,-27.75,"17,507",-0.69,"20,209",-30.14,"4,840",-61.25,280,-38.46,"15,089",-5.60,"18,763",-15.18,"2,033",-48.61,321,-25.87,"16,409",-7.46,127.16,-,81.15,-,68.73,-
2010M02,"34,191",0.70,"14,871",9.25,456,-24.38,"18,864",-4.43,"35,989",24.75,"17,085",69.73,527,0.76,"18,377",0.64,"28,580",16.22,"6,805",80.94,598,6.60,"21,177",4.48,147.85,-,123.58,-,105.26,-
2010M03,"34,018",-1.41,"12,546",-2.80,490,-24.38,"20,982",0.16,"26,033",-2.90,"6,875",-11.85,380,-29.63,"18,778",1.66,"23,192",1.14,"2,765",4.18,477,-11.50,"19,950",1.08,147.08,-,100.27,-,76.53,-
2010M04,"29,978",-7.13,"12,066",-1.30,395,-27.66,"17,517",-10.21,"23,901",-6.56,"7,461",-4.05,357,-14.59,"16,083",-7.49,"20,600",-6.18,"2,993",8.72,397,-21.54,"17,210",-7.96,129.59,-,89.05,-,79.73,-
2010M05,"32,195",1.26,"12,641",-2.14,475,-20.44,"19,079",4.38,"25,236",1.10,"7,819",-3.00,375,-21.71,"17,042",3.78,"22,474",9.85,"3,071",10.67,463,-7.21,"18,940",10.21,139.17,-,97.15,-,78.38,-
2010M06,"29,524",-4.96,"11,226",-9.86,446,-27.36,"17,852",-0.81,"23,452",-5.04,"7,073",-8.24,389,-22.20,"15,990",-3.03,"22,025",6.46,"2,854",3.74,411,-25.00,"18,760",7.88,127.60,-,95.19,-,79.43,-
2010M07,"31,612",-6.97,"11,689",-11.43,480,-14.89,"19,443",-3.83,"25,006",-8.86,"7,159",-13.55,405,-19.16,"17,442",-6.50,"23,002",-0.89,"2,889",0.38,444,-17.78,"19,669",-0.61,136.61,-,99.40,-,79.10,-
2010M08,"33,625",2.23,"11,872",-9.31,563,-2.76,"21,190",10.24,"26,671",0.00,"7,308",-16.01,532,3.91,"18,831",7.86,"24,465",11.02,"3,016",3.79,508,1.60,"20,941",12.40,145.29,-,105.71,-,79.32,-
2010M09,"30,626",-2.88,"11,772",-8.53,462,-17.35,"18,392",1.59,"24,338",-5.56,"7,495",-12.03,391,-20.04,"16,452",-1.84,"21,738",2.79,"3,107",7.99,441,-23.70,"18,190",2.81,132.32,-,93.92,-,79.47,-
2010M10,"30,650",-2.77,"11,681",-9.92,405,-27.81,"18,564",3.17,"24,342",-5.72,"7,607",-10.09,413,-8.83,"16,322",-3.44,"22,164",3.23,"2,975",-0.60,478,-8.43,"18,711",4.21,132.41,-,95.75,-,79.42,-
2010M11,"28,569",-6.01,"10,703",-15.14,393,-21.40,"17,473",1.11,"22,422",-5.14,"6,840",-10.61,355,-15.07,"15,227",-2.18,"23,985",19.19,"2,852",2.52,458,-1.08,"20,675",22.49,123.39,-,103.59,-,78.48,-
2010M12,"27,543",-7.71,"10,212",-16.04,346,-21.00,"16,985",-1.50,"18,901",-15.95,"4,514",-32.72,280,-36.07,"14,107",-8.05,"18,352",-13.61,"2,194",-12.20,369,-18.00,"15,789",-13.69,118.93,-,79.24,-,68.62,-
2011M01,"33,209",12.94,"12,629",9.87,410,2.24,"20,170",15.21,"28,664",41.84,"10,914",125.50,338,20.71,"17,412",15.40,"24,874",32.57,"4,564",124.50,375,16.82,"19,935",21.49,143.37,-,107.39,-,86.31,-
2011M02,"28,821",-15.71,"10,901",-26.70,288,-36.84,"17,632",-6.53,"25,531",-29.06,"9,383",-45.08,283,-46.30,"15,865",-13.67,"23,247",-18.66,"4,744",-30.29,371,-37.96,"18,132",-14.38,124.42,-,100.36,-,88.58,-
2011M03,"30,456",-10.47,"9,757",-22.23,390,-20.41,"20,309",-3.21,"23,229",-10.77,"5,564",-19.07,338,-11.05,"17,327",-7.73,"22,286",-3.91,"2,504",-9.44,421,-11.74,"19,361",-2.95,131.47,-,96.20,-,76.27,-
2011M04,"28,195",-5.95,"9,933",-17.68,376,-4.81,"17,886",2.11,"21,505",-10.02,"6,218",-16.66,356,-0.28,"14,931",-7.16,"20,323",-1.34,"3,016",0.77,426,7.30,"16,881",-1.91,121.70,-,87.72,-,76.27,-
2011M05,"29,365",-8.79,"9,879",-21.85,440,-7.37,"19,046",-0.17,"22,832",-9.53,"6,153",-21.31,407,8.53,"16,272",-4.52,"21,664",-3.60,"3,060",-0.36,486,4.97,"18,118",-4.34,126.72,-,93.49,-,77.75,-
2011M06,"27,160",-8.01,"9,551",-14.92,332,-25.56,"17,277",-3.22,"20,834",-11.16,"5,821",-17.70,305,-21.59,"14,708",-8.02,"19,230",-12.69,"2,694",-5.61,398,-3.16,"16,138",-13.98,117.18,-,82.97,-,76.71,-
2011M07,"31,453",-0.50,"9,673",-17.25,352,-26.67,"21,428",10.21,"24,655",-1.40,"6,319",-11.73,347,-14.32,"17,989",3.14,"23,637",2.76,"3,038",5.16,447,0.68,"20,152",2.46,135.67,-,101.95,-,78.39,-
2011M08,"31,435",-6.51,"9,644",-18.77,376,-33.21,"21,415",1.06,"24,950",-6.45,"6,308",-13.68,385,-27.63,"18,257",-3.05,"24,058",-1.66,"3,002",-0.46,479,-5.71,"20,577",-1.74,135.55,-,103.74,-,79.37,-
2011M09,"27,767",-9.34,"9,199",-21.86,322,-30.30,"18,246",-0.79,"21,961",-9.77,"6,088",-18.77,283,-27.62,"15,590",-5.24,"20,961",-3.57,"2,882",-7.24,339,-23.13,"17,740",-2.47,119.71,-,90.37,-,79.09,-
2011M10,"27,821",-9.23,"9,290",-20.47,372,-8.15,"18,159",-2.18,"22,308",-8.36,"6,102",-19.78,350,-15.25,"15,856",-2.86,"21,148",-4.58,"2,822",-5.14,461,-3.56,"17,865",-4.52,119.91,-,91.15,-,80.18,-
2011M11,"27,194",-4.81,"8,630",-19.37,268,-31.81,"18,296",4.71,"21,506",-4.09,"5,263",-23.06,307,-13.52,"15,936",4.66,"20,974",-12.55,"2,713",-4.87,391,-14.63,"17,870",-13.57,117.16,-,90.37,-,79.08,-
2011M12,"24,798",-9.97,"7,745",-24.16,264,-23.70,"16,789",-1.15,"18,396",-2.67,"3,494",-22.60,244,-12.86,"14,658",3.91,"18,742",2.13,"1,756",-19.96,342,-7.32,"16,644",5.42,106.80,-,80.72,-,74.18,-
2012M01,"28,063",-15.50,"10,858",-14.02,257,-37.32,"16,948",-15.97,"26,377",-7.98,"10,798",-1.06,220,-34.91,"15,359",-11.79,"23,748",-4.53,"5,170",13.28,314,-16.27,"18,264",-8.38,120.82,-,102.24,-,93.99,-
2012M02,"27,688",-3.93,"9,506",-12.80,304,5.56,"17,878",1.40,"23,642",-7.40,"7,416",-20.96,284,0.35,"15,942",0.49,"22,695",-2.37,"3,973",-16.25,328,-11.59,"18,394",1.44,119.18,-,97.69,-,85.39,-
2012M03,"27,916",-8.34,"8,795",-9.86,311,-20.26,"18,810",-7.38,"21,859",-5.90,"5,242",-5.79,305,-9.76,"16,312",-5.86,"21,416",-3.90,"2,806",12.06,365,-13.30,"18,245",-5.76,120.14,-,92.16,-,78.30,-
2012M04,"27,028",-4.14,"8,335",-16.09,339,-9.84,"18,354",2.62,"21,613",0.50,"5,308",-14.63,297,-16.57,"16,008",7.21,"21,079",3.72,"2,854",-5.37,381,-10.56,"17,844",5.70,116.29,-,90.69,-,79.97,-
2012M05,"27,177",-7.45,"8,555",-13.40,313,-28.86,"18,309",-3.87,"22,270",-2.46,"5,563",-9.59,309,-24.08,"16,398",0.77,"22,044",1.75,"2,952",-3.53,390,-19.75,"18,702",3.22,116.90,-,94.82,-,81.94,-
2012M06,"23,803",-12.36,"7,648",-19.92,243,-26.81,"15,912",-7.90,"18,762",-9.95,"4,593",-21.10,225,-26.23,"13,944",-5.19,"18,121",-5.77,"2,353",-12.66,316,-20.60,"15,452",-4.25,102.35,-,77.92,-,78.82,-
2012M07,"29,405",-6.51,"8,520",-11.92,318,-9.66,"20,567",-4.02,"24,786",0.53,"5,597",-11.43,331,-4.61,"18,858",4.83,"25,410",7.50,"3,210",5.66,531,18.79,"21,669",7.53,126.39,-,109.22,-,84.29,-
2012M08,"27,421",-12.77,"7,928",-17.79,303,-19.41,"19,190",-10.39,"23,742",-4.84,"5,760",-8.69,303,-21.30,"17,679",-3.17,"23,782",-1.15,"3,067",2.17,521,8.77,"20,194",-1.86,117.83,-,102.19,-,86.58,-
2012M09,"25,961",-6.50,"7,979",-13.26,346,7.45,"17,636",-3.34,"21,815",-0.66,"5,576",-8.41,337,19.08,"15,902",2.00,"21,342",1.82,"2,910",0.97,428,26.25,"18,004",1.49,111.52,-,91.68,-,84.03,-
2012M10,"26,195",-5.84,"8,139",-12.39,286,-23.12,"17,770",-2.14,"22,261",-0.21,"5,538",-9.24,297,-15.14,"16,426",3.59,"21,991",3.99,"2,807",-0.53,386,-16.27,"18,798",5.22,112.48,-,94.43,-,84.98,-
2012M11,"24,368",-10.39,"7,458",-13.58,225,-16.04,"16,685",-8.81,"20,979",-2.45,"5,176",-1.65,238,-22.48,"15,565",-2.33,"21,131",0.75,"2,783",2.58,306,-21.74,"18,042",0.96,104.59,-,90.69,-,86.09,-
2012M12,"22,331",-9.95,"6,543",-15.52,216,-18.18,"15,572",-7.25,"18,406",0.05,"3,802",8.82,209,-14.34,"14,395",-1.79,"19,299",2.97,"2,174",23.80,261,-23.68,"16,864",1.32,95.80,-,82.79,-,82.42,-
2013M01,"23,909",-14.80,"6,883",-36.61,212,-17.51,"16,814",-0.79,"19,472",-26.18,"3,567",-66.97,184,-16.36,"15,721",2.36,"20,367",-14.24,"2,030",-60.74,241,-23.25,"18,096",-0.92,102.53,-,87.34,-,81.44,-
2013M02,"29,306",5.84,"11,424",20.18,213,-29.93,"17,669",-1.17,"31,545",33.43,"14,457",94.94,249,-12.32,"16,839",5.63,"29,065",28.07,"8,179",105.86,321,-2.13,"20,565",11.80,125.63,-,124.60,-,107.64,-
2013M03,"23,763",-14.88,"6,644",-24.46,207,-33.44,"16,912",-10.09,"20,234",-7.43,"4,356",-16.90,199,-34.75,"15,679",-3.88,"20,788",-2.93,"2,374",-15.40,270,-26.03,"18,144",-0.55,101.85,-,89.10,-,85.15,-
2013M04,"22,417",-17.06,"6,457",-22.53,207,-38.94,"15,753",-14.17,"19,161",-11.35,"4,413",-16.86,195,-34.34,"14,553",-9.09,"18,754",-11.03,"2,523",-11.60,266,-30.18,"15,965",-10.53,96.07,-,80.37,-,85.48,-
2013M05,"22,956",-15.53,"6,541",-23.54,245,-21.73,"16,170",-11.68,"19,764",-11.25,"4,637",-16.65,214,-30.74,"14,913",-9.06,"18,585",-15.69,"2,385",-19.21,215,-44.87,"15,985",-14.53,98.36,-,79.63,-,86.10,-
2013M06,"22,530",-5.35,"6,339",-17.12,201,-17.28,"15,990",0.49,"19,425",3.53,"4,510",-1.81,205,-8.89,"14,710",5.49,"18,448",1.80,"2,409",2.38,238,-24.68,"15,801",2.26,96.52,-,79.03,-,86.22,-
2013M07,"25,828",-12.16,"6,553",-23.09,208,-34.59,"19,067",-7.29,"22,840",-7.85,"4,778",-14.63,218,-34.14,"17,844",-5.38,"22,011",-13.38,"2,561",-20.22,268,-49.53,"19,182",-11.48,110.63,-,94.28,-,88.43,-
2013M08,"25,829",-5.81,"6,354",-19.85,226,-25.41,"19,249",0.31,"22,574",-4.92,"4,508",-21.74,207,-31.68,"17,859",1.02,"21,800",-8.33,"2,405",-21.58,199,-61.80,"19,196",-4.94,110.61,-,93.35,-,87.40,-
2013M09,"25,663",-1.15,"6,541",-18.02,209,-39.60,"18,913",7.24,"22,209",1.81,"4,513",-19.06,183,-45.70,"17,513",10.13,"21,721",1.78,"2,391",-17.84,219,-48.83,"19,111",6.15,109.88,-,93.00,-,86.54,-
2013M10,"26,331",0.52,"6,404",-21.32,216,-24.48,"19,711",10.92,"22,623",1.63,"4,452",-19.61,231,-22.22,"17,940",9.22,"22,396",1.84,"2,526",-10.01,273,-29.27,"19,597",4.25,112.72,-,95.88,-,85.92,-
2013M11,"25,178",3.32,"5,902",-20.86,193,-14.22,"19,083",14.37,"21,076",0.46,"3,751",-27.53,195,-18.07,"17,130",10.05,"22,044",4.32,"2,247",-19.26,257,-16.01,"19,540",8.30,107.76,-,94.35,-,83.71,-
2013M12,"25,257",13.10,"6,454",-1.36,188,-12.96,"18,615",19.54,"17,879",-2.86,"2,494",-34.40,176,-15.79,"15,209",5.65,"19,331",0.17,"1,438",-33.85,223,-14.56,"17,670",4.78,108.07,-,82.72,-,70.79,-
2014M01,"32,726",36.88,"10,025",45.65,220,3.77,"22,481",33.70,"31,889",63.77,"11,257",215.59,224,21.74,"20,408",29.81,"31,937",56.81,"7,737",281.13,272,12.86,"23,928",32.23,140.00,-,136.63,-,97.44,-
2014M02,"25,486",-13.03,"7,184",-37.11,170,-20.19,"18,132",2.62,"23,736",-24.76,"6,768",-53.19,189,-24.10,"16,779",-0.36,"25,053",-13.80,"4,742",-42.02,265,-17.45,"20,046",-2.52,109.02,-,107.16,-,93.13,-
2014M03,"26,604",11.96,"5,939",-10.61,200,-3.38,"20,465",21.01,"20,985",3.71,"3,809",-12.56,172,-13.57,"17,004",8.45,"21,553",3.68,"2,337",-1.56,239,-11.48,"18,977",4.59,113.79,-,92.19,-,78.88,-
2014M04,"26,233",17.02,"6,186",-4.20,202,-2.42,"19,845",25.98,"20,519",7.09,"4,282",-2.97,189,-3.08,"16,048",10.27,"19,934",6.29,"2,389",-5.31,252,-5.26,"17,293",8.32,112.20,-,85.26,-,78.22,-
2014M05,"24,826",8.15,"6,246",-4.51,175,-28.57,"18,405",13.82,"20,100",1.70,"4,635",-0.04,193,-9.81,"15,272",2.41,"18,814",1.23,"2,435",2.10,247,14.88,"16,132",0.92,106.16,-,80.45,-,80.96,-
2014M06,"24,769",9.94,"5,907",-6.81,210,4.48,"18,652",16.65,"19,804",1.95,"4,179",-7.34,180,-12.20,"15,445",5.00,"18,333",-0.62,"2,296",-4.69,200,-15.97,"15,837",0.23,105.90,-,78.38,-,79.95,-
2014M07,"26,138",1.20,"5,960",-9.05,208,0.00,"19,970",4.74,"22,583",-1.13,"4,496",-5.90,226,3.67,"17,861",0.10,"21,515",-2.25,"2,393",-6.56,263,-1.87,"18,859",-1.68,111.72,-,91.96,-,86.40,-
