期間,合計_原始值,合計_年增率(%),貼現_原始值,貼現_年增率(%),進口押匯_原始值,進口押匯_年增率(%),短期放款與透支-計_原始值,短期放款與透支-計_年增率(%),短期放款與透支-無擔保_原始值,短期放款與透支-無擔保_年增率(%),短期放款與透支-擔保_原始值,短期放款與透支-擔保_年增率(%),中長期放款-計_原始值,中長期放款-計_年增率(%),中長期放款-無擔保_原始值,中長期放款-無擔保_年增率(%),中長期放款-擔保_原始值,中長期放款-擔保_年增率(%)
2008M04,"17,038,160",2.24,320,-54.61,360,-43.22,"4,286,066",1.18,"2,948,121",-0.73,"1,337,945",5.65,"12,751,414",2.61,"3,954,588",-5.46,"8,796,826",6.71
2008M05,"17,140,426",2.64,417,-30.15,379,-56.29,"4,367,489",2.29,"2,995,972",0.85,"1,371,517",5.57,"12,772,141",2.77,"3,929,919",-5.18,"8,842,222",6.75
2008M06,"17,241,592",3.33,509,-30.37,420,-61.22,"4,404,644",4.44,"2,990,657",3.51,"1,413,987",6.47,"12,836,019",2.97,"3,937,159",-3.55,"8,898,860",6.14
2008M07,"17,310,048",3.25,645,7.32,286,-68.36,"4,409,556",3.25,"3,014,062",2.99,"1,395,494",3.81,"12,899,561",3.26,"3,921,889",-2.84,"8,977,672",6.17
2008M08,"17,302,581",3.33,590,6.31,480,-47.88,"4,419,786",5.75,"3,043,911",6.54,"1,375,875",4.04,"12,881,724",2.52,"3,869,290",-3.86,"9,012,434",5.53
2008M09,"17,399,432",3.46,344,-44.61,320,-52.17,"4,449,306",4.91,"3,064,566",4.70,"1,384,740",5.39,"12,949,462",2.97,"3,917,338",-2.24,"9,032,124",5.41
2008M10,"17,483,391",4.20,200,-83.57,233,-81.68,"4,475,863",6.73,"3,103,521",8.09,"1,372,342",3.78,"13,007,095",3.37,"3,967,973",-0.88,"9,039,122",5.36
2008M11,"17,472,797",4.17,404,-51.33,182,-84.95,"4,353,984",4.68,"2,987,543",6.00,"1,366,441",1.92,"13,118,227",4.02,"4,033,169",0.81,"9,085,058",5.51
2008M12,"17,378,376",2.56,278,-47.35,122,-74.15,"4,193,779",1.06,"2,813,604",0.99,"1,380,175",1.20,"13,184,197",3.05,"4,097,103",0.76,"9,087,094",4.12
2009M01,"17,262,703",1.43,241,-72.71,130,-80.63,"4,105,966",-2.52,"2,782,511",-2.86,"1,323,455",-1.79,"13,156,366",2.74,"4,085,634",1.01,"9,070,732",3.54
2009M02,"17,061,257",0.45,244,-64.33,165,-28.88,"3,907,178",-7.15,"2,608,402",-9.31,"1,298,776",-2.49,"13,153,670",2.96,"4,098,024",2.14,"9,055,646",3.34
2009M03,"17,010,372",-0.18,316,-49.60,66,-90.10,"3,873,404",-9.50,"2,572,659",-12.41,"1,300,745",-3.15,"13,136,587",2.95,"4,066,068",2.11,"9,070,519",3.34
2009M04,"16,991,459",-0.27,250,-21.88,58,-83.89,"3,851,023",-10.15,"2,559,917",-13.17,"1,291,106",-3.50,"13,140,128",3.05,"4,060,867",2.69,"9,079,261",3.21
2009M05,"16,968,121",-1.01,202,-51.56,128,-66.23,"3,830,489",-12.30,"2,541,375",-15.17,"1,289,114",-6.01,"13,137,302",2.86,"4,036,875",2.72,"9,100,427",2.92
2009M06,"17,011,706",-1.33,268,-47.35,429,2.14,"3,851,379",-12.56,"2,510,351",-16.06,"1,341,028",-5.16,"13,159,630",2.52,"4,012,757",1.92,"9,146,873",2.79
2009M07,"17,043,005",-1.54,307,-52.40,946,230.77,"3,907,026",-11.40,"2,614,201",-13.27,"1,292,825",-7.36,"13,134,726",1.82,"3,961,334",1.01,"9,173,392",2.18
2009M08,"17,154,480",-0.86,206,-65.08,351,-26.88,"4,009,807",-9.28,"2,716,636",-10.75,"1,293,171",-6.01,"13,144,116",2.04,"3,928,619",1.53,"9,215,497",2.25
2009M09,"17,195,367",-1.17,146,-57.56,"1,635",410.94,"4,002,377",-10.04,"2,691,428",-12.18,"1,310,949",-5.33,"13,191,209",1.87,"3,930,081",0.33,"9,261,128",2.54
2009M10,"17,121,968",-2.07,171,-14.50,"1,746",649.36,"3,932,768",-12.13,"2,623,700",-15.46,"1,309,068",-4.61,"13,187,283",1.39,"3,877,701",-2.28,"9,309,582",2.99
2009M11,"17,256,926",-1.24,232,-42.57,"1,538",745.05,"3,983,249",-8.51,"2,643,540",-11.51,"1,339,709",-1.96,"13,271,907",1.17,"3,941,013",-2.28,"9,330,894",2.71
2009M12,"17,554,377",1.01,196,-29.50,"1,389","1,038.52","4,070,923",-2.93,"2,646,304",-5.95,"1,424,619",3.22,"13,481,869",2.26,"4,066,038",-0.76,"9,415,831",3.62
2010M01,"17,603,328",1.97,311,29.05,"1,543","1,086.92","4,058,652",-1.15,"2,698,972",-3.00,"1,359,680",2.74,"13,542,822",2.94,"4,087,790",0.05,"9,455,032",4.24
2010M02,"17,600,986",3.16,273,11.89,"1,570",851.52,"4,066,388",4.07,"2,695,423",3.34,"1,370,965",5.56,"13,532,755",2.88,"4,053,925",-1.08,"9,478,830",4.67
2010M03,"17,558,910",3.22,439,38.92,"1,414","2,042.42","4,011,197",3.56,"2,608,556",1.40,"1,402,641",7.83,"13,545,860",3.12,"4,002,616",-1.56,"9,543,244",5.21
2010M04,"17,656,681",3.92,391,56.40,"1,089","1,777.59","4,112,384",6.79,"2,697,334",5.37,"1,415,050",9.60,"13,542,817",3.06,"3,952,189",-2.68,"9,590,628",5.63
2010M05,"17,876,975",5.36,467,131.19,"2,383","1,761.72","4,272,278",11.53,"2,828,271",11.29,"1,444,007",12.02,"13,601,847",3.54,"3,628,308",-10.12,"9,973,539",9.59
2010M06,"17,946,273",5.49,453,69.03,"1,557",262.94,"4,288,805",11.36,"2,804,703",11.73,"1,484,102",10.67,"13,655,458",3.77,"3,643,015",-9.21,"10,012,443",9.46
2010M07,"18,075,185",6.06,508,65.47,"1,885",99.26,"4,395,871",12.51,"2,920,883",11.73,"1,474,988",14.09,"13,676,921",4.13,"3,635,953",-8.21,"10,040,968",9.46
2010M08,"18,244,615",6.35,400,94.17,"1,611",358.97,"4,463,187",11.31,"2,987,758",9.98,"1,475,429",14.09,"13,779,417",4.83,"3,664,411",-6.73,"10,115,006",9.76
2010M09,"18,269,525",6.25,394,169.86,"1,536",-6.06,"4,429,433",10.67,"2,931,105",8.91,"1,498,328",14.29,"13,838,162",4.90,"3,669,237",-6.64,"10,168,925",9.80
2010M10,"18,352,039",7.18,558,226.32,"1,925",10.25,"4,548,125",15.65,"3,040,455",15.88,"1,507,670",15.17,"13,801,431",4.66,"3,600,163",-7.16,"10,201,268",9.58
2010M11,"18,430,201",6.80,559,140.95,"1,975",28.41,"4,554,069",14.33,"3,038,071",14.92,"1,515,998",13.16,"13,873,598",4.53,"3,584,750",-9.04,"10,288,848",10.27
2010M12,"18,735,529",6.73,296,51.02,"1,733",24.77,"4,528,700",11.25,"2,934,402",10.89,"1,594,298",11.91,"14,204,800",5.36,"3,823,266",-5.97,"10,381,534",10.26
2011M01,"19,067,816",8.32,402,29.26,"1,639",6.22,"4,727,765",16.49,"3,166,117",17.31,"1,561,648",14.85,"14,338,010",5.87,"3,862,373",-5.51,"10,475,637",10.79
2011M02,"19,084,320",8.43,400,46.52,"1,811",15.35,"4,672,969",14.92,"3,119,281",15.73,"1,553,688",13.33,"14,409,140",6.48,"3,861,532",-4.75,"10,547,608",11.28
2011M03,"19,132,331",8.96,699,59.23,"1,885",33.31,"4,675,151",16.55,"3,100,984",18.88,"1,574,167",12.23,"14,454,596",6.71,"3,834,910",-4.19,"10,619,686",11.28
2011M04,"19,173,644",8.59,673,72.12,"2,567",135.72,"4,728,226",14.98,"3,143,854",16.55,"1,584,372",11.97,"14,442,178",6.64,"3,776,180",-4.45,"10,665,998",11.21
2011M05,"19,322,496",8.09,686,46.90,"2,612",9.61,"4,904,423",14.80,"3,297,357",16.59,"1,607,066",11.29,"14,414,775",5.98,"3,722,011",2.58,"10,692,764",7.21
2011M06,"19,333,013",7.73,777,71.52,"4,630",197.37,"4,862,384",13.37,"3,249,935",15.87,"1,612,449",8.65,"14,465,222",5.93,"3,742,722",2.74,"10,722,500",7.09
2011M07,"19,438,129",7.54,862,69.69,"4,718",150.29,"4,975,721",13.19,"3,367,098",15.28,"1,608,623",9.06,"14,456,828",5.70,"3,676,871",1.13,"10,779,957",7.36
2011M08,"19,649,421",7.70,698,74.50,"5,317",230.04,"5,011,500",12.29,"3,414,310",14.28,"1,597,190",8.25,"14,631,906",6.19,"3,748,735",2.30,"10,883,171",7.59
2011M09,"19,719,780",7.94,645,63.71,"5,414",252.47,"4,983,988",12.52,"3,401,753",16.06,"1,582,235",5.60,"14,729,733",6.44,"3,792,534",3.36,"10,937,199",7.56
2011M10,"19,703,687",7.37,599,7.35,"6,189",221.51,"4,974,844",9.38,"3,393,617",11.62,"1,581,227",4.88,"14,722,055",6.67,"3,732,551",3.68,"10,989,504",7.73
2011M11,"19,735,697",7.08,477,-14.67,"4,127",108.96,"5,024,109",10.32,"3,438,106",13.17,"1,586,003",4.62,"14,706,984",6.01,"3,700,887",3.24,"11,006,097",6.97
2011M12,"19,819,265",5.78,347,17.23,"5,076",192.90,"4,884,945",7.87,"3,270,515",11.45,"1,614,430",1.26,"14,928,897",5.10,"3,853,577",0.79,"11,075,320",6.68
2012M01,"19,958,028",4.67,304,-24.38,"3,522",114.89,"4,929,098",4.26,"3,346,177",5.69,"1,582,921",1.36,"15,025,104",4.79,"3,948,313",2.23,"11,076,791",5.74
2012M02,"19,960,777",4.59,217,-45.75,"4,734",161.40,"4,935,646",5.62,"3,339,795",7.07,"1,595,851",2.71,"15,020,180",4.24,"3,920,177",1.52,"11,100,003",5.24
2012M03,"20,018,297",4.63,262,-62.52,"6,469",243.18,"4,872,648",4.22,"3,281,087",5.81,"1,591,561",1.10,"15,138,918",4.73,"3,997,349",4.24,"11,141,569",4.91
2012M04,"20,078,705",4.72,279,-58.54,"6,359",147.72,"4,865,558",2.90,"3,261,485",3.74,"1,604,073",1.24,"15,206,509",5.29,"4,044,597",7.11,"11,161,912",4.65
2012M05,"20,090,724",3.98,308,-55.10,"9,826",276.19,"4,857,340",-0.96,"3,230,474",-2.03,"1,626,866",1.23,"15,223,250",5.61,"4,025,776",8.16,"11,197,474",4.72
2012M06,"19,907,754",2.97,230,-70.40,"8,159",76.22,"4,637,756",-4.62,"2,998,622",-7.73,"1,639,134",1.65,"15,261,609",5.51,"3,994,245",6.72,"11,267,364",5.08
2012M07,"20,067,640",3.24,152,-82.37,"8,192",73.63,"4,819,541",-3.14,"3,180,580",-5.54,"1,638,961",1.89,"15,239,755",5.42,"3,936,669",7.07,"11,303,086",4.85
2012M08,"20,074,680",2.16,99,-85.82,"3,529",-33.63,"4,781,473",-4.59,"3,153,612",-7.64,"1,627,861",1.92,"15,289,579",4.49,"3,942,217",5.16,"11,347,362",4.27
2012M09,"20,094,454",1.90,159,-75.35,"5,483",1.27,"4,772,737",-4.24,"3,134,212",-7.86,"1,638,525",3.56,"15,316,075",3.98,"3,964,145",4.52,"11,351,930",3.79
2012M10,"20,182,829",2.43,148,-75.29,"2,715",-56.13,"4,908,768",-1.33,"3,258,855",-3.97,"1,649,913",4.34,"15,271,198",3.73,"3,891,824",4.27,"11,379,374",3.55
2012M11,"20,135,286",2.02,158,-66.88,"3,729",-9.64,"4,876,139",-2.95,"3,199,833",-6.93,"1,676,306",5.69,"15,255,260",3.73,"3,862,696",4.37,"11,392,564",3.51
2012M12,"20,372,531",2.79,111,-68.01,"2,600",-48.78,"4,862,248",-0.46,"3,139,630",-4.00,"1,722,618",6.70,"15,507,572",3.88,"4,066,934",5.54,"11,440,638",3.30
2013M01,"20,375,303",2.09,83,-72.70,"2,903",-17.58,"4,840,988",-1.79,"3,155,775",-5.69,"1,685,213",6.46,"15,531,328",3.37,"4,068,184",3.04,"11,463,144",3.49
2013M02,"20,397,735",2.19,60,-72.35,"5,965",26.00,"4,854,625",-1.64,"3,162,519",-5.31,"1,692,106",6.03,"15,537,085",3.44,"4,076,023",3.98,"11,461,062",3.25
2013M03,"20,442,195",2.12,143,-45.42,"4,415",-31.75,"4,770,063",-2.11,"3,068,030",-6.49,"1,702,033",6.94,"15,667,574",3.49,"4,174,336",4.43,"11,493,238",3.16
2013M04,"20,461,593",1.91,198,-29.03,"4,433",-30.29,"4,858,892",-0.14,"3,142,377",-3.65,"1,716,515",7.01,"15,598,070",2.57,"4,068,518",0.59,"11,529,552",3.29
2013M05,"20,384,387",1.46,111,-63.96,"3,136",-68.08,"4,868,806",0.24,"3,127,891",-3.18,"1,740,915",7.01,"15,512,333",1.90,"3,944,590",-2.02,"11,567,743",3.31
2013M06,"20,490,679",2.93,77,-66.52,"6,141",-24.73,"4,905,385",5.77,"3,137,565",4.63,"1,767,820",7.85,"15,579,076",2.08,"3,955,128",-0.98,"11,623,948",3.16
2013M07,"20,665,824",2.98,87,-42.76,"6,113",-25.38,"5,057,412",4.94,"3,282,329",3.20,"1,775,083",8.31,"15,602,212",2.38,"3,951,065",0.37,"11,651,147",3.08
2013M08,"20,658,622",2.91,105,6.06,"4,091",15.93,"5,048,120",5.58,"3,271,791",3.75,"1,776,329",9.12,"15,606,306",2.07,"3,909,010",-0.84,"11,697,296",3.08
2013M09,"20,757,011",3.30,98,-38.36,"4,964",-9.47,"5,028,917",5.37,"3,221,164",2.77,"1,807,753",10.33,"15,723,031",2.66,"3,960,678",-0.09,"11,762,353",3.62
2013M10,"20,795,510",3.04,95,-35.81,"3,360",23.76,"5,118,946",4.28,"3,285,484",0.82,"1,833,462",11.12,"15,673,108",2.63,"3,885,700",-0.16,"11,787,408",3.59
2013M11,"20,873,418",3.67,56,-64.56,"6,590",76.72,"5,169,643",6.02,"3,323,524",3.87,"1,846,119",10.13,"15,697,128",2.90,"3,878,261",0.40,"11,818,867",3.74
2013M12,"20,978,750",2.98,105,-5.41,"5,831",124.27,"5,136,379",5.64,"3,234,816",3.03,"1,901,563",10.39,"15,836,434",2.12,"3,921,191",-3.58,"11,915,243",4.15
2014M01,"21,169,579",3.90,"1,222","1,372.29","6,160",112.19,"5,298,371",9.45,"3,441,322",9.05,"1,857,049",10.20,"15,863,826",2.14,"3,895,115",-4.25,"11,968,711",4.41
2014M02,"21,185,699",3.86,"1,372","2,186.67","4,414",-26.00,"5,284,702",8.86,"3,425,315",8.31,"1,859,387",9.89,"15,895,211",2.30,"3,929,158",-3.60,"11,966,053",4.41
2014M03,"21,275,860",4.08,143,0.00,"6,273",42.08,"5,286,357",10.82,"3,401,745",10.88,"1,884,612",10.73,"15,983,086",2.01,"3,955,042",-5.25,"12,028,044",4.65
2014M04,"21,426,779",4.72,103,-47.98,"6,354",43.33,"5,416,278",11.47,"3,525,021",12.18,"1,891,257",10.18,"16,004,044",2.60,"3,905,091",-4.02,"12,098,953",4.94
2014M05,"21,401,019",4.99,146,31.53,"6,248",99.23,"5,429,586",11.52,"3,510,544",12.23,"1,919,042",10.23,"15,965,039",2.92,"3,815,564",-3.27,"12,149,475",5.03
2014M06,"21,377,677",4.33,249,223.38,"6,181",0.65,"5,388,574",9.85,"3,430,448",9.33,"1,958,126",10.77,"15,982,673",2.59,"3,785,244",-4.30,"12,197,429",4.93
2014M07,"21,524,809",4.16,210,141.38,"5,685",-7.00,"5,499,989",8.75,"3,539,726",7.84,"1,960,263",10.43,"16,018,925",2.67,"3,765,745",-4.69,"12,253,180",5.17
