期間,遷入-合計_原始值,遷入-合計_年增率(%),遷入-自外國_原始值,遷入-自外國_年增率(%),遷入-新北市_原始值,遷入-新北市_年增率(%),遷入-臺北市_原始值,遷入-臺北市_年增率(%),遷入-臺中市_原始值,遷入-臺中市_年增率(%),遷入-臺南市_原始值,遷入-臺南市_年增率(%),遷入-高雄市_原始值,遷入-高雄市_年增率(%),遷入-臺灣省_原始值,遷入-臺灣省_年增率(%),遷入-福建省_原始值,遷入-福建省_年增率(%),遷入-其他省市_原始值,遷入-其他省市_年增率(%),遷入-自本省他縣市_原始值,遷入-自本省他縣市_年增率(%),遷入-自本縣市他鄉鎮市區_原始值,遷入-自本縣市他鄉鎮市區_年增率(%),遷入-初設戶籍_原始值,遷入-初設戶籍_年增率(%),遷入-其他_原始值,遷入-其他_年增率(%),遷出-合計_原始值,遷出-合計_年增率(%),遷出-往外國_原始值,遷出-往外國_年增率(%),遷出-新北市_原始值,遷出-新北市_年增率(%),遷出-臺北市_原始值,遷出-臺北市_年增率(%),遷出-臺中市_原始值,遷出-臺中市_年增率(%),遷出-臺南市_原始值,遷出-臺南市_年增率(%),遷出-高雄市_原始值,遷出-高雄市_年增率(%),遷出-臺灣省_原始值,遷出-臺灣省_年增率(%),遷出-福建省_原始值,遷出-福建省_年增率(%),遷出-其他省市_原始值,遷出-其他省市_年增率(%),遷出-自本省他縣市_原始值,遷出-自本省他縣市_年增率(%),遷出-自本縣市他鄉鎮市區_原始值,遷出-自本縣市他鄉鎮市區_年增率(%),遷出-廢止戶籍_原始值,遷出-廢止戶籍_年增率(%),遷出-其他_原始值,遷出-其他_年增率(%),鄉鎮區內住址變更人數 -遷入_原始值,鄉鎮區內住址變更人數 -遷入_年增率(%),鄉鎮區內住址變更人數 -遷出_原始值,鄉鎮區內住址變更人數 -遷出_年增率(%),淨遷入_原始值,淨遷入_年增率(%)
2008M12,"109,193",41.71,"6,096",17.98,-,--,"7,802",48.16,-,--,-,--,"3,916",50.62,"10,234",40.71,351,148.94,0,--,"34,165",53.19,"43,890",37.06,"2,725",19.83,14,55.56,"103,272",43.60,"2,815",24.78,-,--,"6,277",38.99,-,--,-,--,"3,860",45.39,"11,470",50.76,695,38.72,0,--,"34,164",53.22,"43,888",37.04,53,--,50,-13.79,"56,958",33.14,"56,958",33.14,"5,921",-
2009M01,"69,339",-20.24,"4,070",0.27,-,--,"4,628",-20.36,-,--,-,--,"2,366",-27.73,"5,847",-30.87,171,11.04,1,--,"19,300",-28.33,"26,675",-26.45,"6,263",217.76,18,125.00,"63,973",-24.08,"4,963",50.03,-,--,"3,598",-30.39,-,--,-,--,"2,191",-31.91,"6,840",-22.76,381,-15.14,0,--,"19,296",-28.35,"26,666",-26.47,17,--,21,-66.13,"35,682",-20.78,"35,682",-20.78,"5,366",-
2009M02,"120,686",51.05,"4,289",13.32,-,--,"8,119",57.53,-,--,-,--,"4,195",42.01,"11,382",50.99,323,30.24,2,0.00,"37,942",48.29,"50,608",53.02,"3,817",144.99,9,200.00,"118,738",56.24,"6,123",336.42,-,--,"6,638",45.38,-,--,-,--,"4,378",45.50,"12,008",50.89,992,175.56,0,--,"37,937",48.29,"50,612",53.03,20,900.00,30,-28.57,"62,594",58.80,"62,594",58.80,"1,948",-
2009M03,"110,213",20.09,"4,677",-28.44,-,--,"7,584",26.48,-,--,-,--,"3,907",24.55,"10,715",21.29,264,16.30,0,--,"34,354",28.63,"45,639",18.00,"3,065",85.31,8,0.00,"109,208",22.25,"6,664",16.73,-,--,"6,532",18.85,-,--,-,--,"3,841",16.93,"11,223",25.62,873,83.40,0,--,"34,348",28.62,"45,643",18.00,46,"1,050.00",38,-15.56,"56,782",15.15,"56,782",15.15,"1,005",-
2009M04,"95,900",-8.83,"5,047",36.07,-,--,"7,217",-9.14,-,--,-,--,"3,705",-9.08,"9,787",-14.70,228,-13.31,0,-100.00,"28,287",-12.50,"39,183",-9.85,"2,436",26.81,10,0.00,"93,755",-9.90,"5,236",17.56,-,--,"5,614",-18.02,-,--,-,--,"3,351",-25.76,"10,573",-9.69,"1,401",105.12,0,--,"28,293",-12.47,"39,184",-9.85,83,107.50,20,-13.04,"49,059",-9.31,"49,059",-9.31,"2,145",-
2009M05,"89,315",-20.26,"3,337",-7.00,-,--,"6,984",-18.40,-,--,-,--,"3,224",-23.91,"9,318",-21.42,188,-20.34,0,-100.00,"26,116",-22.44,"37,669",-21.14,"2,473",19.35,6,-53.85,"87,946",-20.47,"4,390",4.42,-,--,"5,847",-23.33,-,--,-,--,"3,143",-27.19,"9,899",-20.63,824,73.47,0,--,"26,110",-22.44,"37,667",-21.15,47,62.07,19,-5.00,"47,571",-20.72,"47,571",-20.72,"1,369",-
2009M06,"117,045",7.24,"4,590",12.12,-,--,"8,844",4.22,-,--,-,--,"3,798",5.12,"11,686",4.41,223,-27.12,0,--,"33,515",3.75,"51,299",9.14,"3,081",44.04,9,80.00,"114,462",7.34,"5,022",36.32,-,--,"7,124",-3.27,-,--,-,--,"3,649",-8.27,"12,259",3.53,"1,517",266.43,0,--,"33,515",3.73,"51,301",9.15,43,48.28,32,146.15,"59,660",5.31,"59,660",5.31,"2,583",-
2009M07,"111,013",5.50,"5,500",15.01,-,--,"9,036",0.19,-,--,-,--,"3,712",-1.04,"11,005",4.48,228,-48.42,0,-100.00,"31,847",3.22,"46,597",7.05,"3,083",33.35,5,400.00,"107,855",4.68,"5,351",11.09,-,--,"6,563",-5.06,-,--,-,--,"3,743",-1.84,"12,392",-1.56,"1,280",201.18,0,--,"31,841",3.21,"46,596",7.03,65,25.00,24,-31.43,"55,963",1.41,"55,963",1.41,"3,158",-
2009M08,"114,717",6.75,"4,176",22.79,-,--,"9,908",11.38,-,--,-,--,"4,142",0.58,"11,006",6.00,260,-33.50,2,--,"34,336",1.15,"47,586",7.05,"3,295",76.39,6,-40.00,"112,658",4.99,"5,331",6.34,-,--,"6,745",7.35,-,--,-,--,"3,947",-6.87,"13,708",7.46,915,89.83,0,--,"34,341",1.12,"47,580",7.07,61,-11.59,30,-55.88,"58,794",5.85,"58,794",5.85,"2,059",-
2009M09,"106,978",-0.58,"3,114",2.20,-,--,"9,857",6.23,-,--,-,--,"3,825",-6.02,"10,081",-5.33,215,-44.01,0,-100.00,"28,567",-6.37,"47,247",-1.11,"4,058",116.08,14,180.00,"107,222",-2.29,"7,366",6.00,-,--,"6,284",-8.14,-,--,-,--,"3,552",-11.00,"13,340",1.74,799,81.18,0,--,"28,562",-6.40,"47,251",-1.11,46,0.00,22,-62.07,"62,941",0.58,"62,941",0.58,-244,-
2009M10,"83,298",-6.60,"3,474",-3.61,-,--,"6,241",-4.44,-,--,-,--,"3,023",-5.65,"7,702",-8.39,239,-41.56,0,-100.00,"22,581",-15.57,"33,855",-10.43,"6,173",149.41,10,-16.67,"77,788",-10.96,"4,051",-3.32,-,--,"4,580",-11.51,-,--,-,--,"2,739",-14.41,"9,013",-7.07,873,83.79,0,--,"22,585",-15.55,"33,856",-10.43,42,-4.55,49,22.50,"46,983",-4.81,"46,983",-4.81,"5,510",-
2009M11,"77,943",-16.00,"3,650",1.14,-,--,"6,095",-9.89,-,--,-,--,"2,804",-16.77,"7,321",-12.98,187,-46.26,0,-100.00,"21,469",-24.42,"31,311",-21.55,"5,092",160.06,14,27.27,"72,957",-20.07,"3,702",-7.05,-,--,"4,551",-9.63,-,--,-,--,"2,559",-22.50,"8,688",-12.99,606,6.13,0,--,"21,465",-24.42,"31,308",-21.56,57,39.02,21,-53.33,"43,162",-19.25,"43,162",-19.25,"4,986",-
2009M12,"102,114",-6.48,"4,562",-25.16,-,--,"7,082",-9.23,-,--,-,--,"3,469",-11.41,"9,111",-10.97,251,-28.49,0,--,"29,786",-12.82,"42,831",-2.41,"5,011",83.89,11,-21.43,"96,986",-6.09,"4,380",55.60,-,--,"5,464",-12.95,-,--,-,--,"3,298",-14.56,"10,278",-10.39,869,25.04,0,--,"29,785",-12.82,"42,832",-2.41,40,-24.53,40,-20.00,"54,052",-5.10,"54,052",-5.10,"5,128",-
2010M01,"89,725",29.40,"3,175",-21.99,-,--,"6,330",36.78,-,--,-,--,"3,084",30.35,"8,180",39.90,237,38.60,0,-100.00,"27,760",43.83,"38,306",43.60,"2,641",-57.83,12,-33.33,"88,090",37.70,"4,144",-16.50,-,--,"4,917",36.66,-,--,-,--,"3,050",39.21,"9,205",34.58,655,71.92,0,--,"27,760",43.86,"38,301",43.63,23,35.29,35,66.67,"49,067",37.51,"49,067",37.51,"1,635",-
2010M02,"76,577",-36.55,"3,563",-16.93,-,--,"5,608",-30.93,-,--,-,--,"2,754",-34.35,"7,084",-37.76,260,-19.50,1,-50.00,"23,523",-38.00,"31,249",-38.25,"2,525",-33.85,10,11.11,"74,460",-37.29,"3,879",-36.65,-,--,"4,348",-34.50,-,--,-,--,"2,649",-39.49,"8,216",-31.58,497,-49.90,0,--,"23,519",-38.01,"31,253",-38.25,61,205.00,38,26.67,"37,977",-39.33,"37,977",-39.33,"2,117",-
2010M03,"114,435",3.83,"4,133",-11.63,-,--,"8,251",8.79,-,--,-,--,"3,948",1.05,"11,565",7.93,410,55.30,2,--,"34,415",0.18,"48,615",6.52,"3,086",0.69,10,25.00,"112,994",3.47,"5,724",-14.11,-,--,"7,634",16.87,-,--,-,--,"3,874",0.86,"12,119",7.98,547,-37.34,0,--,"34,408",0.17,"48,607",6.49,57,23.91,24,-36.84,"62,331",9.77,"62,331",9.77,"1,441",-
2010M04,"100,184",4.47,"3,703",-26.63,-,--,"7,385",2.33,-,--,-,--,"3,634",-1.92,"10,339",5.64,341,49.56,0,--,"30,893",9.21,"40,814",4.16,"3,060",25.62,15,50.00,"99,449",6.07,"5,963",13.88,-,--,"6,662",18.67,-,--,-,--,"3,672",9.58,"10,888",2.98,477,-65.95,0,--,"30,899",9.21,"40,819",4.17,45,-45.78,24,20.00,"52,295",6.60,"52,295",6.60,735,-
2010M05,"107,261",20.09,"3,803",13.96,-,--,"8,397",20.23,-,--,-,--,"3,767",16.84,"12,456",33.68,339,80.32,0,--,"34,066",30.44,"41,718",10.75,"2,708",9.50,7,16.67,"106,143",20.69,"5,354",21.96,-,--,"9,052",54.81,-,--,-,--,"3,529",12.28,"12,001",21.23,376,-54.37,0,--,"34,064",30.46,"41,718",10.75,40,-14.89,9,-52.63,"54,083",13.69,"54,083",13.69,"1,118",-
2010M06,"131,256",12.14,"3,862",-15.86,-,--,"10,131",14.55,-,--,-,--,"4,137",8.93,"11,945",2.22,382,71.30,1,--,"55,042",64.23,"43,993",-14.24,"1,753",-43.10,10,11.11,"129,598",13.22,"3,939",-21.57,-,--,"8,438",18.44,-,--,-,--,"3,649",0.00,"14,115",15.14,393,-74.09,0,--,"55,039",64.22,"43,989",-14.25,21,-51.16,15,-53.12,"55,897",-6.31,"55,897",-6.31,"1,658",-
2010M07,"122,186",10.06,"4,504",-18.11,-,--,"8,024",-11.20,-,--,-,--,"3,795",2.24,"14,193",28.97,355,55.70,3,--,"42,860",34.58,"44,849",-3.75,"3,431",11.29,172,"3,340.00","118,516",9.88,"4,209",-21.34,-,--,"9,846",50.02,-,--,-,--,"4,416",17.98,"11,576",-6.58,528,-58.75,0,--,"42,861",34.61,"44,853",-3.74,37,-43.08,190,691.67,"58,949",5.34,"58,949",5.34,"3,670",-
2010M08,"114,934",0.19,"3,707",-11.23,-,--,"8,078",-18.47,-,--,-,--,"3,868",-6.62,"12,273",11.51,350,34.62,2,0.00,"38,229",11.34,"45,599",-4.18,"2,820",-14.42,8,33.33,"113,951",1.15,"5,502",3.21,-,--,"8,074",19.70,-,--,-,--,"4,119",4.36,"11,675",-14.83,700,-23.50,0,--,"38,223",11.30,"45,594",-4.17,38,-37.70,26,-13.33,"57,381",-2.40,"57,381",-2.40,983,-
2010M09,"102,134",-4.53,"3,211",3.11,-,--,"7,051",-28.47,-,--,-,--,"3,178",-16.92,"13,943",38.31,279,29.77,0,--,"29,446",3.08,"43,135",-8.70,"1,879",-53.70,12,-14.29,"102,979",-3.96,"5,879",-20.19,-,--,"10,775",71.47,-,--,-,--,"3,186",-10.30,"9,927",-25.58,562,-29.66,0,--,"29,448",3.10,"43,138",-8.70,38,-17.39,26,18.18,"55,668",-11.56,"55,668",-11.56,-845,-
2010M10,"76,987",-7.58,"3,525",1.47,-,--,"4,125",-33.90,-,--,-,--,"2,522",-16.57,"9,656",25.37,230,-3.77,0,--,"23,498",4.06,"30,752",-9.17,"2,670",-56.75,9,-10.00,"74,172",-4.65,"3,334",-17.70,-,--,"7,008",53.01,-,--,-,--,"2,459",-10.22,"6,387",-29.14,678,-22.34,0,--,"23,494",4.02,"30,751",-9.17,42,0.00,19,-61.22,"40,350",-14.12,"40,350",-14.12,"2,815",-
2010M11,"74,582",-4.31,"4,226",15.78,-,--,"4,708",-22.76,-,--,-,--,"2,343",-16.44,"8,542",16.68,221,18.18,0,--,"22,030",2.61,"29,934",-4.40,"2,571",-49.51,7,-50.00,"71,289",-2.29,"3,427",-7.43,-,--,"5,987",31.55,-,--,-,--,"2,421",-5.39,"6,886",-20.74,514,-15.18,0,--,"22,031",2.64,"29,934",-4.39,30,-47.37,59,180.95,"40,247",-6.75,"40,247",-6.75,"3,293",-
2010M12,"103,638",1.49,"4,211",-7.69,-,--,"7,485",5.69,-,--,-,--,"4,060",17.04,"13,086",43.63,267,6.37,0,--,"28,744",-3.50,"43,473",1.50,"2,307",-53.96,5,-54.55,"101,021",4.16,"3,859",-11.89,-,--,"9,625",76.15,-,--,-,--,"3,456",4.79,"11,230",9.26,574,-33.95,0,--,"28,744",-3.50,"43,479",1.51,25,-37.50,29,-27.50,"55,578",2.82,"55,578",2.82,"2,617",-
2011M01,"92,387",2.97,"3,704",16.66,"9,630",--,"6,306",-0.38,"3,273",--,"2,144",--,"3,082",-0.06,"11,165",36.49,262,10.55,0,--,"6,314",-77.26,"44,755",16.84,"1,745",-33.93,7,-41.67,"90,272",2.48,"3,301",-20.34,"8,814",--,"9,497",93.15,"3,541",--,"1,905",--,"2,977",-2.39,"8,542",-7.20,587,-10.38,0,--,"6,312",-77.26,"44,754",16.85,28,21.74,14,-60.00,"46,059",-6.13,"46,059",-6.13,"2,115",-
2011M02,"79,614",3.97,"2,979",-16.39,"7,635",--,"5,038",-10.16,"2,856",--,"1,795",--,"2,882",4.65,"9,742",37.52,305,17.31,2,100.00,"6,083",-74.14,"38,668",23.74,"1,623",-35.72,6,-40.00,"79,272",6.46,"4,216",8.69,"7,532",--,"7,083",62.90,"3,155",--,"1,865",--,"2,542",-4.04,"7,560",-7.98,510,2.62,0,--,"6,084",-74.13,"38,668",23.73,33,-45.90,24,-36.84,"39,144",3.07,"39,144",3.07,342,-
2011M03,"110,500",-3.44,"4,220",2.11,"10,764",--,"7,271",-11.88,"3,718",--,"2,445",--,"3,711",-6.00,"13,021",12.59,375,-8.54,2,0.00,"7,666",-77.72,"54,913",12.95,"2,385",-22.72,9,-10.00,"110,596",-2.12,"6,650",16.18,"10,305",--,"9,784",28.16,"4,405",--,"2,444",--,"3,510",-9.40,"10,297",-15.03,558,2.01,0,--,"7,662",-77.73,"54,913",12.97,39,-31.58,29,20.83,"58,736",-5.77,"58,736",-5.77,-96,-
2011M04,"93,260",-6.91,"3,895",5.18,"8,849",--,"6,434",-12.88,"3,129",--,"1,994",--,"3,162",-12.99,"11,553",11.74,263,-22.87,0,--,"6,641",-78.50,"45,654",11.86,"1,677",-45.20,9,-40.00,"90,600",-8.90,"2,879",-51.72,"9,261",--,"7,831",17.55,"3,668",--,"2,164",--,"2,999",-18.33,"8,769",-19.46,690,44.65,0,--,"6,643",-78.50,"45,654",11.84,19,-57.78,23,-4.17,"50,203",-4.00,"50,203",-4.00,"2,660",-
2011M05,"101,108",-5.74,"3,633",-4.47,"9,781",--,"7,103",-15.41,"3,419",--,"2,272",--,"3,488",-7.41,"12,435",-0.17,272,-19.76,0,--,"7,336",-78.47,"49,324",18.23,"2,040",-24.67,5,-28.57,"100,202",-5.60,"4,701",-12.20,"10,057",--,"8,941",-1.23,"3,956",--,"2,396",--,"3,231",-8.44,"9,355",-22.05,834,121.81,0,--,"7,333",-78.47,"49,320",18.22,59,47.50,19,111.11,"52,332",-3.24,"52,332",-3.24,906,-
2011M06,"102,846",-21.64,"3,858",-0.10,"9,913",--,"7,131",-29.61,"3,429",--,"2,162",--,"3,771",-8.85,"12,862",7.68,335,-12.30,2,100.00,"7,228",-86.87,"49,405",12.30,"2,737",56.13,13,30.00,"100,665",-22.33,"4,368",10.89,"10,120",--,"8,803",4.33,"4,207",--,"3,308",--,"3,021",-17.21,"9,446",-33.08,696,77.10,0,--,"7,230",-86.86,"49,407",12.32,42,100.00,17,13.33,"50,610",-9.46,"50,610",-9.46,"2,181",-
2011M07,"102,084",-16.45,"4,437",-1.49,"9,645",--,"7,576",-5.58,"3,466",--,"2,119",--,"3,761",-0.90,"12,433",-12.40,309,-12.96,0,-100.00,"7,560",-82.36,"48,427",7.98,"2,340",-31.80,11,-93.60,"99,229",-16.27,"3,885",-7.70,"10,109",--,"8,267",-16.04,"4,095",--,"2,656",--,"3,314",-24.95,"10,087",-12.86,779,47.54,0,--,"7,558",-82.37,"48,425",7.96,41,10.81,13,-93.16,"50,473",-14.38,"50,473",-14.38,"2,855",-
2011M08,"111,602",-2.90,"3,626",-2.19,"10,344",--,"8,359",3.48,"4,094",--,"2,441",--,"3,962",2.43,"13,557",10.46,308,-12.00,0,-100.00,"8,675",-77.31,"53,890",18.18,"2,333",-17.27,13,62.50,"110,552",-2.98,"4,811",-12.56,"11,115",--,"8,599",6.50,"4,622",--,"2,467",--,"3,900",-5.32,"11,249",-3.65,"1,107",58.14,0,--,"8,675",-77.30,"53,890",18.20,84,121.05,33,26.92,"54,894",-4.33,"54,894",-4.33,"1,050",-
2011M09,"106,912",4.68,"3,164",-1.46,"10,036",--,"8,031",13.90,"3,549",--,"2,301",--,"3,591",13.00,"12,457",-10.66,293,5.02,2,--,"7,494",-74.55,"53,503",24.04,"2,477",31.83,14,16.67,"108,946",5.79,"7,622",29.65,"10,285",--,"8,694",-19.31,"3,878",--,"2,563",--,"3,546",11.30,"10,077",1.51,"1,220",117.08,0,--,"7,493",-74.56,"53,501",24.02,41,7.89,26,0.00,"58,087",4.35,"58,087",4.35,"-2,034",-
2011M10,"81,191",5.46,"4,018",13.99,"7,553",--,"4,836",17.24,"2,966",--,"1,850",--,"2,855",13.20,"9,727",0.74,225,-2.17,1,--,"6,110",-74.00,"39,333",27.90,"1,702",-36.25,15,66.67,"79,088",6.63,"3,572",7.14,"7,102",--,"6,517",-7.01,"3,256",--,"1,802",--,"2,638",7.28,"7,731",21.04,963,42.04,0,--,"6,110",-73.99,"39,333",27.91,42,0.00,22,15.79,"40,383",0.08,"40,383",0.08,"2,103",-
2011M11,"74,478",-0.14,"3,785",-10.44,"6,899",--,"4,356",-7.48,"2,707",--,"1,654",--,"2,588",10.46,"8,732",2.22,204,-7.69,0,--,"5,483",-75.11,"36,286",21.22,"1,788",-30.46,6,-14.29,"71,797",0.71,"2,847",-16.92,"6,510",--,"6,104",1.95,"2,908",--,"1,642",--,"2,194",-9.38,"7,114",3.31,656,27.63,0,--,"5,483",-75.11,"36,282",21.21,41,36.67,16,-72.88,"40,374",0.32,"40,374",0.32,"2,681",-
2011M12,"72,467",-30.08,"4,375",3.89,"6,275",--,"4,169",-44.30,"2,591",--,"1,700",--,"2,547",-37.27,"8,591",-34.35,164,-38.58,0,--,"5,313",-81.52,"34,081",-21.60,"2,657",15.17,4,-20.00,"68,153",-32.54,"2,671",-30.79,"6,484",--,"5,644",-41.36,"2,810",--,"1,560",--,"2,159",-37.53,"6,773",-39.69,608,5.92,0,--,"5,313",-81.52,"34,081",-21.62,22,-12.00,28,-3.45,"38,452",-30.81,"38,452",-30.81,"4,314",-
2012M01,"69,788",-24.46,"5,076",37.04,"6,304",-34.54,"4,495",-28.72,"2,427",-25.85,"1,646",-23.23,"2,521",-18.20,"8,277",-25.87,215,-17.94,0,--,"5,231",-17.15,"31,890",-28.75,"1,698",-2.69,8,14.29,"66,499",-26.33,"3,457",4.73,"6,103",-30.76,"5,260",-44.61,"2,801",-20.90,"1,714",-10.03,"2,405",-19.21,"6,761",-20.85,838,42.76,0,--,"5,231",-17.13,"31,890",-28.74,20,-28.57,19,35.71,"32,551",-29.33,"32,551",-29.33,"3,289",-
2012M02,"101,194",27.11,"2,966",-0.44,"9,382",22.88,"6,798",34.93,"3,563",24.75,"2,275",26.74,"3,710",28.73,"12,024",23.42,342,12.13,1,-50.00,"7,561",24.30,"50,634",30.95,"1,928",18.79,10,66.67,"100,879",27.26,"4,543",7.76,"9,453",25.50,"7,833",10.59,"4,054",28.49,"2,398",28.58,"3,388",33.28,"9,804",29.68,"1,163",128.04,0,--,"7,561",24.28,"50,633",30.94,33,0.00,16,-33.33,"49,966",27.65,"49,966",27.65,315,-
2012M03,"103,872",-6.00,"3,692",-12.51,"10,149",-5.71,"6,759",-7.04,"3,563",-4.17,"2,359",-3.52,"3,829",3.18,"12,458",-4.32,342,-8.80,0,-100.00,"7,454",-2.77,"51,357",-6.48,"1,898",-20.42,12,33.33,"103,403",-6.50,"5,039",-24.23,"9,537",-7.45,"8,516",-12.96,"4,418",0.30,"2,479",1.43,"3,197",-8.92,"10,125",-1.67,"1,189",113.08,0,--,"7,454",-2.71,"51,357",-6.48,82,110.26,10,-65.52,"53,277",-9.29,"53,277",-9.29,469,-
2012M04,"91,444",-1.95,"3,619",-7.09,"9,146",3.36,"6,286",-2.30,"3,276",4.70,"2,021",1.35,"3,171",0.28,"10,674",-7.61,299,13.69,1,--,"6,858",3.27,"44,659",-2.18,"1,424",-15.09,10,11.11,"90,180",-0.46,"3,753",30.36,"8,282",-10.57,"7,202",-8.03,"3,810",3.87,"2,141",-1.06,"2,970",-0.97,"9,432",7.56,"1,036",50.14,0,--,"6,857",3.22,"44,655",-2.19,29,52.63,13,-43.48,"46,781",-6.82,"46,781",-6.82,"1,264",-
2012M05,"103,777",2.64,"3,491",-3.91,"10,142",3.69,"7,572",6.60,"3,391",-0.82,"2,135",-6.03,"3,312",-5.05,"11,984",-3.63,342,25.74,1,--,"7,497",2.19,"51,374",4.16,"2,529",23.97,7,40.00,"101,825",1.62,"4,025",-14.38,"10,370",3.11,"8,663",-3.11,"4,195",6.04,"2,018",-15.78,"2,917",-9.72,"9,974",6.62,741,-11.15,1,--,"7,497",2.24,"51,374",4.16,33,-44.07,17,-10.53,"55,060",5.21,"55,060",5.21,"1,952",-
2012M06,"89,886",-12.60,"3,607",-6.51,"8,731",-11.92,"6,569",-7.88,"3,095",-9.74,"1,858",-14.06,"2,917",-22.65,"10,100",-21.47,260,-22.39,1,-50.00,"6,663",-7.82,"44,253",-10.43,"1,829",-33.18,3,-76.92,"88,294",-12.29,"3,801",-12.98,"8,654",-14.49,"7,083",-19.54,"3,611",-14.17,"1,841",-44.35,"2,746",-9.10,"8,851",-6.30,742,6.61,0,--,"6,662",-7.86,"44,253",-10.43,33,-21.43,17,0.00,"46,763",-7.60,"46,763",-7.60,"1,592",-
2012M07,"108,129",5.92,"4,444",0.16,"9,930",2.95,"7,898",4.25,"3,892",12.29,"2,423",14.35,"3,928",4.44,"12,558",1.01,247,-20.06,4,--,"8,188",8.31,"51,990",7.36,"2,616",11.79,11,0.00,"104,825",5.64,"3,691",-4.99,"10,243",1.33,"7,751",-6.24,"4,459",8.89,"2,401",-9.60,"3,656",10.32,"11,026",9.31,"1,339",71.89,0,--,"8,189",8.35,"51,990",7.36,48,17.07,32,146.15,"53,507",6.01,"53,507",6.01,"3,304",-
2012M08,"114,752",2.82,"3,273",-9.74,"10,837",4.77,"8,250",-1.30,"4,095",0.02,"2,574",5.45,"4,074",2.83,"13,550",-0.05,308,0.00,1,--,"8,678",0.03,"56,506",4.85,"2,588",10.93,18,38.46,"113,572",2.73,"4,604",-4.30,"10,998",-1.05,"8,252",-4.04,"4,729",2.32,"2,617",6.08,"3,866",-0.87,"12,083",7.41,"1,140",2.98,0,--,"8,678",0.03,"56,506",4.85,61,-27.38,38,15.15,"58,415",6.41,"58,415",6.41,"1,180",-
2012M09,"94,126",-11.96,"2,626",-17.00,"8,502",-15.28,"7,462",-7.09,"3,154",-11.13,"2,033",-11.65,"3,174",-11.61,"10,293",-17.37,260,-11.26,0,-100.00,"6,387",-14.77,"48,752",-8.88,"1,469",-40.69,14,0.00,"95,446",-12.39,"5,331",-30.06,"9,037",-12.13,"7,128",-18.01,"3,305",-14.78,"1,758",-31.41,"3,107",-12.38,"9,107",-9.63,"1,438",17.87,0,--,"6,387",-14.76,"48,751",-8.88,70,70.73,27,3.85,"51,354",-11.59,"51,354",-11.59,"-1,320",-
2012M10,"84,014",3.48,"3,424",-14.78,"7,881",4.34,"5,611",16.03,"3,156",6.41,"1,818",-1.73,"2,937",2.87,"9,328",-4.10,210,-6.67,0,-100.00,"6,321",3.45,"41,526",5.58,"1,795",5.46,7,-53.33,"83,382",5.43,"4,532",26.88,"7,506",5.69,"6,162",-5.45,"3,219",-1.14,"1,851",2.72,"2,512",-4.78,"8,550",10.59,"1,138",18.17,0,--,"6,322",3.47,"41,526",5.58,44,4.76,20,-9.09,"44,302",9.70,"44,302",9.70,632,-
2012M11,"78,779",5.77,"3,427",-9.46,"7,348",6.51,"5,085",16.74,"2,723",0.59,"1,766",6.77,"2,711",4.75,"8,873",1.61,170,-16.67,0,--,"5,558",1.37,"39,109",7.78,"1,992",11.41,17,183.33,"77,218",7.55,"3,777",32.67,"6,923",6.34,"5,946",-2.59,"3,052",4.95,"1,679",2.25,"2,413",9.98,"7,809",9.77,855,30.34,0,--,"5,558",1.37,"39,109",7.79,67,63.41,30,87.50,"41,535",2.88,"41,535",2.88,"1,561",-
2012M12,"78,245",7.97,"3,448",-21.19,"7,441",18.58,"5,352",28.38,"2,924",12.85,"1,763",3.71,"2,765",8.56,"8,947",4.14,179,9.15,0,--,"5,483",3.20,"38,203",12.09,"1,734",-34.74,6,50.00,"76,803",12.69,"3,697",38.41,"7,098",9.47,"5,905",4.62,"3,139",11.71,"1,722",10.38,"2,434",12.74,"8,198",21.04,873,43.59,0,--,"5,482",3.18,"38,202",12.09,40,81.82,13,-53.57,"40,955",6.51,"40,955",6.51,"1,442",-
2013M01,"87,345",25.16,"3,082",-39.28,"7,902",25.35,"5,735",27.59,"3,148",29.71,"2,051",24.61,"3,260",29.31,"10,016",21.01,244,13.49,1,--,"6,543",25.08,"43,093",35.13,"2,258",32.98,12,50.00,"85,705",28.88,"3,672",6.22,"7,578",24.17,"6,141",16.75,"3,849",37.42,"2,079",21.30,"2,795",16.22,"9,019",33.40,888,5.97,0,--,"6,543",25.08,"43,093",35.13,25,25.00,23,21.05,"43,770",34.47,"43,770",34.47,"1,640",-
2013M02,"66,522",-34.26,"2,785",-6.10,"6,148",-34.47,"4,206",-38.13,"2,486",-30.23,"1,544",-32.13,"2,347",-36.74,"7,747",-35.57,258,-24.56,0,-100.00,"5,429",-28.20,"32,093",-36.62,"1,469",-23.81,10,0.00,"65,840",-34.73,"3,543",-22.01,"5,576",-41.01,"4,655",-40.57,"2,797",-31.01,"1,611",-32.82,"2,358",-30.40,"7,040",-28.19,698,-39.98,0,--,"5,429",-28.20,"32,091",-36.62,28,-15.15,14,-12.50,"34,036",-31.88,"34,036",-31.88,682,-
