期間,垃圾產生量(公噸)-總計_原始值,垃圾產生量(公噸)-總計_年增率(%),垃圾產生量(公噸)-焚化_原始值,垃圾產生量(公噸)-焚化_年增率(%),垃圾產生量(公噸)-衛生掩埋_原始值,垃圾產生量(公噸)-衛生掩埋_年增率(%),垃圾產生量(公噸)-巨大垃圾回收再利用_原始值,垃圾產生量(公噸)-巨大垃圾回收再利用_年增率(%),垃圾產生量(公噸)-廚餘回收_原始值,垃圾產生量(公噸)-廚餘回收_年增率(%),垃圾產生量(公噸)-資源回收_原始值,垃圾產生量(公噸)-資源回收_年增率(%),垃圾產生量(公噸)-其他_原始值,垃圾產生量(公噸)-其他_年增率(%),平均每人每日垃圾產生量(公斤)_原始值,平均每人每日垃圾產生量(公斤)_年增率(%),平均每人每日垃圾清運量(公斤)_原始值,平均每人每日垃圾清運量(公斤)_年增率(%),垃圾妥善處理率(%)_原始值,垃圾妥善處理率(%)_年增率(%),垃圾回收率(%)-總計_原始值,垃圾回收率(%)-總計_年增率(%),垃圾回收率(%)-巨大垃圾回收再利用率_原始值,垃圾回收率(%)-巨大垃圾回收再利用率_年增率(%),垃圾回收率(%)-廚餘回收率_原始值,垃圾回收率(%)-廚餘回收率_年增率(%),垃圾回收率(%)-資源回收率_原始值,垃圾回收率(%)-資源回收率_年增率(%)
2010M06,"678,806",0.91,"344,352",-3.79,"14,371",-1.03,"6,625",30.62,"63,947",1.21,"249,504",7.98,7,-99.22,0.978,0.617,0.517,-4.259,100.00,-,47.15,-,0.98,-,9.42,-,36.76,-
2010M07,"671,025",1.60,"331,610",-3.78,"14,506",2.41,"7,257",27.81,"65,827",4.61,"251,818",8.05,7,0.00,0.935,1.300,0.483,--,100.00,-,48.42,-,1.08,-,9.81,-,37.53,-
2010M08,"662,747",-3.00,"323,818",-10.88,"14,150",-34.11,"6,657",-16.88,"66,142",12.81,"251,973",8.71,7,0.00,0.924,-3.246,0.471,--,100.00,-,49.00,-,1.00,-,9.98,-,38.02,-
2010M09,"680,134",9.15,"335,753",7.88,"17,222",18.76,"8,548",34.70,"66,129",12.91,"251,675",8.26,807,"11,428.57",0.980,8.889,0.510,--,99.88,-,47.98,-,1.26,-,9.72,-,37.00,-
2010M10,"635,077",-1.99,"300,518",-8.62,"15,645",13.07,"7,447",23.79,"65,678",7.29,"245,782",3.26,7,0.00,0.885,-2.210,0.441,--,100.00,-,50.22,-,1.17,-,10.34,-,38.70,-
2010M11,"624,633",-0.82,"288,684",-8.15,"17,198",23.75,"6,278",12.31,"66,135",8.07,"246,330",4.90,7,0.00,0.899,-1.100,0.440,--,100.00,-,51.03,-,1.01,-,10.59,-,39.44,-
2010M12,"621,732",-0.97,"287,077",-8.56,"14,001",5.41,"5,550",-0.27,"68,162",11.20,"246,935",5.65,7,0.00,0.866,-1.142,0.419,--,100.00,-,51.57,-,0.89,-,10.96,-,39.72,-
2011M01,"669,102",0.89,"322,138",-4.95,"17,760",28.36,"9,852",33.77,"66,990",11.44,"252,355",3.86,7,0.00,0.932,0.757,0.473,--,100.00,-,49.20,-,1.47,-,10.01,-,37.72,-
2011M02,"594,435",-13.40,"282,685",-21.32,"14,229",-6.17,"4,601",-34.21,"63,782",7.08,"229,131",-6.62,6,0.00,0.916,-13.585,0.458,--,100.00,-,50.05,-,0.77,-,10.73,-,38.55,-
2011M03,"608,935",-6.56,"284,573",-13.74,"18,352",24.32,"6,012",6.67,"65,822",5.47,"234,171",-2.00,6,-14.29,0.848,-6.711,0.422,--,100.00,-,50.25,-,0.99,-,10.81,-,38.46,-
2011M04,"607,491",-3.70,"276,972",-11.92,"12,358",-10.30,"5,094",-11.08,"66,971",10.10,"246,090",4.85,6,-99.54,0.874,-3.850,0.416,--,100.00,-,52.37,-,0.84,-,11.02,-,40.51,-
2011M05,"630,341",-5.13,"294,537",-11.88,"11,292",-34.11,"5,501",-10.33,"70,548",9.84,"248,457",2.39,6,-14.29,0.877,-5.292,0.426,--,100.00,-,51.48,-,0.87,-,11.19,-,39.42,-
2011M06,"634,227",-6.57,"296,265",-13.96,"11,173",-22.25,"6,317",-4.65,"70,774",10.68,"249,693",0.08,6,-14.29,0.912,-6.748,0.442,--,100.00,-,51.52,-,1.00,-,11.16,-,39.37,-
2011M07,"641,663",-4.38,"299,283",-9.75,"10,312",-28.91,"7,062",-2.69,"70,499",7.10,"254,501",1.07,6,-14.29,0.893,-4.492,0.431,--,100.00,-,51.75,-,1.10,-,10.99,-,39.66,-
2011M08,"635,190",-4.16,"296,319",-8.49,"9,600",-32.16,"6,981",4.87,"70,300",6.29,"251,984",0.00,6,-14.29,0.884,-4.329,0.426,--,100.00,-,51.84,-,1.10,-,11.07,-,39.67,-
2011M09,"621,413",-8.63,"289,489",-13.78,"8,694",-49.52,"7,061",-17.40,"66,350",0.33,"249,813",-0.74,6,-99.26,0.893,-8.878,0.429,--,100.00,-,52.01,-,1.14,-,10.68,-,40.20,-
2011M10,"616,268",-2.96,"279,523",-6.99,"8,765",-43.98,"7,167",-3.76,"67,568",2.88,"253,239",3.03,6,-14.29,0.857,-3.164,0.401,--,100.00,-,53.22,-,1.16,-,10.96,-,41.09,-
2011M11,"594,115",-4.89,"259,332",-10.17,"10,777",-37.34,"7,116",13.35,"66,306",0.26,"250,577",1.72,6,-14.29,0.853,-5.117,0.388,--,100.00,-,54.53,-,1.20,-,11.16,-,42.18,-
2011M12,"632,049",1.66,"287,505",0.15,"8,843",-36.84,"7,563",36.27,"65,288",-4.22,"262,845",6.44,6,-14.29,0.878,1.386,0.412,--,100.00,-,53.11,-,1.20,-,10.33,-,41.58,-
2012M01,"682,588",2.02,"318,630",-1.09,"10,593",-40.35,"7,588",-22.98,"67,470",0.72,"278,290",10.28,17,142.86,0.948,1.717,0.457,--,100.00,-,51.77,-,1.11,-,9.88,-,40.77,-
2012M02,"582,970",-1.93,"254,533",-9.96,"8,053",-43.40,"6,046",31.41,"65,086",2.04,"249,245",8.78,7,16.67,0.865,-5.568,0.390,--,100.00,-,54.96,-,1.04,-,11.16,-,42.75,-
2012M03,"624,472",2.55,"278,802",-2.03,"8,637",-52.94,"7,025",16.85,"68,433",3.97,"261,569",11.70,7,16.67,0.867,2.241,0.399,--,100.00,-,53.97,-,1.12,-,10.96,-,41.89,-
2012M04,"608,003",0.08,"267,364",-3.47,"7,935",-35.79,"6,751",32.53,"67,688",1.07,"258,259",4.94,6,0.00,0.872,-0.229,0.395,--,100.00,-,54.72,-,1.11,-,11.13,-,42.48,-
2012M05,"623,160",-1.14,"274,088",-6.94,"8,742",-22.58,"7,039",27.96,"71,326",1.10,"261,959",5.43,6,0.00,0.865,-1.368,0.392,--,100.00,-,54.61,-,1.13,-,11.45,-,42.04,-
2012M06,"644,318",1.59,"289,514",-2.28,"8,872",-20.59,"6,907",9.34,"72,368",2.25,"266,652",6.79,6,0.00,0.923,1.206,0.428,--,100.00,-,53.69,-,1.07,-,11.23,-,41.39,-
2012M07,"633,897",-1.21,"277,878",-7.15,"7,728",-25.06,"7,953",12.62,"71,502",1.42,"268,831",5.63,6,0.00,0.879,-1.568,0.396,--,100.00,-,54.94,-,1.25,-,11.28,-,42.41,-
2012M08,"634,654",-0.08,"279,670",-5.62,"8,819",-8.14,"9,360",34.08,"70,211",-0.13,"266,589",5.80,6,0.00,0.880,-0.452,0.400,--,100.00,-,54.54,-,1.47,-,11.06,-,42.01,-
2012M09,"599,139",-3.58,"253,637",-12.38,"8,060",-7.29,"7,927",12.26,"68,466",3.19,"261,042",4.49,6,0.00,0.858,-3.919,0.375,--,100.00,-,56.32,-,1.32,-,11.43,-,43.57,-
2012M10,"611,978",-0.70,"259,450",-7.18,"8,860",1.08,"7,079",-1.23,"71,640",6.03,"264,943",4.62,6,0.00,0.848,-1.050,0.372,--,100.00,-,56.16,-,1.16,-,11.71,-,43.29,-
2012M11,"604,518",1.75,"256,114",-1.24,"7,869",-26.98,"8,203",15.28,"70,894",6.92,"261,432",4.33,6,0.00,0.865,1.407,0.378,--,100.00,-,56.33,-,1.36,-,11.73,-,43.25,-
2012M12,"620,871",-1.77,"267,574",-6.93,"7,885",-10.83,"7,104",-6.07,"69,456",6.38,"268,845",2.28,6,0.00,0.859,-2.164,0.381,--,100.00,-,55.63,-,1.14,-,11.19,-,43.30,-
2013M01,"637,958",-6.54,"285,083",-10.53,"8,605",-18.77,"8,120",7.01,"66,933",-0.80,"269,211",-3.26,6,-64.71,0.882,-6.962,0.406,--,100.00,-,53.96,-,1.27,-,10.49,-,42.20,-
2013M02,"628,492",7.81,"278,109",9.26,"9,499",17.96,"6,196",2.48,"65,033",-0.08,"269,649",8.19,6,-14.29,0.962,11.214,0.440,--,100.00,-,54.24,-,0.99,-,10.35,-,42.90,-
2013M03,"615,483",-1.44,"266,933",-4.26,"7,803",-9.66,"5,800",-17.44,"68,278",-0.23,"266,663",1.95,6,-14.29,0.851,-1.845,0.380,--,100.00,-,55.36,-,0.94,-,11.09,-,43.33,-
2013M04,"621,599",2.24,"273,477",2.29,"6,841",-13.79,"6,414",-4.99,"68,389",1.04,"266,471",3.18,6,0.00,0.888,1.835,0.400,--,100.00,-,54.90,-,1.03,-,11.00,-,42.87,-
2013M05,"623,666",0.08,"264,877",-3.36,"7,849",-10.22,"7,006",-0.47,"70,454",-1.22,"273,473",4.40,6,0.00,0.862,-0.347,0.377,--,100.00,-,56.27,-,1.12,-,11.30,-,43.85,-
2013M06,"623,290",-3.26,"268,879",-7.13,"7,478",-15.71,"6,562",-4.99,"68,135",-5.85,"272,229",2.09,6,0.00,0.890,-3.575,0.395,--,100.00,-,55.66,-,1.05,-,10.93,-,43.68,-
2013M07,"649,952",2.53,"285,548",2.76,"8,092",4.71,"8,651",8.78,"68,956",-3.56,"278,700",3.67,6,0.00,0.898,2.162,0.406,--,100.00,-,54.82,-,1.33,-,10.61,-,42.88,-
2013M08,"635,038",0.06,"273,663",-2.15,"7,052",-20.04,"6,940",-25.85,"67,517",-3.84,"279,860",4.98,6,0.00,0.877,-0.341,0.388,--,100.00,-,55.79,-,1.09,-,10.63,-,44.07,-
2013M09,"608,626",1.58,"257,769",1.63,"6,928",-14.04,"7,476",-5.69,"61,939",-9.53,"274,507",5.16,6,0.00,0.869,1.282,0.378,--,100.00,-,56.51,-,1.23,-,10.18,-,45.10,-
2013M10,"610,950",-0.17,"254,716",-1.82,"7,054",-20.38,"7,407",4.63,"63,403",-11.50,"278,364",5.07,6,0.00,0.844,-0.472,0.362,--,100.00,-,57.15,-,1.21,-,10.38,-,45.56,-
2013M11,"588,997",-2.57,"241,141",-5.85,"6,827",-13.24,"6,786",-17.27,"63,101",-10.99,"271,136",3.71,6,0.00,0.840,-2.890,0.354,--,100.00,-,57.90,-,1.15,-,10.71,-,46.03,-
2013M12,"608,505",-1.99,"258,519",-3.38,"7,328",-7.06,"6,653",-6.35,"63,075",-9.19,"272,925",1.52,6,0.00,0.840,-2.212,0.367,--,100.00,-,56.31,-,1.09,-,10.37,-,44.85,-
2014M01,"667,111",4.57,"298,125",4.57,"8,774",1.96,"7,347",-9.52,"64,992",-2.90,"287,867",6.93,6,0.00,0.921,4.422,0.424,--,100.00,-,53.99,-,1.10,-,9.74,-,43.15,-
2014M02,"595,771",-5.21,"253,420",-8.88,"7,097",-25.29,"3,767",-39.20,"60,760",-6.57,"270,719",0.40,6,0.00,0.910,-5.405,0.398,--,100.00,-,56.27,-,0.63,-,10.20,-,45.44,-
2014M03,"605,044",-1.70,"264,120",-1.05,"6,772",-13.21,"5,218",-10.03,"60,993",-10.67,"267,936",0.48,6,0.00,0.835,-1.880,0.374,--,100.00,-,55.23,-,0.86,-,10.08,-,44.28,-
2014M04,"598,315",-3.75,"255,984",-6.40,"6,626",-3.14,"5,271",-17.82,"59,764",-12.61,"270,665",1.57,6,0.00,0.853,-3.941,0.374,--,100.00,-,56.11,-,0.88,-,9.99,-,45.24,-
2014M05,"617,157",-1.04,"266,883",0.76,"6,217",-20.79,"4,990",-28.78,"61,535",-12.66,"277,526",1.48,6,0.00,0.851,-1.276,0.377,--,100.00,-,55.75,-,0.81,-,9.97,-,44.97,-
