期間,想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),想工作而未找工作_原始值,想工作而未找工作_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),求學及準備升學_原始值,求學及準備升學_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),料理家務_原始值,料理家務_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),衰老殘障_原始值,衰老殘障_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%),其它未參與勞動力原因_原始值,其它未參與勞動力原因_年增率(%)
1988M06,80,-8.22,51,-1.42,29,-18.37,"1,625",5.20,842,4.23,783,6.27,"2,464",6.97,11,-23.90,"2,453",7.16,"1,013",6.33,561,5.45,452,7.43,335,-3.87,291,-2.88,44,-9.98
1988M07,89,13.20,55,24.34,34,-1.24,"1,492",8.44,771,8.23,721,8.68,"2,522",5.47,10,-30.62,"2,512",5.70,"1,007",7.79,565,8.81,441,6.51,332,-9.92,294,-8.51,38,-19.41
1988M08,82,-19.69,49,-20.43,33,-18.57,"1,506",8.38,781,6.29,725,10.73,"2,419",3.28,9,-38.83,"2,410",3.55,"1,027",7.25,573,7.87,454,6.49,349,-1.03,314,0.18,35,-10.63
1988M09,86,8.76,49,0.87,37,21.38,"1,548",6.33,797,3.83,751,9.12,"2,460",3.32,14,-27.47,"2,446",3.58,"1,027",5.32,573,5.95,454,4.53,365,3.41,323,4.18,42,-2.12
1988M10,80,22.49,51,22.40,29,22.63,"1,541",6.76,789,5.08,752,8.57,"2,394",-0.63,11,-9.51,"2,383",-0.59,"1,015",3.70,565,3.04,451,4.52,358,4.34,309,4.20,49,5.23
1988M11,67,-18.10,44,-15.51,24,-22.52,"1,551",6.28,794,5.73,757,6.86,"2,363",-2.09,10,-34.85,"2,352",-1.87,"1,024",5.37,572,5.05,452,5.79,342,-1.63,296,-2.78,46,6.53
1988M12,61,-21.10,41,-8.76,20,-38.69,"1,535",6.14,791,4.72,744,7.69,"2,473",2.19,13,-17.10,"2,460",2.31,"1,036",4.88,576,5.35,460,4.29,335,-2.64,295,-0.15,40,-17.62
1989M01,73,4.67,42,1.89,32,8.60,"1,515",2.85,783,0.86,732,5.06,"2,480",3.61,12,2.83,"2,468",3.61,"1,067",5.03,584,7.34,483,2.37,324,-2.26,285,-1.17,39,-9.59
1989M02,69,2.67,39,-6.38,29,17.95,"1,549",2.00,798,1.31,750,2.74,"2,514",0.23,10,-0.64,"2,504",0.23,"1,057",5.36,576,5.00,481,5.80,322,-2.63,287,-3.51,35,5.19
1989M03,71,0.21,46,-0.18,24,0.96,"1,597",0.20,807,-1.29,789,1.77,"2,494",-1.95,11,24.98,"2,483",-2.05,"1,030",5.11,563,3.98,467,6.50,330,-1.54,291,-2.75,39,8.41
1989M04,77,-0.61,47,-5.95,30,9.22,"1,659",-0.14,838,-2.74,821,2.65,"2,492",-1.01,13,7.56,"2,479",-1.05,"1,021",2.16,568,2.71,453,1.49,332,5.50,290,5.49,43,5.57
1989M05,74,0.22,45,2.78,29,-3.51,"1,688",-0.09,859,-3.28,829,3.44,"2,452",-0.62,10,-16.38,"2,443",-0.55,"1,067",3.78,581,1.66,486,6.42,310,-4.65,271,-4.98,38,-2.30
1989M06,88,9.99,54,5.36,34,18.35,"1,668",2.62,858,1.88,810,3.42,"2,493",1.17,12,13.23,"2,481",1.12,"1,053",4.00,577,2.85,476,5.44,310,-7.47,272,-6.55,38,-13.62
1989M07,89,0.23,59,7.16,30,-11.11,"1,551",3.94,812,5.35,738,2.42,"2,561",1.56,15,43.42,"2,546",1.39,"1,035",2.83,585,3.44,450,2.04,339,2.06,301,2.41,38,-0.67
1989M08,74,-9.72,48,-1.94,26,-21.22,"1,481",-1.70,772,-1.15,708,-2.28,"2,497",3.24,11,16.92,"2,487",3.19,"1,049",2.16,589,2.77,460,1.39,362,3.77,319,1.49,44,24.10
1989M09,70,-18.52,50,2.79,20,-46.85,"1,568",1.30,820,2.84,749,-0.34,"2,544",3.41,13,-10.17,"2,531",3.49,"1,045",1.73,587,2.51,457,0.74,362,-0.74,317,-1.86,45,7.93
1989M10,76,-5.40,52,3.08,23,-20.16,"1,584",2.76,818,3.71,766,1.76,"2,538",5.98,16,42.26,"2,522",5.81,"1,066",4.98,598,5.85,468,3.89,353,-1.43,306,-0.96,47,-4.39
1989M11,77,14.41,52,19.68,25,4.62,"1,587",2.30,823,3.56,764,0.98,"2,519",6.61,15,45.78,"2,504",6.44,"1,056",3.18,595,4.04,462,2.10,370,7.97,312,5.14,58,26.27
1989M12,68,11.52,47,14.60,20,4.97,"1,612",4.99,825,4.22,787,5.81,"2,570",3.90,18,40.48,"2,552",3.71,"1,063",2.61,596,3.50,467,1.50,343,2.28,300,1.80,43,5.74
1990M01,97,31.84,63,50.83,34,6.63,"1,647",8.71,838,6.99,810,10.55,"2,607",5.16,20,72.50,"2,587",4.84,"1,073",0.62,602,3.17,471,-2.47,342,5.69,307,7.77,35,-9.54
1990M02,96,39.80,62,57.90,34,15.53,"1,659",7.16,839,5.09,821,9.36,"2,648",5.35,16,66.03,"2,632",5.11,"1,063",0.59,595,3.20,469,-2.55,342,6.13,307,7.19,34,-2.50
1990M03,67,-4.57,47,1.93,20,-16.95,"1,701",6.52,878,8.73,823,4.27,"2,611",4.69,18,58.00,"2,593",4.45,"1,071",3.99,603,7.09,468,0.24,361,9.20,315,8.24,46,16.26
1990M04,67,-12.45,47,-0.81,21,-30.89,"1,729",4.19,896,6.90,832,1.41,"2,611",4.79,24,85.15,"2,587",4.37,"1,068",4.57,608,7.07,459,1.43,357,7.33,316,9.14,40,-5.00
1990M05,80,8.75,51,13.34,29,1.64,"1,739",3.04,896,4.34,843,1.69,"2,566",4.64,20,113.95,"2,546",4.21,"1,134",6.28,631,8.73,503,3.35,339,9.43,296,9.13,43,11.61
1990M06,85,-3.75,52,-3.08,32,-4.83,"1,703",2.13,877,2.27,826,1.98,"2,580",3.48,18,48.78,"2,561",3.25,"1,137",7.92,635,9.97,502,5.43,342,10.51,300,10.40,42,11.31
1990M07,88,-0.50,59,-0.08,29,-1.34,"1,577",1.71,802,-1.34,776,5.07,"2,634",2.83,19,25.72,"2,615",2.70,"1,101",6.32,620,5.94,481,6.83,364,7.44,327,8.60,38,-1.74
1990M08,98,33.64,62,30.95,36,38.59,"1,580",6.66,804,4.04,776,9.52,"2,484",-0.54,13,25.02,"2,471",-0.65,"1,118",6.50,624,5.93,493,7.22,363,0.28,329,3.36,34,-22.19
1990M09,100,43.41,67,32.49,34,71.48,"1,650",5.19,843,2.86,807,7.75,"2,533",-0.44,13,5.36,"2,519",-0.47,"1,109",6.18,625,6.49,484,5.79,367,1.33,327,3.11,40,-11.19
1990M10,81,7.45,54,3.53,27,16.27,"1,641",3.61,842,2.90,799,4.37,"2,632",3.74,22,38.75,"2,610",3.52,"1,115",4.61,626,4.73,489,4.46,346,-2.00,302,-1.48,44,-5.39
1990M11,76,-1.47,49,-6.78,27,9.82,"1,651",4.04,842,2.39,809,5.82,"2,605",3.42,21,40.00,"2,584",3.19,"1,108",4.95,623,4.76,485,5.19,340,-7.96,297,-4.78,44,-24.99
1990M12,88,29.77,60,26.94,28,36.32,"1,663",3.20,844,2.34,819,4.10,"2,657",3.40,18,-0.76,"2,639",3.43,"1,106",4.09,623,4.61,483,3.43,344,0.38,301,0.47,43,-0.24
1991M01,82,-14.88,55,-12.48,27,-19.38,"1,688",2.49,852,1.71,836,3.30,"2,691",3.19,21,4.93,"2,669",3.18,"1,132",5.47,648,7.61,484,2.73,333,-2.65,298,-2.93,35,-0.19
1991M02,84,-12.27,60,-4.08,25,-27.27,"1,701",2.52,852,1.58,849,3.48,"2,753",3.95,15,-7.89,"2,738",4.02,"1,122",5.55,648,9.03,474,1.14,320,-6.55,287,-6.75,33,-4.74
1991M03,78,16.23,54,14.68,24,19.86,"1,761",3.52,895,1.92,866,5.22,"2,703",3.52,19,6.16,"2,684",3.50,"1,120",4.64,649,7.66,471,0.76,322,-10.72,283,-10.01,39,-15.66
1991M04,84,23.77,55,16.76,29,39.71,"1,773",2.58,909,1.43,864,3.83,"2,640",1.11,21,-11.40,"2,619",1.23,"1,144",7.11,662,8.82,481,4.83,318,-10.93,281,-11.05,36,-9.99
1991M05,85,6.63,52,2.25,34,14.19,"1,777",2.15,911,1.63,866,2.70,"2,555",-0.44,14,-31.48,"2,541",-0.19,"1,173",3.40,654,3.57,519,3.19,322,-4.90,283,-4.52,40,-7.50
1991M06,89,5.37,58,9.72,32,-1.73,"1,775",4.23,904,3.09,871,5.44,"2,561",-0.71,12,-36.94,"2,550",-0.45,"1,172",3.14,654,3.02,519,3.28,318,-6.97,280,-6.61,38,-9.53
1991M07,101,13.87,63,7.26,37,27.07,"1,673",6.05,857,6.89,816,5.19,"2,599",-1.31,12,-34.57,"2,587",-1.07,"1,141",3.70,649,4.74,492,2.36,330,-9.50,296,-9.42,34,-10.19
1991M08,93,-5.52,60,-4.24,33,-7.76,"1,637",3.63,827,2.91,810,4.36,"2,620",5.48,11,-19.63,"2,609",5.62,"1,146",2.52,668,6.99,478,-3.14,337,-7.25,308,-6.55,29,-13.98
1991M09,87,-13.57,56,-16.35,31,-8.04,"1,675",1.56,851,0.94,824,2.20,"2,654",4.77,10,-28.47,"2,644",4.95,"1,162",4.80,679,8.56,484,-0.06,343,-6.65,310,-5.32,33,-17.54
1991M10,84,3.32,53,-2.71,31,15.38,"1,700",3.61,866,2.90,834,4.36,"2,663",1.18,16,-29.43,"2,648",1.44,"1,171",5.02,677,8.15,494,1.02,328,-5.13,291,-3.58,37,-15.71
1991M11,81,7.01,50,2.54,31,15.09,"1,731",4.85,888,5.43,843,4.25,"2,606",0.05,13,-38.99,"2,593",0.37,"1,187",7.08,683,9.68,504,3.73,349,2.53,304,2.55,45,2.39
1991M12,75,-14.55,48,-20.40,27,-1.92,"1,759",5.75,906,7.29,853,4.15,"2,590",-2.51,13,-29.06,"2,578",-2.33,"1,192",7.74,674,8.19,517,7.16,333,-3.36,294,-2.52,39,-9.27
1992M01,68,-17.81,47,-15.64,21,-22.23,"1,753",3.85,890,4.41,864,3.28,"2,605",-3.17,11,-48.98,"2,594",-2.81,"1,197",5.76,679,4.73,519,7.13,328,-1.44,294,-1.39,34,-1.87
1992M02,67,-20.05,44,-25.49,23,-6.90,"1,791",5.26,902,5.87,889,4.65,"2,637",-4.21,10,-30.54,"2,626",-4.07,"1,184",5.48,671,3.43,513,8.28,336,5.06,302,5.29,34,3.01
1992M03,67,-14.30,43,-19.95,24,-1.69,"1,793",1.80,900,0.62,892,3.02,"2,650",-1.96,10,-45.62,"2,640",-1.65,"1,182",5.48,675,4.00,507,7.50,331,2.93,296,4.45,35,-8.26
1992M04,66,-21.45,43,-22.16,23,-20.10,"1,795",1.20,901,-0.86,893,3.36,"2,668",1.06,11,-49.70,"2,657",1.47,"1,184",3.51,679,2.53,505,4.84,322,1.41,285,1.24,37,2.72
1992M05,68,-20.71,45,-12.57,22,-33.30,"1,810",1.84,911,0.02,898,3.76,"2,621",2.59,7,-50.28,"2,614",2.88,"1,209",3.05,686,4.96,522,0.65,315,-2.31,280,-0.90,35,-12.38
1992M06,72,-19.37,50,-12.93,22,-31.11,"1,827",2.92,921,1.87,906,4.00,"2,589",1.07,11,-5.42,"2,578",1.10,"1,221",4.17,691,5.70,530,2.24,319,0.20,282,0.60,37,-2.78
1992M07,75,-25.89,50,-21.23,25,-33.72,"1,755",4.95,884,3.23,871,6.76,"2,617",0.68,11,-6.93,"2,606",0.72,"1,211",6.13,690,6.25,522,5.96,330,0.09,288,-2.69,42,24.47
1992M08,63,-32.28,39,-34.72,24,-27.87,"1,720",5.08,866,4.71,854,5.44,"2,597",-0.89,10,-10.52,"2,587",-0.85,"1,222",6.64,694,3.90,528,10.46,333,-1.27,289,-6.10,44,49.56
1992M09,69,-20.25,42,-24.12,27,-13.26,"1,739",3.81,890,4.59,849,3.00,"2,564",-3.39,8,-11.64,"2,555",-3.36,"1,269",9.20,723,6.47,547,13.04,352,2.71,305,-1.38,47,41.03
1992M10,69,-18.41,40,-23.67,28,-9.54,"1,766",3.90,896,3.42,871,4.41,"2,565",-3.68,11,-29.46,"2,554",-3.53,"1,257",7.34,719,6.25,538,8.83,353,7.50,305,4.86,48,28.13
1992M11,69,-14.90,43,-15.09,27,-14.58,"1,797",3.81,899,1.24,898,6.52,"2,569",-1.44,13,3.23,"2,555",-1.46,"1,244",4.84,713,4.37,531,5.47,351,0.51,299,-1.82,52,16.41
1992M12,65,-13.25,40,-17.48,26,-5.84,"1,785",1.51,894,-1.25,891,4.44,"2,590",-0.04,13,-1.83,"2,577",-0.03,"1,262",5.86,735,9.04,526,1.71,346,4.04,297,1.06,49,26.64
1993M01,72,6.69,42,-8.97,30,41.33,"1,839",4.90,924,3.85,916,5.99,"2,597",-0.30,12,11.40,"2,585",-0.35,"1,242",3.76,717,5.68,525,1.25,343,4.49,304,3.32,39,14.45
1993M02,78,15.32,52,17.44,26,11.22,"1,902",6.18,956,6.00,945,6.36,"2,677",1.53,9,-17.77,"2,668",1.60,"1,236",4.39,706,5.26,530,3.25,336,0.06,297,-1.77,39,16.43
1993M03,92,36.56,61,40.10,31,30.12,"1,920",7.09,970,7.75,950,6.43,"2,631",-0.72,12,19.15,"2,619",-0.80,"1,250",5.78,711,5.31,539,6.40,328,-1.10,283,-4.48,45,27.23
1993M04,91,39.09,61,42.20,31,33.32,"1,930",7.52,984,9.14,946,5.88,"2,610",-2.19,11,-0.76,"2,599",-2.20,"1,260",6.41,719,5.96,540,7.02,323,0.39,279,-2.08,45,19.18
1993M05,76,11.80,53,16.86,23,1.53,"1,926",6.42,979,7.42,947,5.40,"2,567",-2.07,9,35.43,"2,557",-2.17,"1,329",10.01,749,9.06,581,11.25,334,6.12,291,3.76,43,25.17
1993M06,85,18.81,62,23.91,23,7.05,"1,962",7.38,"1,005",9.05,958,5.69,"2,577",-0.47,8,-27.34,"2,569",-0.36,"1,326",8.57,750,8.46,576,8.70,323,1.32,288,2.25,35,-5.80
1993M07,97,30.55,63,26.87,34,37.89,"1,831",4.29,944,6.70,887,1.84,"2,628",0.42,8,-30.67,"2,620",0.56,"1,322",9.13,752,8.98,570,9.33,344,4.15,306,6.12,38,-9.37
1993M08,90,43.10,59,51.21,31,29.84,"1,793",4.28,922,6.43,872,2.10,"2,505",-3.52,10,0.79,"2,496",-3.54,"1,349",10.39,761,9.68,588,11.33,350,5.23,313,8.50,37,-16.33
1993M09,86,24.04,51,20.40,35,29.80,"1,880",8.09,967,8.62,913,7.52,"2,500",-2.48,10,15.18,"2,490",-2.54,"1,328",4.66,749,3.58,580,6.09,351,-0.30,312,2.13,39,-16.27
1993M10,86,25.69,53,31.94,33,16.77,"1,875",6.15,958,6.97,917,5.30,"2,572",0.26,7,-35.30,"2,565",0.41,"1,323",5.28,755,5.01,568,5.65,342,-3.01,308,1.13,34,-29.41
1993M11,79,14.97,52,23.24,27,1.75,"1,893",5.34,971,7.98,922,2.69,"2,656",3.40,9,-36.07,"2,648",3.61,"1,337",7.48,761,6.67,577,8.56,333,-4.98,301,0.64,32,-37.36
1993M12,76,15.76,49,22.87,27,4.85,"1,925",7.81,982,9.80,943,5.82,"2,637",1.83,8,-39.88,"2,629",2.04,"1,349",6.90,757,2.99,591,12.37,355,2.47,315,6.13,39,-19.73
1994M01,67,-7.49,43,2.04,24,-21.07,"1,934",5.17,983,6.42,951,3.91,"2,628",1.18,9,-22.63,"2,619",1.29,"1,332",7.22,758,5.67,574,9.33,327,-4.61,296,-2.67,32,-19.54
1994M02,89,14.83,61,17.73,28,8.91,"1,942",2.12,981,2.58,961,1.65,"2,715",1.43,10,14.34,"2,705",1.39,"1,336",8.08,762,7.88,574,8.36,344,2.41,316,6.42,28,-27.82
1994M03,84,-8.28,56,-7.97,28,-8.90,"1,907",-0.68,969,-0.14,938,-1.23,"2,593",-1.46,10,-17.52,"2,582",-1.38,"1,351",8.12,763,7.37,588,9.10,345,5.35,302,6.75,43,-3.43
1994M04,79,-13.22,55,-8.68,24,-22.19,"1,969",2.03,"1,000",1.66,969,2.42,"2,623",0.49,9,-15.45,"2,614",0.56,"1,342",6.58,768,6.82,574,6.26,327,0.95,287,2.96,39,-11.63
1994M05,71,-6.04,48,-8.80,23,0.37,"2,004",4.09,"1,005",2.63,1000,5.59,"2,548",-0.72,7,-30.28,"2,542",-0.61,"1,401",5.38,795,6.17,606,4.36,332,-0.69,294,1.12,38,-12.79
1994M06,78,-8.82,49,-20.58,29,22.56,"2,000",1.92,"1,006",0.11,994,3.82,"2,572",-0.17,9,8.39,"2,564",-0.20,"1,405",5.98,798,6.46,607,5.35,333,2.94,297,2.93,36,2.99
1994M07,95,-2.42,61,-4.05,34,0.58,"1,838",0.37,945,0.17,892,0.59,"2,642",0.51,8,4.00,"2,633",0.50,"1,364",3.21,781,3.90,583,2.29,347,1.06,312,2.22,35,-8.25
1994M08,111,23.09,71,20.79,40,27.47,"1,788",-0.32,922,0.00,866,-0.67,"2,578",2.89,13,31.98,"2,565",2.77,"1,364",1.13,777,2.06,587,-0.07,357,2.01,323,2.93,34,-5.81
1994M09,103,20.26,68,33.46,35,0.91,"1,884",0.20,967,0.04,916,0.36,"2,599",3.97,11,14.40,"2,588",3.93,"1,375",3.52,789,5.41,586,1.08,369,5.18,329,5.43,40,3.16
1994M10,94,8.88,59,11.30,35,4.98,"1,892",0.92,962,0.41,930,1.46,"2,583",0.44,12,68.69,"2,571",0.25,"1,367",3.34,790,4.61,578,1.64,360,5.10,319,3.35,41,21.12
1994M11,87,9.54,59,13.48,28,1.91,"1,892",-0.09,961,-1.03,931,0.91,"2,604",-1.98,12,35.30,"2,592",-2.10,"1,381",3.24,796,4.67,584,1.36,356,6.98,316,5.22,40,23.30
1994M12,79,4.31,54,10.85,25,-7.45,"1,856",-3.57,951,-3.12,905,-4.04,"2,650",0.50,9,17.89,"2,641",0.45,"1,393",3.30,806,6.48,587,-0.77,361,1.92,323,2.32,39,-1.32
1995M01,87,29.89,55,27.30,32,34.65,"1,892",-2.18,958,-2.53,934,-1.82,"2,636",0.28,8,-8.29,"2,627",0.31,"1,380",3.59,794,4.77,586,2.05,347,5.91,305,3.05,42,32.64
1995M02,93,3.77,62,0.64,31,10.69,"1,939",-0.13,975,-0.61,964,0.36,"2,649",-2.42,9,-5.52,"2,640",-2.41,"1,381",3.42,795,4.45,586,2.05,354,2.78,313,-0.76,40,42.07
1995M03,104,23.65,68,22.31,36,26.30,"1,965",3.04,987,1.88,978,4.24,"2,638",1.75,8,-22.88,"2,630",1.84,"1,398",3.42,795,4.20,603,2.42,360,4.38,319,5.80,41,-5.46
1995M04,115,44.88,75,35.38,40,66.91,"1,967",-0.10,990,-1.02,977,0.85,"2,639",0.64,8,-5.45,"2,631",0.66,"1,408",4.85,807,4.96,601,4.71,342,4.77,300,4.46,42,7.07
1995M05,105,48.14,67,38.61,38,68.34,"2,020",0.78,"1,033",2.79,987,-1.24,"2,589",1.61,10,47.90,"2,580",1.49,"1,437",2.54,826,3.92,611,0.73,341,2.70,293,-0.51,48,27.61
1995M06,98,26.41,62,26.63,36,26.03,"2,060",2.99,"1,048",4.24,"1,011",1.73,"2,579",0.27,10,10.76,"2,570",0.23,"1,448",3.07,814,2.03,634,4.43,343,2.96,298,0.52,44,23.24
1995M07,106,11.85,68,12.52,38,10.67,"1,936",5.37,971,2.77,965,8.13,"2,591",-1.91,11,36.83,"2,580",-2.03,"1,453",6.54,827,5.96,626,7.32,357,2.71,317,1.37,40,14.70
1995M08,117,5.63,72,1.59,45,12.90,"1,900",6.27,960,4.18,939,8.49,"2,609",1.21,12,-10.19,"2,598",1.27,"1,460",7.05,828,6.61,632,7.64,358,0.18,315,-2.22,42,22.72
1995M09,120,16.18,74,8.37,46,31.31,"1,928",2.36,968,0.08,960,4.77,"2,632",1.26,9,-18.98,"2,623",1.35,"1,467",6.68,829,5.08,638,8.84,378,2.41,332,0.91,46,14.73
1995M10,117,24.45,74,24.67,43,24.07,"1,933",2.16,967,0.49,966,3.88,"2,626",1.66,9,-24.74,"2,617",1.78,"1,468",7.38,842,6.62,626,8.42,373,3.68,323,1.45,49,21.04
1995M11,120,38.08,75,26.72,45,62.57,"1,931",2.07,969,0.85,962,3.33,"2,648",1.70,11,-8.95,"2,637",1.75,"1,480",7.18,848,6.45,632,8.18,364,1.99,323,2.16,40,0.58
1995M12,105,32.99,68,25.87,37,48.32,"1,947",4.89,977,2.68,970,7.21,"2,651",0.02,10,8.77,"2,641",-0.01,"1,479",6.13,854,5.84,625,6.52,365,1.03,328,1.80,37,-5.33
1996M01,112,29.43,68,23.33,44,40.04,"1,968",4.03,972,1.46,996,6.67,"2,617",-0.71,8,-3.38,"2,609",-0.70,"1,485",7.61,860,8.28,625,6.72,360,3.85,320,5.22,39,-6.05
1996M02,119,28.50,76,22.39,43,40.75,"1,977",1.92,974,-0.13,"1,003",4.01,"2,595",-2.06,9,-3.82,"2,586",-2.05,"1,487",7.69,854,7.39,633,8.11,350,-0.95,315,0.73,35,-13.92
1996M03,124,19.24,81,19.18,43,19.37,"2,050",4.37,"1,023",3.68,"1,027",5.06,"2,594",-1.67,10,23.47,"2,584",-1.74,"1,506",7.73,864,8.62,642,6.55,359,-0.38,323,1.03,36,-11.31
1996M04,122,6.03,84,11.52,38,-4.30,"2,083",5.92,"1,052",6.28,"1,031",5.55,"2,588",-1.94,11,35.03,"2,577",-2.06,"1,501",6.63,860,6.68,640,6.57,365,6.60,321,7.06,44,3.35
1996M05,115,8.86,82,22.73,33,-15.35,"2,120",4.95,"1,079",4.44,"1,042",5.47,"2,536",-2.08,10,4.09,"2,526",-2.10,"1,508",4.96,872,5.60,636,4.09,356,4.56,317,8.45,39,-18.99
1996M06,112,13.76,78,24.55,34,-4.99,"2,122",3.05,"1,079",2.94,"1,043",3.16,"2,534",-1.76,10,2.63,"2,524",-1.77,"1,530",5.62,871,7.03,658,3.82,371,8.45,322,7.76,50,13.13
1996M07,122,14.58,75,10.48,46,21.91,"1,964",1.43,"1,001",3.02,963,-0.17,"2,620",1.13,12,6.15,"2,608",1.10,"1,542",6.07,882,6.60,660,5.36,392,9.81,341,7.71,51,26.40
1996M08,126,7.23,77,6.27,49,8.77,"1,926",1.37,977,1.71,949,1.03,"2,654",1.73,7,-35.78,"2,647",1.89,"1,550",6.14,880,6.22,670,6.04,411,14.80,362,14.66,49,15.88
1996M09,119,-0.62,73,-1.76,47,1.21,"1,913",-0.79,967,-0.14,946,-1.44,"2,650",0.69,7,-25.70,"2,644",0.78,"1,546",5.40,873,5.31,673,5.51,399,5.49,349,5.32,49,6.73
1996M10,126,7.86,82,10.51,44,3.32,"1,935",0.08,966,-0.11,969,0.26,"2,640",0.54,8,-16.73,"2,633",0.60,"1,557",6.04,892,5.87,665,6.26,385,3.15,338,4.62,46,-6.43
1996M11,122,1.72,84,11.21,38,-14.22,"1,987",2.93,986,1.76,"1,001",4.12,"2,561",-3.29,10,-0.63,"2,550",-3.30,"1,560",5.44,879,3.68,682,7.79,383,5.38,335,3.53,48,20.19
1996M12,114,8.51,81,19.15,33,-10.93,"1,995",2.48,998,2.21,997,2.74,"2,556",-3.58,12,20.51,"2,544",-3.67,"1,555",5.14,880,3.10,675,7.93,384,5.09,335,2.10,48,31.74
1997M01,114,1.70,74,9.46,40,-10.21,"2,015",2.35,"1,010",3.88,"1,005",0.85,"2,589",-1.06,8,-4.08,"2,581",-1.05,"1,535",3.42,878,2.18,657,5.11,368,2.15,324,0.98,44,11.62
1997M02,136,14.60,90,18.84,47,7.22,"2,037",3.06,"1,019",4.68,"1,018",1.49,"2,623",1.08,10,11.98,"2,613",1.05,"1,566",5.31,896,4.87,671,5.89,357,1.85,321,1.75,36,2.71
1997M03,122,-1.34,84,3.06,38,-9.77,"2,094",2.15,"1,057",3.28,"1,038",1.02,"2,588",-0.22,7,-30.84,"2,581",-0.11,"1,569",4.20,894,3.55,674,5.07,340,-5.38,307,-4.73,32,-11.19
1997M04,120,-0.94,81,-3.01,39,3.60,"2,129",2.21,"1,069",1.58,"1,061",2.87,"2,581",-0.28,9,-21.16,"2,572",-0.19,"1,574",4.86,904,5.11,670,4.53,350,-4.02,309,-3.73,41,-6.10
1997M05,104,-9.55,75,-8.74,29,-11.60,"2,155",1.64,"1,076",-0.27,"1,079",3.63,"2,560",0.94,9,-6.84,"2,550",0.97,"1,573",4.34,897,2.82,677,6.42,365,2.54,322,1.52,43,10.81
1997M06,104,-6.84,69,-11.40,35,3.55,"2,131",0.39,"1,064",-1.39,"1,067",2.23,"2,559",0.99,8,-18.71,"2,551",1.06,"1,593",4.13,893,2.52,699,6.25,378,1.68,331,3.03,46,-7.07
1997M07,99,-18.94,65,-13.37,33,-27.96,"2,038",3.78,999,-0.18,"1,039",7.89,"2,599",-0.80,9,-23.04,"2,590",-0.70,"1,609",4.35,907,2.86,701,6.33,391,-0.14,345,1.28,46,-9.72
1997M08,104,-17.40,68,-11.86,36,-26.18,"2,002",3.97,973,-0.36,"1,029",8.42,"2,623",-1.17,8,1.76,"2,615",-1.18,"1,612",3.99,913,3.83,698,4.21,393,-4.21,347,-4.12,47,-4.89
1997M09,106,-11.50,69,-5.28,37,-21.16,"2,024",5.81,974,0.82,"1,049",10.91,"2,642",-0.31,6,-4.54,"2,636",-0.30,"1,617",4.55,908,4.00,708,5.25,397,-0.41,350,0.27,47,-5.25
1997M10,90,-28.33,60,-26.87,31,-31.01,"1,999",3.35,965,-0.12,"1,035",6.81,"2,674",1.27,6,-24.83,"2,668",1.35,"1,628",4.58,929,4.19,699,5.09,383,-0.53,341,0.88,41,-10.83
1997M11,93,-24.36,59,-29.92,34,-12.26,"2,027",2.00,983,-0.28,"1,044",4.24,"2,644",3.24,9,-11.55,"2,635",3.30,"1,621",3.87,917,4.36,704,3.24,375,-2.21,331,-1.00,43,-10.59
1997M12,97,-14.34,68,-15.56,29,-11.38,"2,052",2.85,"1,002",0.33,"1,050",5.38,"2,600",1.75,12,5.27,"2,588",1.73,"1,613",3.79,915,4.02,698,3.48,380,-1.04,335,0.06,44,-8.62
1998M01,102,-10.54,68,-8.17,34,-14.97,"2,066",2.54,"1,014",0.43,"1,051",4.65,"2,626",1.43,11,33.61,"2,616",1.33,"1,619",5.46,918,4.52,701,6.71,365,-0.66,319,-1.33,46,4.21
1998M02,108,-21.20,74,-18.21,34,-27.00,"2,133",4.72,"1,057",3.72,"1,076",5.73,"2,677",2.04,9,-9.85,"2,668",2.09,"1,604",2.41,911,1.75,693,3.29,347,-2.62,311,-3.07,36,1.47
1998M03,105,-13.94,70,-16.87,35,-7.53,"2,157",3.00,"1,068",1.04,"1,090",4.99,"2,639",1.98,14,105.93,"2,626",1.71,"1,609",2.54,907,1.45,701,3.99,353,3.97,311,1.19,42,30.34
1998M04,111,-8.14,72,-11.62,39,-1.00,"2,170",1.91,"1,069",0.09,"1,101",3.75,"2,626",1.76,7,-25.16,"2,619",1.85,"1,623",3.11,909,0.54,714,6.58,381,8.85,332,7.26,49,20.83
1998M05,95,-8.28,63,-15.86,32,11.53,"2,176",0.97,"1,077",0.15,"1,099",1.79,"2,598",1.49,18,93.20,"2,579",1.15,"1,652",5.02,922,2.79,730,7.98,404,10.58,355,10.12,49,13.98
