期間,合計_原始值,合計_年增率(%),隔夜_原始值,隔夜_年增率(%),1週_原始值,1週_年增率(%),2週_原始值,2週_年增率(%),3週_原始值,3週_年增率(%),1個月_原始值,1個月_年增率(%),2-6個月_原始值,2-6個月_年增率(%),7個月-1年_原始值,7個月-1年_年增率(%)
2011M12,"2,818,571",-11.84,"1,690,161",-12.64,"1,042,968",-7.77,"78,914",-32.92,"3,200",-38.46,-,-,"3,328",33.60,-,-
2012M01,"2,063,905",-38.75,"1,338,985",-37.93,"556,211",-44.97,"153,756",-19.93,"9,600",89.72,"4,700",30.56,653,-37.15,-,-
2012M02,"2,794,785",16.84,"1,909,551",25.47,"788,092",17.09,"84,226",-55.70,"3,740",-33.57,"7,870","1,256.90","1,306",142.30,-,-
2012M03,"3,283,589",4.67,"2,217,264",19.06,"972,231",-15.64,"79,058",-28.34,"2,203",-74.62,"2,390",34.27,"10,443",545.43,-,-
2012M04,"3,119,193",19.23,"2,349,978",49.02,"723,254",-19.79,"36,228",-71.38,"4,090",-28.62,"3,190",13.52,"2,453",4.87,-,-
2012M05,"3,286,012",32.67,"2,327,305",48.81,"915,813",8.61,"24,720",-60.28,"1,750",-58.03,"1,850",85.00,"14,574",549.75,-,-
2012M06,"2,884,313",14.32,"1,937,705",4.78,"903,117",46.67,"23,750",-56.42,"3,310",480.70,"10,050",570.00,"6,381",314.35,-,-
2012M07,"3,424,002",18.15,"2,313,234",14.50,"1,016,325",28.17,"80,250",3.53,900,-70.00,"1,300",-56.67,"11,993",805.82,-,-
2012M08,"2,890,910",1.67,"1,924,685",2.62,"874,084",-4.69,"80,670",66.21,300,-47.37,"1,050",5.00,"10,121","1,078.23",-,-
2012M09,"2,854,265",13.55,"1,851,896",11.32,"880,313",11.11,"106,715",94.45,"2,000",-,"7,970",697.00,"5,371",193.02,-,-
2012M10,"3,035,336",18.74,"1,962,560",11.25,"958,503",39.07,"98,092",0.83,"7,110",184.40,"1,350",-41.30,"7,721",700.10,-,-
2012M11,"2,665,222",4.57,"1,584,414",4.72,"900,648",-5.42,"160,535",101.75,"6,980",315.48,"9,500",850.00,"3,145",141.74,-,-
2012M12,"2,574,726",-8.65,"1,629,823",-3.57,"752,172",-27.88,"107,681",36.45,"58,149","1,717.16","19,390",-,"7,511",125.69,-,-
2013M01,"3,144,159",52.34,"2,008,098",49.97,"980,820",76.34,"108,300",-29.56,"23,150",141.15,"3,000",-36.17,"20,791","3,083.92",-,-
2013M02,"2,008,815",-28.12,"1,122,808",-41.20,"540,203",-31.45,"270,142",220.73,"64,316","1,619.68","10,290",30.75,"1,056",-19.14,-,-
2013M03,"2,953,045",-10.07,"1,989,892",-10.25,"826,537",-14.99,"88,910",12.46,"37,915","1,621.06","1,690",-29.29,"8,101",-22.43,-,-
2013M04,"2,876,733",-7.77,"1,962,159",-16.50,"729,080",0.81,"171,403",373.12,"6,835",67.11,"3,440",7.84,"3,816",55.56,-,-
2013M05,"3,177,536",-3.30,"2,278,820",-2.08,"686,428",-25.05,"178,052",620.28,"25,120","1,335.43","6,390",245.41,"2,726",-81.30,-,-
2013M06,"2,999,035",3.98,"1,833,276",-5.39,"934,087",3.43,"200,421",743.88,"23,435",608.01,"4,070",-59.50,"3,746",-41.29,-,-
2013M07,"3,740,905",9.26,"2,302,245",-0.48,"1,218,055",19.85,"201,629",151.25,"4,230",370.00,290,-77.69,"14,456",20.54,-,-
2013M08,"2,998,952",3.74,"1,746,696",-9.25,"1,083,623",23.97,"135,462",67.92,"8,880","2,860.00",300,-71.43,"23,991",137.04,-,-
2013M09,"3,224,648",12.98,"1,935,655",4.52,"1,001,169",13.73,"246,538",131.02,"23,345","1,067.25","8,140",2.13,"9,801",82.48,-,-
2013M10,"4,534,955",49.41,"3,029,576",54.37,"1,283,975",33.96,"170,483",73.80,"11,380",60.06,"4,730",250.37,"34,811",350.86,-,-
2013M11,"3,946,816",48.09,"2,460,318",55.28,"1,278,551",41.96,"185,301",15.43,"20,005",186.60,"1,690",-82.21,951,-69.76,-,-
2013M12,"4,237,484",64.58,"2,857,484",75.32,"1,087,153",44.54,"195,606",81.65,"85,480",47.00,"8,710",-55.08,"3,051",-59.38,-,-
2014M01,"4,318,697",37.36,"2,732,229",36.06,"1,062,351",8.31,"349,906",223.09,"135,400",484.88,"26,960",798.67,"11,851",-43.00,-,-
2014M02,"3,457,671",72.12,"1,940,215",72.80,"1,285,742",138.01,"206,053",-23.72,"18,180",-71.73,"6,730",-34.60,751,-28.88,-,-
2014M03,"4,216,856",42.80,"2,635,702",32.45,"1,317,709",59.43,"213,923",140.61,"41,112",8.43,"5,059",199.35,"1,951",-75.92,"1,400",-
2014M04,"4,474,628",55.55,"2,679,154",36.54,"1,552,406",112.93,"219,847",28.26,"8,900",30.21,"13,920",304.65,401,-89.49,-,-
2014M05,"4,055,690",27.64,"2,112,942",-7.28,"1,653,958",140.95,"245,284",37.76,"38,055",51.49,"1,800",-71.83,"3,651",33.93,-,-
2014M06,"3,867,502",28.96,"2,152,127",17.39,"1,426,569",52.72,"248,346",23.91,"32,349",38.04,"6,060",48.89,"2,051",-45.25,-,-
2014M07,"4,262,700",13.95,"2,534,899",10.11,"1,479,627",21.47,"202,035",0.20,"32,610",670.92,"9,090","3,034.48","4,439",-69.29,-,-
