期間,遠期利率協議_原始值,遠期利率協議_年增率(%),遠期利率協議_原始值,遠期利率協議_年增率(%),換利_原始值,換利_年增率(%),換利_原始值,換利_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),買入選擇權_原始值,買入選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),賣出選擇權_原始值,賣出選擇權_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
2010M08,0,--,0,-100.00,"444,021",-17.95,"253,737",-88.23,"36,404",13.38,6,-99.96,"28,046",22.42,"10,165","1,091.68","508,471",-14.71,"263,908",-87.87
2010M09,0,--,400,-93.79,"387,859",-30.62,"146,825",-86.60,"25,582",15.36,71,-99.67,"23,483",-6.57,"1,005",371.83,"436,924",-27.94,"148,301",-86.80
2010M10,0,--,"12,313",--,"366,925",-41.10,"98,805",-68.05,"24,169",-9.11,404,-95.64,"25,243",-3.44,"18,158",665.84,"416,337",-38.39,"129,680",-59.59
2010M11,0,--,0,--,"307,450",-24.32,"135,663",-25.78,"17,452",23.52,0,-100.00,"9,489",-27.43,"2,074",116.27,"334,391",-22.86,"137,737",-31.25
2010M12,0,--,0,--,"237,448",-27.97,"67,974",-70.91,"12,201",-30.44,0,-100.00,"21,322",50.47,489,-95.82,"270,971",-25.02,"68,463",-73.29
2011M01,0,-100.00,0,--,"324,929",-57.73,"248,702",-65.66,"22,283",-27.57,"2,260",-90.78,"25,875",-11.47,"9,258",-35.96,"373,087",-55.54,"260,220",-65.91
2011M02,0,-100.00,0,-100.00,"453,287",67.27,"431,918",-37.52,"22,464",-55.14,427,-97.96,"25,174",-44.12,"5,606",-60.66,"500,925",35.27,"437,951",-39.81
2011M03,0,-100.00,0,-100.00,"482,047",-32.15,"202,775",-60.04,"41,611",-30.53,402,-87.95,"35,114",-34.13,"6,699",42.93,"558,772",-32.73,"209,876",-59.36
2011M04,0,-100.00,0,-100.00,"278,157",-44.44,"85,242",-82.56,"11,188",-66.53,"7,467",--,"11,163",-59.58,"7,371",134.75,"300,508",-46.60,"100,080",-79.67
2011M05,0,--,0,-100.00,"381,314",-32.75,"159,455",-57.71,"14,236",-65.84,140,-99.71,"14,446",-57.80,"2,773",-67.57,"409,996",-36.23,"162,368",-63.27
2011M06,0,-100.00,"15,568",383.48,"443,848",0.15,"388,779",13.64,"11,197",-70.54,158,-98.67,"11,969",-69.71,"17,943","3,614.91","467,014",-12.48,"422,448",18.10
2011M07,300,--,0,--,"304,980",-26.55,"237,122",36.28,"13,773",-28.69,"4,182",--,"16,697",-21.13,"9,298",53.15,"335,750",-26.33,"250,602",39.17
2011M08,0,--,0,--,"483,731",8.94,"207,908",-18.06,"5,688",-84.38,0,-100.00,"8,871",-68.37,"5,574",-45.16,"498,290",-2.00,"213,482",-19.11
2011M09,0,--,"3,048",662.00,"203,205",-47.61,"60,230",-58.98,"4,179",-83.66,84,18.31,"7,093",-69.80,"3,560",254.23,"214,477",-50.91,"66,922",-54.87
2011M10,0,--,0,-100.00,"191,800",-47.73,"79,080",-19.96,"4,408",-81.76,"1,250",209.41,"7,140",-71.71,"7,242",-60.12,"203,348",-51.16,"87,572",-32.47
2011M11,0,--,0,--,"166,689",-45.78,"45,025",-66.81,"7,322",-58.04,871,--,"7,383",-22.19,"5,974",188.04,"181,394",-45.75,"51,870",-62.34
2011M12,130,--,"16,951",--,"227,677",-4.12,"80,287",18.11,"7,384",-39.48,73,--,"6,871",-67.78,"5,873","1,101.02","242,062",-10.67,"103,184",50.71
2012M01,0,--,0,--,"385,218",18.55,"116,173",-53.29,"3,747",-83.18,"3,520",55.75,"3,348",-87.06,"20,439",120.77,"392,313",5.15,"140,132",-46.15
2012M02,0,--,"11,748",--,"465,680",2.73,"96,711",-77.61,"8,732",-61.13,"2,942",588.99,"8,154",-67.61,"5,069",-9.58,"482,566",-3.67,"116,470",-73.41
2012M03,0,--,0,--,"289,650",-39.91,"260,622",28.53,"14,533",-65.07,615,52.99,"11,649",-66.83,"8,023",19.76,"315,832",-43.48,"269,260",28.29
2012M04,0,--,0,--,"393,843",41.59,"91,355",7.17,"9,751",-12.84,0,-100.00,"10,163",-8.96,"12,883",74.78,"413,757",37.69,"104,238",4.15
2012M05,0,--,0,--,"309,795",-18.76,"113,322",-28.93,"4,338",-69.53,0,-100.00,"6,582",-54.44,"9,083",227.55,"320,715",-21.78,"122,405",-24.61
2012M06,0,--,149,-99.04,"243,349",-45.17,"92,572",-76.19,"10,857",-3.04,0,-100.00,"3,972",-66.81,"7,386",-58.84,"258,178",-44.72,"100,107",-76.30
2012M07,0,-100.00,0,--,"240,685",-21.08,"110,817",-53.27,"11,780",-14.47,"1,053",-74.82,"9,065",-45.71,"14,096",51.60,"261,530",-22.11,"125,966",-49.73
2012M08,0,--,0,--,"95,086",-80.34,"93,971",-54.80,"7,048",23.91,943,--,"9,389",5.84,"9,404",68.71,"111,523",-77.62,"104,318",-51.13
2012M09,0,--,0,-100.00,"84,706",-58.32,"79,236",31.56,"10,111",141.95,95,13.10,"2,114",-70.20,"6,375",79.07,"96,931",-54.81,"85,706",28.07
2012M10,574,--,0,--,"71,392",-62.78,"95,094",20.25,"10,687",142.45,527,-57.84,"4,683",-34.41,"9,115",25.86,"87,336",-57.05,"104,736",19.60
2012M11,0,--,0,--,"66,893",-59.87,"87,125",93.50,"1,592",-78.26,0,-100.00,"2,189",-70.35,"8,849",48.13,"70,674",-61.04,"95,974",85.03
2012M12,0,-100.00,0,-100.00,"59,510",-73.86,"90,517",12.74,"1,063",-85.60,0,-100.00,"3,442",-49.91,"6,364",8.36,"64,015",-73.55,"96,881",-6.11
2013M01,239,--,532,--,"212,604",-44.81,"106,178",-8.60,"1,837",-50.97,"7,429",111.05,"3,514",4.96,"17,199",-15.85,"218,194",-44.38,"131,338",-6.28
2013M02,0,--,0,-100.00,"57,131",-87.73,"43,973",-54.53,"1,022",-88.30,0,-100.00,935,-88.53,"6,731",32.79,"59,088",-87.76,"50,704",-56.47
2013M03,0,--,0,--,"167,377",-42.21,"47,725",-81.69,"3,000",-79.36,99,-83.90,"4,280",-63.26,"10,442",30.15,"174,657",-44.70,"58,266",-78.36
2013M04,0,--,0,--,"146,665",-62.76,"62,505",-31.58,"7,600",-22.06,"1,344",--,"3,969",-60.95,"7,305",-43.30,"158,234",-61.76,"71,154",-31.74
2013M05,518,--,150,--,"187,155",-39.59,"69,105",-39.02,"3,614",-16.69,34,--,"5,812",-11.70,"15,917",75.24,"197,099",-38.54,"85,206",-30.39
2013M06,0,--,0,-100.00,"215,460",-11.46,"56,604",-38.85,"4,973",-54.20,92,--,"7,329",84.52,"2,899",-60.75,"227,762",-11.78,"59,595",-40.47
2013M07,0,--,0,--,"148,074",-38.48,"53,921",-51.34,"1,867",-84.15,435,-58.69,"4,780",-47.27,"6,404",-54.57,"154,721",-40.84,"60,760",-51.76
2013M08,0,--,0,--,"140,289",47.54,"48,799",-48.07,"2,147",-69.54,0,-100.00,"5,041",-46.31,"5,752",-38.83,"147,477",32.24,"54,551",-47.71
2013M09,0,--,0,--,"124,054",46.45,"48,536",-38.75,269,-97.34,0,-100.00,"2,057",-2.70,"3,519",-44.80,"126,380",30.38,"52,055",-39.26
2013M10,0,-100.00,0,--,"80,789",13.16,"40,785",-57.11,"4,110",-61.54,"6,024","1,043.07","1,782",-61.95,"1,457",-84.02,"86,681",-0.75,"48,266",-53.92
2013M11,0,--,0,--,"64,292",-3.89,"34,082",-60.88,"11,015",591.90,812,--,"3,511",60.39,"3,681",-58.40,"78,818",11.52,"38,575",-59.81
2013M12,0,--,0,--,"46,631",-21.64,"30,774",-66.00,"3,640",242.43,748,--,"3,537",2.76,"3,427",-46.15,"53,808",-15.94,"34,948",-63.93
2014M01,0,-100.00,0,-100.00,"121,106",-43.04,"52,985",-50.10,"1,352",-26.40,720,-90.31,"3,061",-12.89,"2,694",-84.34,"125,519",-42.47,"56,399",-57.06
2014M02,0,--,0,--,"92,818",62.47,"34,338",-21.91,692,-32.29,152,--,"1,279",36.79,"2,289",-65.99,"94,789",60.42,"36,779",-27.46
2014M03,0,--,0,--,"103,412",-38.22,"47,788",0.13,"1,187",-60.43,0,-100.00,"2,837",-33.71,"6,012",-42.42,"107,436",-38.49,"53,800",-7.66
2014M04,"7,238",--,657,--,"77,891",-46.89,"60,828",-2.68,"1,343",-82.33,877,-34.75,"2,789",-29.73,"1,825",-75.02,"89,261",-43.59,"64,187",-9.79
2014M05,0,-100.00,0,-100.00,"84,611",-54.79,"55,402",-19.83,933,-74.18,0,-100.00,"2,990",-48.55,"2,623",-83.52,"88,534",-55.08,"58,025",-31.90
2014M06,0,--,0,--,"115,188",-46.54,"56,257",-0.61,804,-83.83,0,-100.00,"3,098",-57.73,"3,577",23.39,"119,090",-47.71,"59,834",0.40
2014M07,0,--,0,--,"82,665",-44.17,"29,030",-46.16,"3,123",67.27,0,-100.00,"5,487",14.79,962,-84.98,"91,275",-41.01,"29,992",-50.64
