期間,總計-人數- 計(人)_原始值,總計-人數- 計(人)_年增率(%),總計-人數- 男(人)_原始值,總計-人數- 男(人)_年增率(%),總計-人數- 女(人)_原始值,總計-人數- 女(人)_年增率(%),總計-金額(元)_原始值,總計-金額(元)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-人數(人)_年增率(%),低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_原始值,低收入戶-1款(省)、0類(北)、 1類(高)-金額(元)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-人數(人)_年增率(%),低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_原始值,低收入戶-2款(省) 、1、2類(北)、2類(高)-金額(元)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-人數(人)_年增率(%),低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_原始值,低收入戶-3款(省) 、3、4類(北)、3類(高)-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-未超過最低生活費標準1.5倍者-金額(元)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-人數(人)_年增率(%),非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_原始值,非低收入戶(未超過最低生活費標準2.5倍者)-最低生活費標準1.5倍以上者-金額(元)_年增率(%)
2007M12,"134,644",-4.20,"62,634",-4.88,"72,010",-3.60,"701,603,201",-3.04,"2,085",-1.18,"12,333,240",-2.99,"4,902",-7.67,"29,285,240",-8.06,"6,911",-7.01,"41,269,460",-6.46,"88,534",-0.99,"525,218,890",-0.84,"32,212",-11.21,"93,496,371",-11.17
2008M01,"122,655",-8.53,"57,554",-8.71,"65,101",-8.37,"634,141,849",-8.73,"2,004",-6.96,"11,906,790",-7.17,"4,498",-5.44,"26,885,489",-5.85,"5,516",-13.11,"32,673,100",-14.05,"80,453",-8.39,"474,788,860",-8.67,"30,184",-8.55,"87,887,610",-8.03
2008M02,"125,909",-6.44,"58,933",-7.29,"66,976",-5.68,"658,662,768",-6.25,"2,039",-6.30,"12,198,790",-6.33,"4,654",-4.26,"27,902,630",-4.80,"5,961",-8.60,"35,770,230",-9.04,"82,820",-6.61,"493,292,230",-6.42,"30,435",-5.87,"89,498,888",-4.58
2008M03,"125,969",-7.31,"58,853",-7.71,"67,116",-6.96,"659,787,748",-7.11,"2,054",-5.52,"12,256,210",-5.49,"4,683",-6.36,"28,097,920",-5.84,"6,058",-9.57,"36,389,440",-9.40,"83,356",-6.84,"495,939,420",-6.89,"29,818",-8.42,"87,104,758",-8.04
2008M04,"126,180",-7.19,"58,987",-7.51,"67,193",-6.91,"658,730,661",-7.00,"2,044",-5.89,"12,163,370",-6.28,"4,686",-5.14,"28,097,920",-4.96,"6,102",-8.52,"36,581,020",-8.16,"83,337",-7.31,"494,255,095",-7.18,"30,011",-6.98,"87,633,256",-6.19
2008M05,"125,934",-7.44,"58,819",-7.70,"67,115",-7.21,"656,228,170",-7.48,"2,060",-4.89,"12,284,110",-4.71,"4,673",-5.23,"27,933,790",-5.44,"6,095",-9.68,"36,225,812",-10.73,"83,224",-7.05,"492,644,870",-7.29,"29,882",-8.55,"87,139,588",-8.13
2008M06,"125,656",-7.69,"58,596",-7.99,"67,060",-7.42,"654,736,716",-7.61,"2,042",-5.33,"12,062,240",-6.05,"4,680",-5.59,"27,989,790",-5.75,"6,102",-9.73,"36,264,360",-9.93,"83,235",-7.04,"492,135,470",-7.32,"29,597",-9.50,"86,284,856",-9.03
2008M07,"125,599",-7.83,"58,549",-8.12,"67,050",-7.57,"655,170,967",-7.67,"2,019",-6.18,"11,997,050",-6.54,"4,697",-4.49,"28,183,350",-4.00,"6,202",-8.32,"36,959,228",-8.54,"83,195",-7.28,"492,176,873",-7.50,"29,486",-9.85,"85,854,466",-9.56
2008M08,"125,973",-7.37,"58,442",-8.20,"67,531",-6.65,"655,938,246",-7.49,"2,015",-6.10,"11,941,370",-6.28,"4,737",-4.59,"28,328,920",-4.97,"6,224",-8.67,"36,820,970",-9.30,"83,114",-7.24,"491,753,570",-7.52,"29,883",-7.98,"87,093,416",-7.50
2008M09,"125,870",-7.16,"58,416",-7.85,"67,454",-6.55,"656,137,224",-7.05,"1,998",-5.93,"11,887,960",-4.13,"4,726",-4.62,"28,390,580",-4.12,"6,264",-8.46,"37,479,867",-7.86,"83,067",-7.03,"491,475,833",-7.21,"29,815",-7.72,"86,902,984",-7.10
2008M10,"125,742",-6.76,"58,326",-7.53,"67,416",-6.08,"655,649,121",-6.72,"1,998",-5.22,"11,908,860",-4.43,"4,752",-3.57,"28,494,620",-3.27,"6,304",-8.43,"37,723,319",-7.75,"82,948",-6.69,"490,792,140",-6.87,"29,740",-7.18,"86,730,182",-6.83
2008M11,"125,823",-6.92,"58,333",-7.68,"67,490",-6.25,"656,256,258",-6.78,"1,990",-4.92,"11,936,325",-4.09,"4,756",-3.84,"28,573,119",-3.38,"6,324",-8.33,"37,585,684",-8.50,"83,045",-6.54,"491,542,960",-6.73,"29,708",-8.27,"86,618,170",-7.72
2008M12,"125,951",-6.46,"58,409",-6.75,"67,542",-6.20,"657,310,625",-6.31,"1,980",-5.04,"11,791,200",-4.39,"4,723",-3.65,"28,270,836",-3.46,"6,435",-6.89,"38,519,223",-6.66,"83,132",-6.10,"492,165,870",-6.29,"29,681",-7.86,"86,563,496",-7.42
2009M01,"116,698",-4.86,"54,646",-5.05,"62,052",-4.68,"607,166,126",-4.25,"1,938",-3.29,"11,631,430",-2.31,"4,493",-0.11,"26,946,425",0.23,"5,538",0.40,"33,101,077",1.31,"75,927",-5.63,"449,249,870",-5.38,"28,802",-4.58,"86,237,324",-1.88
2009M02,"121,689",-3.35,"56,648",-3.88,"65,041",-2.89,"641,950,968",-2.54,"1,958",-3.97,"11,646,440",-4.53,"4,702",1.03,"28,281,416",1.36,"6,000",0.65,"36,045,457",0.77,"80,276",-3.07,"478,221,675",-3.06,"28,753",-5.53,"87,755,980",-1.95
2009M03,"121,917",-3.22,"56,854",-3.40,"65,063",-3.06,"644,960,387",-2.25,"1,972",-3.99,"11,810,370",-3.64,"4,758",1.60,"28,564,855",1.66,"6,066",0.13,"36,660,030",0.74,"80,894",-2.95,"482,872,034",-2.63,"28,227",-5.34,"85,053,098",-2.36
2009M04,"122,065",-3.26,"56,831",-3.66,"65,234",-2.92,"645,193,272",-2.06,"1,976",-3.33,"11,807,738",-2.92,"4,727",0.87,"28,427,304",1.17,"6,113",0.18,"36,917,202",0.92,"81,242",-2.51,"483,743,514",-2.13,"28,007",-6.68,"84,297,514",-3.81
2009M05,"121,644",-3.41,"56,778",-3.47,"64,866",-3.35,"640,741,492",-2.36,"1,986",-3.59,"11,867,875",-3.39,"4,734",1.31,"28,459,489",1.88,"6,159",1.05,"36,899,799",1.86,"80,954",-2.73,"480,136,985",-2.54,"27,811",-6.93,"83,377,344",-4.32
2009M06,"122,028",-2.89,"56,738",-3.17,"65,290",-2.64,"642,718,225",-1.84,"1,974",-3.33,"11,730,440",-2.75,"4,797",2.50,"28,734,381",2.66,"6,270",2.75,"37,537,558",3.51,"81,161",-2.49,"481,396,460",-2.18,"27,826",-5.98,"83,319,386",-3.44
2009M07,"121,840",-2.99,"56,629",-3.28,"65,211",-2.74,"642,027,546",-2.01,"1,982",-1.83,"11,799,690",-1.65,"4,804",2.28,"28,784,190",2.13,"6,280",1.26,"37,461,078",1.36,"81,021",-2.61,"480,813,832",-2.31,"27,753",-5.88,"83,168,756",-3.13
2009M08,"122,473",-2.78,"56,937",-2.58,"65,536",-2.95,"645,222,923",-1.63,"1,974",-2.03,"11,705,561",-1.97,"4,786",1.03,"28,747,975",1.48,"6,344",1.93,"37,898,718",2.93,"81,545",-1.89,"483,517,995",-1.67,"27,824",-6.89,"83,352,674",-4.30
2009M09,"122,275",-2.86,"56,839",-2.70,"65,436",-2.99,"644,023,778",-1.85,"1,962",-1.80,"11,683,863",-1.72,"4,780",1.14,"28,602,515",0.75,"6,378",1.82,"38,055,018",1.53,"81,356",-2.06,"482,481,820",-1.83,"27,799",-6.76,"83,200,562",-4.26
2009M10,"122,123",-2.88,"56,790",-2.63,"65,333",-3.09,"643,781,634",-1.81,"1,947",-2.55,"11,538,079",-3.11,"4,799",0.99,"28,858,141",1.28,"6,398",1.49,"38,254,117",1.41,"81,275",-2.02,"482,178,705",-1.76,"27,704",-6.85,"82,952,592",-4.36
2009M11,"122,405",-2.72,"56,998",-2.29,"65,407",-3.09,"645,242,735",-1.68,"1,939",-2.56,"11,506,789",-3.60,"4,788",0.67,"28,665,528",0.32,"6,465",2.23,"38,542,998",2.55,"81,497",-1.86,"483,500,490",-1.64,"27,716",-6.71,"83,026,930",-4.15
2009M12,"122,523",-2.72,"56,887",-2.61,"65,636",-2.82,"645,948,985",-1.73,"1,929",-2.58,"11,454,249",-2.86,"4,774",1.08,"28,616,245",1.22,"6,473",0.59,"38,681,588",0.42,"81,527",-1.93,"483,964,215",-1.67,"27,820",-6.27,"83,232,688",-3.85
2010M01,"115,711",-0.85,"53,938",-1.30,"61,773",-0.45,"612,673,599",0.91,"1,909",-1.50,"11,450,799",-1.55,"4,754",5.81,"28,462,015",5.62,"5,970",7.80,"35,504,925",7.26,"78,260",3.07,"464,880,000",3.48,"24,818",-13.83,"72,375,860",-16.07
2010M02,"119,425",-1.86,"55,605",-1.84,"63,820",-1.88,"635,695,895",-0.97,"1,920",-1.94,"11,456,079",-1.63,"4,868",3.53,"29,334,589",3.72,"6,315",5.25,"37,888,365",5.11,"80,602",0.41,"480,889,250",0.56,"25,720",-10.55,"76,127,612",-13.25
2010M03,"120,935",-0.81,"56,002",-1.50,"64,933",-0.20,"640,151,834",-0.75,"1,927",-2.28,"11,458,889",-2.98,"4,828",1.47,"28,983,727",1.47,"6,441",6.18,"38,446,657",4.87,"81,338",0.55,"484,079,405",0.25,"26,401",-6.47,"77,183,156",-9.25
2010M04,"119,335",-2.24,"55,411",-2.50,"63,924",-2.01,"634,223,174",-1.70,"1,931",-2.28,"11,384,685",-3.58,"4,817",1.90,"28,831,617",1.42,"6,407",4.81,"38,307,297",3.77,"81,290",0.06,"483,008,047",-0.15,"24,890",-11.13,"72,691,528",-13.77
2010M05,"119,224",-1.99,"55,417",-2.40,"63,807",-1.63,"634,079,344",-1.04,"1,908",-3.93,"11,234,579",-5.34,"4,832",2.07,"28,926,007",1.64,"6,459",4.87,"38,568,828",4.52,"81,273",0.39,"483,129,640",0.62,"24,752",-11.00,"72,220,290",-13.38
2010M06,"119,443",-2.12,"55,391",-2.37,"64,052",-1.90,"635,236,978",-1.16,"1,917",-2.89,"11,319,599",-3.50,"4,831",0.71,"28,946,298",0.74,"6,514",3.89,"38,900,289",3.63,"81,410",0.31,"483,811,720",0.50,"24,771",-10.98,"72,259,072",-13.27
2010M07,"119,364",-2.03,"55,397",-2.18,"63,967",-1.91,"634,983,613",-1.10,"1,910",-3.63,"11,272,134",-4.47,"4,841",0.77,"29,049,149",0.92,"6,502",3.54,"38,716,566",3.35,"81,442",0.52,"484,085,400",0.68,"24,669",-11.11,"71,860,364",-13.60
2010M08,"119,395",-2.51,"55,356",-2.78,"64,039",-2.28,"635,169,363",-1.56,"1,898",-3.85,"11,167,809",-4.59,"4,864",1.63,"29,090,289",1.19,"6,551",3.26,"38,958,927",2.80,"81,418",-0.16,"484,030,410",0.11,"24,664",-11.36,"71,921,928",-13.71
2010M09,"119,451",-2.31,"55,382",-2.56,"64,069",-2.09,"636,043,105",-1.24,"1,894",-3.47,"11,171,939",-4.38,"4,854",1.55,"29,087,079",1.69,"6,581",3.18,"39,351,615",3.41,"81,449",0.11,"484,482,180",0.41,"24,673",-11.25,"71,950,292",-13.52
2010M10,"119,546",-2.11,"55,408",-2.43,"64,138",-1.83,"635,310,498",-1.32,"1,899",-2.47,"11,159,869",-3.28,"4,860",1.27,"29,100,989",0.84,"6,628",3.59,"38,723,910",1.23,"81,489",0.26,"484,311,520",0.44,"24,670",-10.95,"72,014,210",-13.19
2010M11,"119,655",-2.25,"55,443",-2.73,"64,212",-1.83,"636,790,297",-1.31,"1,891",-2.48,"11,133,859",-3.24,"4,848",1.25,"29,050,819",1.34,"6,621",2.41,"39,336,123",2.06,"81,608",0.14,"485,229,620",0.36,"24,687",-10.93,"72,039,876",-13.23
2010M12,"119,861",-2.17,"55,486",-2.46,"64,375",-1.92,"638,721,677",-1.12,"1,890",-2.02,"11,154,419",-2.62,"4,833",1.24,"28,995,466",1.33,"6,694",3.41,"39,947,994",3.27,"81,725",0.24,"486,435,810",0.51,"24,719",-11.15,"72,187,988",-13.27
2011M01,"114,707",-0.87,"53,276",-1.23,"61,431",-0.55,"610,745,353",-0.31,"1,856",-2.78,"10,918,568",-4.65,"4,780",0.55,"28,651,358",0.67,"6,174",3.42,"36,813,287",3.69,"78,096",-0.21,"464,889,610",0.00,"23,801",-4.10,"69,472,530",-4.01
2011M02,"118,340",-0.91,"54,518",-1.95,"63,822",0.00,"636,101,262",0.06,"1,892",-1.46,"11,115,098",-2.98,"4,942",1.52,"29,620,333",0.97,"6,493",2.82,"38,982,313",2.89,"80,627",0.03,"483,958,130",0.64,"24,386",-5.19,"72,425,388",-4.86
2011M03,"118,665",-1.88,"54,589",-2.52,"64,076",-1.32,"635,171,445",-0.78,"1,905",-1.14,"11,170,098",-2.52,"4,934",2.20,"29,599,183",2.12,"6,628",2.90,"39,662,232",3.16,"81,154",-0.23,"484,300,466",0.05,"24,044",-8.93,"70,439,466",-8.74
2011M04,"118,818",-0.43,"54,579",-1.50,"64,239",0.49,"635,151,105",0.15,"1,877",-2.80,"10,981,698",-3.54,"4,921",2.16,"29,572,465",2.57,"6,629",3.46,"39,626,296",3.44,"81,369",0.10,"484,780,736",0.37,"24,022",-3.49,"70,189,910",-3.44
2011M05,"118,625",-0.50,"54,484",-1.68,"64,141",0.52,"633,355,765",-0.11,"1,880",-1.47,"11,022,228",-1.89,"4,909",1.59,"29,350,696",1.47,"6,628",2.62,"39,418,851",2.20,"81,363",0.11,"484,033,346",0.19,"23,845",-3.66,"69,530,644",-3.72
2011M06,"118,594",-0.71,"54,434",-1.73,"64,160",0.17,"633,437,942",-0.28,"1,862",-2.87,"10,863,398",-4.03,"4,933",2.11,"29,640,883",2.40,"6,695",2.78,"39,816,895",2.36,"81,271",-0.17,"483,605,994",-0.04,"23,833",-3.79,"69,510,772",-3.80
2011M07,"118,750",-0.51,"54,585",-1.47,"64,165",0.31,"636,350,092",0.22,"1,850",-3.14,"10,813,648",-4.07,"4,951",2.27,"29,700,891",2.24,"6,685",2.81,"39,779,885",2.75,"81,728",0.35,"487,305,660",0.67,"23,536",-4.59,"68,750,008",-4.33
2011M08,"118,911",-0.41,"54,679",-1.22,"64,232",0.30,"636,642,597",0.23,"1,847",-2.69,"10,790,788",-3.38,"4,988",2.55,"29,960,266",2.99,"6,740",2.89,"40,088,177",2.90,"81,878",0.56,"487,348,268",0.69,"23,458",-4.89,"68,455,098",-4.82
2011M09,"119,182",-0.23,"54,808",-1.04,"64,374",0.48,"636,938,089",0.14,"1,841",-2.80,"10,707,058",-4.16,"5,043",3.89,"30,108,876",3.51,"6,831",3.80,"40,773,177",3.61,"81,984",0.66,"487,013,990",0.52,"23,483",-4.82,"68,334,988",-5.02
2011M10,"119,338",-0.17,"54,815",-1.07,"64,523",0.60,"638,438,921",0.49,"1,827",-3.79,"10,668,688",-4.40,"5,087",4.67,"30,481,146",4.74,"6,878",3.77,"40,818,651",5.41,"82,054",0.69,"488,061,250",0.77,"23,492",-4.78,"68,409,186",-5.01
2011M11,"119,816",0.13,"55,046",-0.72,"64,770",0.87,"641,687,071",0.77,"1,832",-3.12,"10,686,845",-4.01,"5,106",5.32,"30,682,704",5.62,"6,950",4.97,"41,446,300",5.36,"82,403",0.97,"490,272,894",1.04,"23,525",-4.71,"68,598,328",-4.78
2011M12,"120,266",0.34,"55,279",-0.37,"64,987",0.95,"644,116,350",0.84,"1,821",-3.65,"10,656,228",-4.47,"5,177",7.12,"31,130,653",7.36,"6,897",3.03,"41,181,701",3.09,"82,639",1.12,"491,881,432",1.12,"23,732",-3.99,"69,266,336",-4.05
2012M01,"113,273",-1.25,"52,078",-2.25,"61,195",-0.38,"729,067,771",19.37,"1,854",-0.11,"13,097,693",19.96,"5,339",11.69,"38,397,852",34.02,"5,905",-4.36,"42,399,876",15.18,"78,834",0.94,"560,993,150",20.67,"21,341",-10.34,"74,179,200",6.77
2012M02,"117,639",-0.59,"54,069",-0.82,"63,570",-0.39,"762,461,790",19.86,"1,863",-1.53,"13,203,298",18.79,"5,485",10.99,"39,499,873",33.35,"6,364",-1.99,"45,936,633",17.84,"81,901",1.58,"586,014,070",21.09,"22,026",-9.68,"77,807,916",7.43
2012M03,"118,686",0.02,"54,485",-0.19,"64,201",0.20,"769,587,878",21.16,"1,863",-2.20,"13,214,120",18.30,"5,528",12.04,"39,984,060",35.09,"6,521",-1.61,"47,099,052",18.75,"82,991",2.26,"593,109,304",22.47,"21,783",-9.40,"76,181,342",8.15
2012M04,"118,884",0.06,"54,572",-0.01,"64,312",0.11,"769,995,644",21.23,"1,869",-0.43,"13,231,843",20.49,"5,538",12.54,"39,914,328",34.97,"6,650",0.32,"47,862,380",20.78,"82,985",1.99,"592,668,005",22.25,"21,842",-9.08,"76,319,088",8.73
2012M05,"119,464",0.71,"55,070",1.08,"64,394",0.39,"774,261,856",22.25,"1,851",-1.54,"13,148,393",19.29,"5,574",13.55,"40,127,630",36.72,"6,751",1.86,"48,567,909",23.21,"83,360",2.45,"595,989,632",23.13,"21,928",-8.04,"76,428,292",9.92
2012M06,"119,798",1.02,"55,913",2.72,"63,885",-0.43,"774,081,706",22.20,"1,831",-1.66,"12,910,003",18.84,"5,626",14.05,"40,400,979",36.30,"6,732",0.55,"48,312,176",21.34,"83,624",2.90,"596,006,622",23.24,"21,985",-7.75,"76,451,926",9.99
2012M07,"119,781",0.87,"55,880",2.37,"63,901",-0.41,"773,010,212",21.48,"1,834",-0.86,"12,955,193",19.80,"5,600",13.11,"40,085,339",34.96,"6,768",1.24,"48,671,572",22.35,"83,521",2.19,"594,821,642",22.06,"22,058",-6.28,"76,476,466",11.24
2012M08,"119,926",0.85,"55,850",2.14,"64,076",-0.24,"774,581,561",21.67,"1,829",-0.97,"12,929,039",19.82,"5,601",12.29,"40,064,174",33.72,"6,789",0.73,"48,794,992",21.72,"84,795",3.56,"598,017,692",22.71,"20,912",-10.85,"74,775,664",9.23
2012M09,"120,025",0.71,"55,938",2.06,"64,087",-0.45,"775,100,669",21.69,"1,810",-1.68,"12,750,664",19.09,"5,608",11.20,"40,220,518",33.58,"6,876",0.66,"49,447,489",21.27,"84,521",3.09,"596,880,948",22.56,"21,210",-9.68,"75,801,050",10.93
2012M10,"120,425",0.91,"56,053",2.26,"64,372",-0.23,"777,686,696",21.81,"1,819",-0.44,"12,893,719",20.86,"5,605",10.18,"40,236,479",32.00,"6,977",1.44,"50,044,980",22.60,"84,752",3.29,"598,487,018",22.63,"21,272",-9.45,"76,024,500",11.13
2012M11,"120,450",0.53,"56,138",1.98,"64,312",-0.71,"777,491,455",21.16,"1,822",-0.55,"12,899,919",20.71,"5,617",10.01,"40,415,279",31.72,"7,017",0.96,"50,413,693",21.64,"84,655",2.73,"597,830,086",21.94,"21,339",-9.29,"75,932,478",10.69
2012M12,"120,968",0.58,"56,426",2.07,"64,542",-0.68,"782,348,329",21.46,"1,787",-1.87,"12,602,934",18.27,"5,634",8.83,"40,557,639",30.28,"7,044",2.13,"50,570,168",22.80,"85,115",3.00,"602,036,176",22.39,"21,388",-9.88,"76,581,412",10.56
2013M01,"115,266",1.76,"53,820",3.34,"61,446",0.41,"740,102,908",1.51,"1,802",-2.80,"12,760,964",-2.57,"5,617",5.21,"40,479,480",5.42,"6,433",8.94,"46,122,140",8.78,"79,660",1.05,"562,895,800",0.34,"21,754",1.94,"77,844,524",4.94
2013M02,"118,044",0.34,"54,996",1.71,"63,048",-0.82,"763,117,701",0.09,"1,800",-3.38,"12,769,231",-3.29,"5,690",3.74,"41,033,971",3.88,"6,687",5.08,"48,667,281",5.94,"81,417",-0.59,"579,006,994",-1.20,"22,450",1.92,"81,640,224",4.93
2013M03,"118,654",-0.03,"55,217",1.34,"63,437",-1.19,"768,963,636",-0.08,"1,773",-4.83,"12,529,432",-5.18,"5,661",2.41,"41,052,741",2.67,"6,827",4.69,"49,952,509",6.06,"82,078",-1.10,"584,788,600",-1.40,"22,315",2.44,"80,640,354",5.85
2013M04,"118,936",0.04,"55,346",1.42,"63,590",-1.12,"775,964,143",0.78,"1,774",-5.08,"12,393,358",-6.34,"5,794",4.62,"41,508,378",3.99,"6,827",2.66,"50,019,449",4.51,"82,235",-0.90,"590,658,836",-0.34,"22,306",2.12,"81,384,122",6.64
2013M05,"119,268",-0.16,"55,430",0.65,"63,838",-0.86,"769,570,949",-0.61,"1,762",-4.81,"12,291,878",-6.51,"5,807",4.18,"41,623,672",3.73,"6,877",1.87,"49,706,497",2.34,"82,474",-1.06,"585,660,576",-1.73,"22,348",1.92,"80,288,326",5.05
2013M06,"119,619",-0.15,"55,589",-0.58,"64,030",0.23,"771,558,665",-0.33,"1,752",-4.31,"12,194,718",-5.54,"5,799",3.08,"41,629,424",3.04,"6,979",3.67,"50,626,703",4.79,"82,678",-1.13,"586,451,860",-1.60,"22,411",1.94,"80,655,960",5.50
2013M07,"119,969",0.16,"55,765",-0.21,"64,204",0.47,"775,448,948",0.32,"1,737",-5.29,"12,234,108",-5.57,"5,801",3.59,"41,641,083",3.88,"7,002",3.46,"49,864,903",2.45,"82,977",-0.65,"590,789,486",-0.68,"22,452",1.79,"80,919,368",5.81
2013M08,"120,133",0.17,"55,683",-0.30,"64,450",0.58,"774,974,751",0.05,"1,724",-5.74,"12,132,478",-6.16,"5,825",4.00,"41,833,402",4.42,"7,076",4.23,"50,908,007",4.33,"82,936",-2.19,"589,004,940",-1.51,"22,572",7.94,"81,095,924",8.45
2013M09,"120,141",0.10,"55,657",-0.50,"64,484",0.62,"774,595,688",-0.07,"1,715",-5.25,"12,013,938",-5.78,"5,827",3.91,"41,940,312",4.28,"7,116",3.49,"51,311,658",3.77,"82,912",-1.90,"588,133,084",-1.47,"22,571",6.42,"81,196,696",7.12
2013M10,"120,268",-0.13,"55,671",-0.68,"64,597",0.35,"774,932,193",-0.35,"1,702",-6.43,"11,961,108",-7.23,"5,805",3.57,"41,728,253",3.71,"7,161",2.64,"51,771,989",3.45,"82,960",-2.11,"588,261,193",-1.71,"22,640",6.43,"81,209,650",6.82
2013M11,"120,456",0.00,"55,780",-0.64,"64,676",0.57,"776,835,115",-0.08,"1,688",-7.35,"11,860,779",-8.06,"5,822",3.65,"42,063,422",4.08,"7,167",2.14,"51,442,638",2.04,"83,025",-1.93,"589,621,894",-1.37,"22,754",6.63,"81,846,382",7.79
2013M12,"120,869",-0.08,"55,918",-0.90,"64,951",0.63,"782,166,943",-0.02,"1,669",-6.60,"11,751,634",-6.75,"5,841",3.67,"42,070,022",3.73,"7,204",2.27,"52,233,279",3.29,"83,300",-2.13,"593,758,416",-1.37,"22,855",6.86,"82,353,592",7.54
2014M01,"115,684",0.36,"53,600",-0.41,"62,084",1.04,"751,215,010",1.50,"1,573",-12.71,"11,114,154",-12.91,"5,775",2.81,"41,667,059",2.93,"6,462",0.45,"46,621,983",1.08,"80,689",1.29,"575,284,594",2.20,"21,185",-2.62,"76,527,220",-1.69
2014M02,"118,781",0.62,"55,002",0.01,"63,779",1.16,"776,209,120",1.72,"1,605",-10.83,"11,304,874",-11.47,"5,888",3.48,"42,770,279",4.23,"6,918",3.45,"50,333,093",3.42,"83,055",2.01,"594,499,476",2.68,"21,315",-5.06,"77,301,398",-5.31
2014M03,"118,848",0.16,"55,048",-0.31,"63,800",0.57,"777,033,782",1.05,"1,620",-8.63,"11,434,484",-8.74,"5,922",4.61,"42,921,779",4.55,"6,981",2.26,"51,072,305",2.24,"83,104",1.25,"594,817,970",1.72,"21,221",-4.90,"76,787,244",-4.78
2014M04,"119,364",0.36,"55,312",-0.06,"64,052",0.73,"781,040,296",0.65,"1,619",-8.74,"11,408,254",-7.95,"5,924",2.24,"43,067,523",3.76,"7,096",3.94,"51,792,162",3.54,"83,517",1.56,"598,085,867",1.26,"21,208",-4.92,"76,686,490",-5.77
2014M05,"119,861",0.50,"55,528",0.18,"64,333",0.78,"781,775,649",1.59,"1,641",-6.87,"11,579,704",-5.79,"5,978",2.94,"43,099,540",3.55,"7,161",4.13,"52,070,202",4.76,"83,789",1.59,"598,035,409",2.11,"21,292",-4.73,"76,990,794",-4.11
2014M06,"120,410",0.66,"55,798",0.38,"64,612",0.91,"783,660,077",1.57,"1,610",-8.11,"11,246,704",-7.77,"6,014",3.71,"43,565,115",4.65,"7,240",3.74,"52,573,412",3.85,"84,108",1.73,"599,191,880",2.17,"21,438",-4.34,"77,082,966",-4.43
2014M07,"120,607",0.53,"55,837",0.13,"64,770",0.88,"784,544,599",1.17,"1,596",-8.12,"11,205,564",-8.41,"6,042",4.15,"43,531,250",4.54,"7,276",3.91,"52,783,753",5.85,"84,194",1.47,"599,544,458",1.48,"21,499",-4.24,"77,479,574",-4.25
