期間,合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),合計_原始值,合計_年增率(%),公司債_原始值,公司債_年增率(%),公司債_原始值,公司債_年增率(%),公司債_原始值,公司債_年增率(%),金融債券_原始值,金融債券_年增率(%),金融債券_原始值,金融債券_年增率(%),金融債券_原始值,金融債券_年增率(%)
2009M10,"73,280",429.10,"31,199",36.78,"1,919,955",-4.54,"48,430",435.14,"10,719",78.06,"1,105,799",4.84,"24,850",417.71,"20,480",21.98,"814,156",-14.90
2009M11,"24,200",-29.77,"14,474",-68.84,"1,929,681",-3.48,"22,200",-35.58,"3,839",-79.57,"1,124,160",5.02,"2,000",...,"10,635",-61.55,"805,521",-13.30
2009M12,"59,167",-53.94,"39,459",-58.33,"1,949,389",-4.11,"33,170",-68.31,"20,391",-43.53,"1,136,939",-0.18,"25,997",9.32,"19,068",-66.42,"812,450",-9.33
2010M01,"29,280",225.33,"36,108",-26.86,"1,942,561",-2.52,"22,050",267.50,"17,792",-46.55,"1,141,197",2.65,"7,230",141.00,"18,316",73.10,"801,364",-9.80
2010M02,"20,000",233.33,"24,266",-4.08,"1,938,295",-1.79,"19,300",286.00,572,-92.73,"1,159,925",4.61,700,-30.00,"23,694",35.95,"778,370",-10.74
2010M03,"17,270","3,354.00","38,090",-32.90,"1,917,475",0.01,"8,550",...,"15,706",354.32,"1,152,769",4.29,"8,720","1,644.00","22,384",-58.01,"764,706",-6.65
2010M04,"39,300",19.85,"34,187",40.83,"1,922,588",-0.17,"27,700",12.19,"23,440",10.89,"1,157,029",4.34,"11,600",43.21,"10,747",242.59,"765,559",-7.11
2010M05,"38,350",160.88,"31,457",-10.17,"1,929,481",1.26,"27,350",241.88,"15,708",-36.19,"1,168,671",6.99,"11,000",64.18,"15,749",51.43,"760,810",-7.27
2010M06,"69,770",327.51,"68,446",48.18,"1,930,805",2.94,"41,670",892.14,"48,852",42.09,"1,161,489",9.35,"28,100",131.85,"19,594",65.90,"769,316",-6.27
2010M07,"46,230",219.05,"33,027",5.92,"1,944,008",4.17,"42,700",323.19,"26,384",62.45,"1,177,805",11.53,"3,530",-19.77,"6,643",-55.54,"766,203",-5.44
2010M08,"44,336",50.80,"15,567",-33.75,"1,972,777",5.38,"31,500",10.92,"10,754",-54.20,"1,198,551",12.97,"12,836","1,183.60","4,813","26,638.89","774,226",-4.56
2010M09,"49,182",116.66,"51,532",203.63,"1,970,426",4.93,"29,180",112.99,"37,030",466.64,"1,190,701",11.48,"20,002",122.24,"14,502",38.95,"779,725",-3.71
2010M10,"29,352",-59.95,"50,299",61.22,"1,949,479",1.54,"23,650",-51.17,"42,022",292.03,"1,172,329",6.02,"5,702",-77.05,"8,277",-59.58,"777,150",-4.55
2010M11,"34,453",42.37,"10,416",-28.04,"1,973,516",2.27,"24,001",8.11,"4,483",16.78,"1,191,847",6.02,"10,452",422.60,"5,933",-44.21,"781,669",-2.96
2010M12,"70,672",19.44,"26,207",-33.58,"2,017,981",3.52,"32,070",-3.32,"21,713",6.48,"1,202,204",5.74,"38,602",48.49,"4,494",-76.43,"815,777",0.41
2011M01,"29,702",1.44,"20,023",-44.55,"2,027,660",4.38,"29,700",34.69,"12,779",-28.18,"1,219,125",6.83,2,-99.97,"7,244",-60.45,"808,535",0.89
2011M02,"4,102",-79.49,"5,586",-76.98,"2,026,175",4.53,"4,100",-78.76,"3,242",466.78,"1,219,983",5.18,2,-99.71,"2,344",-90.11,"806,192",3.57
2011M03,"54,822",217.44,"20,566",-46.01,"2,060,432",7.46,"14,020",63.98,"5,007",-68.12,"1,228,996",6.61,"40,802",367.91,"15,559",-30.49,"831,436",8.73
2011M04,"37,302",-5.08,"10,203",-70.16,"2,087,530",8.58,"25,900",-6.50,"5,163",-77.97,"1,249,733",8.01,"11,402",-1.71,"5,040",-53.10,"837,797",9.44
2011M05,"56,502",47.33,"42,918",36.43,"2,101,114",8.90,"25,050",-8.41,"26,330",67.62,"1,248,453",6.83,"31,452",185.93,"16,588",5.33,"852,661",12.07
2011M06,"92,682",64.03,"47,794",11.36,"2,146,001",2.14,"67,580",62.18,"37,642",-22.95,"1,278,391",10.06,"25,102",-10.67,"10,152",-48.19,"867,610",12.78
2011M07,"49,612",-46.47,"17,406",-63.58,"2,178,208",1.50,"45,000",5.39,"14,387",-45.47,"1,309,004",11.14,"4,612",30.65,"3,019",-54.55,"869,204",13.44
2011M08,"41,692",-15.96,"23,801",36.74,"2,196,099",0.82,"29,140",-7.49,"18,850",75.28,"1,319,294",10.07,"12,552",-2.21,"4,951",2.87,"876,805",13.25
2011M09,"60,299",44.63,"28,583",20.09,"2,227,815",1.44,"42,197",44.61,"25,021",-32.43,"1,336,470",12.24,"18,102",-9.50,"3,562",-75.44,"891,345",14.32
2011M10,"63,732",5.69,"30,290",5.97,"2,261,256",1.50,"45,180",91.04,"16,120",-61.64,"1,365,530",16.48,"18,552",225.36,"14,170",71.20,"895,726",15.26
2011M11,"49,082",-22.99,"43,934",45.04,"2,266,405",0.23,"34,480",43.66,"34,956",679.75,"1,365,054",14.53,"14,602",39.71,"8,978",51.32,"901,351",15.31
2011M12,"51,672",5.28,"66,618",51.63,"2,251,458",-0.66,"34,270",6.86,"48,291",122.41,"1,351,033",12.38,"17,402",-54.92,"18,327",307.81,"900,425",10.38
2012M01,"40,637",-21.36,"21,104",-68.32,"2,270,992",0.87,"26,335",-11.33,"15,393",20.46,"1,361,975",11.72,"14,302","715,000.00","5,711",-21.16,"909,017",12.43
2012M02,"20,602",-49.30,"16,595",-21.37,"2,274,999",0.18,"18,600",353.66,"8,654",166.93,"1,371,921",12.45,"2,002","100,000.00","7,941",238.78,"903,078",12.02
2012M03,"37,196",80.55,"11,923",-28.15,"2,300,272",1.11,"34,594",146.75,"8,261",64.99,"1,398,254",13.77,"2,602",-93.62,"3,662",-76.46,"902,018",8.49
2012M04,"36,876",-0.86,"14,236",19.40,"2,322,912",0.98,"24,694",-4.66,"14,116",173.41,"1,408,832",12.73,"12,182",6.84,120,-97.62,"914,080",9.11
2012M05,"46,032",24.83,"27,339",92.04,"2,341,604",0.80,"29,230",16.69,"19,861",-24.57,"1,418,201",13.60,"16,802",-46.58,"7,478",-54.92,"923,403",8.30
2012M06,"114,672",149.11,"21,994",-19.55,"2,434,282",3.96,"88,800",31.40,"16,332",-56.61,"1,490,669",16.61,"25,872",3.07,"5,662",-44.23,"943,613",8.76
2012M07,"35,352",-69.17,"37,581",70.87,"2,432,052",-0.09,"35,350",-21.44,"34,559",140.21,"1,491,460",13.94,2,-99.96,"3,022",0.10,"940,592",8.21
2012M08,"98,187",177.74,"12,444",-66.89,"2,517,795",3.53,"82,935",184.61,"12,424",-34.09,"1,561,971",18.39,"15,252",21.51,20,-99.60,"955,824",9.01
2012M09,"72,482",-26.18,"19,219",54.44,"2,571,058",2.12,"53,480",26.74,"19,026",-23.96,"1,596,425",19.45,"19,002",4.97,193,-94.58,"974,633",9.34
2012M10,"36,562",-49.56,"10,922",-43.17,"2,596,698",1.00,"23,860",-47.19,"7,494",-53.51,"1,612,791",18.11,"12,702",-31.53,"3,428",-75.81,"983,907",9.84
2012M11,"41,552",13.65,"19,638",79.80,"2,618,611",0.84,"26,850",-22.13,"15,990",-54.26,"1,623,651",18.94,"14,702",0.68,"3,648",-59.37,"994,960",10.39
2012M12,"82,702",99.03,"59,675",203.88,"2,641,638",0.88,"37,750",10.15,"41,878",-13.28,"1,619,523",19.87,"44,952",158.32,"17,797",-2.89,"1,022,115",13.51
2013M01,"65,415",-20.90,"19,962",-66.55,"2,687,091",1.72,"65,413",148.39,"9,919",-35.56,"1,675,017",22.98,2,-99.99,"10,043",75.85,"1,012,074",11.34
2013M02,"45,202",-30.90,"9,878",-50.52,"2,722,415",1.31,"30,200",62.37,"9,878",14.14,"1,695,339",23.57,"15,002",649.35,-,-,"1,027,076",13.73
2013M03,"41,200",-8.85,"10,947",10.82,"2,752,668",1.11,"23,880",-30.97,"5,939",-28.11,"1,713,280",22.53,"17,320",565.64,"5,008",36.76,"1,039,388",15.23
2013M04,"18,200",-55.83,"46,698",326.58,"2,724,170",-1.04,"6,700",-72.87,"21,700",53.73,"1,698,280",20.55,"11,500",-5.60,"24,998","20,731.67","1,025,890",12.23
2013M05,"39,944",119.47,"24,744",-47.01,"2,739,370",0.56,"30,454",4.19,"16,437",-17.24,"1,712,297",20.74,"9,490",-43.52,"8,307",11.09,"1,027,073",11.23
2013M06,"55,194",38.18,"21,957",-11.26,"2,772,607",1.21,"52,694",-40.66,"14,503",-11.20,"1,750,488",17.43,"2,500",-90.34,"7,454",31.65,"1,022,119",8.32
2013M07,"68,770",24.60,"27,985",27.45,"2,813,392",1.47,"68,770",94.54,"21,685",-37.25,"1,797,573",20.52,-,-,"6,300",108.47,"1,015,819",8.00
2013M08,"48,190",-29.93,"18,837",-32.69,"2,842,745",1.04,"39,940",-51.84,"12,837",3.32,"1,824,676",16.82,"8,250",-45.91,"6,000","29,900.00","1,018,069",6.51
2013M09,"25,780",-46.50,"23,305",23.72,"2,845,220",0.09,"23,580",-55.91,"16,055",-15.62,"1,832,201",14.77,"2,200",-88.42,"7,250","3,656.48","1,013,019",3.94
2013M10,"30,930",19.98,"18,290",-21.52,"2,857,860",0.44,"30,930",29.63,"17,611",135.00,"1,845,520",14.43,-,-,679,-80.19,"1,012,340",2.89
2013M11,"44,840",44.97,"44,790",144.89,"2,857,910",0.00,"34,840",29.76,"32,419",102.75,"1,847,941",13.81,"10,000",-31.98,"12,371",239.12,"1,009,969",1.51
2013M12,"92,600",106.51,"55,390",23.67,"2,895,120",1.30,"58,600",55.23,"41,208",-1.60,"1,865,333",15.18,"34,000",-24.36,"14,182",-20.31,"1,029,787",0.75
2014M01,"61,796",-33.27,"26,004",-53.05,"2,930,912",1.24,"41,100",-37.17,"13,875",39.88,"1,892,558",12.99,"20,696","1,034,700.00","12,129",20.77,"1,038,354",2.60
2014M02,"7,900",-87.22,"12,162",-53.23,"2,926,650",-0.15,"5,900",-80.46,"6,001",-39.25,"1,892,457",11.63,"2,000",-86.67,"6,161",-,"1,034,193",0.69
2014M03,"53,090",572.03,"21,234",74.59,"2,958,506",1.09,"24,190",1.30,"4,683",-21.15,"1,911,964",11.60,"28,900",66.86,"16,551",230.49,"1,046,542",0.69
2014M04,"16,750",-68.45,"23,575",11.02,"2,951,682",-0.23,"3,750",-44.03,"18,056",-16.79,"1,897,658",11.74,"13,000",13.04,"5,519",-77.92,"1,054,024",2.74
2014M05,"92,750",453.73,"32,997",39.97,"3,011,435",2.02,"52,750",73.21,"20,458",24.46,"1,929,950",12.71,"40,000",321.50,"12,539",50.94,"1,081,485",5.30
2014M06,"107,850",16.28,"42,541",28.92,"3,076,744",2.17,"45,750",-13.18,"23,441",61.63,"1,952,259",11.53,"62,100","2,384.00","19,100",156.24,"1,124,485",10.02
2014M07,"62,150",-42.37,"22,005",-48.27,"3,116,889",1.30,"62,150",-9.63,"22,005",1.48,"1,992,404",10.84,-,-,-,-,"1,124,485",10.70
