期間,機動車輛數(輛) - 合計_原始值,機動車輛數(輛) - 合計_年增率(%),機動車輛數(輛) - 汽車 (不含軍車)_原始值,機動車輛數(輛) - 汽車 (不含軍車)_年增率(%),機動車輛數(輛) - 機車_原始值,機動車輛數(輛) - 機車_年增率(%),肇事總件數(件)_原始值,肇事總件數(件)_年增率(%),肇事率(件/萬輛)_原始值,肇事率(件/萬輛)_年增率(%),A1類件數(件)_原始值,A1類件數(件)_年增率(%),A1類死亡人數(人)_原始值,A1類死亡人數(人)_年增率(%),A1類受傷人數(人)_原始值,A1類受傷人數(人)_年增率(%),A2類件數(件)_原始值,A2類件數(件)_年增率(%),A2類受傷人數(人)_原始值,A2類受傷人數(人)_年增率(%),A1類肇事件數按肇事原因(件) - 汽(機、慢)車駕駛人_原始值,A1類肇事件數按肇事原因(件) - 汽(機、慢)車駕駛人_年增率(%),A1類肇事件數按肇事原因(件) - 機件_原始值,A1類肇事件數按肇事原因(件) - 機件_年增率(%),A1類肇事件數按肇事原因(件) - 行人(或乘客)_原始值,A1類肇事件數按肇事原因(件) - 行人(或乘客)_年增率(%),A1類肇事件數按肇事原因(件) - 交通管制(設施)_原始值,A1類肇事件數按肇事原因(件) - 交通管制(設施)_年增率(%),A1類肇事件數按肇事原因(件) - 其他_原始值,A1類肇事件數按肇事原因(件) - 其他_年增率(%)
2009M01,"21,096,019",1.68,"6,733,000",-0.67,"14,363,019",2.81,"15,502",4.32,7.35,-,206,1.98,212,1.92,89,43.55,"15,296",4.35,"20,423",5.08,199,2.58,1,--,6,-25.00,0,--,0,--
2009M02,"21,100,714",1.59,"6,724,490",-0.73,"14,376,224",2.71,"13,322",11.79,6.31,-,159,-6.47,163,-8.94,70,12.90,"13,163",12.05,"17,735",13.72,154,-6.10,0,--,5,0.00,0,--,0,-100.00
2009M03,"21,102,535",1.44,"6,719,612",-0.78,"14,382,923",2.52,"14,503",6.80,6.87,-,148,-15.91,151,-15.17,68,-29.90,"14,355",7.10,"19,316",6.85,141,-16.57,1,-50.00,6,50.00,0,-100.00,0,--
2009M04,"21,100,834",1.25,"6,716,563",-0.72,"14,384,271",2.20,"14,699",10.47,6.97,-,152,-9.52,159,-10.17,86,28.36,"14,547",10.72,"19,439",9.02,150,-8.54,0,-100.00,2,-33.33,0,--,0,--
2009M05,"21,104,505",1.08,"6,718,231",-0.64,"14,386,274",1.91,"15,708",8.60,7.44,-,173,-12.18,186,-8.82,68,-48.09,"15,535",8.89,"21,279",10.45,169,-11.05,0,-100.00,3,-50.00,0,--,1,--
2009M06,"21,112,547",0.92,"6,722,521",-0.47,"14,390,026",1.57,"15,215",10.29,7.21,-,155,-4.32,163,-2.98,50,-35.90,"15,060",10.47,"20,263",10.77,150,-4.46,2,100.00,2,-50.00,0,--,1,--
2009M07,"21,133,412",0.86,"6,730,165",-0.24,"14,403,247",1.39,"15,858",14.28,7.51,-,154,-5.52,158,-4.82,80,-6.98,"15,704",14.52,"21,313",15.45,144,-7.69,3,50.00,7,40.00,0,--,0,--
2009M08,"21,150,779",0.87,"6,728,995",-0.14,"14,421,784",1.35,"14,653",5.22,6.93,-,168,4.35,171,3.01,65,-16.67,"14,485",5.23,"19,410",3.51,161,2.55,2,0.00,5,150.00,0,--,0,--
2009M09,"21,188,050",0.82,"6,727,932",-0.09,"14,460,118",1.25,"15,552",12.97,7.35,-,164,-5.20,168,-4.00,66,-16.46,"15,388",13.21,"20,650",13.09,148,-11.38,1,0.00,15,200.00,0,--,0,--
2009M10,"21,217,369",0.80,"6,734,840",0.03,"14,482,529",1.16,"16,294",8.31,7.68,-,181,-10.40,195,-5.80,110,19.57,"16,113",8.56,"21,823",7.51,171,-12.76,3,50.00,6,50.00,0,--,1,--
2009M11,"21,253,591",0.88,"6,745,083",0.21,"14,508,508",1.19,"16,197",8.19,7.63,-,166,-10.27,170,-13.27,55,-27.63,"16,031",8.42,"21,567",7.90,158,-10.73,0,-100.00,8,60.00,0,--,0,--
2009M12,"21,374,175",1.34,"6,769,845",0.64,"14,604,330",1.66,"17,246",3.75,8.09,-,190,-0.52,196,-2.00,86,14.67,"17,056",3.80,"22,883",3.15,183,-1.61,0,-100.00,7,133.33,0,-100.00,0,--
2010M01,"21,376,174",1.33,"6,779,775",0.69,"14,596,399",1.62,"18,195",17.37,8.51,-,197,-4.37,218,2.83,87,-2.25,"17,998",17.66,"24,011",17.57,189,-5.03,1,0.00,7,16.67,0,--,0,--
2010M02,"21,384,396",1.34,"6,782,935",0.87,"14,601,461",1.57,"14,875",11.66,6.96,-,144,-9.43,153,-6.13,42,-40.00,"14,731",11.91,"19,692",11.03,140,-9.09,1,--,3,-40.00,0,--,0,--
2010M03,"21,388,404",1.35,"6,782,733",0.94,"14,605,671",1.55,"17,924",23.59,8.38,-,172,16.22,176,16.56,51,-25.00,"17,752",23.66,"23,833",23.38,165,17.02,1,0.00,6,0.00,0,--,0,--
2010M04,"21,400,398",1.42,"6,786,307",1.04,"14,614,091",1.60,"17,304",17.72,8.09,-,153,0.66,160,0.63,66,-23.26,"17,151",17.90,"22,903",17.82,149,-0.67,1,--,3,50.00,0,--,0,--
2010M05,"21,425,078",1.52,"6,793,785",1.12,"14,631,293",1.70,"18,329",16.69,8.56,-,135,-21.97,136,-26.88,48,-29.41,"18,194",17.12,"24,482",15.05,132,-21.89,1,--,2,-33.33,0,--,0,-100.00
2010M06,"21,461,681",1.65,"6,805,232",1.23,"14,656,449",1.85,"17,736",16.57,8.27,-,145,-6.45,149,-8.59,48,-4.00,"17,591",16.81,"23,452",15.74,142,-5.33,1,-50.00,2,0.00,0,--,0,-100.00
2010M07,"21,520,483",1.83,"6,823,206",1.38,"14,697,277",2.04,"19,076",20.29,8.88,-,157,1.95,163,3.16,76,-5.00,"18,919",20.47,"25,727",20.71,151,4.86,2,-33.33,4,-42.86,0,--,0,--
2010M08,"21,560,138",1.94,"6,828,072",1.47,"14,732,066",2.15,"18,940",29.26,8.79,-,174,3.57,176,2.92,61,-6.15,"18,766",29.55,"25,421",30.97,164,1.86,2,0.00,8,60.00,0,--,0,--
2010M09,"21,625,041",2.06,"6,838,385",1.64,"14,786,656",2.26,"18,567",19.39,8.60,-,180,9.76,182,8.33,73,10.61,"18,387",19.49,"24,750",19.85,173,16.89,1,0.00,6,-60.00,0,--,0,--
2010M10,"21,663,488",2.10,"6,851,145",1.73,"14,812,343",2.28,"18,978",16.47,8.77,-,173,-4.42,174,-10.77,64,-41.82,"18,805",16.71,"25,395",16.37,163,-4.68,1,-66.67,9,50.00,0,--,0,-100.00
2010M11,"21,699,848",2.10,"6,866,650",1.80,"14,833,198",2.24,"19,256",18.89,8.88,-,155,-6.63,165,-2.94,81,47.27,"19,101",19.15,"25,783",19.55,150,-5.06,2,--,3,-62.50,0,--,0,--
2010M12,"21,721,447",1.62,"6,876,515",1.58,"14,844,932",1.65,"20,471",18.70,9.43,-,188,-1.05,195,-0.51,77,-10.47,"20,283",18.92,"27,541",20.36,178,-2.73,0,--,10,42.86,0,--,0,--
2011M01,"21,771,805",1.85,"6,910,806",1.93,"14,860,999",1.81,"20,306",11.60,9.34,-,179,-9.14,183,-16.06,63,-27.59,"20,127",11.83,"26,304",9.55,174,-7.94,0,-100.00,5,-28.57,0,--,0,--
2011M02,"21,796,838",1.93,"6,915,550",1.96,"14,881,288",1.92,"16,180",8.77,7.43,-,140,-2.78,145,-5.23,59,40.48,"16,040",8.89,"21,509",9.23,136,-2.86,0,-100.00,4,33.33,0,--,0,--
2011M03,"21,844,934",2.13,"6,929,339",2.16,"14,915,595",2.12,"18,992",5.96,8.70,-,157,-8.72,164,-6.82,60,17.65,"18,835",6.10,"25,166",5.59,146,-11.52,0,-100.00,10,66.67,1,--,0,--
2011M04,"21,874,617",2.22,"6,939,723",2.26,"14,934,894",2.20,"18,722",8.19,8.56,-,175,14.38,187,16.88,89,34.85,"18,547",8.14,"25,095",9.57,168,12.75,0,-100.00,6,100.00,1,--,0,--
2011M05,"21,909,693",2.26,"6,946,885",2.25,"14,962,808",2.27,"19,549",6.66,8.93,-,152,12.59,156,14.71,61,27.08,"19,397",6.61,"26,158",6.85,145,9.85,3,200.00,4,100.00,0,--,0,--
2011M06,"21,962,344",2.33,"6,963,371",2.32,"14,998,973",2.34,"20,084",13.24,9.16,-,160,10.34,164,10.07,91,89.58,"19,924",13.26,"27,077",15.46,151,6.34,0,-100.00,9,350.00,0,--,0,--
2011M07,"22,030,389",2.37,"6,985,581",2.38,"15,044,808",2.36,"20,219",5.99,9.19,-,159,1.27,166,1.84,67,-11.84,"20,060",6.03,"27,020",5.03,154,1.99,1,-50.00,3,-25.00,0,--,1,--
2011M08,"22,068,440",2.36,"6,991,046",2.39,"15,077,394",2.34,"19,662",3.81,8.92,-,173,-0.57,176,0.00,67,9.84,"19,489",3.85,"26,358",3.69,169,3.05,1,-50.00,2,-75.00,0,--,1,--
2011M09,"22,142,021",2.39,"7,007,601",2.47,"15,134,420",2.35,"19,463",4.83,8.80,-,176,-2.22,185,1.65,88,20.55,"19,287",4.89,"26,245",6.04,171,-1.16,1,0.00,3,-50.00,0,--,1,--
2011M10,"22,176,566",2.37,"7,021,024",2.48,"15,155,542",2.32,"20,167",6.27,9.10,-,172,-0.58,178,2.30,73,14.06,"19,995",6.33,"27,267",7.37,165,1.23,0,-100.00,7,-22.22,0,--,0,--
2011M11,"22,205,436",2.33,"7,037,415",2.49,"15,168,021",2.26,"20,549",6.71,9.26,-,208,34.19,219,32.73,80,-1.23,"20,341",6.49,"27,310",5.92,190,26.67,1,-50.00,16,433.33,1,--,0,--
2011M12,"22,226,684",2.33,"7,053,082",2.57,"15,173,602",2.21,"21,883",6.90,9.85,-,186,-1.06,194,-0.51,60,-22.08,"21,697",6.97,"28,834",4.69,172,-3.37,4,--,10,0.00,0,--,0,--
2012M01,"22,264,616",2.26,"7,076,839",2.40,"15,187,777",2.20,"21,104",3.93,9.49,-,175,-2.23,181,-1.09,102,61.90,"20,929",3.98,"27,979",6.37,167,-4.02,1,--,7,40.00,0,--,0,--
2012M02,"22,290,937",2.27,"7,080,253",2.38,"15,210,684",2.21,"19,218",18.78,8.63,-,160,14.29,166,14.48,76,28.81,"19,058",18.82,"25,258",17.43,155,13.97,1,--,4,0.00,0,--,0,--
2012M03,"22,172,862",1.50,"7,091,755",2.34,"15,081,107",1.11,"21,416",12.76,9.63,-,173,10.19,177,7.93,77,28.33,"21,243",12.78,"28,501",13.25,166,13.70,1,--,6,-40.00,0,-100.00,0,--
2012M04,"22,153,548",1.28,"7,095,003",2.24,"15,058,545",0.83,"20,072",7.21,9.06,-,142,-18.86,144,-22.99,54,-39.33,"19,930",7.46,"26,834",6.93,134,-20.24,1,--,7,16.67,0,-100.00,0,--
2012M05,"22,101,725",0.88,"7,108,184",2.32,"14,993,541",0.21,"20,299",3.84,9.17,-,162,6.58,166,6.41,89,45.90,"20,137",3.82,"27,096",3.59,157,8.28,1,-66.67,4,0.00,0,--,0,--
2012M06,"22,142,519",0.82,"7,124,006",2.31,"15,018,513",0.13,"19,037",-5.21,8.61,-,157,-1.88,164,0.00,53,-41.76,"18,880",-5.24,"25,246",-6.76,148,-1.99,1,--,8,-11.11,0,--,0,--
2012M07,"22,187,830",0.71,"7,142,166",2.24,"15,045,664",0.01,"21,050",4.11,9.50,-,151,-5.03,156,-6.02,51,-23.88,"20,899",4.18,"28,175",4.27,145,-5.84,1,0.00,5,66.67,0,--,0,-100.00
2012M08,"22,225,576",0.71,"7,152,510",2.31,"15,073,066",-0.03,"19,110",-2.81,8.61,-,174,0.58,181,2.84,60,-10.45,"18,936",-2.84,"25,347",-3.84,164,-2.96,2,100.00,8,300.00,0,--,0,-100.00
2012M09,"22,270,837",0.58,"7,161,666",2.20,"15,109,171",-0.17,"20,378",4.70,9.16,-,164,-6.82,169,-8.65,67,-23.86,"20,214",4.81,"27,614",5.22,155,-9.36,0,-100.00,9,200.00,0,--,0,-100.00
2012M10,"22,304,793",0.58,"7,174,310",2.18,"15,130,483",-0.17,"22,801",13.06,10.23,-,165,-4.07,171,-3.93,64,-12.33,"22,636",13.21,"31,106",14.08,158,-4.24,0,--,7,0.00,0,--,0,--
2012M11,"22,333,087",0.57,"7,189,653",2.16,"15,143,434",-0.16,"21,670",5.46,9.71,-,162,-22.12,169,-22.83,94,17.50,"21,508",5.74,"29,129",6.66,153,-19.47,1,0.00,8,-50.00,0,-100.00,0,--
2012M12,"22,346,398",0.54,"7,206,770",2.18,"15,139,628",-0.22,"23,310",6.52,10.43,-,179,-3.76,196,1.03,75,25.00,"23,131",6.61,"30,935",7.29,164,-4.65,5,25.00,10,0.00,0,--,0,--
2013M01,"22,377,730",0.51,"7,230,034",2.16,"15,147,696",-0.26,"23,657",12.10,10.58,-,166,-5.14,171,-5.52,56,-45.10,"23,491",12.24,"31,403",12.24,158,-5.39,1,0.00,7,0.00,0,--,0,--
2013M02,"22,391,131",0.45,"7,235,495",2.19,"15,155,636",-0.36,"19,134",-0.44,8.55,-,156,-2.50,163,-1.81,73,-3.95,"18,978",-0.42,"25,729",1.86,147,-5.16,2,100.00,7,75.00,0,--,0,--
2013M03,"22,363,757",0.86,"7,243,213",2.14,"15,120,544",0.26,"22,623",5.64,10.11,-,163,-5.78,166,-6.21,76,-1.30,"22,460",5.73,"30,286",6.26,152,-8.43,0,-100.00,11,83.33,0,--,0,--
2013M04,"22,335,514",0.82,"7,246,629",2.14,"15,088,885",0.20,"20,639",2.82,9.23,-,147,3.52,148,2.78,49,-9.26,"20,492",2.82,"27,403",2.12,139,3.73,3,200.00,4,-42.86,1,--,0,--
2013M05,"22,370,531",1.22,"7,262,393",2.17,"15,108,138",0.76,"22,836",12.50,10.22,-,137,-15.43,142,-14.46,48,-46.07,"22,699",12.72,"30,347",12.00,133,-15.29,2,100.00,2,-50.00,0,--,0,--
2013M06,"22,419,144",1.25,"7,277,998",2.16,"15,141,146",0.82,"22,984",20.73,10.26,-,150,-4.46,157,-4.27,76,43.40,"22,834",20.94,"31,073",23.08,145,-2.03,0,-100.00,5,-37.50,0,--,0,--
2013M07,"22,456,107",1.21,"7,297,534",2.18,"15,158,573",0.75,"23,430",11.31,10.44,-,158,4.64,166,6.41,67,31.37,"23,272",11.35,"31,281",11.02,153,5.52,1,0.00,4,-20.00,0,--,0,--
2013M08,"22,237,996",0.06,"7,298,915",2.05,"14,939,081",-0.89,"23,184",21.32,10.37,-,137,-21.26,141,-22.10,67,11.67,"23,047",21.71,"30,623",20.82,133,-18.90,2,0.00,2,-75.00,0,--,0,--
2013M09,"21,646,304",-2.80,"7,307,302",2.03,"14,339,002",-5.10,"22,538",10.60,10.27,-,163,-0.61,169,0.00,56,-16.42,"22,375",10.69,"30,383",10.03,153,-1.29,0,--,9,0.00,1,--,0,--
2013M10,"21,629,623",-3.03,"7,323,353",2.08,"14,306,270",-5.45,"25,145",10.28,11.62,-,160,-3.03,167,-2.34,55,-14.06,"24,985",10.38,"34,290",10.24,156,-1.27,1,--,3,-57.14,0,--,0,--
2013M11,"21,636,581",-3.12,"7,342,855",2.13,"14,293,726",-5.61,"25,371",17.08,11.73,-,159,-1.85,161,-4.73,69,-26.60,"25,212",17.22,"34,345",17.91,149,-2.61,0,-100.00,9,12.50,0,--,1,--
2013M12,"21,562,645",-3.51,"7,367,522",2.23,"14,195,123",-6.24,"26,847",15.17,12.43,-,171,-4.47,177,-9.69,84,12.00,"26,676",15.33,"35,629",15.17,165,0.61,0,-100.00,6,-40.00,0,--,0,--
2014M01,"21,585,998",-3.54,"7,387,299",2.18,"14,198,699",-6.26,"26,330",11.30,12.20,-,199,19.88,204,19.30,98,75.00,"26,131",11.24,"34,536",9.98,186,17.72,2,100.00,11,57.14,0,--,0,--
2014M02,"21,583,375",-3.61,"7,389,423",2.13,"14,193,952",-6.35,"20,986",9.68,9.72,-,122,-21.79,125,-23.31,54,-26.03,"20,864",9.94,"27,505",6.90,116,-21.09,1,-50.00,5,-28.57,0,--,0,--
2014M03,"21,535,010",-3.71,"7,402,867",2.20,"14,132,143",-6.54,"23,407",3.47,10.86,-,137,-15.95,139,-16.27,67,-11.84,"23,270",3.61,"30,933",2.14,129,-15.13,2,--,7,-36.36,0,--,0,--
2014M04,"21,548,889",-3.52,"7,416,753",2.35,"14,132,136",-6.34,"23,264",12.72,10.80,-,134,-8.84,138,-6.76,83,69.39,"23,130",12.87,"31,120",13.56,124,-10.79,2,-33.33,8,100.00,0,-100.00,0,--
2014M05,"21,399,173",-4.34,"7,434,703",2.37,"13,964,470",-7.57,"23,902",4.67,11.13,-,121,-11.68,127,-10.56,53,10.42,"23,781",4.77,"31,273",3.05,115,-13.53,1,-50.00,5,150.00,0,--,0,--
2014M06,"21,309,303",-4.95,"7,457,061",2.46,"13,852,242",-8.51,"26,718",16.25,12.51,-,143,-4.67,145,-7.64,54,-28.95,"26,575",16.38,"35,213",13.32,133,-8.28,4,--,6,20.00,0,--,0,--
2014M07,"21,284,482",-5.22,"7,479,775",2.50,"13,804,707",-8.93,"24,955",6.51,11.72,-,161,1.90,163,-1.81,63,-5.97,"24,794",6.54,"32,931",5.27,152,-0.65,2,100.00,7,75.00,0,--,0,--
