期間,證券投資--小計_原始值,證券投資--小計_年增率(%),證券投資--政府債券_原始值,證券投資--政府債券_年增率(%),證券投資--金融機構債券_原始值,證券投資--金融機構債券_年增率(%),證券投資--公司債_原始值,證券投資--公司債_年增率(%),證券投資--可轉讓定期存單_原始值,證券投資--可轉讓定期存單_年增率(%),證券投資--商業本票_原始值,證券投資--商業本票_年增率(%),證券投資--承兌匯票_原始值,證券投資--承兌匯票_年增率(%),存放銀行_原始值,存放銀行_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),淨值_原始值,淨值_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%),保證_原始值,保證_年增率(%),附買回交易_原始值,附買回交易_年增率(%)
2004M10,"977,497",-6.13,"467,036",-11.46,"48,502",75.48,"29,195",304.42,"105,644",-7.10,"326,583",-10.20,537,-66.44,"68,002",5.16,"56,794",-24.74,"1,102,293",-6.70,"60,520",-26.86,"136,974",2.16,"-1,841",--,"469,086",-0.77,"906,640",0.60
2004M11,"980,283",-6.14,"456,964",-14.04,"48,794",64.92,"34,738",354.15,"111,994",-9.51,"327,274",-6.57,519,-66.69,"68,294",15.49,"77,041",-4.24,"1,125,618",-4.93,"63,408",-24.52,"138,204",2.21,"-2,527",--,"474,893",-1.41,"926,533",3.15
2004M12,"1,005,513",-0.27,"460,535",-9.32,"51,525",69.93,"38,872",341.73,"120,042",-6.81,"334,087",1.01,452,-72.57,"75,385",14.28,"62,436",-2.84,"1,143,333",0.43,"58,909",-20.19,"139,195",2.61,"-2,944",--,"498,002",1.55,"948,173",8.59
2005M01,"1,039,630",12.09,"465,053",3.33,"54,484",87.94,"42,782",378.06,"125,697",3.83,"351,206",10.79,408,-71.15,"74,691",5.23,"76,603",40.42,"1,190,924",13.09,"70,970",8.64,"140,617",2.66,810,--,"474,062",-2.87,"978,527",13.85
2005M02,"1,042,077",10.53,"462,154",4.70,"53,741",88.38,"43,738",361.23,"132,090",15.67,"349,854",0.59,500,-64.36,"77,157",4.91,"80,068",13.87,"1,199,302",10.37,"68,673",-10.30,"141,824",2.46,-882,--,"473,438",-4.11,"989,687",12.58
2005M03,"1,056,617",11.04,"473,583",7.65,"56,109",76.45,"46,063",283.03,"123,925",1.72,"356,382",3.46,555,-63.17,"83,365",8.64,"77,623",10.44,"1,217,605",10.83,"70,377",-16.24,"138,785",1.10,"4,615",--,"468,925",-7.45,"1,003,828",13.68
2005M04,"1,075,476",11.85,"487,461",11.04,"58,439",79.40,"51,252",268.93,"119,419",-8.09,"358,431",3.93,474,-62.17,"91,699",15.29,"75,577",-8.52,"1,242,751",10.60,"77,565",-4.03,"137,648",1.68,211,--,"457,511",-6.81,"1,027,327",12.39
2005M05,"1,090,756",12.62,"502,280",11.87,"58,792",79.06,"53,613",229.84,"125,738",-1.34,"349,963",2.32,370,-59.25,"89,496",10.06,"81,646",-10.03,"1,261,897",10.64,"79,497",-2.71,"131,394",-1.81,"3,007",--,"458,268",-5.75,"1,047,999",13.21
2005M06,"1,092,691",11.49,"516,613",13.94,"61,804",75.94,"59,953",253.14,"106,393",-15.56,"347,505",-0.07,423,-47.84,"94,086",8.75,"55,932",-30.83,"1,242,708",8.30,"71,138",-7.60,"130,932",-2.10,"4,290",--,"463,730",-4.93,"1,036,348",10.45
2005M07,"1,132,819",13.44,"507,884",12.00,"62,101",61.28,"61,872",179.66,"123,096",-6.23,"377,429",7.08,437,-41.26,"93,621",17.15,"45,511",-17.25,"1,271,951",12.21,"79,998",-12.14,"132,103",-2.17,"2,773","4,301.59","467,653",-1.56,"1,057,077",16.50
2005M08,"1,096,242",8.79,"480,357",3.23,"66,015",65.28,"63,724",169.89,"126,514",1.25,"359,237",1.69,395,-27.52,"95,691",20.91,"45,537",-17.25,"1,237,470",8.38,"81,950",-2.09,"133,455",-2.74,"2,279",--,"470,056",-0.75,"1,019,786",10.01
2005M09,"1,117,193",14.09,"479,609",3.49,"71,349",64.49,"69,235",156.71,"119,347",16.97,"377,231",10.03,422,-27.49,"88,467",20.97,"40,153",-14.14,"1,245,812",13.34,"95,753",47.26,"134,743",-0.84,"3,727",--,"465,677",-2.93,"1,011,589",12.29
2005M10,"1,092,279",11.74,"474,500",1.60,"69,071",42.41,"69,741",138.88,"118,763",12.42,"359,798",10.17,406,-24.39,"88,527",30.18,"42,491",-25.18,"1,223,297",10.98,"75,951",25.50,"135,814",-0.85,"4,011",--,"456,418",-2.70,"1,007,521",11.13
2005M11,"1,073,590",9.52,"448,833",-1.78,"74,555",52.80,"75,276",116.70,"120,818",7.88,"353,690",8.07,418,-19.46,"90,573",32.62,"52,424",-31.95,"1,216,586",8.08,"86,331",36.15,"136,867",-0.97,"3,625",--,"451,239",-4.98,"989,763",6.82
2005M12,"1,144,945",13.87,"473,983",2.92,"84,778",64.54,"82,679",112.70,"109,139",-9.08,"393,946",17.92,420,-7.08,"96,917",28.56,"70,243",12.50,"1,312,104",14.76,"101,498",72.30,"137,738",-1.05,-231,--,"478,461",-3.92,"1,073,099",13.18
2006M01,"1,148,833",10.50,"489,079",5.17,"84,280",54.69,"86,652",102.54,"120,522",-4.12,"367,812",4.73,488,19.61,"86,088",15.26,"72,768",-5.01,"1,307,688",9.80,"97,422",37.27,"151,519",7.75,"-4,853",--,"461,779",-2.59,"1,063,600",8.69
2006M02,"1,178,298",13.07,"489,446",5.91,"84,033",56.37,"88,596",102.56,"135,387",2.50,"380,347",8.72,489,-2.20,"81,521",5.66,"72,338",-9.65,"1,332,156",11.08,"111,490",62.35,"151,478",6.81,"-12,390",--,"462,218",-2.37,"1,081,578",9.28
2006M03,"1,138,448",7.74,"469,878",-0.78,"84,501",50.60,"94,025",104.12,"123,017",-0.73,"366,625",2.87,402,-27.57,"82,581",-0.94,"63,871",-17.72,"1,284,899",5.53,"68,330",-2.91,"149,558",7.76,"-2,837",--,"453,426",-3.31,"1,069,848",6.58
2006M04,"1,170,484",8.83,"483,326",-0.85,"86,522",48.06,"92,947",81.35,"143,769",20.39,"363,468",1.41,452,-4.64,"80,553",-12.15,"50,218",-33.55,"1,301,254",4.71,"74,900",-3.44,"141,121",2.52,"-1,689",--,"456,468",-0.23,"1,086,922",5.80
2006M05,"1,140,499",4.56,"452,808",-9.85,"87,355",48.58,"91,443",70.56,"146,017",16.13,"362,431",3.56,445,20.27,"81,471",-8.97,"49,848",-38.95,"1,271,818",0.79,"87,268",9.78,"135,546",3.16,870,-71.07,"451,920",-1.39,"1,048,134",0.01
2006M06,"1,109,186",1.51,"435,212",-15.76,"87,982",42.36,"94,313",57.31,"133,159",25.16,"358,014",3.02,506,19.62,"77,800",-17.31,"66,070",18.13,"1,253,056",0.83,"73,007",2.63,"134,867",3.01,-846,--,"449,940",-2.97,"1,046,028",0.93
2006M07,"1,110,221",-1.99,"430,692",-15.20,"93,044",49.83,"93,902",51.77,"133,083",8.11,"359,042",-4.87,458,4.81,"71,871",-23.23,"62,622",37.60,"1,244,714",-2.14,"61,661",-22.92,"136,511",3.34,"3,244",16.99,"446,238",-4.58,"1,043,298",-1.30
2006M08,"1,091,078",-0.47,"438,398",-8.73,"93,786",42.07,"97,333",52.74,"129,983",2.74,"330,947",-7.88,631,59.75,"71,770",-25.00,"28,975",-36.37,"1,191,823",-3.69,"82,571",0.76,"140,026",4.92,"-4,775",--,"442,484",-5.87,"974,001",-4.49
2006M09,"1,076,967",-3.60,"438,043",-8.67,"89,738",25.77,"95,783",38.34,"123,968",3.87,"328,886",-12.82,549,30.09,"67,080",-24.18,"24,535",-38.90,"1,168,581",-6.20,"97,059",1.36,"141,168",4.77,"-2,159",--,"446,011",-4.22,"932,513",-7.82
2006M10,"1,063,650",-2.62,"436,145",-8.08,"84,093",21.75,"97,672",40.05,"116,006",-2.32,"329,042",-8.55,692,70.44,"73,018",-17.52,"22,037",-48.14,"1,158,705",-5.28,"87,861",15.68,"141,470",4.16,"-7,845",--,"446,196",-2.24,"937,219",-6.98
2006M11,"1,047,346",-2.44,"418,474",-6.76,"78,398",5.15,"105,623",40.31,"125,542",3.91,"318,486",-9.95,823,96.89,"66,596",-26.47,"32,562",-37.89,"1,146,504",-5.76,"78,427",-9.16,"142,539",4.14,"-5,373",--,"438,891",-2.74,"930,911",-5.95
2006M12,"1,080,849",-5.60,"438,008",-7.59,"80,513",-5.03,"110,952",34.20,"115,291",5.64,"335,272",-14.89,813,93.57,"62,393",-35.62,"26,596",-62.14,"1,169,837",-10.84,"86,116",-15.15,"128,556",-6.67,"-9,835",--,"442,968",-7.42,"965,000",-10.07
2007M01,"1,048,503",-8.73,"393,960",-19.45,"78,419",-6.95,"111,484",28.66,"115,647",-4.04,"348,347",-5.29,646,32.38,"56,433",-34.45,"42,337",-41.82,"1,147,272",-12.27,"56,768",-41.73,"126,176",-16.73,"-7,928",--,"423,808",-8.22,"972,256",-8.59
2007M02,"1,022,771",-13.20,"398,067",-18.67,"79,447",-5.46,"113,098",27.66,"99,928",-26.19,"331,765",-12.77,466,-4.70,"60,514",-25.77,"36,310",-49.81,"1,119,595",-15.96,"60,657",-45.59,"126,413",-16.55,"-14,954",--,"425,388",-7.97,"947,479",-12.40
2007M03,"1,078,283",-5.28,"419,698",-10.68,"79,196",-6.28,"115,844",23.21,"89,714",-27.07,"373,352",1.83,479,19.15,"48,152",-41.69,"28,384",-55.56,"1,154,819",-10.12,"77,413",13.29,"126,896",-15.15,"-15,659",--,"418,854",-7.62,"966,169",-9.69
2007M04,"1,086,927",-7.14,"423,499",-12.38,"77,939",-9.92,"116,234",25.05,"88,694",-38.31,"380,081",4.57,480,6.19,"47,717",-40.76,"25,424",-49.37,"1,160,068",-10.85,"87,936",17.40,"121,573",-13.85,"-13,197",--,"406,975",-10.84,"963,756",-11.33
2007M05,"1,040,487",-8.77,"418,382",-7.60,"74,400",-14.83,"117,609",28.61,"70,009",-52.05,"359,502",-0.81,585,31.46,"47,571",-41.61,"22,137",-55.59,"1,110,194",-12.71,"83,604",-4.20,"115,387",-14.87,"-16,616",--,"386,768",-14.42,"927,819",-11.48
2007M06,"969,356",-12.61,"391,724",-9.99,"72,366",-17.75,"119,298",26.49,"60,701",-54.41,"324,723",-9.30,544,7.51,"42,275",-45.66,"27,972",-57.66,"1,039,603",-17.03,"51,850",-28.98,"113,595",-15.77,"-12,592",--,"367,832",-18.25,"886,750",-15.23
2007M07,"959,113",-13.61,"374,393",-13.07,"72,126",-22.48,"114,490",21.92,"47,635",-64.21,"350,017",-2.51,452,-1.31,"38,427",-46.53,"37,155",-40.67,"1,034,694",-16.87,"42,062",-31.79,"104,824",-23.21,"-9,827",--,"378,770",-15.12,"897,635",-13.96
2007M08,"925,357",-15.19,"362,605",-17.29,"70,686",-24.63,"113,702",16.82,"45,511",-64.99,"332,219",0.38,634,0.48,"34,406",-52.06,"42,962",48.27,"1,002,724",-15.87,"45,296",-45.14,"107,748",-23.05,"-19,391",--,"373,711",-15.54,"869,071",-10.77
2007M09,"918,937",-14.67,"363,239",-17.08,"68,727",-23.41,"114,106",19.13,"39,773",-67.92,"332,406",1.07,686,24.95,"34,882",-48.00,"26,706",8.85,"980,525",-16.09,"45,806",-52.81,"107,169",-24.08,"-21,274",--,"384,507",-13.79,"848,824",-8.97
2007M10,"896,660",-15.70,"352,919",-19.08,"67,886",-19.27,"112,656",15.34,"33,176",-71.40,"329,410",0.11,613,-11.42,"28,627",-60.79,"22,695",2.99,"947,981",-18.19,"51,957",-40.86,"108,251",-23.48,"-15,372",--,"391,886",-12.17,"803,145",-14.31
2007M11,"902,868",-13.79,"341,395",-18.42,"66,701",-14.92,"111,856",5.90,"31,764",-74.70,"350,428",10.03,724,-12.03,"28,407",-57.34,"31,375",-3.65,"962,650",-16.04,"57,569",-26.60,"109,842",-22.94,"-14,267",--,"386,346",-11.97,"809,506",-13.04
2007M12,"905,030",-16.27,"345,860",-21.04,"63,517",-21.11,"108,977",-1.78,"32,009",-72.24,"354,021",5.59,646,-20.54,"35,798",-42.62,"33,302",25.21,"974,130",-16.73,"53,233",-38.18,"110,585",-13.98,"-15,754",--,"373,089",-15.78,"826,066",-14.40
2008M01,"901,277",-14.04,"339,170",-13.91,"62,650",-20.11,"107,109",-3.92,"35,342",-69.44,"356,531",2.35,475,-26.47,"25,712",-54.44,"33,386",-21.14,"960,374",-16.29,"51,860",-8.65,"112,747",-10.64,"-13,654",--,"372,134",-12.19,"809,421",-16.75
2008M02,"896,721",-12.32,"325,064",-18.34,"62,198",-21.71,"107,600",-4.86,"38,038",-61.93,"363,445",9.55,376,-19.31,"27,743",-54.15,"28,607",-21.21,"953,071",-14.87,"56,290",-7.20,"114,434",-9.48,"-18,201",--,"372,677",-12.39,"800,548",-15.51
2008M03,"874,050",-18.94,"292,667",-30.27,"62,326",-21.30,"107,374",-7.31,"24,313",-72.90,"387,017",3.66,353,-26.30,"28,730",-40.33,"28,665",0.99,"931,444",-19.34,"33,196",-57.12,"115,051",-9.33,"-17,262",--,"384,743",-8.14,"800,459",-17.15
2008M04,"836,633",-23.03,"287,296",-32.16,"60,410",-22.49,"104,840",-9.80,"28,924",-67.39,"354,835",-6.64,328,-31.67,"22,921",-51.96,"31,621",24.37,"891,174",-23.18,"26,526",-69.83,"108,005",-11.16,"-19,756",--,"374,390",-8.01,"776,399",-19.44
2008M05,"820,065",-21.18,"286,918",-31.42,"58,060",-21.96,"104,998",-10.72,"33,206",-52.57,"336,518",-6.39,365,-37.61,"19,259",-59.52,"26,479",19.61,"865,802",-22.01,"43,629",-47.81,"103,831",-10.01,"-20,220",--,"377,313",-2.44,"738,562",-20.40
2008M06,"804,004",-17.06,"287,783",-26.53,"57,409",-20.67,"103,001",-13.66,"40,951",-32.54,"314,529",-3.14,331,-39.15,"17,570",-58.44,"26,490",-5.30,"848,063",-18.42,"36,129",-30.32,"103,137",-9.21,"-29,316",--,"379,471",3.16,"738,113",-16.76
2008M07,"796,766",-16.93,"278,272",-25.67,"57,712",-19.98,"102,900",-10.12,"43,496",-8.69,"314,030",-10.28,356,-21.24,"22,031",-42.67,"27,328",-26.45,"846,125",-18.22,"46,925",11.56,"105,480",0.63,"-28,242",--,"381,605",0.75,"721,962",-19.57
2008M08,"773,649",-16.39,"276,258",-23.81,"57,272",-18.98,"101,340",-10.87,"42,334",-6.98,"295,983",-10.91,462,-27.13,"21,738",-36.82,"21,282",-50.46,"816,668",-18.56,"54,411",20.12,"106,339",-1.31,"-30,667",--,"376,213",0.67,"686,585",-21.00
2008M09,"742,787",-19.17,"266,664",-26.59,"55,650",-19.03,"99,520",-12.78,"40,064",0.73,"280,281",-15.68,608,-11.37,"19,456",-44.22,"16,387",-38.64,"778,630",-20.59,"59,217",29.28,"107,977",0.75,"-31,666",--,"368,234",-4.23,"643,102",-24.24
2008M10,"699,304",-22.01,"248,236",-29.66,"53,355",-21.41,"100,337",-10.94,"23,827",-28.18,"273,205",-17.06,344,-43.88,"14,309",-50.02,"13,621",-39.98,"727,233",-23.29,"33,069",-36.35,"105,674",-2.38,"-29,983",--,"332,427",-15.17,"618,473",-22.99
2008M11,"730,896",-19.05,"262,144",-23.21,"51,700",-22.49,"99,849",-10.73,"28,565",-10.07,"288,369",-17.71,269,-62.85,"13,004",-54.22,"14,808",-52.80,"758,708",-21.19,"33,974",-40.99,"110,695",0.78,"-35,150",--,"323,641",-16.23,"649,189",-19.80
2008M12,"740,034",-18.23,"260,972",-24.54,"47,553",-25.13,"100,820",-7.49,"37,925",18.48,"292,552",-17.36,212,-67.18,"14,824",-58.59,"14,815",-55.51,"769,672",-20.99,"32,568",-38.82,"111,980",1.26,"-34,768",--,"320,260",-14.16,"659,892",-20.12
2009M01,"753,621",-16.38,"268,879",-20.72,"46,954",-25.05,"99,210",-7.37,"36,084",2.10,"302,269",-15.22,225,-52.63,"16,299",-36.61,"14,299",-57.17,"784,218",-18.34,"31,163",-39.91,"113,462",0.63,"-33,921",--,"310,591",-16.54,"673,514",-16.79
2009M02,"769,803",-14.15,"267,807",-17.61,"47,898",-22.99,"98,170",-8.76,"48,873",28.48,"306,881",-15.56,174,-53.72,"17,829",-35.74,"14,039",-50.92,"801,671",-15.89,"43,004",-23.60,"115,013",0.51,"-33,959",--,"313,206",-15.96,"677,613",-15.36
2009M03,"783,755",-10.33,"267,417",-8.63,"40,681",-34.73,"98,134",-8.61,"44,930",84.80,"332,464",-14.10,129,-63.46,"18,562",-35.39,"15,732",-45.12,"818,049",-12.17,"34,211",3.06,"116,677",1.41,"-31,559",--,"316,306",-17.79,"698,720",-12.71
2009M04,"771,792",-7.75,"262,783",-8.53,"40,513",-32.94,"94,864",-9.52,"47,653",64.75,"325,882",-8.16,97,-70.43,"22,137",-3.42,"16,102",-49.08,"810,030",-9.11,"39,707",49.69,"116,114",7.51,"-31,152",--,"306,409",-18.16,"685,361",-11.73
2009M05,"759,997",-7.32,"251,755",-12.26,"39,387",-32.16,"90,448",-13.86,"41,160",23.95,"337,176",0.20,71,-80.55,"20,422",6.04,"19,991",-24.50,"800,409",-7.55,"51,645",18.37,"117,898",13.55,"-31,495",--,"312,611",-17.15,"662,361",-10.32
2009M06,"727,637",-9.50,"242,175",-15.85,"38,857",-32.32,"88,589",-13.99,"46,155",12.71,"311,753",-0.88,108,-67.37,"17,592",0.13,"18,706",-29.38,"763,935",-9.92,"23,126",-35.99,"115,731",12.21,"-31,039",--,"309,968",-18.32,"656,117",-11.11
2009M07,"718,349",-9.84,"232,993",-16.27,"37,924",-34.29,"88,810",-13.69,"49,705",14.27,"308,809",-1.66,108,-69.66,"16,927",-23.17,"18,495",-32.32,"753,771",-10.91,"33,610",-28.38,"117,248",11.16,"-31,551",--,"311,470",-18.38,"634,464",-12.12
2009M08,"681,591",-11.90,"231,789",-16.10,"37,888",-33.85,"88,458",-12.71,"44,275",4.58,"279,110",-5.70,71,-84.63,"13,891",-36.10,"19,408",-8.81,"714,890",-12.46,"22,699",-58.28,"115,338",8.46,"-29,786",--,"313,087",-16.78,"606,639",-11.64
2009M09,"695,623",-6.35,"232,879",-12.67,"37,666",-32.32,"90,492",-9.07,"53,458",33.43,"281,031",0.27,97,-84.05,"13,584",-30.18,"17,882",9.12,"727,089",-6.62,"30,478",-48.53,"116,851",8.22,"-29,470",--,"319,088",-13.35,"609,230",-5.27
2009M10,"686,674",-1.81,"231,077",-6.91,"35,660",-33.16,"90,072",-10.23,"56,968",139.09,"272,742",-0.17,155,-54.94,"14,899",4.12,"17,273",26.81,"718,845",-1.15,"28,877",-12.68,"116,206",9.97,"-30,517",--,"310,439",-6.61,"604,279",-2.30
2009M11,"673,001",-7.92,"229,310",-12.53,"35,112",-32.09,"89,274",-10.59,"56,659",98.35,"262,517",-8.96,129,-52.04,"15,308",17.72,"12,741",-13.96,"701,050",-7.60,"31,297",-7.88,"116,375",5.13,"-31,292",--,"314,992",-2.67,"584,670",-9.94
2009M12,"665,493",-10.07,"224,619",-13.93,"33,750",-29.03,"87,955",-12.76,"46,253",21.96,"272,797",-6.75,119,-43.87,"14,118",-4.76,"1,374",-90.73,"680,985",-11.52,"25,626",-21.32,"116,254",3.82,"-30,683",--,"316,334",-1.23,"569,788",-13.65
2010M01,"675,921",-10.31,"214,912",-20.07,"33,258",-29.17,"89,718",-9.57,"58,458",62.01,"279,511",-7.53,64,-71.56,"15,287",-6.21,"1,670",-88.32,"692,877",-11.65,"25,075",-19.54,"113,624",0.14,"-28,471",--,"318,783",2.64,"582,649",-13.49
2010M02,"684,764",-11.05,"217,456",-18.80,"30,998",-35.28,"91,576",-6.72,"58,158",19.00,"286,504",-6.64,72,-58.62,"12,942",-27.41,961,-93.15,"698,666",-12.85,"19,752",-54.07,"113,846",-1.01,"-27,818",--,"329,873",5.32,"592,886",-12.50
2010M03,"700,297",-10.65,"221,572",-17.14,"27,457",-32.51,"90,630",-7.65,"56,710",26.22,"303,828",-8.61,100,-22.48,"11,843",-36.20,"2,270",-85.57,"714,410",-12.67,"18,879",-44.82,"113,835",-2.44,"-29,595",--,"336,068",6.25,"611,291",-12.51
2010M04,"686,737",-11.02,"225,786",-14.08,"24,383",-39.81,"89,376",-5.79,"63,984",34.27,"283,080",-13.13,128,31.96,"10,185",-53.99,"2,863",-82.22,"699,784",-13.61,"26,565",-33.10,"110,641",-4.71,"-25,475",--,"336,161",9.71,"588,053",-14.20
2010M05,"690,209",-9.18,"224,385",-10.87,"24,467",-37.88,"90,623",0.19,"78,917",91.73,"271,691",-19.42,126,77.46,"11,462",-43.87,"3,140",-84.29,"704,811",-11.94,"28,796",-44.24,"110,062",-6.65,"-27,182",--,"327,950",4.91,"593,135",-10.45
2010M06,"713,544",-1.94,"223,109",-7.87,"23,823",-38.69,"90,551",2.21,"83,797",81.56,"292,171",-6.28,93,-13.89,"12,459",-29.18,"2,781",-85.13,"728,784",-4.60,"27,377",18.38,"109,326",-5.53,"-28,656",--,"329,694",6.36,"620,737",-5.39
2010M07,"718,187",-0.02,"217,728",-6.55,"23,830",-37.16,"91,157",2.64,"76,080",53.06,"309,131",0.10,261,141.67,"14,280",-15.64,"4,117",-77.74,"736,584",-2.28,"36,146",7.55,"110,205",-6.01,"-27,533",--,"338,770",8.76,"617,766",-2.63
2010M08,"690,899",1.37,"214,458",-7.48,"24,237",-36.03,"88,538",0.09,"86,836",96.13,"276,601",-0.90,229,222.54,"12,874",-7.32,"5,054",-73.96,"708,826",-0.85,"31,531",38.91,"108,705",-5.75,"-24,347",--,"334,664",6.89,"592,937",-2.26
2010M09,"689,564",-0.87,"207,808",-10.77,"23,779",-36.87,"86,567",-4.34,"66,875",25.10,"304,221",8.25,314,223.71,"12,458",-8.29,"4,425",-75.25,"706,447",-2.84,"39,148",28.45,"109,458",-6.33,"-25,342",--,"337,722",5.84,"583,183",-4.28
2010M10,"696,964",1.50,"217,573",-5.84,"24,054",-32.55,"83,856",-6.90,"79,277",39.16,"291,933",7.04,271,74.84,"12,520",-15.97,"3,008",-82.59,"712,491",-0.88,"36,115",25.06,"110,036",-5.31,"-26,415",--,"341,180",9.90,"592,755",-1.91
2010M11,"710,540",5.58,"219,623",-4.22,"25,341",-27.83,"84,635",-5.20,"87,039",53.62,"293,709",11.88,193,49.61,"12,817",-16.27,"2,390",-81.24,"725,747",3.52,"40,807",30.39,"109,826",-5.63,"-25,693",--,"342,384",8.70,"600,807",2.76
2010M12,"697,706",4.84,"209,036",-6.94,"23,328",-30.88,"87,041",-1.04,"87,799",89.82,"290,290",6.41,212,78.15,"12,221",-13.44,"2,157",56.99,"712,084",4.57,"19,942",-22.18,"110,270",-5.15,"-25,219",--,"341,828",8.06,"607,091",6.55
2011M01,"662,366",-2.01,"192,224",-10.56,"22,702",-31.74,"88,444",-1.42,"79,595",36.16,"279,317",-0.07,84,31.25,"10,638",-30.41,"4,947",196.23,"677,950",-2.15,"41,670",66.18,"105,794",-6.89,"-22,011",--,"345,124",8.26,"552,497",-5.17
2011M02,"678,110",-0.97,"196,167",-9.79,"22,526",-27.33,"88,213",-3.67,"83,534",43.63,"287,509",0.35,161,123.61,"9,907",-23.45,"5,407",462.64,"693,423",-0.75,"50,257",154.44,"106,597",-6.37,"-23,015",--,"348,400",5.62,"559,584",-5.62
2011M03,"682,722",-2.51,"199,396",-10.01,"22,678",-17.41,"86,476",-4.58,"79,606",40.37,"294,503",-3.07,63,-37.00,"10,704",-9.62,"7,228",218.41,"700,654",-1.93,"32,474",72.01,"107,126",-5.89,"-19,483",--,"343,234",2.13,"580,537",-5.03
2011M04,"672,490",-2.07,"197,394",-12.57,"22,100",-9.36,"83,143",-6.97,"84,213",31.62,"285,421",0.83,219,71.09,"9,359",-8.11,"6,488",126.62,"688,337",-1.64,"35,705",34.41,"104,046",-5.96,"-16,026",--,"337,243",0.32,"564,612",-3.99
2011M05,"639,448",-7.35,"190,079",-15.29,"18,350",-25.00,"82,217",-9.28,"78,024",-1.13,"270,740",-0.35,38,-69.84,"9,999",-12.76,"7,275",131.67,"656,721",-6.82,"34,822",20.93,"103,461",-6.00,"-20,286",--,"347,405",5.93,"538,724",-9.17
2011M06,"652,160",-8.60,"190,747",-14.51,"20,892",-12.30,"88,972",-1.74,"76,595",-8.59,"274,903",-5.91,51,-45.16,"9,905",-20.50,"8,267",197.27,"670,332",-8.02,"23,844",-12.90,"102,381",-6.35,"-18,444",--,"343,532",4.20,"562,551",-9.37
2011M07,"658,441",-8.32,"185,063",-15.00,"19,748",-17.13,"91,085",-0.08,"80,689",6.06,"281,730",-8.86,126,-51.72,"11,972",-16.16,"9,603",133.26,"680,016",-7.68,"26,152",-27.65,"102,950",-6.58,"-18,998",--,"350,456",3.45,"569,912",-7.75
2011M08,"685,728",-0.75,"183,928",-14.24,"20,320",-16.16,"93,690",5.82,"97,650",12.45,"290,002",4.84,138,-39.74,"10,348",-19.62,"11,294",123.47,"707,369",-0.21,"24,412",-22.58,"103,821",-4.49,"-18,694",--,"348,124",4.02,"597,830",0.83
2011M09,"706,791",2.50,"184,013",-11.45,"21,139",-11.10,"100,321",15.89,"106,795",59.69,"294,422",-3.22,101,-67.83,"10,669",-14.36,"11,723",164.94,"729,183",3.22,"40,213",2.72,"104,030",-4.96,"-18,193",--,"354,854",5.07,"603,133",3.42
2011M10,"706,825",1.41,"192,861",-11.36,"21,684",-9.85,"102,702",22.47,"99,052",24.94,"290,438",-0.51,88,-67.53,"9,349",-25.33,"10,170",238.09,"726,343",1.94,"29,050",-19.56,"104,280",-5.23,"-17,916",--,"352,871",3.43,"610,929",3.07
2011M11,"716,223",0.80,"199,153",-9.32,"22,167",-12.53,"105,518",24.67,"109,034",25.27,"280,238",-4.59,113,-41.45,"10,110",-21.12,"10,649",345.56,"736,981",1.55,"27,719",-32.07,"104,531",-4.82,"-18,753",--,"359,511",5.00,"623,484",3.77
2011M12,"743,225",6.52,"218,427",4.49,"23,284",-0.19,"109,622",25.94,"101,424",15.52,"290,414",0.04,54,-74.53,"9,953",-18.56,"7,405",243.28,"760,582",6.81,"21,897",9.80,"108,088",-1.98,"-17,762",--,"366,287",7.16,"648,359",6.80
2012M01,"732,897",10.65,"211,333",9.94,"23,502",3.52,"111,001",25.50,"99,285",24.74,"287,689",3.00,87,3.57,"9,631",-9.47,"6,326",27.88,"748,854",10.46,"21,611",-48.14,"108,564",2.62,"-16,716",--,"363,182",5.23,"635,395",15.00
2012M02,"726,548",7.14,"213,787",8.98,"22,747",0.98,"112,485",27.52,"96,308",15.29,"281,177",-2.20,44,-72.67,"9,799",-1.09,"7,438",37.56,"743,785",7.26,"39,964",-20.48,"109,263",2.50,"-18,108",--,"366,166",5.10,"612,666",9.49
2012M03,"730,032",6.93,"208,455",4.54,"23,061",1.69,"113,581",31.34,"94,438",18.63,"290,275",-1.44,222,252.38,"10,551",-1.43,"7,656",5.92,"748,239",6.79,"24,227",-25.40,"109,464",2.18,"-16,426",--,"364,955",6.33,"630,974",8.69
2012M04,"724,436",7.72,"207,751",5.25,"24,763",12.05,"115,177",38.53,"83,544",-0.79,"293,075",2.68,126,-42.47,"10,802",15.42,"8,055",24.15,"743,292",7.98,"29,611",-17.07,"106,874",2.72,"-12,720",--,"370,457",9.85,"619,527",9.73
2012M05,"728,311",13.90,"207,700",9.27,"24,955",35.99,"116,714",41.96,"80,935",3.73,"297,906",10.03,101,165.79,"9,456",-5.43,"8,592",18.11,"746,358",13.65,"39,882",14.53,"106,893",3.32,"-13,377",--,"380,387",9.49,"612,960",13.78
