期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約_原始值,利率有關契約_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),契約合計_原始值,契約合計_年增率(%),契約合計_原始值,契約合計_年增率(%)
2001Q1,"649,950",38.00,"60,818",5.46,"2,157,827",29.76,"325,816",101.61,"1,070",--,0,--,"41,457",130.51,0,--,...,...,...,...,...,...,...,...,"2,850,304",32.45,"386,634",76.32
2001Q2,"815,661",67.06,"71,080",22.64,"2,672,923",52.60,"273,651",101.88,"3,116",--,0,--,"46,052",155.04,0,--,...,...,...,...,...,...,...,...,"3,537,752",56.68,"344,731",78.15
2001Q3,"1,018,169",86.14,"72,107",29.71,"3,042,830",53.02,"311,256",423.98,"3,369",--,"1,072",--,"46,082",17.09,0,--,...,...,...,...,...,...,...,...,"4,110,450",59.64,"384,435",234.32
2001Q4,"1,226,902",93.17,"81,870",20.99,"3,291,855",45.62,"71,190",-23.59,"4,038",--,"1,480",--,"47,132",-0.97,0,--,...,...,...,...,...,...,...,...,"4,569,927",55.26,"154,540",-3.91
2002Q1,"1,616,841",148.76,"82,002",34.83,"3,657,379",69.49,"71,712",-77.99,"15,553","1,353.55",622,--,"37,941",-8.48,0,--,...,...,...,...,...,...,...,...,"5,327,714",86.92,"154,336",-60.08
2002Q2,"2,243,114",175.01,"168,367",136.87,"4,433,742",65.88,"62,318",-77.23,"21,927",603.69,864,--,"41,507",-9.87,0,--,...,...,...,...,...,...,...,...,"6,740,290",90.52,"231,549",-32.83
2002Q3,"2,869,422",181.82,"2,374",-96.71,"4,608,514",51.45,0,-100.00,"53,952","1,501.42",0,-100.00,"62,313",35.22,0,--,...,...,...,...,...,...,...,...,"7,594,201",84.75,"2,374",-99.38
2002Q4,"2,870,937",134.00,"158,907",94.10,"4,065,728",23.51,"75,059",5.43,"33,846",738.19,"1,503",1.55,"79,589",68.86,0,--,...,...,...,...,...,...,...,...,"7,050,100",54.27,"235,469",52.37
2003Q1,"3,432,309",112.28,"198,613",142.21,"4,587,618",25.43,"70,798",-1.27,"42,529",173.45,590,-5.14,"66,732",75.88,0,--,...,...,...,...,...,...,...,...,"8,129,188",52.58,"270,001",74.94
2003Q2,"4,168,510",85.84,"251,200",49.20,"5,326,257",20.13,"91,376",46.63,"42,142",92.19,208,-75.93,"58,335",40.54,0,--,...,...,...,...,...,...,...,...,"9,595,244",42.36,"342,784",48.04
2003Q3,"5,075,381",76.88,"275,061","11,486.39","6,983,411",51.53,"85,457",--,"34,202",-36.61,0,--,"89,693",43.94,0,--,...,...,...,...,...,...,...,...,"12,182,687",60.42,"360,518","15,086.10"
2003Q4,"5,922,899",106.31,"365,203",129.82,"7,022,296",72.72,"97,679",30.14,"56,953",68.27,0,-100.00,"97,039",21.93,0,--,...,...,...,...,...,...,...,...,"13,099,187",85.80,"462,882",96.58
2004Q1,"7,374,861",114.87,"500,213",151.85,"9,891,102",115.60,"290,777",310.71,"45,058",5.95,0,-100.00,"104,552",56.67,0,--,...,...,...,...,...,...,...,...,"17,415,573",114.24,"790,990",192.96
2004Q2,"9,301,422",123.14,"523,263",108.31,"9,975,399",87.29,"331,376",262.65,"52,121",23.68,1,-99.52,"133,440",128.75,0,--,"25,075",...,"1,126",...,...,...,...,...,"19,487,457",103.09,"855,766",149.65
2004Q3,"10,352,335",103.97,"641,037",133.05,"9,167,785",31.28,"479,796",461.45,"47,656",39.34,13,--,"142,826",59.24,0,--,"43,847",...,"3,978",...,...,...,...,...,"19,754,449",62.15,"1,124,824",212.00
2004Q4,"10,794,204",82.25,"881,294",141.32,"9,467,741",34.82,"402,604",312.17,"43,056",-24.40,1,--,"145,976",50.43,0,--,"38,274",...,"4,769",...,...,...,...,...,"20,489,251",56.42,"1,288,668",178.40
2005Q1,"12,260,523",66.25,"828,587",65.65,"9,845,739",-0.46,"450,650",54.98,"53,146",17.95,355,--,"163,755",56.63,0,--,"40,404",...,"3,319",...,0,...,0,...,"22,363,567",28.41,"1,282,911",62.19
2005Q2,"14,241,064",53.11,"685,442",30.99,"10,167,446",1.93,"269,782",-18.59,"41,435",-20.50,0,-100.00,"181,596",36.09,0,--,"48,394",93.00,"4,447",294.94,"4,468",...,0,...,"24,684,403",26.67,"959,671",12.14
2005Q3,"16,694,884",61.27,"677,852",5.74,"10,375,928",13.18,"286,088",-40.37,"45,878",-3.73,0,-100.00,"172,111",20.50,0,--,"60,155",37.19,"4,505",13.25,"4,640",...,0,...,"27,353,596",38.47,"968,445",-13.90
2005Q4,"18,330,961",69.82,"592,438",-32.78,"10,497,504",10.88,"286,111",-28.93,"39,880",-7.38,260,"25,900.00","185,564",27.12,0,--,"81,739",113.56,"1,330",-72.11,"4,312",...,0,...,"29,139,960",42.22,"880,139",-31.70
2006Q1,"20,778,918",69.48,"516,854",-37.62,"10,677,357",8.45,"23,006",-94.89,"41,735",-21.47,58,-83.66,"152,014",-7.17,0,--,"95,920",137.40,973,-70.68,"4,122",--,0,--,"31,750,066",41.97,"540,891",-57.84
2006Q2,"24,180,102",69.79,"513,142",-25.14,"11,359,643",11.73,"22,843",-91.53,"47,464",14.55,14,--,"130,321",-28.24,0,--,"91,441",88.95,227,-94.90,"3,870",-13.38,0,--,"35,812,841",45.08,"536,226",-44.12
2006Q3,"25,743,324",54.20,"556,557",-17.89,"11,808,706",13.81,"23,611",-91.75,"44,875",-2.19,0,--,"79,104",-54.04,0,--,"104,083",73.02,"4,567",1.38,"3,846",-17.11,0,--,"37,783,938",38.13,"584,735",-39.62
2006Q4,"26,661,300",45.44,"545,075",-7.99,"13,014,989",23.98,"23,055",-91.94,"42,525",6.63,0,-100.00,"104,947",-43.44,0,--,"124,643",52.49,"5,768",333.68,"9,499",120.29,0,--,"39,957,903",37.12,"573,898",-34.79
2007Q1,"27,980,714",34.66,"530,959",2.73,"14,399,933",34.86,"21,793",-5.27,"105,760",153.41,0,-100.00,"116,670",-23.25,0,--,"133,385",39.06,"9,527",879.14,"9,568",132.12,0,--,"42,746,030",34.63,"562,279",3.95
2007Q2,"33,529,941",38.67,"537,425",4.73,"15,064,341",32.61,"22,845",0.01,"149,605",215.20,0,-100.00,"92,297",-29.18,0,--,"159,375",74.29,"9,467","4,070.48","10,021",158.94,0,--,"49,005,580",36.84,"569,737",6.25
2007Q3,"37,180,888",44.43,"542,214",-2.58,"14,692,743",24.42,"21,114",-10.58,"59,033",31.55,0,--,"98,552",24.59,0,--,"167,084",60.53,"14,072",208.12,"9,998",159.96,0,--,"52,208,298",38.18,"577,400",-1.25
2007Q4,"38,634,421",44.91,"273,457",-49.83,"15,385,282",18.21,"19,971",-13.38,"54,315",27.72,0,--,"123,847",18.01,0,--,"165,401",32.70,"17,468",202.84,"9,978",5.04,0,--,"54,373,244",36.08,"310,896",-45.83
2008Q1,"39,391,441",40.78,"266,675",-49.77,"17,603,060",22.24,"50,231",130.49,"60,892",-42.42,0,--,"150,474",28.97,0,--,"165,760",24.27,"22,625",137.48,"9,661",0.97,0,--,"57,381,288",34.24,"339,531",-39.62
2008Q2,"39,822,474",18.77,"269,023",-49.94,"17,293,587",14.80,"14,215",-37.78,"54,734",-63.41,0,--,"152,996",65.76,0,--,"199,782",25.35,"4,963",-47.58,"9,959",-0.62,0,--,"57,533,532",17.40,"288,201",-49.42
2008Q3,"41,553,765",11.76,"258,832",-52.26,"18,703,009",27.29,"14,823",-29.80,"45,526",-22.88,0,--,"216,611",119.79,0,--,"203,263",21.65,515,-96.34,"10,257",2.59,0,--,"60,732,431",16.33,"274,170",-52.52
2008Q4,"42,638,631",10.36,"233,522",-14.60,"16,288,792",5.87,"12,715",-36.33,"36,151",-33.44,0,--,"297,697",140.37,0,--,"160,985",-2.67,522,-97.01,"10,029",0.51,0,--,"59,432,285",9.30,"246,759",-20.63
2009Q1,"46,166,269",17.20,"222,015",-16.75,"16,615,609",-5.61,"12,259",-75.59,"33,904",-44.32,0,--,"314,585",109.06,0,--,"157,960",-4.71,436,-98.07,"10,201",5.59,0,--,"63,298,528",10.31,"234,710",-30.87
2009Q2,"49,197,477",23.54,"202,803",-24.61,"16,931,087",-2.10,"16,521",16.22,"32,042",-41.46,0,--,"288,682",88.69,0,--,"140,058",-29.89,422,-91.50,"10,032",0.73,0,--,"66,599,378",15.76,"219,746",-23.75
2009Q3,"47,058,936",13.25,"193,685",-25.17,"17,188,828",-8.10,"21,416",44.48,"35,220",-22.64,0,--,"245,174",13.19,0,--,"137,118",-32.54,414,-19.61,"9,933",-3.16,0,--,"64,675,209",6.49,"215,515",-21.39
2009Q4,"46,200,070",8.35,"206,616",-11.52,"16,404,840",0.71,"279,036","2,094.54","53,622",48.33,0,--,"191,518",-35.67,0,--,"128,325",-20.29,412,-21.07,"9,925",-1.04,0,--,"62,988,300",5.98,"486,064",96.98
2010Q1,"38,920,000",-15.70,"220,298",-0.77,"18,699,483",12.54,"37,437",205.38,"49,170",45.03,0,--,"142,308",-54.76,0,--,"123,098",-22.07,409,-6.19,"9,880",-3.15,0,--,"57,943,939",-8.46,"258,144",9.98
2010Q2,"35,246,576",-28.36,"261,403",28.90,"24,965,786",47.46,"55,678",237.01,"33,645",5.00,32,--,"114,389",-60.38,0,--,"99,232",-29.15,415,-1.66,"12,900",28.59,0,--,"60,472,528",-9.20,"317,528",44.50
2010Q3,"32,965,840",-29.95,"289,708",49.58,"19,816,829",15.29,"58,182",171.68,"28,403",-19.36,"2,186",--,"72,899",-70.27,0,--,"84,610",-38.29,403,-2.66,0,-100.00,0,--,"52,968,581",-18.10,"350,479",62.62
2010Q4,"31,930,499",-30.89,"286,817",38.82,"18,810,484",14.66,"62,723",-77.52,"43,060",-19.70,"1,770",--,"32,199",-83.19,0,--,"76,243",-40.59,391,-5.10,0,-100.00,0,--,"50,892,485",-19.20,"351,701",-27.64
2011Q1,"32,029,756",-17.70,"305,245",38.56,"19,321,143",3.32,"72,120",92.64,"53,168",8.13,"1,149",--,"38,686",-72.82,0,--,"76,443",-37.90,378,-7.58,0,-100.00,0,--,"51,519,196",-11.09,"378,892",46.78
2011Q2,"29,977,240",-14.95,"286,506",9.60,"20,627,906",-17.38,"74,937",34.59,"53,111",57.86,0,-100.00,"66,830",-41.58,0,--,"67,178",-32.30,371,-10.60,0,-100.00,0,--,"50,792,265",-16.01,"361,814",13.95
2011Q3,"31,935,076",-3.13,"278,804",-3.76,"23,197,012",17.06,"44,010",-24.36,"31,930",12.42,0,-100.00,"105,252",44.38,0,--,"98,776",16.74,393,-2.48,0,--,0,--,"55,368,046",4.53,"323,207",-7.78
2011Q4,"27,783,498",-12.99,"282,712",-1.43,"20,724,389",10.17,"36,859",-41.24,"28,077",-34.80,0,-100.00,"103,859",222.55,0,--,"87,441",14.69,390,-0.26,0,--,0,--,"48,727,264",-4.25,"319,961",-9.02
2012Q1,"26,789,039",-16.36,"285,027",-6.62,"21,665,672",12.13,"29,838",-58.63,"34,438",-35.23,0,-100.00,"112,115",189.81,0,--,"76,973",0.69,85,-77.51,0,--,0,--,"48,678,237",-5.51,"314,950",-16.88
2012Q2,"24,875,758",-17.02,"291,169",1.63,"23,585,345",14.34,"28,435",-62.05,"30,942",-41.74,0,--,"79,750",19.33,0,--,"90,980",35.43,86,-76.82,0,--,0,--,"48,662,775",-4.19,"319,690",-11.64
2012Q3,"23,682,186",-25.84,"275,443",-1.21,"23,121,174",-0.33,"26,300",-40.24,"36,753",15.10,0,--,"49,463",-53.01,0,--,"82,304",-16.68,84,-78.63,0,--,0,--,"46,971,880",-15.16,"301,827",-6.61
2012Q4,"23,013,463",-17.17,"275,014",-2.72,"22,447,331",8.31,"28,167",-23.58,"46,503",65.63,0,--,"39,639",-61.83,0,--,"62,132",-28.94,83,-78.72,0,--,0,--,"45,609,068",-6.40,"303,264",-5.22
2013Q1,"21,646,621",-19.20,"283,888",-0.40,"27,055,180",24.88,"27,407",-8.15,"56,185",63.15,0,--,"51,457",-54.10,0,--,"63,433",-17.59,86,1.18,0,--,0,--,"48,872,876",0.40,"311,381",-1.13
2013Q2,"21,359,107",-14.14,"270,777",-7.00,"29,743,251",26.11,"39,141",37.65,"59,622",92.69,395,--,"53,881",-32.44,0,--,"56,843",-37.52,86,0.00,0,--,0,--,"51,272,704",5.36,"310,399",-2.91
2013Q3,"20,383,977",-13.93,"266,212",-3.35,"30,275,960",30.94,"30,434",15.72,"67,994",85.00,205,--,"41,708",-15.68,0,--,"54,882",-33.32,85,1.19,0,--,0,--,"50,824,521",8.20,"296,936",-1.62
2013Q4,"19,305,032",-16.11,"261,785",-4.81,"29,515,448",31.49,"32,057",13.81,"79,728",71.45,165,--,"32,363",-18.36,0,--,"49,706",-20.00,86,3.61,0,--,0,--,"48,982,277",7.40,"294,093",-3.02
2014Q1,"19,228,150",-11.17,"237,118",-16.47,"38,983,968",44.09,"26,671",-2.69,"98,819",75.88,165,--,"35,481",-31.05,0,--,"46,593",-26.55,87,1.16,0,--,0,--,"58,393,011",19.48,"264,041",-15.20
2014Q2,"17,687,631",-17.19,"224,299",-17.16,"36,142,509",21.51,"72,996",86.49,"118,861",99.36,100,-74.68,"30,102",-44.13,0,--,"43,501",-23.47,0,-100.00,0,--,0,--,"54,022,604",5.36,"297,395",-4.19
