期間,應提繳單位(家)_原始值,應提繳單位(家)_年增率(%),已繳納單位(家)_原始值,已繳納單位(家)_年增率(%),已繳率(%)_原始值,已繳率(%)_年增率(%),累計已繳納金額(千元)_原始值,累計已繳納金額(千元)_年增率(%),累計提繳本息(千元)_原始值,累計提繳本息(千元)_年增率(%),當期已墊付-事業單位(家)_原始值,當期已墊付-事業單位(家)_年增率(%),當期已墊付-人數(人)_原始值,當期已墊付-人數(人)_年增率(%),當期已墊付-金額(千元)_原始值,當期已墊付-金額(千元)_年增率(%),累計已墊付金額(千元)_原始值,累計已墊付金額(千元)_年增率(%),基金餘額(千元)_原始值,基金餘額(千元)_年增率(%)
2006M11,"425,159",2.59,"400,357",3.08,94.17,-,"6,487,941",7.78,"8,869,725",7.00,8,166.67,164,264.44,"26,494",441.47,"2,331,747",14.88,"6,537,978",4.45
2006M12,"425,116",2.26,"391,830",1.19,92.17,-,"6,527,151",7.75,"8,939,653",6.87,5,66.67,177,13.46,"9,679",-54.13,"2,341,426",14.17,"6,598,227",4.50
2007M01,"425,408",1.93,"399,202",2.04,93.84,-,"6,567,294",7.73,"8,986,705",6.81,9,0.00,400,-35.06,"26,423",-23.12,"2,367,849",13.55,"6,618,856",4.59
2007M02,"425,814",1.72,"399,043",2.04,93.71,-,"6,607,051",7.71,"9,028,287",6.72,5,25.00,417,159.01,"19,380",84.96,"2,387,229",13.90,"6,641,058",4.35
2007M03,"425,728",1.33,"400,669",1.97,94.11,-,"6,646,814",7.65,"9,077,796",6.71,8,60.00,76,-91.62,"5,717",-95.72,"2,392,947",7.34,"6,684,850",6.49
2007M04,"426,249",1.05,"399,605",1.09,93.75,-,"6,686,464",7.62,"9,123,835",6.77,7,40.00,446,312.96,"60,626",820.81,"2,453,572",9.74,"6,670,263",5.71
2007M05,"426,781",1.03,"401,364",1.72,94.04,-,"6,726,265",7.59,"9,183,764",6.81,8,14.29,98,-27.94,"6,896",-15.30,"2,460,469",9.65,"6,723,295",5.81
2007M06,"427,097",1.10,"402,547",1.68,94.25,-,"6,768,163",7.60,"9,233,769",6.61,11,0.00,281,25.45,"19,058",130.03,"2,479,527",10.09,"6,754,242",5.39
2007M07,"427,288",1.01,"399,777",1.03,93.56,-,"6,808,321",7.56,"9,302,105",6.81,8,14.29,207,-56.78,"16,743",-9.13,"2,496,270",9.94,"6,805,835",5.71
2007M08,"427,257",0.91,"402,184",1.68,94.13,-,"6,848,877",7.53,"9,351,050",7.07,13,30.00,349,31.20,"23,088",7.65,"2,519,358",9.92,"6,831,692",6.06
2007M09,"427,741",0.86,"403,678",1.44,94.37,-,"6,889,483",7.50,"9,393,719",7.01,10,11.11,639,532.67,"79,748","1,011.94","2,599,106",13.04,"6,794,613",4.87
2007M10,"427,929",0.78,"403,023",1.45,94.18,-,"6,930,340",7.48,"9,471,239",7.32,20,900.00,171,-7.07,"13,830",130.08,"2,612,936",13.35,"6,858,303",5.19
2007M11,"428,436",0.77,"405,996",1.41,94.76,-,"6,971,420",7.45,"9,535,682",7.51,19,137.50,291,77.44,"18,008",-32.03,"2,630,944",12.83,"6,904,737",5.61
2007M12,"427,907",0.66,"412,684",5.32,96.44,-,"7,012,281",7.43,"9,585,498",7.22,14,180.00,277,56.50,"13,801",42.59,"2,644,745",12.95,"6,940,754",5.19
2008M01,"429,120",0.87,"405,433",1.56,94.48,-,"7,053,982",7.41,"9,631,936",7.18,23,155.56,"1,393",248.25,"84,042",218.06,"2,728,787",15.24,"6,903,149",4.30
2008M02,"428,846",0.71,"405,975",1.74,94.67,-,"7,095,598",7.39,"9,677,955",7.20,4,-20.00,41,-90.17,"1,780",-90.82,"2,730,567",14.38,"6,947,388",4.61
2008M03,"429,264",0.83,"406,553",1.47,94.71,-,"7,137,362",7.38,"9,738,589",7.28,11,37.50,67,-11.84,"4,474",-21.74,"2,735,040",14.30,"7,003,549",4.77
2008M04,"429,701",0.81,"405,719",1.53,94.42,-,"7,179,183",7.37,"9,787,327",7.27,10,42.86,317,-28.92,"21,760",-64.11,"2,756,801",12.36,"7,030,526",5.40
2008M05,"429,666",0.68,"406,159",1.19,94.53,-,"7,222,629",7.38,"9,856,230",7.32,16,100.00,853,770.41,"31,003",349.58,"2,787,803",13.30,"7,068,427",5.13
2008M06,"429,365",0.53,"406,070",0.88,94.57,-,"7,264,409",7.33,"9,919,084",7.42,13,18.18,271,-3.56,"13,725",-27.98,"2,801,529",12.99,"7,117,555",5.38
2008M07,"429,154",0.44,"404,711",1.23,94.30,-,"7,306,125",7.31,"9,964,777",7.12,14,75.00,689,232.85,"45,787",173.47,"2,847,315",14.06,"7,117,462",4.58
2008M08,"429,281",0.47,"405,921",0.93,94.56,-,"7,347,945",7.29,"10,014,271",7.09,15,15.38,229,-34.38,"16,485",-28.60,"2,863,800",13.67,"7,150,472",4.67
2008M09,"429,293",0.36,"404,565",0.22,94.24,-,"7,389,603",7.26,"10,062,327",7.12,15,50.00,580,-9.23,"29,526",-62.98,"2,893,326",11.32,"7,169,000",5.51
2008M10,"429,563",0.38,"406,003",0.74,94.52,-,"7,431,645",7.23,"10,111,870",6.76,6,-70.00,96,-43.86,"4,925",-64.39,"2,898,251",10.92,"7,213,619",5.18
2008M11,"429,500",0.25,"403,130",-0.71,93.86,-,"7,473,106",7.20,"10,160,255",6.55,7,-63.16,308,5.84,"15,125",-16.01,"2,913,376",10.74,"7,246,879",4.96
2008M12,"428,396",0.11,"402,015",-2.59,93.84,-,"7,514,541",7.16,"10,181,033",6.21,11,-21.43,233,-15.88,"11,807",-14.45,"2,925,183",10.60,"7,255,850",4.54
2009M01,"429,128",0.00,"404,749",-0.17,94.32,-,"7,555,467",7.11,"10,209,555",6.00,10,-56.52,"1,380",-0.93,"283,216",236.99,"3,208,399",17.58,"7,001,157",1.42
2009M02,"428,662",-0.04,"404,631",-0.33,94.39,-,"7,596,011",7.05,"10,242,029",5.83,18,350.00,273,565.85,"15,086",747.53,"3,223,485",18.05,"7,018,544",1.02
2009M03,"428,173",-0.25,"402,124",-1.09,93.92,-,"7,636,197",6.99,"10,208,544",4.83,19,72.73,455,579.10,"33,186",641.75,"3,256,671",19.07,"6,951,874",-0.74
2009M04,"428,534",-0.27,"403,675",-0.50,94.20,-,"7,676,399",6.93,"10,183,864",4.05,13,30.00,121,-61.83,"12,524",-42.44,"3,269,195",18.59,"6,914,669",-1.65
2009M05,"432,005",0.54,"408,783",0.65,94.62,-,"7,716,630",6.84,"10,244,337",3.94,14,-12.50,591,-30.72,"34,399",10.95,"3,303,593",18.50,"6,940,744",-1.81
2009M06,"431,837",0.58,"407,481",0.35,94.36,-,"7,758,311",6.80,"10,293,381",3.77,29,123.08,544,100.74,"28,825",110.02,"3,332,419",18.95,"6,960,962",-2.20
2009M07,"432,808",0.85,"409,001",1.06,94.50,-,"7,798,638",6.74,"10,246,567",2.83,14,0.00,280,-59.36,"24,206",-47.13,"3,356,625",17.89,"6,889,942",-3.20
2009M08,"433,404",0.96,"408,712",0.69,94.30,-,"7,839,158",6.69,"10,282,955",2.68,17,13.33,219,-4.37,"13,901",-15.67,"3,370,526",17.69,"6,912,429",-3.33
2009M09,"434,236",1.15,"410,502",1.47,94.53,-,"7,879,919",6.64,"10,376,590",3.12,23,53.33,336,-42.07,"22,105",-25.13,"3,392,631",17.26,"6,983,959",-2.58
2009M10,"435,269",1.33,"412,308",1.55,94.72,-,"7,920,879",6.58,"10,428,434",3.13,14,133.33,273,184.38,"21,770",342.03,"3,414,401",17.81,"7,014,033",-2.77
2009M11,"436,380",1.60,"414,407",2.80,94.96,-,"7,962,286",6.55,"10,508,872",3.43,14,100.00,"1,058",243.51,"40,489",167.70,"3,454,889",18.59,"7,053,983",-2.66
2009M12,"436,453",1.88,"405,744",0.93,92.96,-,"8,003,347",6.50,"10,584,361",3.96,17,54.55,205,-12.02,"11,302",-4.28,"3,466,192",18.49,"7,118,169",-1.90
2010M01,"439,019",2.30,"416,509",2.91,94.87,-,"8,045,279",6.48,"10,595,002",3.78,13,30.00,181,-86.88,"13,511",-95.23,"3,479,703",8.46,"7,115,299",1.63
2010M02,"439,217",2.46,"417,220",3.11,94.99,-,"8,087,010",6.46,"10,604,680",3.54,19,5.56,375,37.36,"27,734",83.84,"3,507,437",8.81,"7,097,243",1.12
2010M03,"440,224",2.81,"417,618",3.85,94.86,-,"8,130,639",6.47,"10,687,156",4.69,12,-36.84,244,-46.37,"15,504",-53.28,"3,522,941",8.18,"7,164,215",3.05
2010M04,"441,480",3.02,"418,776",3.74,94.86,-,"8,172,965",6.47,"10,740,340",5.46,12,-7.69,138,14.05,"10,086",-19.47,"3,533,027",8.07,"7,207,314",4.23
2010M05,"442,420",2.41,"420,174",2.79,94.97,-,"8,215,673",6.47,"10,751,028",4.95,10,-28.57,93,-84.26,"4,524",-86.85,"3,537,551",7.08,"7,213,477",3.93
2010M06,"443,104",2.61,"421,085",3.34,95.03,-,"8,258,545",6.45,"10,789,926",4.82,10,-65.52,159,-70.77,"10,038",-65.18,"3,547,589",6.46,"7,242,337",4.04
2010M07,"444,592",2.72,"422,717",3.35,95.08,-,"8,301,681",6.45,"10,901,097",6.39,5,-64.29,57,-79.64,"5,984",-75.28,"3,553,572",5.87,"7,347,525",6.64
2010M08,"445,382",2.76,"423,228",3.55,95.03,-,"8,344,922",6.45,"10,944,638",6.43,9,-47.06,71,-67.58,"7,503",-46.03,"3,561,075",5.65,"7,383,563",6.82
2010M09,"446,550",2.84,"425,044",3.54,95.18,-,"8,388,442",6.45,"11,021,915",6.22,7,-69.57,14,-95.83,"1,539",-93.04,"3,562,614",5.01,"7,459,301",6.81
2010M10,"448,218",2.97,"427,359",3.65,95.35,-,"8,432,322",6.46,"11,071,808",6.17,9,-35.71,146,-46.52,"8,247",-62.12,"3,570,861",4.58,"7,500,947",6.94
2010M11,"449,264",2.95,"428,254",3.34,95.32,-,"8,476,444",6.46,"11,115,622",5.77,8,-42.86,34,-96.79,"2,563",-93.67,"3,573,423",3.43,"7,542,198",6.92
2010M12,"449,385",2.96,"423,152",4.29,94.16,-,"8,520,463",6.46,"11,177,136",5.60,9,-47.06,170,-17.07,"9,001",-20.36,"3,582,424",3.35,"7,594,712",6.69
2011M01,"450,737",2.67,"430,417",3.34,95.49,-,"8,565,080",6.46,"11,236,253",6.05,9,-30.77,165,-8.84,"8,554",-36.69,"3,590,978",3.20,"7,645,275",7.45
2011M02,"451,477",2.79,"430,323",3.14,95.31,-,"8,609,345",6.46,"11,258,167",6.16,6,-68.42,70,-81.33,"3,562",-87.16,"3,594,541",2.48,"7,663,626",7.98
2011M03,"452,250",2.73,"431,486",3.32,95.41,-,"8,653,906",6.44,"11,300,180",5.74,8,-33.33,152,-37.70,"12,215",-21.21,"3,606,756",2.38,"7,693,424",7.39
2011M04,"453,568",2.74,"432,782",3.34,95.40,-,"8,698,678",6.43,"11,374,534",5.90,5,-58.33,53,-61.59,"2,863",-71.61,"3,609,619",2.17,"7,764,915",7.74
2011M05,"454,570",2.75,"433,622",3.20,95.39,-,"8,743,679",6.43,"11,459,135",6.59,7,-30.00,63,-32.26,"2,864",-36.69,"3,612,483",2.12,"7,846,652",8.78
2011M06,"455,729",2.85,"434,837",3.27,95.42,-,"8,790,446",6.44,"11,506,060",6.64,13,30.00,77,-51.57,"4,647",-53.71,"3,617,130",1.96,"7,888,930",8.93
2011M07,"457,319",2.86,"436,441",3.25,95.43,-,"8,835,920",6.44,"11,594,820",6.36,4,-20.00,51,-10.53,"4,619",-22.81,"3,621,749",1.92,"7,973,071",8.51
2011M08,"458,164",2.87,"436,070",3.03,95.18,-,"8,881,722",6.43,"11,633,826",6.30,7,-22.22,104,46.48,"4,803",-35.99,"3,626,552",1.84,"8,007,274",8.45
2011M09,"459,249",2.84,"438,433",3.15,95.47,-,"8,927,756",6.43,"11,672,449",5.90,13,85.71,115,721.43,"8,184",431.77,"3,634,735",2.02,"8,037,713",7.75
2011M10,"460,451",2.73,"439,733",2.90,95.50,-,"8,974,155",6.43,"11,738,993",6.03,7,-22.22,24,-83.56,"1,422",-82.76,"3,636,158",1.83,"8,102,836",8.02
2011M11,"461,471",2.72,"436,920",2.02,94.68,-,"9,020,518",6.42,"11,788,836",6.06,8,0.00,75,120.59,"7,338",186.31,"3,643,496",1.96,"8,145,340",8.00
2011M12,"461,860",2.78,"438,106",3.53,94.86,-,"9,067,094",6.42,"11,870,878",6.21,5,-44.44,71,-58.24,"5,163",-42.64,"3,648,658",1.85,"8,222,220",8.26
2012M01,"462,153",2.53,"441,197",2.50,95.47,-,"9,114,073",6.41,"11,959,178",6.43,23,155.56,992,501.21,"138,342","1,517.28","3,787,091",5.46,"8,172,088",6.89
2012M02,"462,796",2.51,"440,577",2.38,95.20,-,"9,160,783",6.41,"12,092,259",7.41,5,-16.67,50,-28.57,"3,822",7.30,"3,790,913",5.46,"8,301,347",8.32
2012M03,"463,807",2.56,"443,437",2.77,95.61,-,"9,207,840",6.40,"12,212,615",8.07,4,-50.00,71,-53.29,"3,438",-71.85,"3,794,351",5.20,"8,418,264",9.42
2012M04,"464,720",2.46,"442,637",2.28,95.25,-,"9,254,850",6.39,"12,230,036",7.52,7,40.00,50,-5.66,"2,196",-23.30,"3,796,547",5.18,"8,433,489",8.61
2012M05,"465,475",2.40,"444,239",2.45,95.44,-,"9,303,486",6.40,"12,291,263",7.26,3,-57.14,13,-79.37,763,-73.36,"3,797,309",5.12,"8,493,954",8.25
2012M06,"466,295",2.32,"445,446",2.44,95.53,-,"9,350,915",6.38,"12,328,333",7.15,7,-46.15,28,-63.64,"1,662",-64.23,"3,798,971",5.03,"8,529,362",8.12
2012M07,"467,043",2.13,"444,534",1.85,95.18,-,"9,398,472",6.37,"12,394,904",6.90,11,175.00,90,76.47,"7,305",58.15,"3,806,276",5.09,"8,588,628",7.72
2012M08,"467,957",2.14,"446,318",2.35,95.38,-,"9,446,389",6.36,"12,460,133",7.10,8,14.29,38,-63.46,"1,672",-65.19,"3,807,949",5.00,"8,652,185",8.05
2012M09,"468,734",2.07,"447,565",2.08,95.48,-,"9,494,482",6.35,"12,551,458",7.53,11,-15.38,123,6.96,"11,094",35.56,"3,819,042",5.07,"8,732,416",8.64
2012M10,"468,193",1.68,"445,840",1.39,95.23,-,"9,542,700",6.34,"12,544,472",6.86,13,85.71,113,370.83,"10,130",612.38,"3,829,172",5.31,"8,715,300",7.56
2012M11,"467,756",1.36,"447,511",2.42,95.67,-,"9,591,027",6.32,"12,676,632",7.53,9,12.50,180,140.00,"6,916",-5.75,"3,836,088",5.29,"8,840,543",8.53
2012M12,"466,875",1.09,"440,611",0.57,94.37,-,"9,638,970",6.31,"12,747,956",7.39,7,40.00,76,7.04,"3,823",-25.95,"3,839,912",5.24,"8,908,044",8.34
2013M01,"467,237",1.10,"445,294",0.93,95.30,-,"9,687,418",6.29,"12,846,538",7.42,6,-73.91,143,-85.58,"7,480",-94.59,"3,847,392",1.59,"8,999,147",10.12
2013M02,"467,602",1.04,"445,405",1.10,95.25,-,"9,735,722",6.28,"12,940,188",7.01,7,40.00,107,114.00,"10,934",186.08,"3,858,326",1.78,"9,081,862",9.40
2013M03,"468,392",0.99,"446,971",0.80,95.43,-,"9,784,102",6.26,"12,991,350",6.38,14,250.00,197,177.46,"11,735",241.33,"3,870,062",2.00,"9,121,289",8.35
2013M04,"469,377",1.00,"445,669",0.68,94.95,-,"9,832,573",6.24,"13,072,893",6.89,11,57.14,75,50.00,"3,399",54.78,"3,873,460",2.03,"9,199,432",9.08
2013M05,"470,012",0.97,"447,909",0.83,95.30,-,"9,881,287",6.21,"13,132,317",6.84,9,200.00,38,192.31,"1,683",120.58,"3,875,143",2.05,"9,257,174",8.99
2013M06,"470,755",0.96,"449,241",0.85,95.43,-,"9,931,041",6.20,"13,218,042",7.22,4,-42.86,56,100.00,"2,797",68.29,"3,877,940",2.08,"9,340,102",9.51
2013M07,"471,763",1.01,"448,049",0.79,94.97,-,"9,980,061",6.19,"13,242,043",6.83,7,-36.36,601,567.78,"38,974",433.52,"3,916,914",2.91,"9,325,129",8.58
2013M08,"473,153",1.11,"451,801",1.23,95.49,-,"10,029,468",6.17,"13,292,020",6.68,8,0.00,82,115.79,"4,361",160.83,"3,921,275",2.98,"9,370,745",8.30
2013M09,"473,463",1.01,"452,060",1.00,95.48,-,"10,078,880",6.16,"13,390,927",6.69,6,-45.45,60,-51.22,"3,120",-71.88,"3,924,395",2.76,"9,466,532",8.41
2013M10,"474,355",1.32,"452,273",1.44,95.34,-,"10,128,516",6.14,"13,450,763",7.22,3,-76.92,390,245.13,"53,039",423.58,"3,977,454",3.87,"9,473,309",8.70
2013M11,"475,604",1.68,"454,461",1.55,95.55,-,"10,178,311",6.12,"13,507,453",6.55,9,0.00,52,-71.11,"6,059",-12.39,"3,983,513",3.84,"9,523,940",7.73
2013M12,"474,917",1.72,"450,366",2.21,94.83,-,"10,228,177",6.11,"13,595,162",6.65,11,57.14,135,77.63,"5,955",55.77,"3,989,468",3.89,"9,605,694",7.83
2014M01,"475,711",1.81,"453,710",1.89,95.38,-,"10,278,358",6.10,"13,492,487",5.03,12,100.00,147,2.80,"9,458",26.44,"3,998,926",3.94,"9,493,561",5.49
2014M02,"476,445",1.89,"454,568",2.06,95.41,-,"10,328,273",6.09,"13,664,310",5.60,3,-57.14,16,-85.05,981,-91.03,"3,999,907",3.67,"9,664,402",6.41
2014M03,"477,176",1.88,"456,042",2.03,95.57,-,"10,378,472",6.07,"13,746,058",5.81,12,-14.29,100,-49.24,"6,143",-47.65,"4,006,050",3.51,"9,740,008",6.78
2014M04,"478,339",1.91,"455,176",2.13,95.16,-,"10,428,644",6.06,"13,797,732",5.54,11,0.00,170,126.67,"11,332",233.39,"4,017,382",3.72,"9,780,350",6.31
2014M05,"479,167",1.95,"457,698",2.19,95.52,-,"10,479,100",6.05,"13,914,727",5.96,8,-11.11,78,105.26,"4,427",163.04,"4,021,809",3.78,"9,892,918",6.87
2014M06,"479,967",1.96,...,...,...,-,...,...,"13,993,294",5.87,7,75.00,74,32.14,"2,799",0.07,"4,024,608",3.78,"9,968,686",6.73
